,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Aaron Baddeley,27.42,658,24
1,2,2,Phil Mickelson,27.79,528,19
2,3,3,Kevin Na,27.8,695,25
3,T4,T4,J.B. Holmes,28.0,672,24
4,T4,T4,Patrick Reed,28.0,700,25
5,6,6,Brian Stuard,28.07,842,30
6,T7,T7,Chesson Hadley,28.17,845,30
7,T7,T7,Matt Kuchar,28.17,676,24
8,9,9,K.J. Choi,28.22,508,18
9,10,10,Brandt Snedeker,28.23,734,26
10,11,11,Michael Thompson,28.27,735,26
11,12,12,Jason Day,28.37,539,19
12,T13,T13,Jonathan Byrd,28.38,596,21
13,T13,T13,Derek Fathauer,28.38,738,26
14,T13,T13,Sean O'Hair,28.38,738,26
15,16,16,Carl Pettersson,28.41,909,32
16,17,17,Jordan Spieth,28.42,682,24
17,18,18,Nick Taylor,28.43,796,28
18,19,19,Matt Every,28.44,711,25
19,20,20,David Lingmerth,28.46,797,28
20,T21,T21,Jonas Blixt,28.48,712,25
21,T21,T21,Ryan Moore,28.48,655,23
22,T21,T21,Daniel Summerhays,28.48,826,29
23,T24,T24,Steven Bowditch,28.5,912,32
24,T24,T24,Retief Goosen,28.5,684,24
25,T24,T24,Danny Lee,28.5,1026,36
26,27,27,Erik Compton,28.52,770,27
27,28,28,Scott Stallings,28.53,542,19
28,T29,T29,Harris English,28.54,799,28
29,T29,T29,Brendon Todd,28.54,742,26
30,31,31,Alex Cejka,28.55,828,29
31,32,32,Greg Chalmers,28.56,457,16
32,T33,T33,Morgan Hoffmann,28.58,743,26
33,T33,T33,Pat Perez,28.58,743,26
34,35,35,Brian Harman,28.62,830,29
35,T36,T36,David Hearn,28.63,859,30
36,T36,T36,Zach Johnson,28.63,687,24
37,38,38,Padraig Harrington,28.67,602,21
38,39,39,Tom Hoge,28.68,717,25
39,T40,T40,Eric Axley,28.7,574,20
40,T40,T40,Jason Bohn,28.7,775,27
41,T40,T40,Andres Romero,28.7,660,23
42,T40,T40,Vijay Singh,28.7,660,23
43,44,44,Webb Simpson,28.71,603,21
44,T45,T45,Kevin Chappell,28.73,747,26
45,T45,T45,Henrik Stenson,28.73,431,15
46,T45,T45,Justin Thomas,28.73,862,30
47,48,48,Andres Gonzales,28.74,776,27
48,49,49,Patrick Rodgers,28.75,460,16
49,50,50,Ricky Barnes,28.77,748,26
50,51,51,Matt Jones,28.78,662,23
51,T52,T52,Sergio Garcia,28.79,403,14
52,T52,T52,Robert Garrigus,28.79,691,24
53,54,54,Oscar Fraustro,28.8,576,20
54,55,55,Luke Guthrie,28.81,749,26
55,T56,T56,Sangmoon Bae,28.86,837,29
56,T56,T56,Ben Crane,28.86,606,21
57,T56,T56,Brian Davis,28.86,837,29
58,T59,T59,Paul Casey,28.87,664,23
59,T59,T59,Kevin Kisner,28.87,866,30
60,61,61,Chad Collins,28.88,693,24
61,62,62,Ian Poulter,28.89,520,18
62,63,63,D.A. Points,28.92,723,25
63,64,64,William McGirt,28.93,868,30
64,T65,T65,Daniel Berger,28.94,897,31
65,T65,T65,Ernie Els,28.94,521,18
66,T65,T65,Davis Love III,28.94,521,18
67,T65,T65,Bubba Watson,28.94,521,18
68,69,69,Chris Kirk,28.95,579,20
69,70,70,Camilo Villegas,28.96,753,26
70,71,71,Ken Duke,28.97,840,29
71,T72,T72,Graham DeLaet,29.0,580,20
72,T72,T72,Gonzalo Fernandez-Castaño,29.0,783,27
73,T72,T72,Fabián Gómez,29.0,754,26
74,T72,T72,James Hahn,29.0,812,28
75,T72,T72,Cameron Tringale,29.0,812,28
76,T72,T72,Steve Wheatcroft,29.0,783,27
77,T78,T78,Ryo Ishikawa,29.04,784,27
78,T78,T78,Jerry Kelly,29.04,697,24
79,T78,T78,Scott Piercy,29.04,813,28
80,T78,T78,Shawn Stefani,29.04,755,26
81,82,82,Whee Kim,29.05,639,22
82,T83,T83,Billy Hurley III,29.11,786,27
83,T83,T83,Dustin Johnson,29.11,553,19
84,85,85,Sung Joon Park,29.12,757,26
85,86,86,Brendon de Jonge,29.13,903,31
86,T87,T87,Justin Leonard,29.14,641,22
87,T87,T87,Cameron Percy,29.14,641,22
88,T89,T89,Scott Brown,29.17,875,30
89,T89,T89,John Peterson,29.17,700,24
90,91,91,Jhonattan Vegas,29.19,759,26
91,92,92,Carlos Ortiz,29.21,847,29
92,T93,T93,Mark Hubbard,29.22,672,23
93,T93,T93,Jimmy Walker,29.22,672,23
94,T95,T95,Max Homa,29.23,760,26
95,T95,T95,Andrew Putnam,29.23,643,22
96,97,97,Adam Hadwin,29.24,848,29
97,T98,T98,Chris Stroud,29.25,819,28
