,Total_1_Putts_-_15-20_RANK THIS WEEK,Total_1_Putts_-_15-20_RANK LAST WEEK,Total_1_Putts_-_15-20_PLAYER NAME,Total_1_Putts_-_15-20_ROUNDS,Total_1_Putts_-_15-20_TOTAL,Total_1_Putts_-_15-20_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_15-20_PCT OF ALL 1-PUTTS
0,1,1,Robert Streb,110,42,686,6.1
1,T2,T2,Carl Pettersson,106,41,733,5.6
2,T2,T2,Brian Stuard,97,41,575,7.1
3,T4,T4,Jordan Spieth,91,40,541,7.4
4,T4,T4,Hudson Swafford,97,40,567,7.1
5,T6,T6,Zac Blair,108,39,636,6.1
6,T6,T6,Harris English,105,39,644,6.1
7,T8,T8,William McGirt,103,38,680,5.6
8,T8,T8,Bryce Molder,91,38,565,6.7
9,T10,T10,Adam Hadwin,95,37,558,6.6
10,T10,T10,David Hearn,97,37,608,6.1
11,T12,T12,George McNeill,93,36,645,5.6
12,T12,T12,Shawn Stefani,94,36,602,6.0
13,T14,T14,Chad Campbell,97,35,603,5.8
14,T14,T14,Scott Pinckney,88,35,488,7.2
15,T16,T16,Andres Gonzales,90,34,536,6.3
16,T16,T16,John Huh,102,34,643,5.3
17,T16,T16,Colt Knost,90,34,518,6.6
18,T16,T16,Hunter Mahan,88,34,460,7.4
19,T16,T16,Cameron Tringale,96,34,594,5.7
20,T16,T16,Steve Wheatcroft,87,34,529,6.4
21,T22,T22,Jason Bohn,95,33,627,5.3
22,T22,T22,Brendon de Jonge,106,33,655,5.0
23,T22,T22,Ben Martin,93,33,511,6.5
24,T22,T22,Kyle Reifers,96,33,570,5.8
25,T26,T26,Russell Henley,87,32,468,6.8
26,T26,T26,Kevin Kisner,104,32,676,4.7
27,T26,T26,Spencer Levin,99,32,538,5.9
28,T26,T26,Camilo Villegas,83,32,550,5.8
29,T26,T26,Jimmy Walker,89,32,502,6.4
30,T26,T26,Nick Watney,91,32,545,5.9
31,T32,T32,Sangmoon Bae,98,31,671,4.6
32,T32,T32,Kevin Chappell,86,31,567,5.5
33,T32,T32,Brian Davis,86,31,522,5.9
34,T32,T32,Fabián Gómez,83,31,516,6.0
35,T32,T32,Chesson Hadley,101,31,673,4.6
36,T32,T32,Jim Herman,88,31,464,6.7
37,T32,T32,Billy Hurley III,83,31,463,6.7
38,T32,T32,Zach Johnson,90,31,510,6.1
39,T32,T32,Brendan Steele,88,31,532,5.8
40,T41,T41,Aaron Baddeley,76,30,505,5.9
41,T41,T41,Blayne Barber,76,30,458,6.6
42,T41,T41,Alex Cejka,94,30,554,5.4
43,T41,T41,Stewart Cink,77,30,435,6.9
44,T41,T41,Ken Duke,93,30,554,5.4
45,T41,T41,Tony Finau,106,30,633,4.7
