,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
34,T33,T33,Billy Hurley III,83,"10' 6""",1834.8329999999999,175,45,1
35,T36,T36,Chad Campbell,97,"10' 5""",3139.667,301,95,"4"""
36,T36,T36,John Huh,102,"10' 5""",2973.75,286,64,"2"""
37,T36,T36,Geoff Ogilvy,50,"10' 5""",1114.417,107,53,"4"""
38,T36,T36,Pat Perez,96,"10' 5""",3146.083,302,54,"2"""
39,T36,T36,Michael Thompson,83,"10' 5""",2710.833,260,85,"4"""
40,T41,T41,Brice Garnett,81,"10' 4""",2102.333,204,48,"8"""
41,T41,T41,Adam Hadwin,95,"10' 4""",2832.833,275,43,"6"""
42,T41,T41,Justin Leonard,61,"10' 4""",1688.6670000000001,164,56,"2"""
43,T41,T41,Ian Poulter,68,"10' 4""",1733.8329999999999,168,41,"5"""
44,T41,T41,Bo Van Pelt,81,"10' 4""",2285.5,222,46,"3"""
45,T41,T41,Tim Wilkinson,73,"10' 4""",1687.8329999999999,163,48,"2"""
46,T47,T47,David Hearn,97,"10' 3""",3137.417,306,43,"3"""
47,T47,T47,Billy Horschel,99,"10' 3""",2848.917,278,50,"3"""
48,T47,T47,Andres Romero,69,"10' 3""",1848.3329999999999,180,57,"7"""
49,T47,T47,Brandt Snedeker,98,"10' 3""",2682.5,261,57,"6"""
50,T47,T47,Jordan Spieth,91,"10' 3""",2731.25,267,47,"4"""
51,T47,T47,Nicholas Thompson,90,"10' 3""",2328.917,227,57,"5"""
52,T47,T47,Steve Wheatcroft,87,"10' 3""",2622.167,256,45,"3"""
53,T54,T54,Kevin Chappell,86,"10' 2""",2759.75,272,54,"3"""
54,T54,T54,Jon Curran,83,"10' 2""",1967.25,194,39,"1"""
55,T54,T54,Padraig Harrington,60,"10' 2""",1495.6670000000001,147,41,"1"""
56,T54,T54,Charles Howell III,105,"10' 2""",3266.917,322,52,"2"""
57,T54,T54,William McGirt,103,"10' 2""",3245.25,319,44,"5"""
58,T54,T54,D.A. Points,72,"10' 2""",1826.0,180,56,"2"""
59,T54,T54,Daniel Summerhays,101,"10' 2""",3176.833,313,44,"4"""
60,T54,T54,Andrew Svoboda,80,"10' 2""",2317.833,228,44,"2"""
61,T62,T62,Aaron Baddeley,76,"10' 1""",2259.5,224,60,"3"""
62,T62,T62,James Hahn,94,"10' 1""",2719.083,270,56,"6"""
63,T62,T62,Whee Kim,71,"10' 1""",2001.75,199,43,"4"""
64,T62,T62,Hunter Mahan,88,"10' 1""",2146.917,213,61,"2"""
65,T62,T62,Troy Merritt,91,"10' 1""",2554.167,253,40,"2"""
66,T67,T67,Steven Bowditch,103,"10' 0""",3029.167,302,47,"2"""
67,T67,T67,Paul Casey,87,"10' 0""",2413.0,242,68,"2"""
68,T67,T67,Mark Hubbard,79,"10' 0""",2006.25,200,69,"2"""
69,T67,T67,Jerry Kelly,79,"10' 0""",2346.833,235,63,"5"""
70,T67,T67,George McNeill,93,"10' 0""",3123.833,313,51,"5"""
71,T67,T67,John Peterson,84,"10' 0""",2330.583,233,55,"4"""
72,T67,T67,Jhonattan Vegas,90,"10' 0""",2288.0,228,55,"3"""
73,T74,T74,Robert Allenby,63,"9' 11""",1422.5,143,41,"3"""
74,T74,T74,K.J. Choi,66,"9' 11""",1911.0,192,61,"4"""
75,T74,T74,Gonzalo Fernandez-Castaño,81,"9' 11""",1902.4170000000001,192,48,"3"""
76,T74,T74,Jim Herman,88,"9' 11""",2643.25,267,47,"3"""
77,T74,T74,Scott Langley,94,"9' 11""",2534.167,256,74,"4"""
78,T74,T74,John Merrick,78,"9' 11""",1915.75,194,58,"3"""
79,T74,T74,Louis Oosthuizen,68,"9' 11""",1602.6670000000001,162,54,"3"""
80,T74,T74,Kevin Streelman,95,"9' 11""",2459.833,249,49,"2"""
81,T82,T82,Jason Bohn,95,"9' 10""",3197.5,326,51,"4"""
82,T82,T82,Alex Cejka,94,"9' 10""",2464.75,251,57,"4"""
83,T82,T82,Rickie Fowler,76,"9' 10""",2092.5,213,71,"4"""
84,T82,T82,Ryo Ishikawa,90,"9' 10""",2657.167,271,51,"2"""
85,T82,T82,Chez Reavie,56,"9' 10""",1733.8329999999999,177,64,"3"""
86,T87,T87,Russell Knox,96,"9' 9""",3003.0,308,49,"2"""
87,T87,T87,Kyle Reifers,96,"9' 9""",2629.5,269,62,"4"""
88,T87,T87,Chris Stroud,84,"9' 9""",2346.167,241,52,"3"""
89,T87,T87,Gary Woodland,81,"9' 9""",1690.4170000000001,174,70,"3"""
90,T91,T91,Blayne Barber,76,"9' 8""",2112.0,219,51,"7"""
91,T91,T91,Ricky Barnes,82,"9' 8""",1983.0,205,51,"3"""
92,T91,T91,Erik Compton,86,"9' 8""",2395.583,247,47,"3"""
93,T91,T91,Derek Fathauer,81,"9' 8""",2006.5829999999999,207,51,"6"""
94,T91,T91,Brooks Koepka,84,"9' 8""",2302.417,238,52,"3"""
95,T91,T91,Kevin Na,98,"9' 8""",2424.75,251,56,"5"""
96,T91,T91,Carl Pettersson,106,"9' 8""",3139.75,326,56,"2"""
97,T91,T91,Patrick Reed,103,"9' 8""",2776.583,287,60,"4"""
98,T91,T91,Rory Sabbatini,81,"9' 8""",2292.333,237,47,"3"""
99,T91,T91,Adam Scott,51,"9' 8""",1074.583,111,65,"6"""
100,T91,T91,Byron Smith,59,"9' 8""",1264.417,131,55,"7"""
101,T91,T91,Henrik Stenson,63,"9' 8""",1700.3329999999999,176,57,"3"""
102,T91,T91,Robert Streb,110,"9' 8""",3644.0,376,54,"2"""
103,T91,T91,Hudson Swafford,97,"9' 8""",3016.583,313,56,"3"""
104,T91,T91,Brendon Todd,96,"9' 8""",2640.167,272,56,"2"""
105,T106,T106,Steven Alker,62,"9' 7""",1567.8329999999999,164,47,"4"""
106,T106,T106,J.J. Henry,94,"9' 7""",2033.0829999999999,213,47,"3"""
107,T106,T106,Zach Johnson,90,"9' 7""",2435.0,253,41,"1"""
108,T106,T106,Martin Laird,77,"9' 7""",2383.75,249,50,"2"""
109,T106,T106,Jonathan Randolph,72,"9' 7""",1738.8329999999999,181,43,"2"""
110,T106,T106,Jimmy Walker,89,"9' 7""",2459.0,257,58,"2"""
111,T106,T106,Nick Watney,91,"9' 7""",2714.333,283,49,"2"""
112,T113,T113,Scott Brown,97,"9' 6""",2631.917,278,55,"2"""
113,T113,T113,Cameron Percy,72,"9' 6""",1914.25,201,40,"2"""
114,T115,T115,Sangmoon Bae,98,"9' 5""",2835.417,302,48,"2"""
115,T115,T115,Jason Day,75,"9' 5""",2460.667,261,50,"2"""
116,T115,T115,Ken Duke,93,"9' 5""",2376.0,252,56,"2"""
117,T115,T115,Harris English,105,"9' 5""",2932.083,311,38,"2"""
118,T115,T115,Jason Gore,76,"9' 5""",2057.917,219,43,"2"""
119,T115,T115,Brian Harman,90,"9' 5""",2656.167,281,61,"5"""
120,T115,T115,Tom Hoge,83,"9' 5""",2299.25,244,68,"2"""
121,T115,T115,Danny Lee,120,"9' 5""",3468.167,367,43,"1"""
122,T115,T115,Phil Mickelson,70,"9' 5""",1885.25,200,49,"4"""
123,T124,T124,Brendon de Jonge,106,"9' 4""",2976.917,319,59,"4"""
124,T124,T124,Derek Ernst,75,"9' 4""",1855.75,199,73,"3"""
125,T124,T124,Jim Furyk,71,"9' 4""",1687.1670000000001,181,52,"3"""
126,T124,T124,Bill Haas,89,"9' 4""",2127.5,227,56,"10"""
127,T124,T124,Matt Kuchar,97,"9' 4""",2678.75,286,54,"2"""
128,T124,T124,Francesco Molinari,56,"9' 4""",1260.0,135,47,"4"""
129,T124,T124,Carlos Ortiz,100,"9' 4""",2857.5,307,57,"2"""
130,T124,T124,Michael Putnam,87,"9' 4""",1944.5,209,62,"3"""
131,T124,T124,Shawn Stefani,94,"9' 4""",2991.083,321,52,"1"""
132,T133,T133,Kevin Kisner,104,"9' 3""",2878.417,310,47,"1"""
133,T133,T133,Seung-Yul Noh,65,"9' 3""",1762.75,190,42,"5"""
134,T133,T133,Heath Slocum,57,"9' 3""",1020.4169999999999,110,40,"3"""
135,T136,T136,Roberto Castro,54,"9' 2""",1018.5,111,50,"2"""
136,T136,T136,Chad Collins,79,"9' 2""",1836.9170000000001,200,65,"3"""
137,T136,T136,Charley Hoffman,97,"9' 2""",2565.583,281,70,"2"""
138,T139,T139,Keegan Bradley,87,"9' 1""",2265.083,249,49,"3"""
139,T139,T139,Tony Finau,106,"9' 1""",3213.583,354,47,"2"""
140,T139,T139,Retief Goosen,81,"9' 1""",1760.5829999999999,193,41,"3"""
141,T139,T139,Jason Kokrak,88,"9' 1""",2540.75,281,54,"3"""
142,T139,T139,David Lingmerth,90,"9' 1""",2311.25,254,41,"2"""
143,T139,T139,Ryan Moore,81,"9' 1""",2002.5,221,37,"8"""
144,T139,T139,Jeff Overton,94,"9' 1""",2218.0,245,48,"3"""
145,T139,T139,Boo Weekley,79,"9' 1""",2137.833,236,36,"4"""
146,T147,T147,Eric Axley,57,"9' 0""",1122.583,125,37,"2"""
147,T147,T147,Ernie Els,57,"9' 0""",1219.333,135,56,"2"""
148,T147,T147,Matt Every,73,"9' 0""",1444.25,160,42,"6"""
149,T147,T147,Chesson Hadley,101,"9' 0""",2850.667,317,37,"3"""
150,T147,T147,Greg Owen,58,"9' 0""",1164.583,130,36,"1"""
151,T147,T147,Justin Rose,69,"9' 0""",1917.1670000000001,214,51,"1"""
152,T153,T153,Max Homa,78,"8' 11""",1814.1670000000001,203,31,"5"""
153,T153,T153,Marc Leishman,74,"8' 11""",1692.9170000000001,190,37,"4"""
154,T153,T153,Vijay Singh,78,"8' 11""",2042.0,230,72,"2"""
155,T153,T153,Roger Sloan,56,"8' 11""",1129.5,127,41,"2"""
156,T153,T153,Nick Taylor,91,"8' 11""",2678.583,301,57,"4"""
157,T158,T158,Chris Kirk,76,"8' 10""",1773.9170000000001,201,41,"4"""
158,T158,T158,Webb Simpson,81,"8' 10""",1933.75,218,53,"3"""
159,T158,T158,Brendan Steele,88,"8' 10""",2569.25,290,60,"1"""
160,T161,T161,Ángel Cabrera,53,"8' 9""",1185.583,136,53,"2"""
161,T161,T161,Dustin Johnson,75,"8' 9""",1896.25,216,64,"2"""
162,T161,T161,Davis Love III,51,"8' 9""",1071.5,123,40,"8"""
163,T161,T161,Hideki Matsuyama,95,"8' 9""",2505.0,286,39,"1"""
164,T161,T161,Patrick Rodgers,57,"8' 9""",1517.0,174,47,"4"""
165,T161,T161,Sam Saunders,83,"8' 9""",1957.6670000000001,223,55,"4"""
166,T161,T161,Tyrone Van Aswegen,58,"8' 9""",1167.833,133,42,"2"""
167,T168,T168,Graham DeLaet,65,"8' 7""",1582.1670000000001,185,36,"4"""
168,T168,T168,Oscar Fraustro,58,"8' 7""",1105.25,129,33,"4"""
169,T168,T168,Morgan Hoffmann,85,"8' 7""",2067.25,241,47,"5"""
170,T168,T168,J.B. Holmes,89,"8' 7""",2234.083,261,46,"2"""
171,T168,T168,Alex Prugh,84,"8' 7""",2094.917,244,48,"2"""
172,T168,T168,John Senden,80,"8' 7""",1551.0,181,46,"3"""
173,T174,T174,Charlie Beljan,76,"8' 6""",1732.3329999999999,203,52,"2"""
174,T174,T174,Daniel Berger,97,"8' 6""",2496.833,295,52,"2"""
175,T174,T174,Ryan Palmer,80,"8' 6""",1610.8329999999999,189,37,"5"""
176,T174,T174,Scott Stallings,60,"8' 6""",1385.0,163,35,"6"""
177,T178,T178,Lucas Glover,79,"8' 4""",2013.6670000000001,242,42,"1"""
178,T178,T178,Justin Thomas,106,"8' 4""",3210.75,387,53,"2"""
179,180,180,Robert Garrigus,70,"8' 3""",1411.0,171,48,"1"""
180,181,181,Charl Schwartzel,67,"8' 2""",1113.083,136,40,"2"""
181,182,182,Sung Joon Park,79,"8' 1""",1369.0829999999999,170,44,"3"""
182,183,183,Bubba Watson,71,"7' 9""",1790.5,232,54,"3"""
183,184,184,Jim Renner,68,"7' 8""",1093.917,142,31,"9"""
