,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
0,1,1,Matt Kuchar,97,98.41,1071,1054
1,2,2,Erik Compton,86,98.28,989,972
2,3,3,Bubba Watson,71,98.17,766,752
3,4,4,Ryan Palmer,80,98.14,751,737
4,5,5,Rickie Fowler,76,97.99,795,779
5,6,6,Henrik Stenson,63,97.98,594,582
6,7,7,Kevin Kisner,104,97.95,1314,1287
7,8,8,Jeff Overton,94,97.9,1047,1025
8,9,9,Jim Furyk,71,97.75,756,739
9,10,10,Jason Day,75,97.74,798,780
10,11,11,Daniel Summerhays,101,97.71,1222,1194
11,12,12,Harris English,105,97.66,1198,1170
12,13,13,Billy Hurley III,83,97.65,893,872
13,14,14,Francesco Molinari,56,97.63,632,617
14,15,15,Cameron Percy,72,97.62,840,820
15,T16,T16,David Toms,62,97.6,793,774
16,T16,T16,Willy Wilcox,58,97.6,583,569
17,18,18,Phil Mickelson,70,97.58,745,727
18,T19,T19,David Hearn,97,97.57,1154,1126
19,T19,T19,John Senden,80,97.57,741,723
20,T21,T21,Ben Martin,93,97.5,1078,1051
21,T21,T21,Alex Prugh,84,97.5,1041,1015
22,T23,T23,Pat Perez,96,97.47,1146,1117
23,T23,T23,Jimmy Walker,89,97.47,868,846
24,25,25,Brendon Todd,96,97.46,1061,1034
25,26,26,Johnson Wagner,68,97.42,813,792
26,27,27,John Peterson,84,97.4,1115,1086
27,T28,T28,Bill Haas,89,97.39,1034,1007
28,T28,T28,Carl Pettersson,106,97.39,1339,1304
29,30,30,Greg Chalmers,58,97.37,495,482
30,T31,T31,Blayne Barber,76,97.36,871,848
31,T31,T31,Kevin Streelman,95,97.36,1060,1032
32,33,33,Andrew Putnam,68,97.35,754,734
33,34,34,Hideki Matsuyama,95,97.34,977,951
34,35,35,Andres Romero,69,97.33,749,729
35,36,36,Jason Bohn,95,97.3,1221,1188
36,T37,T37,Oscar Fraustro,58,97.27,586,570
37,T37,T37,Patrick Rodgers,57,97.27,659,641
38,T37,T37,Bo Van Pelt,81,97.27,917,892
39,T40,T40,David Lingmerth,90,97.24,1013,985
40,T40,T40,Brandt Snedeker,98,97.24,1014,986
