,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
41,T42,T42,Ricky Barnes,82,97.23,901,876
42,T42,T42,Chad Collins,79,97.23,902,877
43,T42,T42,Boo Weekley,79,97.23,974,947
44,45,45,Dustin Johnson,75,97.21,753,732
45,46,46,Brendon de Jonge,106,97.2,1321,1284
46,T47,T47,Derek Fathauer,81,97.18,922,896
47,T47,T47,Sean O'Hair,86,97.18,1134,1102
48,49,49,Graham DeLaet,65,97.16,776,754
49,50,50,Steven Alker,62,97.13,732,711
50,51,51,Alex Cejka,94,97.12,1146,1113
51,52,52,Hunter Mahan,88,97.1,898,872
52,53,53,Scott Pinckney,88,97.09,1031,1001
53,T54,T54,Russell Henley,87,97.08,926,899
54,T54,T54,Martin Laird,77,97.08,1027,997
55,56,56,Jim Herman,88,97.07,1091,1059
56,T57,T57,Troy Merritt,91,97.06,1123,1090
57,T57,T57,Tyrone Van Aswegen,58,97.06,613,595
58,59,59,Jonas Blixt,78,97.03,740,718
59,T60,T60,Brooks Koepka,84,97.01,870,844
60,T60,T60,Bryce Molder,91,97.01,1070,1038
61,62,62,K.J. Choi,66,97.0,800,776
62,T63,T63,Zac Blair,108,96.99,1230,1193
63,T63,T63,Danny Lee,120,96.99,1362,1321
64,65,65,Steve Wheatcroft,87,96.97,989,959
65,T66,T66,John Huh,102,96.96,1219,1182
66,T66,T66,Shawn Stefani,94,96.96,1251,1213
67,T68,T68,Colt Knost,90,96.95,1049,1017
68,T68,T68,Roger Sloan,56,96.95,590,572
69,70,70,George McNeill,93,96.94,1242,1204
70,T71,T71,Paul Casey,87,96.93,879,852
71,T71,T71,Patrick Reed,103,96.93,1044,1012
72,T71,T71,Brian Stuard,97,96.93,1108,1074
73,74,74,Justin Thomas,106,96.91,1360,1318
74,75,75,Chad Campbell,97,96.88,1315,1274
75,T76,T76,Robert Streb,110,96.86,1338,1296
76,T76,T76,Hudson Swafford,97,96.86,1177,1140
77,T78,T78,Aaron Baddeley,76,96.77,898,869
78,T78,T78,Kevin Chappell,86,96.77,1053,1019
79,80,80,Eric Axley,57,96.75,616,596
80,T81,T81,Billy Horschel,99,96.74,1043,1009
81,T81,T81,Lee Westwood,56,96.74,429,415
82,83,83,Gary Woodland,81,96.73,765,740
83,T84,T84,Steven Bowditch,103,96.71,1246,1205
84,T84,T84,Jon Curran,83,96.71,941,910
85,T84,T84,Luke Donald,71,96.71,760,735
86,T84,T84,Charles Howell III,105,96.71,1458,1410
87,T88,T88,Max Homa,78,96.7,879,850
88,T88,T88,Rory Sabbatini,81,96.7,938,907
89,T90,T90,Chesson Hadley,101,96.68,1234,1193
90,T90,T90,Brian Harman,90,96.68,1114,1077
91,T92,T92,Sangmoon Bae,98,96.67,1203,1163
92,T92,T92,Adam Hadwin,95,96.67,1141,1103
93,94,94,Jordan Spieth,91,96.66,899,869
94,95,95,Scott Langley,94,96.65,1135,1097
95,T96,T96,Daniel Berger,97,96.64,1192,1152
96,T96,T96,Chris Kirk,76,96.64,804,777
97,T98,T98,Jamie Donaldson,50,96.63,445,430
98,T98,T98,Robert Garrigus,70,96.63,800,773
99,T98,T98,William McGirt,103,96.63,1393,1346
100,T101,T101,Russell Knox,96,96.62,1243,1201
101,T101,T101,Spencer Levin,99,96.62,1213,1172
102,103,103,Kevin Na,98,96.61,1004,970
103,104,104,Keegan Bradley,87,96.59,910,879
104,T105,T105,Roberto Castro,54,96.58,526,508
105,T105,T105,Justin Leonard,61,96.58,760,734
106,107,107,Cameron Tringale,96,96.55,1132,1093
107,108,108,Brendan Steele,88,96.54,1070,1033
108,T109,T109,Scott Brown,97,96.53,1180,1139
109,T109,T109,Ángel Cabrera,53,96.53,634,612
110,T109,T109,Fabián Gómez,83,96.53,980,946
111,T112,T112,J.J. Henry,94,96.51,1145,1105
112,T112,T112,D.A. Points,72,96.51,832,803
113,114,114,James Hahn,94,96.5,1114,1075
114,115,115,Nick Taylor,91,96.49,1141,1101
115,116,116,Whee Kim,71,96.48,795,767
116,117,117,Derek Ernst,75,96.47,936,903
117,118,118,Zach Johnson,90,96.46,989,954
118,119,119,Matt Every,73,96.45,788,760
119,120,120,Chris Stroud,84,96.44,982,947
120,T121,T121,Andres Gonzales,90,96.43,1092,1053
121,T121,T121,Tom Hoge,83,96.43,897,865
122,123,123,Retief Goosen,81,96.42,865,834
123,124,124,Matt Jones,89,96.4,944,910
124,125,125,Tony Finau,106,96.38,1327,1279
125,T126,T126,Martin Flores,95,96.36,1154,1112
126,T126,T126,Jason Gore,76,96.36,825,795
127,T128,T128,Brice Garnett,81,96.29,917,883
128,T128,T128,Ian Poulter,68,96.29,673,648
129,T128,T128,Andrew Svoboda,80,96.29,996,959
130,131,131,Seung-Yul Noh,65,96.21,766,737
131,T132,T132,Robert Allenby,63,96.2,764,735
132,T132,T132,Luke Guthrie,84,96.2,974,937
133,T132,T132,Ryan Moore,81,96.2,868,835
134,135,135,Charley Hoffman,97,96.19,1077,1036
135,136,136,Chez Reavie,56,96.17,732,704
136,137,137,Sung Joon Park,79,96.16,938,902
137,T138,T138,J.B. Holmes,89,96.15,935,899
138,T138,T138,Mark Hubbard,79,96.15,882,848
139,140,140,Ken Duke,93,96.13,1111,1068
140,141,141,Carlos Ortiz,100,96.12,1187,1141
141,T142,T142,Morgan Hoffmann,85,96.11,976,938
142,T142,T142,Jason Kokrak,88,96.11,1158,1113
143,144,144,Ryo Ishikawa,90,96.1,1078,1036
144,145,145,Brian Davis,86,96.02,1004,964
145,146,146,Ben Crane,62,95.98,747,717
146,147,147,Jerry Kelly,79,95.97,942,904
147,148,148,Sam Saunders,83,95.95,914,877
148,T149,T149,Scott Piercy,90,95.94,1181,1133
149,T149,T149,Charl Schwartzel,67,95.94,616,591
150,151,151,Marc Leishman,74,95.9,780,748
151,152,152,Jonathan Randolph,72,95.89,802,769
152,153,153,Mark Wilson,89,95.88,1166,1118
153,154,154,Louis Oosthuizen,68,95.86,677,649
154,155,155,Michael Thompson,83,95.83,1078,1033
155,156,156,Geoff Ogilvy,50,95.8,524,502
156,157,157,Jhonattan Vegas,90,95.79,1044,1000
157,158,158,Jim Renner,68,95.78,829,794
158,159,159,Nick Watney,91,95.76,1178,1128
159,160,160,Tim Wilkinson,73,95.74,846,810
160,161,161,Justin Rose,69,95.69,696,666
161,162,162,Jonathan Byrd,69,95.67,739,707
162,163,163,Davis Love III,51,95.58,634,606
163,164,164,Stewart Cink,77,95.55,943,901
164,165,165,Kyle Reifers,96,95.53,1140,1089
165,166,166,Michael Putnam,87,95.49,1020,974
166,167,167,Bill Lunde,50,95.45,527,503
167,168,168,Heath Slocum,57,95.44,570,544
168,169,169,Vijay Singh,78,95.43,1029,982
169,170,170,Byron Smith,59,95.41,632,603
170,171,171,Gonzalo Fernandez-Castaño,81,95.37,950,906
171,172,172,Scott Stallings,60,95.28,720,686
172,173,173,Greg Owen,58,95.2,604,575
173,174,174,Webb Simpson,81,94.97,955,907
174,175,175,Nicholas Thompson,90,94.95,1030,978
175,176,176,Jason Dufner,76,94.82,695,659
176,177,177,John Merrick,78,94.62,873,826
177,178,178,Camilo Villegas,83,94.56,1048,991
178,179,179,Ernie Els,57,94.21,587,553
179,180,180,Sergio Garcia,59,94.0,533,501
180,181,181,Charlie Beljan,76,93.56,869,813
181,182,182,Padraig Harrington,60,93.37,739,690
182,183,183,Adam Scott,51,93.15,482,449
183,184,184,Lucas Glover,79,91.78,1144,1050
