,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Chad Collins,27.07,406,15
1,2,2,Dustin Johnson,27.18,462,17
2,3,3,Jamie Donaldson,27.44,247,9
3,4,4,Oscar Fraustro,27.67,166,6
4,T5,T5,Chris Kirk,27.69,443,16
5,T5,T5,Steve Wheatcroft,27.69,360,13
6,7,7,Jordan Spieth,27.7,554,20
7,8,8,Steven Bowditch,27.74,527,19
8,T9,T9,Steven Alker,27.75,222,8
9,T9,T9,Ben Crane,27.75,222,8
10,11,11,Zach Johnson,27.79,528,19
11,12,12,Charley Hoffman,27.85,557,20
12,13,13,Chris Stroud,27.86,390,14
13,T14,T14,Chesson Hadley,27.9,558,20
14,T14,T14,David Toms,27.9,279,10
15,16,16,Danny Lee,27.96,671,24
16,T17,T17,Rickie Fowler,28.0,420,15
17,T17,T17,Brian Stuard,28.0,448,16
18,T17,T17,Jimmy Walker,28.0,560,20
19,20,20,Phil Mickelson,28.06,449,16
20,T21,T21,J.B. Holmes,28.11,506,18
21,T21,T21,John Huh,28.11,534,19
22,T23,T23,Erik Compton,28.13,450,16
23,T23,T23,Tim Wilkinson,28.13,225,8
24,25,25,Carl Pettersson,28.14,591,21
25,26,26,William McGirt,28.15,563,20
26,T27,T27,Blayne Barber,28.18,310,11
27,T27,T27,Whee Kim,28.18,310,11
28,29,29,Vijay Singh,28.19,451,16
29,T30,T30,Jonas Blixt,28.2,282,10
30,T30,T30,Max Homa,28.2,282,10
31,T32,T32,James Hahn,28.21,536,19
32,T32,T32,Patrick Reed,28.21,677,24
33,34,34,Aaron Baddeley,28.23,367,13
34,35,35,Brandt Snedeker,28.24,593,21
35,36,36,Marc Leishman,28.25,339,12
36,37,37,Patrick Rodgers,28.3,283,10
37,T38,T38,Zac Blair,28.33,510,18
38,T38,T38,Scott Brown,28.33,510,18
39,T38,T38,D.A. Points,28.33,255,9
40,41,41,Hunter Mahan,28.39,511,18
41,42,42,Kevin Na,28.41,625,22
42,T43,T43,Ricky Barnes,28.42,341,12
43,T43,T43,Derek Fathauer,28.42,341,12
44,45,45,Eric Axley,28.43,199,7
45,46,46,Matt Every,28.45,313,11
46,T47,T47,Jerry Kelly,28.47,427,15
47,T47,T47,Bubba Watson,28.47,427,15
48,49,49,Matt Kuchar,28.48,655,23
49,T50,T50,Sangmoon Bae,28.5,570,20
50,T50,T50,Sergio Garcia,28.5,399,14
51,T50,T50,Ryan Moore,28.5,456,16
52,53,53,Jason Day,28.53,485,17
53,54,54,Colt Knost,28.56,457,16
54,55,55,Daniel Summerhays,28.57,600,21
55,T56,T56,Keegan Bradley,28.58,543,19
56,T56,T56,Russell Henley,28.58,543,19
57,T58,T58,Fabián Gómez,28.6,429,15
58,T58,T58,Kyle Reifers,28.6,429,15
59,T58,T58,Brendon Todd,28.6,572,20
60,T58,T58,Mark Wilson,28.6,429,15
61,62,62,Scott Langley,28.61,515,18
62,63,63,Troy Merritt,28.63,458,16
63,64,64,Seung-Yul Noh,28.64,315,11
64,65,65,Morgan Hoffmann,28.65,487,17
65,T66,T66,Ken Duke,28.67,430,15
66,T66,T66,Hideki Matsuyama,28.67,602,21
