,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
53,54,54,Chris Kirk,76,16.49,570,94
54,55,55,Brooks Koepka,84,16.48,698,115
55,56,56,Andres Gonzales,90,16.44,821,135
56,57,57,J.B. Holmes,89,16.43,627,103
57,T58,T58,K.J. Choi,66,16.41,585,96
58,T58,T58,Robert Streb,110,16.41,1036,170
59,60,60,Charley Hoffman,97,16.39,793,130
60,61,61,Ryan Moore,81,16.37,611,100
61,62,62,Jonathan Byrd,69,16.35,532,87
62,T63,T63,Jason Gore,76,16.34,618,101
63,T63,T63,Troy Merritt,91,16.34,875,143
64,65,65,Dustin Johnson,75,16.32,533,87
65,66,66,Adam Scott,51,16.29,356,58
66,67,67,Chesson Hadley,101,16.27,916,149
67,T68,T68,Ben Martin,93,16.23,869,141
68,T68,T68,Steve Wheatcroft,87,16.23,764,124
69,70,70,Jhonattan Vegas,90,16.22,783,127
70,71,71,Hideki Matsuyama,95,16.19,704,114
71,72,72,William McGirt,103,16.16,1027,166
72,73,73,Scott Piercy,90,16.15,873,141
73,74,74,Hunter Mahan,88,16.14,694,112
74,T75,T75,Billy Horschel,99,16.08,802,129
75,T75,T75,Billy Hurley III,83,16.08,653,105
76,77,77,Jonas Blixt,78,16.03,524,84
77,78,78,Bo Van Pelt,81,16.01,737,118
78,79,79,Nick Taylor,91,16.0,844,135
79,80,80,James Hahn,94,15.97,789,126
80,81,81,Willy Wilcox,58,15.87,460,73
81,82,82,Seung-Yul Noh,65,15.85,574,91
82,83,83,Harris English,105,15.83,935,148
83,84,84,Andrew Svoboda,80,15.82,765,121
84,85,85,Kevin Na,98,15.79,684,108
85,86,86,Gary Woodland,81,15.78,564,89
86,87,87,Adam Hadwin,95,15.77,907,143
87,88,88,Luke Donald,71,15.75,565,89
88,89,89,David Toms,62,15.74,559,88
89,90,90,Ken Duke,93,15.7,809,127
90,91,91,Steven Bowditch,103,15.66,862,135
91,92,92,Martin Flores,95,15.64,895,140
92,93,93,Rory Sabbatini,81,15.61,692,108
93,94,94,Kyle Reifers,96,15.6,846,132
94,T95,T95,Tony Finau,106,15.52,973,151
95,T95,T95,Retief Goosen,81,15.52,612,95
96,97,97,Brendan Steele,88,15.51,806,125
97,T98,T98,Tom Hoge,83,15.43,661,102
98,T98,T98,Louis Oosthuizen,68,15.43,499,77
99,100,100,Jason Dufner,76,15.4,500,77
100,T101,T101,Padraig Harrington,60,15.38,494,76
101,T101,T101,Justin Leonard,61,15.38,533,82
102,T101,T101,Nick Watney,91,15.38,884,136
103,T104,T104,Ricky Barnes,82,15.34,626,96
104,T104,T104,Brian Harman,90,15.34,828,127
105,106,106,Marc Leishman,74,15.33,561,86
106,T107,T107,Keegan Bradley,87,15.32,666,102
107,T107,T107,Chez Reavie,56,15.32,555,85
108,109,109,David Lingmerth,90,15.29,726,111
109,110,110,Scott Langley,94,15.25,826,126
110,111,111,Boo Weekley,79,15.23,709,108
111,112,112,Carlos Ortiz,100,15.06,890,134
112,T113,T113,Patrick Rodgers,57,15.01,493,74
113,T113,T113,Chris Stroud,84,15.01,713,107
114,115,115,Sam Saunders,83,15.0,660,99
115,116,116,Jonathan Randolph,72,14.98,601,90
116,117,117,Bubba Watson,71,14.96,568,85
117,118,118,Webb Simpson,81,14.92,657,98
118,119,119,Martin Laird,77,14.89,786,117
119,120,120,Heath Slocum,57,14.79,399,59
120,121,121,Michael Thompson,83,14.77,826,122
121,T122,T122,Alex Cejka,94,14.75,827,122
122,T122,T122,John Merrick,78,14.75,590,87
123,124,124,Shawn Stefani,94,14.72,951,140
124,125,125,Brice Garnett,81,14.66,723,106
125,126,126,Jeff Overton,94,14.65,785,115
126,127,127,Brendon de Jonge,106,14.63,964,141
127,T128,T128,Ernie Els,57,14.62,390,57
128,T128,T128,Andres Romero,69,14.62,554,81
129,130,130,Steven Alker,62,14.54,502,73
130,131,131,Johnson Wagner,68,14.51,641,93
131,132,132,Bill Lunde,50,14.46,415,60
132,133,133,Max Homa,78,14.42,645,93
133,T134,T134,Chad Campbell,97,14.39,994,143
134,T134,T134,Derek Fathauer,81,14.39,660,95
135,136,136,Ryan Palmer,80,14.26,568,81
136,137,137,Charles Howell III,105,14.23,1103,157
137,138,138,Spencer Levin,99,14.18,910,129
138,T139,T139,Chad Collins,79,14.17,621,88
139,T139,T139,D.A. Points,72,14.17,607,86
140,141,141,Kevin Streelman,95,14.09,795,112
141,142,142,Russell Knox,96,14.08,959,135
142,143,143,Scott Stallings,60,14.01,514,72
143,144,144,Eric Axley,57,14.0,450,63
144,145,145,Kevin Kisner,104,13.98,980,137
145,146,146,Nicholas Thompson,90,13.93,754,105
146,147,147,Ángel Cabrera,53,13.91,460,64
147,148,148,Scott Brown,97,13.83,810,112
148,149,149,Oscar Fraustro,58,13.82,427,59
149,150,150,Tim Wilkinson,73,13.81,572,79
150,151,151,Francesco Molinari,56,13.78,479,66
151,152,152,Mark Wilson,89,13.7,847,116
152,153,153,Vijay Singh,78,13.69,694,95
153,154,154,Jon Curran,83,13.67,724,99
154,155,155,Justin Thomas,106,13.6,978,133
155,T156,T156,Daniel Berger,97,13.48,905,122
156,T156,T156,Mark Hubbard,79,13.48,660,89
157,T158,T158,Geoff Ogilvy,50,13.37,374,50
158,T158,T158,Michael Putnam,87,13.37,748,100
159,160,160,Charlie Beljan,76,13.36,599,80
160,161,161,Cameron Percy,72,13.32,623,83
161,162,162,Graham DeLaet,65,13.3,579,77
162,163,163,Bill Haas,89,13.16,790,104
163,164,164,Jason Kokrak,88,13.05,835,109
164,165,165,Jim Herman,88,13.03,913,119
165,166,166,John Peterson,84,12.95,834,108
166,167,167,Robert Garrigus,70,12.85,568,73
167,168,168,Tyrone Van Aswegen,58,12.83,452,58
168,169,169,John Senden,80,12.81,523,67
169,170,170,Charl Schwartzel,67,12.77,423,54
170,171,171,Jim Furyk,71,12.61,563,71
171,172,172,Robert Allenby,63,12.48,561,70
172,173,173,Gonzalo Fernandez-Castaño,81,12.46,666,83
173,174,174,Roberto Castro,54,12.33,365,45
174,175,175,Byron Smith,59,12.32,479,59
175,176,176,Davis Love III,51,12.31,471,58
176,177,177,Derek Ernst,75,12.28,676,83
177,178,178,Greg Owen,58,12.11,413,50
178,179,179,Alex Prugh,84,12.09,827,100
179,180,180,Roger Sloan,56,11.72,418,49
180,181,181,Lucas Glover,79,11.35,775,88
181,182,182,Sung Joon Park,79,11.31,654,74
182,183,183,J.J. Henry,94,10.86,875,95
183,184,184,Jim Renner,68,10.52,580,61
