,Putting_from_6_RANK THIS WEEK,Putting_from_6_RANK LAST WEEK,Putting_from_6_PLAYER NAME,Putting_from_6_ROUNDS,Putting_from_6_% MADE,Putting_from_6_ATTEMPTS,Putting_from_6_PUTTS MADE
0,1,1,Johnson Wagner,68,85.19,54,46
1,2,2,Chad Collins,79,83.08,65,54
2,3,3,Paul Casey,87,83.05,59,49
3,4,4,Hunter Mahan,88,82.61,69,57
4,5,5,Tyrone Van Aswegen,58,82.35,51,42
5,6,6,Brendon Todd,96,81.91,94,77
6,7,7,Zac Blair,108,81.72,93,76
7,T8,T8,Russell Knox,96,81.32,91,74
8,T8,T8,Bryce Molder,91,81.32,91,74
9,10,10,Brooks Koepka,84,81.05,95,77
10,11,11,Jonathan Randolph,72,81.03,58,47
11,12,12,Aaron Baddeley,76,80.77,78,63
12,13,13,Colt Knost,90,80.6,67,54
13,14,14,Eric Axley,57,80.56,36,29
14,15,15,Zach Johnson,90,80.28,71,57
15,16,16,Brian Harman,90,80.26,76,61
16,T17,T17,Sergio Garcia,59,80.0,35,28
17,T17,T17,Jason Gore,76,80.0,55,44
18,T17,T17,Adam Scott,51,80.0,25,20
19,20,20,Scott Brown,97,79.75,79,63
20,21,21,Derek Fathauer,81,79.73,74,59
21,22,22,Jon Curran,83,79.31,58,46
22,23,23,Troy Merritt,91,79.05,105,83
23,24,24,Bo Van Pelt,81,78.79,66,52
24,25,25,Kevin Kisner,104,78.7,108,85
25,26,26,Steve Wheatcroft,87,78.57,84,66
26,27,27,Jerry Kelly,79,78.46,65,51
27,28,28,Brice Garnett,81,78.05,82,64
28,29,29,Harris English,105,77.91,86,67
29,30,30,Justin Thomas,106,77.88,104,81
30,31,31,Andres Romero,69,77.59,58,45
31,32,32,Brandt Snedeker,98,77.27,88,68
32,33,33,Lee Westwood,56,76.92,39,30
33,34,34,Nick Taylor,91,76.7,103,79
34,35,35,Chesson Hadley,101,76.64,107,82
35,T36,T36,Bill Haas,89,76.0,75,57
36,T36,T36,Ryan Moore,81,76.0,50,38
37,38,38,Danny Lee,120,75.7,107,81
38,39,39,Greg Chalmers,58,75.68,37,28
39,40,40,Charley Hoffman,97,75.61,82,62
40,41,41,Cameron Tringale,96,75.58,86,65
41,42,42,Shawn Stefani,94,75.53,94,71
42,43,43,Russell Henley,87,75.38,65,49
43,T44,T44,Jim Herman,88,75.31,81,61
44,T44,T44,Jordan Spieth,91,75.31,81,61
45,T46,T46,Bill Lunde,50,75.0,36,27
46,T46,T46,Byron Smith,59,75.0,52,39
47,48,48,Camilo Villegas,83,74.65,71,53
48,T49,T49,Jason Day,75,74.6,63,47
49,T49,T49,Cameron Percy,72,74.6,63,47
50,T49,T49,Bubba Watson,71,74.6,63,47
51,52,52,David Hearn,97,74.49,98,73
52,53,53,D.A. Points,72,74.24,66,49
53,54,54,Justin Leonard,61,74.19,62,46
54,T55,T55,John Peterson,84,73.97,73,54
55,T55,T55,Sam Saunders,83,73.97,73,54
56,57,57,Ricky Barnes,82,73.85,65,48
57,58,58,Oscar Fraustro,58,73.81,42,31
58,59,59,Daniel Summerhays,101,73.79,103,76
59,60,60,Chris Kirk,76,73.77,61,45
60,61,61,Jimmy Walker,89,73.75,80,59
61,62,62,Scott Pinckney,88,73.61,72,53
62,63,63,Pat Perez,96,73.56,87,64
63,64,64,Rickie Fowler,76,73.21,56,41
64,65,65,John Huh,102,73.15,108,79
65,66,66,Gary Woodland,81,72.86,70,51
66,T67,T67,Steven Alker,62,72.73,33,24
67,T67,T67,Derek Ernst,75,72.73,55,40
68,69,69,Tom Hoge,83,72.6,73,53
69,T70,T70,Ryo Ishikawa,90,72.34,94,68
70,T70,T70,Roger Sloan,56,72.34,47,34
71,72,72,Ben Martin,93,72.22,90,65
72,73,73,J.B. Holmes,89,72.15,79,57
73,T74,T74,K.J. Choi,66,72.13,61,44
74,T74,T74,Justin Rose,69,72.13,61,44
75,76,76,Phil Mickelson,70,72.06,68,49
76,77,77,Adam Hadwin,95,72.04,93,67
77,78,78,Kevin Na,98,71.95,82,59
78,79,79,Sung Joon Park,79,71.88,64,46
79,80,80,Tim Wilkinson,73,71.83,71,51
80,81,81,Davis Love III,51,71.79,39,28
81,82,82,Kevin Chappell,86,71.74,92,66
82,T83,T83,Jason Bohn,95,71.43,84,60
83,T83,T83,Jamie Donaldson,50,71.43,35,25
84,T83,T83,Morgan Hoffmann,85,71.43,70,50
85,T83,T83,Spencer Levin,99,71.43,77,55
86,T83,T83,William McGirt,103,71.43,91,65
87,T88,T88,David Lingmerth,90,71.26,87,62
88,T88,T88,Brian Stuard,97,71.26,87,62
89,90,90,George McNeill,93,71.15,104,74
90,91,91,Chris Stroud,84,70.83,96,68
91,92,92,Hideki Matsuyama,95,70.73,82,58
92,93,93,Carlos Ortiz,100,70.71,99,70
93,T94,T94,Daniel Berger,97,70.53,95,67
94,T94,T94,Tony Finau,106,70.53,95,67
95,96,96,Sean O'Hair,86,70.45,88,62
96,97,97,David Toms,62,70.37,54,38
97,98,98,Willy Wilcox,58,70.27,37,26
98,99,99,Sangmoon Bae,98,70.09,107,75
99,T100,T100,Mark Hubbard,79,70.0,70,49
100,T100,T100,Patrick Reed,103,70.0,80,56
101,T100,T100,Kyle Reifers,96,70.0,80,56
102,T100,T100,Webb Simpson,81,70.0,60,42
103,104,104,Carl Pettersson,106,69.89,93,65
104,105,105,Keegan Bradley,87,69.88,83,58
105,106,106,Matt Kuchar,97,69.86,73,51
106,107,107,Matt Jones,89,69.64,56,39
107,108,108,Jhonattan Vegas,90,69.62,79,55
108,109,109,Ben Crane,62,69.23,52,36
109,T110,T110,Alex Cejka,94,69.14,81,56
110,T110,T110,Jeff Overton,94,69.14,81,56
111,112,112,Andrew Putnam,68,69.09,55,38
112,113,113,Scott Piercy,90,68.97,87,60
113,114,114,Robert Streb,110,68.93,103,71
114,115,115,John Merrick,78,68.85,61,42
115,116,116,J.J. Henry,94,68.83,77,53
116,117,117,Patrick Rodgers,57,68.75,48,33
117,118,118,Steven Bowditch,103,68.63,102,70
118,119,119,Padraig Harrington,60,68.09,47,32
119,120,120,Brendon de Jonge,106,68.04,97,66
120,121,121,Ryan Palmer,80,68.0,75,51
121,122,122,Max Homa,78,67.9,81,55
122,123,123,Dustin Johnson,75,67.8,59,40
123,124,124,Seung-Yul Noh,65,67.69,65,44
124,125,125,Heath Slocum,57,67.27,55,37
125,T126,T126,Graham DeLaet,65,67.24,58,39
126,T126,T126,Whee Kim,71,67.24,58,39
127,128,128,Brendan Steele,88,67.06,85,57
128,T129,T129,Jonas Blixt,78,66.67,42,28
129,T129,T129,Erik Compton,86,66.67,48,32
130,T129,T129,Brian Davis,86,66.67,72,48
131,T129,T129,Luke Donald,71,66.67,51,34
132,T129,T129,Ernie Els,57,66.67,42,28
133,T129,T129,Jason Kokrak,88,66.67,78,52
134,T129,T129,Martin Laird,77,66.67,72,48
135,T129,T129,Greg Owen,58,66.67,39,26
136,T129,T129,Nicholas Thompson,90,66.67,93,62
137,138,138,Chad Campbell,97,66.33,98,65
138,139,139,Nick Watney,91,66.23,77,51
139,T140,T140,Luke Guthrie,84,66.22,74,49
140,T140,T140,Rory Sabbatini,81,66.22,74,49
141,142,142,Mark Wilson,89,65.88,85,56
142,143,143,John Senden,80,65.57,61,40
143,144,144,Charles Howell III,105,65.45,110,72
144,T145,T145,Andres Gonzales,90,65.38,78,51
145,T145,T145,Kevin Streelman,95,65.38,78,51
146,147,147,Ken Duke,93,65.17,89,58
147,148,148,Billy Hurley III,83,64.86,74,48
148,149,149,Stewart Cink,77,64.62,65,42
149,150,150,Alex Prugh,84,64.56,79,51
150,151,151,Michael Thompson,83,64.38,73,47
151,152,152,Louis Oosthuizen,68,64.29,42,27
152,153,153,Charlie Beljan,76,64.15,53,34
153,154,154,Michael Putnam,87,64.06,64,41
154,155,155,James Hahn,94,64.0,100,64
155,156,156,Hudson Swafford,97,63.86,83,53
156,157,157,Blayne Barber,76,63.79,58,37
157,158,158,Chez Reavie,56,63.46,52,33
158,159,159,Retief Goosen,81,63.33,60,38
159,160,160,Fabián Gómez,83,63.29,79,50
160,161,161,Charl Schwartzel,67,63.16,38,24
161,162,162,Scott Langley,94,63.1,84,53
162,163,163,Jim Renner,68,63.01,73,46
163,164,164,Scott Stallings,60,62.96,54,34
164,165,165,Billy Horschel,99,62.86,70,44
165,T166,T166,Gonzalo Fernandez-Castaño,81,62.3,61,38
166,T166,T166,Marc Leishman,74,62.3,61,38
167,168,168,Jim Furyk,71,61.7,47,29
168,169,169,Andrew Svoboda,80,61.64,73,45
169,T170,T170,Roberto Castro,54,61.36,44,27
170,T170,T170,Francesco Molinari,56,61.36,44,27
171,172,172,Ian Poulter,68,61.22,49,30
172,173,173,Henrik Stenson,63,61.11,54,33
173,174,174,Martin Flores,95,60.81,74,45
174,175,175,Vijay Singh,78,60.61,66,40
