,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Jamie Donaldson,47.53,77,162
1,2,2,Ben Crane,47.22,68,144
2,T3,T3,Chad Collins,46.67,126,270
3,T3,T3,David Toms,46.67,84,180
4,5,5,Dustin Johnson,46.08,141,306
5,T6,T6,Oscar Fraustro,45.37,49,108
6,T6,T6,Danny Lee,45.37,196,432
7,8,8,Steven Bowditch,45.32,155,342
8,9,9,Brian Stuard,45.14,130,288
9,10,10,Jordan Spieth,45.0,162,360
10,11,11,Steve Wheatcroft,44.87,105,234
11,12,12,Chris Kirk,44.79,129,288
12,13,13,Jimmy Walker,44.72,161,360
13,14,14,Zach Johnson,44.44,152,342
14,15,15,Carl Pettersson,44.18,167,378
15,16,16,Sangmoon Bae,44.17,159,360
16,17,17,J.B. Holmes,44.14,143,324
17,18,18,Jerry Kelly,44.07,119,270
18,19,19,Chesson Hadley,43.89,158,360
19,20,20,Aaron Baddeley,43.59,102,234
20,21,21,Vijay Singh,43.4,125,288
21,22,22,Charley Hoffman,43.33,156,360
22,23,23,Keegan Bradley,43.27,148,342
23,24,24,Chris Stroud,43.25,109,252
24,T25,T25,Zac Blair,43.21,140,324
25,T25,T25,D.A. Points,43.21,70,162
26,27,27,Steven Alker,43.06,62,144
27,28,28,John Huh,42.98,147,342
28,T29,T29,Blayne Barber,42.93,85,198
29,T29,T29,Matt Every,42.93,85,198
30,31,31,Sung Joon Park,42.74,100,234
31,32,32,Kevin Na,42.68,169,396
32,T33,T33,Derek Fathauer,42.59,92,216
33,T33,T33,Fabián Gómez,42.59,115,270
34,T33,T33,Roger Sloan,42.59,46,108
35,36,36,Brendon Todd,42.5,153,360
36,37,37,Troy Merritt,42.36,122,288
37,38,38,Matt Kuchar,42.27,175,414
38,T39,T39,Kyle Reifers,42.22,114,270
39,T39,T39,Patrick Rodgers,42.22,76,180
40,T39,T39,Johnson Wagner,42.22,76,180
41,42,42,Patrick Reed,42.13,182,432
42,T43,T43,James Hahn,42.11,144,342
43,T43,T43,Russell Henley,42.11,144,342
44,45,45,Justin Thomas,42.03,174,414
45,T46,T46,Ryo Ishikawa,42.01,121,288
46,T46,T46,Phil Mickelson,42.01,121,288
47,T48,T48,Gonzalo Fernandez-Castaño,41.92,83,198
48,T48,T48,Seung-Yul Noh,41.92,83,198
49,50,50,Jason Day,41.83,128,306
50,51,51,Hideki Matsuyama,41.8,158,378
51,T52,T52,Colt Knost,41.67,120,288
52,T52,T52,William McGirt,41.67,150,360
53,54,54,George McNeill,41.52,142,342
54,55,55,Ken Duke,41.48,112,270
55,56,56,Sam Saunders,41.45,97,234
56,57,57,Whee Kim,41.41,82,198
57,58,58,Andrew Putnam,41.36,67,162
58,59,59,Eric Axley,41.27,52,126
59,T60,T60,John Merrick,41.11,74,180
60,T60,T60,Heath Slocum,41.11,37,90
61,T62,T62,Ryan Moore,40.97,118,288
62,T62,T62,Tim Wilkinson,40.97,59,144
63,64,64,Jeff Overton,40.85,125,306
64,T65,T65,Erik Compton,40.63,117,288
65,T65,T65,Jason Kokrak,40.63,117,288
66,67,67,K.J. Choi,40.6,95,234
67,68,68,Harris English,40.58,168,414
68,T69,T69,Sergio Garcia,40.48,102,252
69,T69,T69,Martin Laird,40.48,102,252
70,T69,T69,Brandt Snedeker,40.48,153,378
71,T69,T69,Daniel Summerhays,40.48,153,378
72,73,73,Alex Cejka,40.43,131,324
73,T74,T74,Retief Goosen,40.37,109,270
74,T74,T74,Rory Sabbatini,40.37,109,270
75,T74,T74,Mark Wilson,40.37,109,270
76,77,77,Robert Streb,40.22,181,450
77,78,78,Marc Leishman,40.17,94,234
78,T79,T79,Scott Brown,40.12,130,324
79,T79,T79,Scott Langley,40.12,130,324
80,81,81,Andres Romero,40.0,72,180
81,82,82,Kevin Kisner,39.95,151,378
82,T83,T83,Nick Taylor,39.93,115,288
83,T83,T83,Bubba Watson,39.93,115,288
84,85,85,Jonas Blixt,39.9,79,198
85,T86,T86,Ricky Barnes,39.81,86,216
86,T86,T86,Bryce Molder,39.81,129,324
87,T88,T88,Tom Hoge,39.74,93,234
88,T88,T88,Charl Schwartzel,39.74,93,234
89,T90,T90,Davis Love III,39.68,50,126
90,T90,T90,Byron Smith,39.68,50,126
91,92,92,Boo Weekley,39.63,107,270
92,T93,T93,Rickie Fowler,39.58,114,288
93,T93,T93,Brian Harman,39.58,114,288
94,T93,T93,Padraig Harrington,39.58,57,144
95,T96,T96,Morgan Hoffmann,39.54,121,306
96,T96,T96,Sean O'Hair,39.54,121,306
97,T98,T98,Robert Garrigus,39.51,64,162
98,T98,T98,Carlos Ortiz,39.51,128,324
99,100,100,Max Homa,39.44,71,180
100,T101,T101,Brendon de Jonge,39.39,156,396
101,T101,T101,Scott Stallings,39.39,78,198
102,T103,T103,Billy Hurley III,39.35,85,216
103,T103,T103,Cameron Percy,39.35,85,216
104,T103,T103,Lee Westwood,39.35,85,216
105,106,106,Justin Rose,39.29,99,252
106,107,107,Camilo Villegas,39.26,106,270
107,108,108,Ben Martin,39.18,134,342
108,T109,T109,Brooks Koepka,38.89,126,324
109,T109,T109,Ryan Palmer,38.89,119,306
110,T109,T109,Ian Poulter,38.89,98,252
111,T109,T109,Nick Watney,38.89,119,306
112,113,113,Cameron Tringale,38.61,139,360
113,T114,T114,Hunter Mahan,38.6,132,342
114,T114,T114,Brendan Steele,38.6,132,342
115,116,116,Kevin Chappell,38.56,118,306
116,117,117,Mark Hubbard,38.52,104,270
117,118,118,Luke Guthrie,38.49,97,252
118,119,119,Nicholas Thompson,38.46,90,234
119,120,120,Brice Garnett,38.38,76,198
120,121,121,Jason Dufner,38.19,110,288
121,122,122,Gary Woodland,38.1,96,252
122,123,123,Louis Oosthuizen,38.03,89,234
123,124,124,Bill Haas,38.01,130,342
124,125,125,Brian Davis,37.96,82,216
125,T126,T126,Jon Curran,37.88,75,198
126,T126,T126,Pat Perez,37.88,150,396
127,T126,T126,Willy Wilcox,37.88,75,198
128,129,129,Ernie Els,37.78,68,180
129,130,130,Adam Hadwin,37.58,115,306
130,131,131,Justin Leonard,37.5,54,144
131,132,132,Chad Campbell,37.35,121,324
132,133,133,Robert Allenby,37.3,47,126
