,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
133,134,134,David Lingmerth,37.25,114,306
134,T135,T135,Charlie Beljan,37.22,67,180
135,T135,T135,Jason Bohn,37.22,134,360
136,T137,T137,Scott Pinckney,37.15,107,288
137,T137,T137,Jhonattan Vegas,37.15,107,288
138,T139,T139,Luke Donald,37.04,100,270
139,T139,T139,David Hearn,37.04,120,324
140,T139,T139,Jonathan Randolph,37.04,60,162
141,T139,T139,Hudson Swafford,37.04,120,324
142,143,143,Scott Piercy,36.93,113,306
143,144,144,John Senden,36.9,93,252
144,145,145,Chez Reavie,36.81,53,144
145,146,146,Spencer Levin,36.73,119,324
146,147,147,Jim Renner,36.67,33,90
147,148,148,Tony Finau,36.62,145,396
148,149,149,Matt Jones,36.55,125,342
149,T150,T150,Greg Chalmers,36.36,72,198
150,T150,T150,Jason Gore,36.36,72,198
151,T152,T152,Daniel Berger,36.27,111,306
152,T152,T152,John Peterson,36.27,111,306
153,154,154,Shawn Stefani,36.24,137,378
154,155,155,Bill Lunde,36.11,39,108
155,156,156,Billy Horschel,35.98,136,378
156,T157,T157,Jim Furyk,35.93,97,270
157,T157,T157,Andres Gonzales,35.93,97,270
158,T157,T157,Henrik Stenson,35.93,97,270
159,160,160,Bo Van Pelt,35.86,71,198
160,161,161,Martin Flores,35.76,103,288
161,T162,T162,Roberto Castro,35.19,57,162
162,T162,T162,Francesco Molinari,35.19,76,216
163,T162,T162,Webb Simpson,35.19,114,324
164,165,165,Derek Ernst,35.0,63,180
165,166,166,Michael Thompson,34.92,88,252
166,167,167,Michael Putnam,34.44,93,270
167,168,168,Ángel Cabrera,34.03,49,144
168,169,169,Kevin Streelman,33.92,116,342
169,170,170,Graham DeLaet,33.76,79,234
170,171,171,Russell Knox,33.61,121,360
171,T172,T172,Jonathan Byrd,33.33,66,198
172,T172,T172,Stewart Cink,33.33,90,270
173,T172,T172,Charles Howell III,33.33,132,396
174,T172,T172,Geoff Ogilvy,33.33,60,180
175,T172,T172,Greg Owen,33.33,54,162
176,T172,T172,Andrew Svoboda,33.33,60,180
177,178,178,Paul Casey,33.02,107,324
178,179,179,Alex Prugh,32.14,81,252
179,180,180,Jim Herman,31.85,86,270
180,181,181,Tyrone Van Aswegen,31.75,40,126
181,182,182,Adam Scott,31.67,57,180
182,183,183,Lucas Glover,31.48,68,216
183,184,184,J.J. Henry,30.56,88,288
