,Driving_Pct._260-280_All_Drives_RANK THIS WEEK,Driving_Pct._260-280_All_Drives_RANK LAST WEEK,Driving_Pct._260-280_All_Drives_PLAYER NAME,Driving_Pct._260-280_All_Drives_ROUNDS,Driving_Pct._260-280_All_Drives_%,Driving_Pct._260-280_All_Drives_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._260-280_All_Drives_RELATIVE TO PAR
0,1,1,Larry Mize,54,41.12,264,642,+0.004
1,2,2,John Cook,72,40.57,329,811,+0.015
2,3,3,Chris Riley,67,40.17,235,585,+0.072
3,4,4,José Coceres,56,40.0,296,740,+0.007
4,5,5,Doug Barron,70,39.98,359,898,-0.017
5,6,6,Mark O'Meara,66,39.3,281,715,+0.032
6,7,7,Gavin Coles,70,39.28,348,886,-0.017
7,8,8,Mark Wilson,74,39.2,345,880,+0.046
8,9,9,Skip Kendall,80,39.1,382,977,-0.003
9,10,10,Todd Fischer,99,38.98,474,1216,+0.051
10,11,11,Len Mattiace,86,38.94,412,1058,+0.039
11,12,12,Brian Gay,101,38.83,499,1285,-0.008
12,T13,T13,Mark Brooks,72,38.77,335,864,+0.113
13,T13,T13,Omar Uresti,84,38.77,397,1024,-0.073
14,15,15,Kirk Triplett,55,38.37,236,615,+0.055
15,16,16,Fred Funk,102,37.92,433,1142,-0.053
16,17,17,Paul Gow,78,37.87,356,940,+0.067
17,18,18,Scott Verplank,87,37.8,347,918,-0.037
18,19,19,Brian Davis,75,37.73,332,880,-0.051
19,20,20,Jay Haas,54,37.68,205,544,-0.034
20,21,21,Chris DiMarco,83,37.5,309,824,-0.026
21,22,22,Stephen Leaney,89,37.42,391,1045,-0.010
22,23,23,Jeff Hart,63,37.34,298,798,-0.034
23,24,24,Robert Damron,89,37.17,410,1103,+0.056
24,25,25,Loren Roberts,54,37.16,249,670,-0.032
25,26,26,Paul Claxton,79,37.13,342,921,+0.026
26,27,27,Jeff Sluman,94,36.69,430,1172,-0.019
27,28,28,Heath Slocum,103,36.41,457,1255,-0.007
28,29,29,Hidemichi Tanaka,106,36.2,475,1312,-0.002
29,30,30,Tim Clark,92,36.16,324,896,-0.043
30,31,31,Robert Gamez,91,36.0,401,1114,-0.020
31,32,32,Brad Faxon,75,35.93,286,796,-0.035
32,33,33,J.P. Hayes,63,35.91,265,738,-0.015
33,34,34,Luke Donald,67,35.89,201,560,-0.055
34,T35,T35,Bob Estes,92,35.84,395,1102,-0.008
35,T35,T35,Franklin Langham,91,35.84,381,1063,+0.071
36,37,37,Danny Briggs,70,35.83,306,854,+0.026
37,38,38,Cameron Beckman,96,35.61,417,1171,+0.029
38,39,39,Tom Byrum,83,35.57,377,1060,+0.032
39,40,40,Kevin Na,88,35.45,391,1103,-0.015
40,41,41,Lee Janzen,75,35.24,290,823,+0.014
41,42,42,Jerry Kelly,101,35.2,371,1054,-0.019
42,43,43,Justin Leonard,78,34.96,265,758,+0.045
43,44,44,Matt Kuchar,60,34.68,267,770,-0.026
44,45,45,Ben Curtis,65,34.55,237,686,+0.046
45,T46,T46,Jim Carter,62,34.48,261,757,+0.123
46,T46,T46,Steve Jones,56,34.48,221,641,+0.041
47,48,48,Bob Tway,87,34.39,316,919,+0.022
48,T49,T49,Chris Anderson,66,34.32,278,810,+0.040
49,T49,T49,Phillip Price,77,34.32,302,880,-0.053
50,51,51,Matt Gogel,78,33.97,319,939,E
51,52,52,Joe Durant,81,33.93,323,952,+0.062
52,53,53,Tom Lehman,69,33.76,235,696,+0.064
53,54,54,Jim Furyk,94,33.63,335,996,-0.039
54,55,55,Alex Cejka,84,33.61,323,961,+0.046
55,56,56,Billy Andrade,83,33.53,342,1020,-0.047
56,57,57,Matt Davidson,53,33.48,233,696,+0.056
57,58,58,Jay Williamson,53,33.28,215,646,+0.037
58,59,59,Olin Browne,99,33.13,383,1156,+0.016
59,60,60,Mike Weir,71,33.08,218,659,+0.014
60,61,61,Duffy Waldorf,86,33.03,327,990,-0.024
61,62,62,Rob Rashell,65,32.89,249,757,+0.120
62,63,63,Jeff Maggert,79,32.78,274,836,+0.018
63,64,64,Glen Hnatiuk,59,32.76,229,699,+0.013
64,65,65,Tom Gillis,77,32.74,311,950,+0.051
65,T66,T66,Kent Jones,99,32.68,400,1224,+0.083
66,T66,T66,Arron Oberholser,65,32.68,232,710,+0.009
67,68,68,Ian Poulter,62,32.67,164,502,+0.110
68,69,69,Paul Azinger,66,32.47,264,813,+0.011
69,70,70,Darron Stiles,78,32.44,314,968,+0.010
70,71,71,Bart Bryant,91,32.36,344,1063,-0.003
71,72,72,Dean Wilson,86,32.12,354,1102,-0.017
72,73,73,Steve Elkington,67,32.02,244,762,-0.020
73,74,74,Dudley Hart,84,31.98,323,1010,-0.040
74,75,75,Joe Ogilvie,103,31.93,348,1090,+0.057
75,76,76,Tim Petrovic,97,31.56,349,1106,+0.046
76,77,77,José María Olazábal,55,31.53,181,574,-0.022
77,78,78,Steve Flesch,90,31.37,277,883,E
78,79,79,Rocco Mediate,73,31.27,283,905,+0.011
79,80,80,Tjaart van der Walt,56,31.25,235,752,+0.055
80,81,81,Tommy Armour III,103,31.23,396,1268,+0.081
81,82,82,Brent Geiberger,61,31.22,226,724,+0.018
82,83,83,Bill Glasson,54,31.11,191,614,+0.089
83,84,84,Corey Pavin,77,31.02,264,851,-0.068
84,85,85,Bernhard Langer,67,30.94,194,627,+0.021
85,86,86,K.J. Choi,78,30.86,233,755,+0.004
86,87,87,Jeff Brehaut,71,30.82,270,876,-0.011
87,88,88,Glen Day,80,30.72,314,1022,+0.080
88,89,89,Briny Baird,98,30.61,379,1238,+0.024
89,90,90,David Toms,87,30.47,270,886,-0.056
90,91,91,Stephen Ames,82,30.4,259,852,+0.042
91,92,92,Mark Calcavecchia,92,30.09,319,1060,+0.013
92,93,93,Billy Mayfair,114,30.03,424,1412,E
93,94,94,J.L. Lewis,98,29.96,338,1128,-0.003
94,95,95,Charlie Wi,67,29.93,252,842,+0.091
95,96,96,Hunter Haas,83,29.8,301,1010,+0.110
96,97,97,Padraig Harrington,50,29.79,168,564,E
97,98,98,Stewart Cink,98,29.74,295,992,+0.020
98,99,99,Mario Tiziani,67,29.52,248,840,+0.024
99,100,100,Shigeki Maruyama,99,29.51,350,1186,+0.023
100,101,101,Vaughn Taylor,99,29.49,368,1248,+0.027
101,102,102,Justin Bolli,65,29.44,242,822,+0.041
102,103,103,Hideto Tanihara,50,29.39,184,626,+0.152
103,104,104,Kevin Sutherland,89,29.3,303,1034,+0.050
104,105,105,Frank Lickliter II,100,29.1,348,1196,+0.029
105,106,106,Thomas Levet,54,29.03,146,503,+0.144
106,107,107,Lee Westwood,50,29.0,134,462,+0.149
107,108,108,Tom Pernice Jr.,111,28.97,356,1229,-0.022
108,109,109,Craig Perks,67,28.75,234,814,+0.124
109,110,110,Rich Beem,66,28.7,192,669,+0.115
110,111,111,Peter Lonard,85,28.65,263,918,+0.072
111,112,112,Aaron Baddeley,84,28.48,299,1050,+0.033
112,113,113,Steve Stricker,62,28.4,234,824,-0.026
113,114,114,Ryuji Imada,78,28.29,262,926,+0.015
114,115,115,D.A. Points,94,28.25,324,1147,+0.065
115,116,116,Shaun Micheel,81,28.17,249,884,E
116,117,117,Freddie Jacobson,72,27.85,215,772,+0.028
117,118,118,Mark Hensby,70,27.81,193,694,+0.093
118,119,119,Steve Lowery,100,27.51,331,1203,+0.076
119,120,120,Pat Perez,89,27.2,278,1022,+0.119
120,121,121,Richard Johnson,50,27.19,174,640,+0.017
121,122,122,Patrick Sheehan,114,27.04,362,1339,+0.091
122,123,123,Zach Johnson,96,26.98,314,1164,-0.080
123,124,124,Tim Herron,100,26.77,287,1072,-0.042
124,125,125,Scott McCarron,78,26.75,225,841,+0.058
125,126,126,Arjun Atwal,65,26.71,227,850,-0.004
126,127,127,Joey Sindelar,104,26.5,363,1370,+0.011
127,128,128,Brett Quigley,96,26.49,311,1174,+0.045
128,129,129,Craig Barlow,81,26.36,232,880,+0.039
129,130,130,Brian Bateman,98,26.27,311,1184,+0.071
130,131,131,Michael Allen,90,26.23,282,1075,+0.096
131,132,132,Bo Van Pelt,112,26.06,337,1293,-0.039
132,133,133,Woody Austin,100,25.99,328,1262,+0.052
133,134,134,Jason Bohn,91,25.93,293,1130,+0.082
134,135,135,Bradley Hughes,52,25.81,176,682,+0.085
135,136,136,John Huston,90,25.79,284,1101,+0.053
136,137,137,Andrew Magee,82,25.54,250,979,+0.140
137,138,138,Carl Pettersson,109,25.52,331,1297,+0.033
138,139,139,John Senden,101,25.14,316,1257,+0.032
139,140,140,Greg Owen,84,25.1,246,980,+0.089
140,T141,T141,Hunter Mahan,103,24.88,322,1294,+0.016
141,T141,T141,Justin Rose,99,24.88,306,1230,E
142,143,143,Jonathan Kaye,77,24.69,222,899,+0.077
143,144,144,Dan Forsman,52,24.62,160,650,+0.050
