,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
0,1,1,Retief Goosen,71,2.4,15,630,-0.133
1,T2,T2,Tom Byrum,83,2.7,30,1129,+0.267
2,T2,T2,Fred Funk,102,2.7,34,1239,+0.088
3,T2,T2,Loren Roberts,54,2.7,19,712,+0.158
4,5,5,Stephen Leaney,89,2.8,33,1166,+0.091
5,6,6,Chris Riley,67,3.2,23,721,+0.478
6,7,7,Gavin Coles,70,3.3,32,979,+0.313
7,8,8,Bart Bryant,91,3.4,39,1158,+0.179
8,T9,T9,Mathias Grönberg,60,3.5,28,807,+0.286
9,T9,T9,Heath Slocum,103,3.5,47,1325,+0.149
10,T9,T9,Scott Verplank,87,3.5,35,1002,+0.314
11,T9,T9,Jay Williamson,53,3.5,26,739,+0.577
12,T13,T13,Rocco Mediate,73,3.6,34,957,+0.294
13,T13,T13,Hidemichi Tanaka,106,3.6,51,1420,+0.235
14,T15,T15,Stuart Appleby,84,3.7,34,924,+0.029
15,T15,T15,Luke Donald,67,3.7,23,615,+0.043
16,T15,T15,Richard Johnson,50,3.7,25,667,+0.120
17,T15,T15,Skip Kendall,80,3.7,40,1086,+0.350
18,T15,T15,Corey Pavin,77,3.7,36,962,+0.250
19,T15,T15,Omar Uresti,84,3.7,41,1117,+0.366
20,T15,T15,Tjaart van der Walt,56,3.7,29,780,+0.276
21,T22,T22,Joe Durant,81,3.8,40,1046,+0.075
22,T22,T22,Bo Van Pelt,112,3.8,54,1418,+0.444
23,T22,T22,Tiger Woods,76,3.8,31,816,-0.065
24,T25,T25,Mark Calcavecchia,92,3.9,44,1140,+0.341
25,T25,T25,Jim Carter,62,3.9,33,837,+0.424
26,T25,T25,Alex Cejka,84,3.9,42,1069,+0.381
27,T25,T25,Steve Elkington,67,3.9,32,818,+0.219
28,T25,T25,Billy Mayfair,114,3.9,58,1506,+0.310
29,T25,T25,Justin Rose,99,3.9,52,1324,+0.173
30,T31,T31,Mark Brooks,72,4.0,39,972,+0.205
31,T31,T31,Brent Geiberger,61,4.0,32,794,+0.188
32,T31,T31,Jeff Maggert,79,4.0,36,892,+0.278
33,T31,T31,Kevin Sutherland,89,4.0,46,1159,+0.065
34,T31,T31,Brett Wetterich,76,4.0,41,1031,+0.244
35,T36,T36,Olin Browne,99,4.1,52,1263,+0.212
36,T36,T36,José Coceres,56,4.1,31,754,+0.355
37,T36,T36,Sean O'Hair,103,4.1,52,1269,+0.250
38,T36,T36,John Senden,101,4.1,57,1379,+0.158
39,T40,T40,Jeff Hart,63,4.2,36,849,+0.222
40,T40,T40,Charles Howell III,95,4.2,46,1087,+0.130
41,T40,T40,Jerry Kelly,101,4.2,49,1179,+0.367
42,T40,T40,Neal Lancaster,95,4.2,55,1325,+0.291
43,T40,T40,Larry Mize,54,4.2,28,669,+0.250
44,T40,T40,John Rollins,97,4.2,52,1243,+0.173
45,T46,T46,Paul Claxton,79,4.3,45,1046,+0.333
46,T46,T46,John Daly,78,4.3,37,868,+0.351
47,T46,T46,Sergio Garcia,73,4.3,33,760,+0.061
48,T46,T46,Lucas Glover,88,4.3,50,1171,+0.360
49,T46,T46,Bradley Hughes,52,4.3,31,723,+0.613
50,T46,T46,Joey Sindelar,104,4.3,62,1450,+0.387
51,T46,T46,Darron Stiles,78,4.3,46,1061,-0.043
52,T53,T53,Steve Allan,102,4.4,57,1307,+0.298
53,T53,T53,Tommy Armour III,103,4.4,61,1376,+0.246
54,T53,T53,Ben Crane,78,4.4,43,970,+0.140
55,T53,T53,Michael Long,72,4.4,43,975,+0.395
56,T53,T53,Geoff Ogilvy,97,4.4,50,1130,+0.160
57,T53,T53,Kenny Perry,82,4.4,39,891,+0.333
58,T53,T53,Dean Wilson,86,4.4,53,1195,+0.302
59,T53,T53,Mark Wilson,74,4.4,43,973,+0.302
60,T61,T61,Cameron Beckman,96,4.5,57,1279,+0.351
61,T61,T61,Matt Davidson,53,4.5,33,737,+0.636
