,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Hank Kuehne,84,41.25,66,160,4.0
1,2,2,Scott Hend,75,37.32,53,142,4.02
2,3,3,Lucas Glover,88,36.9,62,168,3.92
3,4,4,John Daly,78,36.29,45,124,4.07
4,5,5,Tag Ridings,93,36.26,66,182,3.8
5,6,6,James Driscoll,73,36.23,50,138,3.84
6,7,7,Harrison Frazar,105,36.14,73,202,3.75
7,8,8,Chris Smith,93,36.02,67,186,3.57
8,9,9,Davis Love III,80,35.71,45,126,3.76
9,10,10,Tiger Woods,76,35.34,41,116,3.93
10,11,11,Scott Gutschewski,86,35.26,55,156,3.93
11,12,12,John Elliott,58,34.82,39,112,3.79
12,13,13,Sean O'Hair,103,34.07,62,182,3.89
13,14,14,Steve Allan,102,34.04,64,188,3.45
14,15,15,Jason Allred,75,33.8,48,142,3.98
15,16,16,Will MacKenzie,75,33.56,49,146,3.59
16,17,17,Vijay Singh,111,33.33,62,186,3.66
17,18,18,Brandt Jobe,96,32.95,58,176,3.78
18,19,19,Charles Warren,89,32.76,57,174,3.82
19,20,20,Brett Wetterich,76,32.43,48,148,3.6
20,21,21,Brenden Pappas,51,32.35,33,102,3.85
21,22,22,Robert Allenby,95,32.28,51,158,3.57
22,23,23,Kevin Stadler,96,32.07,59,184,3.73
23,24,24,Sergio Garcia,73,31.48,34,108,3.59
24,25,25,Dan Forsman,52,31.0,31,100,3.71
25,26,26,Dennis Paulson,63,30.16,38,126,3.84
26,27,27,Brendan Jones,81,29.75,47,158,3.6
27,28,28,Geoff Ogilvy,97,29.63,48,162,3.85
28,T29,T29,Daniel Chopra,108,29.41,60,204,3.75
29,T29,T29,Carlos Franco,78,29.41,40,136,3.48
30,31,31,Arjun Atwal,65,29.37,37,126,4.08
31,32,32,D.J. Trahan,81,29.22,45,154,3.53
32,T33,T33,Stuart Appleby,84,28.79,38,132,3.84
33,T33,T33,Jonathan Byrd,103,28.79,57,198,3.44
34,35,35,Mathias Grönberg,60,28.45,33,116,3.09
35,36,36,Ryan Palmer,101,28.09,50,178,3.82
36,37,37,David Hearn,68,28.03,37,132,3.35
37,38,38,Retief Goosen,71,27.78,25,90,4.12
38,39,39,Nick Watney,91,27.53,49,178,3.73
39,40,40,Neal Lancaster,95,27.37,52,190,3.58
40,41,41,Kenny Perry,82,27.34,35,128,3.09
41,42,42,D.J. Brigman,76,27.21,37,136,3.3
42,T43,T43,Ben Crane,78,27.14,38,140,3.76
43,T43,T43,Michael Long,72,27.14,38,140,3.97
44,45,45,Jesper Parnevik,84,26.97,41,152,3.73
45,T46,T46,Fred Couples,72,26.92,28,104,3.54
46,T46,T46,Mark Hensby,70,26.92,28,104,3.5
47,48,48,Justin Rose,99,26.84,51,190,3.55
48,49,49,Michael Allen,90,26.79,45,168,3.84
49,50,50,Joey Snyder III,102,26.53,52,196,3.75
50,51,51,J.J. Henry,102,26.04,50,192,3.4
51,52,52,Adam Scott,72,25.96,27,104,3.81
52,53,53,Hunter Mahan,103,25.76,51,198,3.94
53,54,54,Jonathan Kaye,77,25.74,35,136,3.37
54,55,55,Rod Pampling,89,25.69,37,144,3.7
55,56,56,Ryuji Imada,78,25.68,38,148,3.76
56,57,57,Charles Howell III,95,25.64,40,156,3.5
57,58,58,Marco Dawson,82,25.61,42,164,3.62
58,59,59,Brian Bateman,98,25.53,48,188,3.77
59,60,60,Ted Purdy,122,25.46,55,216,3.29
60,61,61,Craig Barlow,81,25.34,37,146,3.27
61,T62,T62,Phil Mickelson,81,25.0,29,116,3.45
62,T62,T62,D.A. Points,94,25.0,45,180,3.49
63,64,64,John Rollins,97,24.72,44,178,3.43
64,65,65,Bo Van Pelt,112,24.51,50,204,3.26
65,66,66,John Huston,90,24.42,42,172,3.52
66,67,67,Chad Campbell,95,24.36,38,156,3.55
67,68,68,Steve Lowery,100,23.94,45,188,3.76
68,69,69,Brett Quigley,96,23.89,43,180,3.77
69,T70,T70,Bob Heintz,67,23.88,32,134,3.63
70,T70,T70,David Toms,87,23.88,32,134,3.63
71,72,72,Padraig Harrington,50,23.81,20,84,3.45
72,73,73,Greg Owen,84,23.68,36,152,3.5
73,74,74,Scott McCarron,78,23.53,32,136,3.44
74,75,75,Hunter Haas,83,23.42,37,158,3.59
75,76,76,Frank Lickliter II,100,23.37,43,184,3.4
76,77,77,J.L. Lewis,98,23.33,42,180,3.76
77,78,78,Carl Pettersson,109,22.82,47,206,3.68
78,79,79,John Senden,101,22.73,45,198,3.4
79,80,80,Steve Stricker,62,22.58,28,124,3.79
80,81,81,Zach Johnson,96,22.35,38,170,3.55
81,82,82,José María Olazábal,55,22.09,19,86,3.68
82,83,83,Rory Sabbatini,81,21.97,29,132,3.59
83,84,84,Roland Thatcher,75,21.92,32,146,2.66
84,85,85,Thomas Levet,54,21.79,17,78,2.88
85,86,86,Jeff Brehaut,71,21.64,29,134,3.69
86,87,87,Bernhard Langer,67,21.57,22,102,3.36
87,88,88,Stephen Ames,82,21.54,28,130,3.32
88,89,89,Joe Durant,81,21.33,32,150,2.81
89,90,90,Bradley Hughes,52,21.15,22,104,3.05
90,91,91,Justin Bolli,65,20.63,26,126,3.96
91,92,92,Peter Lonard,85,20.14,29,144,3.97
92,93,93,Mark Calcavecchia,92,20.12,33,164,3.33
93,94,94,Kent Jones,99,20.1,39,194,3.64
94,T95,T95,Tim Herron,100,20.0,34,170,3.18
95,T95,T95,Tom Lehman,69,20.0,22,110,3.23
96,97,97,Andrew Magee,82,19.87,31,156,3.23
97,T98,T98,Woody Austin,100,19.79,38,192,3.45
98,T98,T98,Hideto Tanihara,50,19.79,19,96,3.74
99,100,100,Tommy Armour III,103,19.7,39,198,3.31
100,101,101,Todd Hamilton,94,19.62,31,158,3.45
