,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
35,T36,T36,Rich Beem,66,2.78,3.0,108,+0.67
36,T36,T36,Scott Verplank,87,2.78,4.0,144,+0.75
37,38,38,Paul Gow,78,2.7,4.0,148,+0.25
38,T39,T39,Chad Campbell,95,2.56,4.0,156,+0.25
39,T39,T39,Andrew Magee,82,2.56,4.0,156,+0.25
40,T39,T39,Duffy Waldorf,86,2.56,4.0,156,+0.75
41,T42,T42,Brian Gay,101,2.53,5.0,198,E
42,T42,T42,John Senden,101,2.53,5.0,198,+0.40
43,T44,T44,Jim Carter,62,2.5,3.0,120,+0.67
44,T44,T44,Mark O'Meara,66,2.5,3.0,120,+0.33
45,46,46,Billy Andrade,83,2.47,4.0,162,-0.25
46,47,47,Rob Rashell,65,2.46,3.0,122,+0.67
47,T48,T48,Chris DiMarco,83,2.38,3.0,126,-0.33
48,T48,T48,Kevin Na,88,2.38,4.0,168,+0.25
49,50,50,Patrick Sheehan,114,2.36,5.0,212,E
50,51,51,José María Olazábal,55,2.33,2.0,86,E
51,52,52,Brandt Jobe,96,2.27,4.0,176,+0.50
52,53,53,Robert Gamez,91,2.25,4.0,178,E
53,54,54,Jonathan Kaye,77,2.21,3.0,136,E
54,55,55,Olin Browne,99,2.2,4.0,182,E
55,56,56,Steve Flesch,90,2.17,3.0,138,+0.67
56,57,57,Jason Allred,75,2.11,3.0,142,+0.33
57,58,58,Bob Tway,87,2.05,3.0,146,+0.33
58,59,59,Joey Snyder III,102,2.04,4.0,196,+0.75
59,60,60,Ryuji Imada,78,2.03,3.0,148,+0.33
60,61,61,Darron Stiles,78,1.97,3.0,152,+0.33
61,62,62,Hidemichi Tanaka,106,1.96,4.0,204,+0.50
62,63,63,Jim Furyk,94,1.9,3.0,158,+0.67
63,T64,T64,Dudley Hart,84,1.88,3.0,160,+1.00
64,T64,T64,Omar Uresti,84,1.88,3.0,160,E
65,66,66,Glen Hnatiuk,59,1.82,2.0,110,E
66,67,67,Jerry Kelly,101,1.76,3.0,170,+1.00
67,68,68,Dean Wilson,86,1.74,3.0,172,+0.33
68,69,69,Matt Kuchar,60,1.72,2.0,116,+1.00
69,T70,T70,Steve Elkington,67,1.69,2.0,118,-0.50
70,T70,T70,J.P. Hayes,63,1.69,2.0,118,+0.50
71,T70,T70,Ryan Palmer,101,1.69,3.0,178,+0.67
72,T70,T70,Tim Petrovic,97,1.69,3.0,178,+1.00
73,74,74,Tag Ridings,93,1.65,3.0,182,E
74,T75,T75,Frank Lickliter II,100,1.63,3.0,184,+0.33
75,T75,T75,Kevin Stadler,96,1.63,3.0,184,E
76,77,77,Steve Lowery,100,1.6,3.0,188,+1.00
77,78,78,Justin Bolli,65,1.59,2.0,126,+1.00
78,79,79,Vaughn Taylor,99,1.58,3.0,190,+0.67
79,T80,T80,Woody Austin,100,1.56,3.0,192,-0.33
80,T80,T80,Paul Azinger,66,1.56,2.0,128,+1.00
81,T82,T82,Tommy Armour III,103,1.52,3.0,198,+0.33
82,T82,T82,Rory Sabbatini,81,1.52,2.0,132,+3.00
83,84,84,Lee Janzen,75,1.49,2.0,134,E
84,T85,T85,D.J. Brigman,76,1.47,2.0,136,-0.50
85,T85,T85,Carlos Franco,78,1.47,2.0,136,+0.50
86,T85,T85,Scott McCarron,78,1.47,2.0,136,E
87,T85,T85,Bo Van Pelt,112,1.47,3.0,204,+0.33
88,T89,T89,James Driscoll,73,1.45,2.0,138,E
89,T89,T89,Rocco Mediate,73,1.45,2.0,138,E
90,91,91,Doug Barron,70,1.43,2.0,140,E
91,92,92,Phillip Price,77,1.37,2.0,146,+1.00
92,93,93,Tom Gillis,77,1.33,2.0,150,E
93,T94,T94,Stewart Cink,98,1.32,2.0,152,+1.00
94,T94,T94,Matt Gogel,78,1.32,2.0,152,+1.00
95,T96,T96,Robert Allenby,95,1.27,2.0,158,+0.50
96,T96,T96,Hunter Haas,83,1.27,2.0,158,+0.50
97,T96,T96,Todd Hamilton,94,1.27,2.0,158,+0.50
98,T96,T96,Brendan Jones,81,1.27,2.0,158,+1.50
99,100,100,Ian Poulter,62,1.25,1.0,80,+1.00
100,T101,T101,Mark Calcavecchia,92,1.22,2.0,164,+0.50
101,T101,T101,Marco Dawson,82,1.22,2.0,164,+1.00
102,T103,T103,Michael Allen,90,1.19,2.0,168,+0.50
103,T103,T103,Bob Estes,92,1.19,2.0,168,+0.50
104,T103,T103,Lucas Glover,88,1.19,2.0,168,E
105,T103,T103,Padraig Harrington,50,1.19,1.0,84,-1.00
106,107,107,Joe Ogilvie,103,1.18,2.0,170,+0.50
107,108,108,John Huston,90,1.16,2.0,172,+0.50
108,T109,T109,Retief Goosen,71,1.11,1.0,90,E
109,T109,T109,J.L. Lewis,98,1.11,2.0,180,+0.50
110,T109,T109,Brett Quigley,96,1.11,2.0,180,+0.50
111,112,112,Brian Bateman,98,1.06,2.0,188,+0.50
112,113,113,Heath Slocum,103,1.05,2.0,190,+0.50
113,T114,T114,Bill Glasson,54,1.04,1.0,96,E
114,T114,T114,Kirk Triplett,55,1.04,1.0,96,E
115,116,116,Jonathan Byrd,103,1.01,2.0,198,+1.00
116,117,117,Dan Forsman,52,1.0,1.0,100,E
117,T118,T118,Daniel Chopra,108,0.98,2.0,204,+0.50
118,T118,T118,Bernhard Langer,67,0.98,1.0,102,+1.00
119,T118,T118,Brenden Pappas,51,0.98,1.0,102,E
120,121,121,Carl Pettersson,109,0.97,2.0,206,+0.50
121,122,122,Fred Couples,72,0.96,1.0,104,E
122,123,123,Matt Davidson,53,0.94,1.0,106,E
123,T124,T124,Billy Mayfair,114,0.93,2.0,216,E
124,T124,T124,Ted Purdy,122,0.93,2.0,216,E
125,T126,T126,Ben Curtis,65,0.91,1.0,110,+2.00
126,T126,T126,Arron Oberholser,65,0.91,1.0,110,+1.00
127,128,128,K.J. Choi,78,0.88,1.0,114,+1.00
128,129,129,Mathias Grönberg,60,0.86,1.0,116,E
129,130,130,Freddie Jacobson,72,0.82,1.0,122,E
130,T131,T131,Arjun Atwal,65,0.79,1.0,126,E
131,T131,T131,Dennis Paulson,63,0.79,1.0,126,-1.00
132,133,133,Jeff Maggert,79,0.78,1.0,128,E
133,T134,T134,Craig Perks,67,0.77,1.0,130,E
134,T134,T134,Mario Tiziani,67,0.77,1.0,130,+1.00
135,T136,T136,Jeff Brehaut,71,0.75,1.0,134,E
136,T136,T136,Bob Heintz,67,0.75,1.0,134,E
137,T138,T138,Brian Davis,75,0.7,1.0,142,E
138,T138,T138,Shaun Micheel,81,0.7,1.0,142,+1.00
139,T140,T140,Craig Barlow,81,0.68,1.0,146,+1.00
140,T140,T140,Will MacKenzie,75,0.68,1.0,146,E
141,T140,T140,Roland Thatcher,75,0.68,1.0,146,-1.00
142,143,143,Paul Claxton,79,0.67,1.0,150,-1.00
143,144,144,Alex Cejka,84,0.65,1.0,154,E
144,145,145,Charles Howell III,95,0.64,1.0,156,+1.00
145,146,146,Hank Kuehne,84,0.63,1.0,160,E
146,147,147,Aaron Baddeley,84,0.61,1.0,164,E
147,T148,T148,Stephen Leaney,89,0.6,1.0,168,E
148,T148,T148,Kevin Sutherland,89,0.6,1.0,166,+1.00
149,T150,T150,Tim Herron,100,0.59,1.0,170,E
150,T150,T150,Zach Johnson,96,0.59,1.0,170,+2.00
151,T150,T150,Franklin Langham,91,0.59,1.0,170,E
152,153,153,Shigeki Maruyama,99,0.57,1.0,176,+1.00
153,154,154,John Rollins,97,0.56,1.0,178,+1.00
154,T155,T155,Jeff Sluman,94,0.54,1.0,184,-1.00
155,T155,T155,Chris Smith,93,0.54,1.0,186,E
156,157,157,Steve Allan,102,0.53,1.0,188,E
157,T158,T158,Briny Baird,98,0.52,1.0,192,E
158,T158,T158,J.J. Henry,102,0.52,1.0,192,E
159,T158,T158,Kent Jones,99,0.52,1.0,194,-2.00
160,161,161,Harrison Frazar,105,0.5,1.0,202,+1.00
161,T162,T162,Stuart Appleby,84,0.0,,132,E
162,T162,T162,Cameron Beckman,96,0.0,,184,E
163,T162,T162,Tim Clark,92,0.0,,142,E
164,T162,T162,Ben Crane,78,0.0,,140,E
165,T162,T162,John Daly,78,0.0,,124,E
166,T162,T162,Glen Day,80,0.0,,156,E
167,T162,T162,Luke Donald,67,0.0,,88,E
168,T162,T162,Joe Durant,81,0.0,,150,E
169,T162,T162,John Elliott,58,0.0,,112,E
170,T162,T162,Sergio Garcia,73,0.0,,108,E
171,T162,T162,Scott Gutschewski,86,0.0,,156,E
172,T162,T162,David Hearn,68,0.0,,132,E
173,T162,T162,Scott Hend,75,0.0,,142,E
174,T162,T162,Bradley Hughes,52,0.0,,104,E
175,T162,T162,Richard Johnson,50,0.0,,96,E
176,T162,T162,Neal Lancaster,95,0.0,,190,E
177,T162,T162,Tom Lehman,69,0.0,,110,E
178,T162,T162,Justin Leonard,78,0.0,,122,E
179,T162,T162,Michael Long,72,0.0,,140,E
180,T162,T162,Davis Love III,80,0.0,,126,E
181,T162,T162,Hunter Mahan,103,0.0,,198,E
182,T162,T162,Phil Mickelson,81,0.0,,116,E
183,T162,T162,Sean O'Hair,103,0.0,,182,E
184,T162,T162,Geoff Ogilvy,97,0.0,,162,E
185,T162,T162,Greg Owen,84,0.0,,152,E
186,T162,T162,Rod Pampling,89,0.0,,144,E
187,T162,T162,Jesper Parnevik,84,0.0,,152,E
188,T162,T162,Pat Perez,89,0.0,,162,E
189,T162,T162,Tom Pernice Jr.,111,0.0,,194,E
190,T162,T162,Kenny Perry,82,0.0,,128,E
191,T162,T162,D.A. Points,94,0.0,,180,E
192,T162,T162,Justin Rose,99,0.0,,190,E
193,T162,T162,Vijay Singh,111,0.0,,186,E
194,T162,T162,David Toms,87,0.0,,134,E
195,T162,T162,D.J. Trahan,81,0.0,,154,E
196,T162,T162,Tjaart van der Walt,56,0.0,,112,E
197,T162,T162,Charles Warren,89,0.0,,174,E
198,T162,T162,Nick Watney,91,0.0,,178,E
199,T162,T162,Lee Westwood,50,0.0,,72,E
200,T162,T162,Brett Wetterich,76,0.0,,148,E
201,T162,T162,Tiger Woods,76,0.0,,116,E
