,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
0,1,1,Kenny Perry,82,5,2,3
1,2,2,Joe Durant,81,6,4,2
2,3,3,Billy Mayfair,114,19,9,10
3,4,4,Jeff Brehaut,71,20,15,5
4,5,5,Charles Warren,89,21,5,16
5,T6,T6,David Hearn,68,28,1,27
6,T6,T6,Roland Thatcher,75,28,19,9
7,8,8,Joey Snyder III,102,29,8,21
8,9,9,Robert Allenby,95,32,21,11
9,10,10,Briny Baird,98,34,22,12
10,11,11,Sergio Garcia,73,39,38,1
11,12,12,John Senden,101,40,10,30
12,13,13,Joey Sindelar,104,42,23,19
13,14,14,Justin Rose,99,45,16,29
14,15,15,Vijay Singh,111,46,42,4
15,16,16,Bart Bryant,91,47,30,17
16,17,17,Bo Van Pelt,112,50,32,18
17,T18,T18,J.J. Henry,102,52,44,8
18,T18,T18,Richard Johnson,50,52,24,28
19,20,20,Chris Smith,93,57,44,13
20,21,21,Harrison Frazar,105,61,3,58
21,22,22,Lucas Glover,88,62,27,35
22,23,23,D.J. Trahan,81,64,33,31
23,24,24,Zach Johnson,96,65,12,53
24,25,25,Sean O'Hair,103,67,26,41
25,26,26,Tommy Armour III,103,70,44,26
26,T27,T27,Marco Dawson,82,75,38,37
27,T27,T27,David Toms,87,75,36,39
28,29,29,Jonathan Kaye,77,77,24,53
29,T30,T30,Olin Browne,99,79,64,15
30,T30,T30,Heath Slocum,103,79,56,23
31,32,32,Chad Campbell,95,82,62,20
32,33,33,Craig Barlow,81,86,33,53
33,34,34,Scott Gutschewski,86,87,54,33
34,35,35,John Rollins,97,90,12,78
35,36,36,Tiger Woods,76,92,86,6
36,T37,T37,Mark Calcavecchia,92,96,20,76
37,T37,T37,Brett Wetterich,76,96,72,24
38,39,39,J.L. Lewis,98,99,27,72
39,T40,T40,Will MacKenzie,75,104,11,93
40,T40,T40,Darron Stiles,78,104,44,60
41,42,42,Kevin Sutherland,89,106,62,44
42,43,43,Stuart Appleby,84,107,59,48
43,T44,T44,Jim Furyk,94,109,102,7
