,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
44,T44,T44,Mathias Grönberg,60,109,6,103
45,T44,T44,Geoff Ogilvy,97,109,56,53
46,47,47,Davis Love III,80,110,59,51
47,T48,T48,Jeff Maggert,79,111,27,84
48,T48,T48,Scott Verplank,87,111,50,61
49,50,50,Hidemichi Tanaka,106,113,65,48
50,T51,T51,Bradley Hughes,52,114,7,107
51,T51,T51,Ted Purdy,122,114,16,98
52,53,53,Vaughn Taylor,99,116,36,80
53,54,54,Brian Davis,75,117,38,79
54,55,55,Greg Owen,84,119,76,43
55,56,56,Hunter Mahan,103,121,69,52
56,57,57,Duffy Waldorf,86,122,58,64
57,T58,T58,Michael Long,72,123,12,111
58,T58,T58,Phil Mickelson,81,123,76,47
59,60,60,Kent Jones,99,124,38,86
60,61,61,Alex Cejka,84,125,30,95
61,T62,T62,Tom Lehman,69,127,93,34
62,T62,T62,Bob Tway,87,127,91,36
63,64,64,Adam Scott,72,134,94,40
64,65,65,Jason Bohn,91,135,61,74
65,T66,T66,Arron Oberholser,65,136,86,50
66,T66,T66,Nick Watney,91,136,68,68
67,T68,T68,Retief Goosen,71,137,99,38
68,T68,T68,Rocco Mediate,73,137,50,87
69,70,70,Dan Forsman,52,138,124,14
70,T71,T71,Luke Donald,67,141,119,22
71,T71,T71,Steve Elkington,67,141,99,42
72,T71,T71,Mario Tiziani,67,141,74,67
73,74,74,Doug Barron,70,145,99,46
74,75,75,Fred Couples,72,146,121,25
75,T76,T76,Brendan Jones,81,147,94,53
76,T76,T76,Omar Uresti,84,147,88,59
77,78,78,Tjaart van der Walt,56,149,83,66
78,79,79,Jerry Kelly,101,150,80,70
79,80,80,D.A. Points,94,153,50,103
80,T81,T81,D.J. Brigman,76,154,16,138
81,T81,T81,Paul Claxton,79,154,44,110
82,83,83,Rod Pampling,89,156,74,82
83,84,84,Fred Funk,102,162,94,68
84,85,85,John Huston,90,165,35,130
85,86,86,Kevin Stadler,96,166,50,116
86,87,87,Brandt Jobe,96,167,82,85
87,88,88,K.J. Choi,78,168,44,124
88,89,89,Tim Herron,100,172,76,96
89,90,90,Arjun Atwal,65,173,67,106
90,91,91,Lee Westwood,50,175,42,133
91,92,92,Jeff Sluman,94,176,131,45
92,93,93,Cameron Beckman,96,178,69,109
93,94,94,Ryan Palmer,101,180,91,89
94,95,95,Steve Lowery,100,182,69,113
95,96,96,Carl Pettersson,109,183,110,73
96,97,97,Stephen Leaney,89,189,128,61
97,98,98,Frank Lickliter II,100,190,107,83
98,99,99,Brian Bateman,98,193,76,117
99,100,100,Jonathan Byrd,103,195,80,115
100,T101,T101,Justin Leonard,78,196,102,94
101,T101,T101,Phillip Price,77,196,98,98
102,T101,T101,Jay Williamson,53,196,54,142
103,104,104,Mark Wilson,74,199,124,75
104,T105,T105,Carlos Franco,78,207,142,65
105,T105,T105,Glen Hnatiuk,59,207,175,32
106,107,107,Dean Wilson,86,212,131,81
107,108,108,Tag Ridings,93,214,117,97
108,109,109,Brenden Pappas,51,215,107,108
109,T110,T110,Steve Allan,102,216,88,128
110,T110,T110,Tom Pernice Jr.,111,216,65,151
111,T112,T112,Tim Clark,92,217,94,123
112,T112,T112,Charles Howell III,95,217,146,71
113,114,114,Neal Lancaster,95,220,128,92
114,T115,T115,Robert Damron,89,221,84,137
115,T115,T115,Mark Hensby,70,221,72,149
116,117,117,Shigeki Maruyama,99,223,135,88
117,118,118,Shaun Micheel,81,224,124,100
118,119,119,Tom Byrum,83,226,121,105
119,120,120,Kirk Triplett,55,228,107,121
120,121,121,Dudley Hart,84,231,170,61
121,T122,T122,Robert Gamez,91,235,116,119
122,T122,T122,Tom Gillis,77,235,110,125
123,124,124,Loren Roberts,54,239,150,89
124,125,125,Matt Kuchar,60,240,90,150
125,126,126,Peter Lonard,85,243,121,122
126,T127,T127,Bob Estes,92,249,135,114
127,T127,T127,Pat Perez,89,249,110,139
128,129,129,Scott Hend,75,252,106,146
129,130,130,Skip Kendall,80,255,102,153
130,131,131,Brett Quigley,96,259,147,112
131,132,132,John Cook,72,261,128,133
132,T133,T133,John Daly,78,262,110,152
133,T133,T133,Jeff Hart,63,262,102,160
134,135,135,Stewart Cink,98,264,187,77
135,136,136,José María Olazábal,55,269,180,89
136,T137,T137,Danny Briggs,70,271,138,133
137,T137,T137,Daniel Chopra,108,271,138,133
138,T137,T137,Bill Glasson,54,271,153,118
139,140,140,Gavin Coles,70,275,110,165
140,141,141,Woody Austin,100,276,156,120
141,142,142,José Coceres,56,277,84,193
142,143,143,Scott McCarron,78,278,131,147
143,144,144,Bernhard Langer,67,283,182,101
144,T145,T145,Todd Hamilton,94,285,145,140
145,T145,T145,Larry Mize,54,285,120,165
146,147,147,Patrick Sheehan,114,291,147,144
147,148,148,Hank Kuehne,84,293,115,178
148,149,149,Billy Andrade,83,294,162,132
149,T150,T150,Hunter Haas,83,295,167,128
150,T150,T150,Dennis Paulson,63,295,131,164
151,T150,T150,Tim Petrovic,97,295,193,102
152,153,153,Ryuji Imada,78,298,171,127
153,154,154,Jim Carter,62,300,124,176
154,T155,T155,James Driscoll,73,304,159,145
155,T155,T155,Steve Flesch,90,304,156,148
156,157,157,Brian Gay,101,314,152,162
157,T158,T158,Chris DiMarco,83,316,191,125
158,T158,T158,Brent Geiberger,61,316,175,141
159,T160,T160,John Elliott,58,317,117,200
160,T160,T160,Paul Gow,78,317,147,170
161,T162,T162,Glen Day,80,318,144,174
162,T162,T162,Padraig Harrington,50,318,164,154
163,164,164,Corey Pavin,77,324,167,157
164,T165,T165,Steve Jones,56,325,143,182
165,T165,T165,Joe Ogilvie,103,325,153,172
166,T167,T167,Ben Crane,78,326,165,161
167,T167,T167,Lee Janzen,75,326,195,131
168,T167,T167,Rory Sabbatini,81,326,138,188
169,170,170,Michael Allen,90,330,174,156
170,T171,T171,Rich Beem,66,332,189,143
171,T171,T171,Ian Poulter,62,332,160,172
172,T171,T171,Mike Weir,71,332,161,171
173,174,174,Jesper Parnevik,84,334,151,183
174,175,175,Jason Allred,75,335,137,198
175,176,176,Chris Riley,67,337,138,199
176,177,177,Matt Gogel,78,339,180,159
177,178,178,Stephen Ames,82,342,173,169
178,T179,T179,Matt Davidson,53,345,153,192
179,T179,T179,Jay Haas,54,345,169,176
180,181,181,Freddie Jacobson,72,347,184,163
181,182,182,J.P. Hayes,63,348,193,155
182,183,183,Ben Curtis,65,350,175,175
183,184,184,Bob Heintz,67,351,162,189
184,185,185,Mark Brooks,72,353,156,197
185,186,186,Justin Bolli,65,356,171,185
186,187,187,Franklin Langham,91,359,201,158
187,T188,T188,Chris Anderson,66,360,175,185
188,T188,T188,Todd Fischer,99,360,179,181
189,T188,T188,Charlie Wi,67,360,165,195
190,191,191,Craig Perks,67,363,196,167
191,T192,T192,Brad Faxon,75,368,201,167
192,T192,T192,Andrew Magee,82,368,185,183
193,194,194,Hideto Tanihara,50,370,183,187
194,195,195,Thomas Levet,54,371,192,179
195,196,196,Aaron Baddeley,84,376,185,191
196,197,197,Paul Azinger,66,377,187,190
197,198,198,Steve Stricker,62,379,199,180
198,199,199,Kevin Na,88,384,190,194
199,200,200,Mark O'Meara,66,393,197,196
200,201,201,Rob Rashell,65,398,198,200
201,202,202,Len Mattiace,86,402,200,202
