,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
0,1,1,Scott Hend,75,42.96,61.0,142,-0.51
1,2,2,Tiger Woods,76,38.79,45.0,116,-0.29
2,3,3,Brett Wetterich,76,35.14,52.0,148,-0.27
3,4,4,Brenden Pappas,51,33.33,34.0,102,-0.41
4,5,5,Scott Gutschewski,86,30.77,48.0,156,-0.52
5,6,6,John Daly,78,26.61,33.0,124,-0.36
6,7,7,Davis Love III,80,24.6,31.0,126,-0.32
7,8,8,Hank Kuehne,84,24.38,39.0,160,-0.44
8,9,9,Kenny Perry,82,24.22,31.0,128,-0.39
9,10,10,Brandt Jobe,96,21.02,37.0,176,-0.46
10,11,11,Brendan Jones,81,20.89,33.0,158,-0.42
11,12,12,Mathias Grönberg,60,20.69,24.0,116,-0.71
12,13,13,Jason Allred,75,19.72,28.0,142,-0.39
13,14,14,Kevin Stadler,96,19.57,36.0,184,-0.25
14,15,15,Lucas Glover,88,19.05,32.0,168,-0.44
15,16,16,John Elliott,58,18.75,21.0,112,-0.48
16,17,17,Sergio Garcia,73,18.52,20.0,108,-0.35
17,18,18,Tag Ridings,93,18.13,33.0,182,-0.45
18,19,19,Nick Watney,91,17.98,32.0,178,-0.63
19,20,20,J.J. Henry,102,17.71,34.0,192,-0.44
20,21,21,Rory Sabbatini,81,17.42,23.0,132,-0.43
21,22,22,Adam Scott,72,17.31,18.0,104,-0.72
22,23,23,Michael Long,72,16.43,23.0,140,-0.35
23,24,24,Rod Pampling,89,15.97,23.0,144,-0.61
24,25,25,Dennis Paulson,63,15.87,20.0,126,-0.35
25,26,26,Vijay Singh,111,15.59,29.0,186,-0.52
26,27,27,D.J. Brigman,76,15.44,21.0,136,-0.62
27,28,28,Harrison Frazar,105,15.35,31.0,202,-0.39
28,29,29,Lee Westwood,50,15.28,11.0,72,-0.55
29,30,30,Ryan Palmer,101,15.17,27.0,178,-0.22
30,31,31,Stuart Appleby,84,15.15,20.0,132,-0.40
31,32,32,Daniel Chopra,108,14.71,30.0,204,-0.33
32,33,33,Phil Mickelson,81,14.66,17.0,116,-0.53
33,34,34,Chris Smith,93,14.52,27.0,186,-0.48
34,35,35,Will MacKenzie,75,14.38,21.0,146,-0.33
35,36,36,Charles Warren,89,14.37,25.0,174,-0.28
36,37,37,Steve Allan,102,14.36,27.0,188,-0.26
37,38,38,Jonathan Byrd,103,14.14,28.0,198,-0.36
38,39,39,Sean O'Hair,103,13.19,24.0,182,-0.42
39,40,40,Ted Purdy,122,12.96,28.0,216,-0.39
40,41,41,Jason Bohn,91,12.64,22.0,174,-0.41
41,42,42,Vaughn Taylor,99,12.63,24.0,190,-0.67
42,43,43,D.J. Trahan,81,11.69,18.0,154,-0.56
43,44,44,John Huston,90,11.63,20.0,172,-0.65
44,45,45,John Senden,101,11.62,23.0,198,-0.52
45,T46,T46,Fred Couples,72,11.54,12.0,104,-0.25
46,T46,T46,Andrew Magee,82,11.54,18.0,156,-0.33
47,48,48,David Hearn,68,11.36,15.0,132,-0.13
48,T49,T49,Arjun Atwal,65,11.11,14.0,126,-0.43
49,T49,T49,Geoff Ogilvy,97,11.11,18.0,162,-0.39
50,T49,T49,Brett Quigley,96,11.11,20.0,180,-0.45
51,52,52,Dan Forsman,52,11.0,11.0,100,-0.55
52,53,53,Roland Thatcher,75,10.96,16.0,146,-0.25
53,54,54,Robert Allenby,95,10.76,17.0,158,-0.12
54,55,55,Padraig Harrington,50,10.71,9.0,84,-0.11
55,56,56,Tim Herron,100,10.59,18.0,170,-0.22
56,57,57,Aaron Baddeley,84,10.37,17.0,164,-0.35
57,T58,T58,Carlos Franco,78,10.29,14.0,136,-0.57
58,T58,T58,Jonathan Kaye,77,10.29,14.0,136,-0.29
59,60,60,Chad Campbell,95,10.26,16.0,156,-0.31
60,61,61,Carl Pettersson,109,10.19,21.0,206,+0.05
61,62,62,Woody Austin,100,9.9,19.0,192,-0.58
62,63,63,Shigeki Maruyama,99,9.66,17.0,176,-0.53
63,T64,T64,Charles Howell III,95,9.62,15.0,156,-0.67
64,T64,T64,Bradley Hughes,52,9.62,10.0,104,-0.30
65,66,66,John Rollins,97,9.55,17.0,178,-0.76
66,67,67,Briny Baird,98,9.38,18.0,192,-0.61
67,68,68,Bo Van Pelt,112,9.31,19.0,204,-0.42
68,69,69,Hunter Mahan,103,9.09,18.0,198,-0.39
69,70,70,Kevin Sutherland,89,9.04,15.0,166,-0.40
70,71,71,Peter Lonard,85,9.03,13.0,144,-0.54
71,72,72,Freddie Jacobson,72,9.02,11.0,122,-0.55
72,73,73,Retief Goosen,71,8.89,8.0,90,-0.50
73,T74,T74,James Driscoll,73,8.7,12.0,138,-0.25
74,T74,T74,Rocco Mediate,73,8.7,12.0,138,-0.58
75,76,76,Jesper Parnevik,84,8.55,13.0,152,-0.08
76,77,77,Patrick Sheehan,114,8.49,18.0,212,-0.39
77,78,78,Charlie Wi,67,8.46,11.0,130,-0.36
78,79,79,Justin Rose,99,8.42,16.0,190,-0.25
79,T80,T80,Rich Beem,66,8.33,9.0,108,-0.33
80,T80,T80,J.L. Lewis,98,8.33,15.0,180,-0.40
81,82,82,Zach Johnson,96,8.24,14.0,170,-0.29
82,83,83,Scott McCarron,78,8.09,11.0,136,-0.45
83,84,84,Brian Bateman,98,7.98,15.0,188,-0.40
84,85,85,Justin Bolli,65,7.94,10.0,126,-0.40
85,86,86,Marco Dawson,82,7.93,13.0,164,-0.54
86,87,87,Neal Lancaster,95,7.89,15.0,190,-0.20
87,88,88,Michael Allen,90,7.74,13.0,168,-0.31
88,89,89,Bob Heintz,67,7.46,10.0,134,-0.30
89,T90,T90,Ben Crane,78,7.14,10.0,140,-0.30
90,T90,T90,Joey Snyder III,102,7.14,14.0,196,-0.43
91,92,92,Tommy Armour III,103,7.07,14.0,198,-0.79
92,93,93,Shaun Micheel,81,7.04,10.0,142,-0.30
93,94,94,K.J. Choi,78,7.02,8.0,114,-0.13
94,95,95,Craig Perks,67,6.92,9.0,130,-0.56
95,96,96,Ryuji Imada,78,6.76,10.0,148,-0.40
96,T97,T97,Mark Hensby,70,6.73,7.0,104,E
97,T97,T97,Joey Sindelar,104,6.73,14.0,208,-0.71
98,99,99,Tom Pernice Jr.,111,6.7,13.0,194,-0.31
99,100,100,D.A. Points,94,6.67,12.0,180,-0.50
100,101,101,Bart Bryant,91,6.63,11.0,166,-0.45
101,102,102,Rob Rashell,65,6.56,8.0,122,-0.25
102,103,103,Frank Lickliter II,100,6.52,12.0,184,-0.17
103,104,104,Alex Cejka,84,6.49,10.0,154,-0.70
104,105,105,Steve Stricker,62,6.45,8.0,124,-0.25
105,106,106,Todd Hamilton,94,6.33,10.0,158,-0.70
106,107,107,Hideto Tanihara,50,6.25,6.0,96,+0.33
107,108,108,Pat Perez,89,6.17,10.0,162,-0.30
108,109,109,Stephen Ames,82,6.15,8.0,130,-0.25
109,110,110,Tom Gillis,77,6.0,9.0,150,-0.44
110,111,111,Cameron Beckman,96,5.98,11.0,184,-0.36
111,T112,T112,Lee Janzen,75,5.97,8.0,134,-0.13
112,T112,T112,David Toms,87,5.97,8.0,134,-0.63
113,114,114,Stewart Cink,98,5.92,9.0,152,-0.56
114,T115,T115,Bernhard Langer,67,5.88,6.0,102,-0.17
115,T115,T115,Joe Ogilvie,103,5.88,10.0,170,-0.50
116,117,117,Steve Lowery,100,5.85,11.0,188,-0.55
117,118,118,José María Olazábal,55,5.81,5.0,86,-0.40
118,119,119,Steve Flesch,90,5.8,8.0,138,E
119,120,120,Mike Weir,71,5.77,6.0,104,-0.17
120,121,121,Hunter Haas,83,5.7,9.0,158,-0.44
121,122,122,Tim Clark,92,5.63,8.0,142,-0.25
122,T123,T123,Robert Gamez,91,5.62,10.0,178,-0.40
123,T123,T123,Tim Petrovic,97,5.62,10.0,178,-0.60
124,125,125,Paul Azinger,66,5.47,7.0,128,-0.43
125,126,126,Mario Tiziani,67,5.38,7.0,130,-0.29
126,127,127,Kevin Na,88,5.36,9.0,168,-0.33
127,128,128,Joe Durant,81,5.33,8.0,150,-0.63
128,129,129,Brent Geiberger,61,5.26,6.0,114,E
129,130,130,Richard Johnson,50,5.21,5.0,96,-0.40
130,T131,T131,Glen Day,80,5.13,8.0,156,-0.50
131,T131,T131,Thomas Levet,54,5.13,4.0,78,+0.25
132,133,133,Billy Mayfair,114,5.09,11.0,216,-0.91
133,134,134,Jeff Hart,63,4.92,6.0,122,+0.33
134,135,135,Bob Tway,87,4.79,7.0,146,-0.71
135,136,136,Chris DiMarco,83,4.76,6.0,126,-0.17
136,137,137,Dean Wilson,86,4.65,8.0,172,-0.75
137,138,138,Tom Lehman,69,4.55,5.0,110,E
138,139,139,Dudley Hart,84,4.38,7.0,160,-0.43
139,140,140,Billy Andrade,83,4.32,7.0,162,-0.29
140,141,141,Mark Calcavecchia,92,4.27,7.0,164,E
141,T142,T142,Bill Glasson,54,4.17,4.0,96,E
142,T142,T142,Kirk Triplett,55,4.17,4.0,96,-0.50
143,144,144,Kent Jones,99,4.12,8.0,194,-0.13
144,T145,T145,Craig Barlow,81,4.11,6.0,146,-0.17
145,T145,T145,Phillip Price,77,4.11,6.0,146,-0.17
146,147,147,Paul Claxton,79,4.0,6.0,150,-0.33
147,148,148,Greg Owen,84,3.95,6.0,152,-0.33
148,T149,T149,Matt Davidson,53,3.77,4.0,106,-1.00
149,T149,T149,Jay Williamson,53,3.77,4.0,106,-1.00
150,151,151,Ian Poulter,62,3.75,3.0,80,E
151,152,152,Jeff Brehaut,71,3.73,5.0,134,-0.80
152,153,153,José Coceres,56,3.7,4.0,108,-0.75
153,154,154,Arron Oberholser,65,3.64,4.0,110,-0.50
154,155,155,Bob Estes,92,3.57,6.0,168,-0.33
155,156,156,Jay Haas,54,3.49,3.0,86,+0.33
156,157,157,Mark O'Meara,66,3.33,4.0,120,+0.25
157,158,158,Chris Anderson,66,3.23,4.0,124,-1.00
158,159,159,Duffy Waldorf,86,3.21,5.0,156,-0.40
159,160,160,Jeff Maggert,79,3.13,4.0,128,-1.00
160,161,161,Len Mattiace,86,3.05,5.0,164,-0.20
161,162,162,Jerry Kelly,101,2.94,5.0,170,-0.40
162,163,163,Chris Riley,67,2.88,3.0,104,+1.00
163,T164,T164,Doug Barron,70,2.86,4.0,140,-1.00
164,T164,T164,Mark Wilson,74,2.86,4.0,140,-0.25
165,166,166,Scott Verplank,87,2.78,4.0,144,E
166,167,167,Paul Gow,78,2.7,4.0,148,-1.00
167,168,168,Darron Stiles,78,2.63,4.0,152,-0.50
168,169,169,Matt Kuchar,60,2.59,3.0,116,-0.33
169,170,170,Omar Uresti,84,2.5,4.0,160,-0.50
170,171,171,Hidemichi Tanaka,106,2.45,5.0,204,-0.40
171,172,172,Luke Donald,67,2.27,2.0,88,-0.50
172,173,173,Robert Damron,89,2.25,4.0,178,-0.50
173,174,174,Gavin Coles,70,2.14,3.0,140,E
174,175,175,Brian Davis,75,2.11,3.0,142,-0.33
175,176,176,Larry Mize,54,2.08,2.0,96,-1.00
176,177,177,Steve Jones,56,2.0,2.0,100,-0.50
177,178,178,Matt Gogel,78,1.97,3.0,152,-1.00
178,179,179,Tom Byrum,83,1.85,3.0,162,-1.00
179,180,180,Ben Curtis,65,1.82,2.0,110,+1.00
180,181,181,Tjaart van der Walt,56,1.79,2.0,112,E
181,T182,T182,Steve Elkington,67,1.69,2.0,118,-1.00
182,T182,T182,J.P. Hayes,63,1.69,2.0,118,-1.00
183,184,184,Jim Carter,62,1.67,2.0,120,-1.00
