,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
150,151,151,Mario Tiziani,67,-0.309,0.16399999999999998,-0.09,-0.384,61
151,152,152,Kent Jones,99,-0.33399999999999996,-0.21600000000000003,-0.217,0.098,88
152,153,153,Paul Azinger,66,-0.335,-0.336,-0.267,0.268,59
153,154,154,Steve Allan,102,-0.341,-0.044000000000000004,-0.392,0.095,89
154,155,155,Ryan Palmer,101,-0.345,0.053,-0.026000000000000002,-0.37200000000000005,81
155,156,156,Scott McCarron,78,-0.35200000000000004,-0.10300000000000001,-0.10300000000000001,-0.146,61
156,157,157,Nick Watney,91,-0.354,0.08199999999999999,-0.272,-0.163,80
157,158,158,Scott Hend,75,-0.35600000000000004,0.17300000000000001,-0.315,-0.215,65
158,159,159,Steve Stricker,62,-0.365,-0.909,0.14400000000000002,0.4,59
159,160,160,Brenden Pappas,51,-0.377,-0.614,0.204,0.033,49
160,161,161,John Cook,72,-0.37799999999999995,-0.171,-0.037000000000000005,-0.17,59
161,162,162,Thomas Levet,54,-0.38299999999999995,-0.5720000000000001,0.11699999999999999,0.07200000000000001,36
162,163,163,Todd Fischer,99,-0.401,-0.32899999999999996,-0.32,0.248,88
163,164,164,J.P. Hayes,63,-0.41100000000000003,-0.589,0.011000000000000001,0.16699999999999998,53
164,165,165,Jim Carter,62,-0.41700000000000004,-0.247,-0.294,0.125,55
165,166,166,Steve Flesch,90,-0.42200000000000004,-0.17,-0.43799999999999994,0.18600000000000003,64
166,167,167,James Driscoll,73,-0.429,-0.078,-0.391,0.04,63
167,168,168,Mark Hensby,70,-0.446,0.055,-0.322,-0.179,50
168,169,169,Tom Gillis,77,-0.45,0.152,-0.365,-0.237,69
169,170,170,Matt Kuchar,60,-0.452,-0.096,-0.337,-0.018000000000000002,56
170,171,171,Skip Kendall,80,-0.467,0.040999999999999995,-0.44799999999999995,-0.061,71
171,172,172,Kevin Stadler,96,-0.478,0.11,-0.18899999999999997,-0.4,83
172,173,173,Dennis Paulson,63,-0.494,0.174,-0.6829999999999999,0.013999999999999999,57
173,174,174,Justin Bolli,65,-0.496,-0.11800000000000001,-0.35100000000000003,-0.026000000000000002,59
174,175,175,Jeff Hart,63,-0.517,-0.47700000000000004,-0.218,0.17800000000000002,58
175,176,176,Charlie Wi,67,-0.539,-0.27399999999999997,-0.415,0.15,61
176,177,177,José Coceres,56,-0.5660000000000001,-0.049,-0.5379999999999999,0.021,53
177,178,178,Matt Gogel,78,-0.578,-0.158,-0.364,-0.055999999999999994,68
178,179,179,Patrick Sheehan,114,-0.581,-0.11599999999999999,-0.14400000000000002,-0.321,97
179,180,180,Larry Mize,54,-0.586,-0.215,-0.292,-0.079,46
180,181,181,Brian Gay,101,-0.62,-0.204,-0.523,0.106,93
181,182,182,Hideto Tanihara,50,-0.621,-0.247,-0.419,0.045,45
182,183,183,Danny Briggs,70,-0.626,-0.22899999999999998,-0.40700000000000003,0.009000000000000001,62
183,184,184,Ian Poulter,62,-0.637,0.043,-0.31,-0.37,36
184,185,185,Bill Glasson,54,-0.6609999999999999,-0.462,-0.107,-0.092,44
185,186,186,Bob Heintz,67,-0.6779999999999999,-0.361,-0.46399999999999997,0.147,62
186,187,187,Chris Anderson,66,-0.7240000000000001,-0.276,-0.373,-0.076,58
187,188,188,Craig Perks,67,-0.757,-0.8240000000000001,0.239,-0.17300000000000001,59
188,189,189,Chris Riley,67,-0.785,-0.07400000000000001,-0.919,0.20800000000000002,43
189,190,190,Aaron Baddeley,84,-0.815,-0.726,-0.28,0.191,76
190,191,191,Ben Curtis,65,-0.857,-0.337,-0.26899999999999996,-0.251,50
191,192,192,Mark Brooks,72,-0.879,-0.37200000000000005,-0.733,0.226,63
192,193,193,Tjaart van der Walt,56,-0.898,-0.17,-0.6559999999999999,-0.07200000000000001,54
193,194,194,Hank Kuehne,84,-0.92,-0.047,-0.599,-0.275,75
194,195,195,Gavin Coles,70,-0.9329999999999999,-0.527,-0.419,0.012,64
195,196,196,Brent Geiberger,61,-0.934,-0.23800000000000002,-0.665,-0.031,52
196,197,197,Rob Rashell,65,-0.9890000000000001,-0.45299999999999996,-0.354,-0.18100000000000002,55
197,198,198,Matt Davidson,53,-1.083,-0.301,-0.8370000000000001,0.054000000000000006,50
198,199,199,Mark O'Meara,66,-1.084,-0.363,-0.6940000000000001,-0.027000000000000003,52
199,200,200,John Elliott,58,-1.165,-0.138,-1.114,0.086,52
200,201,201,Jason Allred,75,-1.245,-0.675,-0.46299999999999997,-0.10800000000000001,64
201,202,202,Len Mattiace,86,-1.8969999999999998,-0.495,-1.62,0.21899999999999997,76
