,Driving_Pct._300-320_All_Drives_RANK THIS WEEK,Driving_Pct._300-320_All_Drives_RANK LAST WEEK,Driving_Pct._300-320_All_Drives_PLAYER NAME,Driving_Pct._300-320_All_Drives_ROUNDS,Driving_Pct._300-320_All_Drives_%,Driving_Pct._300-320_All_Drives_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300-320_All_Drives_RELATIVE TO PAR
0,1,1,Hank Kuehne,84,32.05,332,1036,-0.051
1,2,2,Vijay Singh,111,29.9,366,1224,-0.260
2,3,3,John Daly,78,28.44,223,784,-0.063
3,4,4,Tiger Woods,76,27.65,214,774,-0.252
4,5,5,John Elliott,58,27.45,196,714,-0.031
5,6,6,Davis Love III,80,27.4,214,781,-0.154
6,7,7,Scott Gutschewski,86,27.31,272,996,-0.140
7,8,8,Scott Hend,75,27.06,243,898,+0.091
8,9,9,Brenden Pappas,51,26.97,185,686,-0.108
9,10,10,Sergio Garcia,73,26.91,197,732,-0.152
10,11,11,Lucas Glover,88,26.83,293,1092,-0.044
11,12,12,Chris Smith,93,26.77,317,1184,-0.120
12,13,13,Brett Wetterich,76,26.33,247,938,-0.105
13,14,14,Kevin Stadler,96,25.92,297,1146,-0.168
14,15,15,Dennis Paulson,63,25.83,202,782,-0.079
15,16,16,Tag Ridings,93,25.67,298,1161,-0.161
16,17,17,Mathias Grönberg,60,25.64,200,780,-0.175
17,18,18,Charles Warren,89,25.16,281,1117,-0.117
18,19,19,Harrison Frazar,105,25.12,326,1298,-0.233
19,20,20,Will MacKenzie,75,24.58,233,948,-0.047
20,21,21,Brandt Jobe,96,24.38,276,1132,-0.109
21,22,22,Brendan Jones,81,24.11,244,1012,-0.082
22,23,23,Sean O'Hair,103,24.03,286,1190,-0.136
23,24,24,Fred Couples,72,23.88,144,603,-0.076
24,25,25,Phil Mickelson,81,23.78,166,698,-0.235
25,26,26,Jason Allred,75,23.46,206,878,-0.029
26,27,27,Steve Allan,102,22.82,280,1227,-0.121
27,28,28,John Rollins,97,22.8,262,1149,-0.195
28,29,29,D.J. Trahan,81,22.71,223,982,-0.161
29,30,30,Daniel Chopra,108,22.29,286,1283,-0.129
30,31,31,Greg Owen,84,22.24,218,980,-0.156
31,32,32,James Driscoll,73,22.06,191,866,-0.152
32,33,33,Kenny Perry,82,21.8,182,835,-0.176
33,34,34,Ryan Palmer,101,21.78,245,1125,-0.143
34,35,35,Marco Dawson,82,21.69,236,1088,-0.148
35,36,36,Michael Long,72,21.64,193,892,-0.098
36,37,37,Charles Howell III,95,21.51,216,1004,-0.139
37,38,38,Carlos Franco,78,21.47,201,936,-0.189
38,39,39,Rod Pampling,89,21.42,208,971,-0.221
39,T40,T40,Robert Allenby,95,21.41,216,1009,-0.194
40,T40,T40,David Hearn,68,21.41,182,850,-0.231
41,42,42,Rory Sabbatini,81,21.36,179,838,-0.145
42,43,43,Neal Lancaster,95,21.34,254,1190,-0.142
43,44,44,Nick Watney,91,20.94,232,1108,-0.168
44,45,45,Retief Goosen,71,20.93,126,602,-0.111
45,46,46,Ted Purdy,122,20.85,291,1396,-0.124
