,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
55,T55,T55,Lee Westwood,50,52.55,28485.9,54203
56,57,57,Hunter Mahan,103,52.54,89038.0,169480
57,T58,T58,Jesper Parnevik,84,52.48,65253.0,124332
58,T58,T58,Pat Perez,89,52.48,68322.6,130197
59,60,60,Rod Pampling,89,52.46,64797.2,123527
60,61,61,Justin Rose,99,52.43,86988.3,165910
61,62,62,Marco Dawson,82,52.4,79884.6,152456
62,63,63,Jonathan Kaye,77,52.39,63510.6,121237
63,64,64,John Senden,101,52.36,88137.4,168319
64,65,65,Steve Lowery,100,52.35,87657.4,167451
65,66,66,Retief Goosen,71,52.32,41474.4,79265
66,67,67,Jason Bohn,91,52.31,77423.2,148004
67,T68,T68,Woody Austin,100,52.28,85588.3,163722
68,T68,T68,John Huston,90,52.28,76804.7,146914
69,70,70,Neal Lancaster,95,52.27,84333.8,161337
70,T71,T71,Chad Campbell,95,52.26,68345.0,130783
71,T71,T71,Bo Van Pelt,112,52.26,92965.2,177903
72,73,73,Michael Allen,90,52.24,74505.4,142621
73,74,74,Aaron Baddeley,84,52.23,73962.3,141596
74,75,75,Bob Heintz,67,52.21,61125.3,117078
75,76,76,Tom Pernice Jr.,111,52.2,88824.1,170159
76,T77,T77,Padraig Harrington,50,52.16,37911.8,72690
77,T77,T77,Tim Herron,100,52.16,74304.8,142442
78,T77,T77,D.A. Points,94,52.16,81140.2,155561
79,80,80,Briny Baird,98,52.11,84558.9,162276
80,81,81,Carl Pettersson,109,52.06,94029.2,180600
81,82,82,Brian Bateman,98,52.05,82927.2,159322
82,83,83,Roland Thatcher,75,52.02,68397.9,131473
83,84,84,Justin Bolli,65,52.0,57899.3,111344
84,85,85,Patrick Sheehan,114,51.96,96375.0,185463
85,86,86,Billy Mayfair,114,51.95,96599.4,185960
86,87,87,José María Olazábal,55,51.92,39201.4,75497
87,88,88,Todd Hamilton,94,51.91,74741.6,143981
88,89,89,Zach Johnson,96,51.89,77556.6,149464
89,90,90,Vaughn Taylor,99,51.87,88196.6,170029
90,91,91,Andrew Magee,82,51.86,67943.5,131014
91,T92,T92,Peter Lonard,85,51.8,62988.1,121605
92,T92,T92,Shaun Micheel,81,51.8,63317.5,122245
93,T94,T94,Ryuji Imada,78,51.79,64750.5,125024
94,T94,T94,Craig Perks,67,51.79,55861.8,107861
95,96,96,Hunter Haas,83,51.75,70831.6,136869
96,T97,T97,J.L. Lewis,98,51.72,80342.6,155333
97,T97,T97,David Toms,87,51.72,57056.1,110313
98,99,99,Kevin Sutherland,89,51.71,72247.8,139718
99,T100,T100,Craig Barlow,81,51.67,64507.0,124846
100,T100,T100,Frank Lickliter II,100,51.67,86441.0,167305
101,102,102,Joey Sindelar,104,51.66,99678.1,192966
102,103,103,Freddie Jacobson,72,51.63,51803.9,100333
103,104,104,Jeff Brehaut,71,51.6,61493.5,119165
104,T105,T105,Mark Calcavecchia,92,51.54,70226.7,136267
105,T105,T105,Hideto Tanihara,50,51.54,42101.5,81681
106,107,107,Mario Tiziani,67,51.52,57722.3,112040
107,T108,T108,Stephen Ames,82,51.49,54062.4,105001
108,T108,T108,Arron Oberholser,65,51.49,47607.5,92459
109,110,110,Tommy Armour III,103,51.47,88521.0,171984
110,111,111,Richard Johnson,50,51.4,43836.1,85291
111,112,112,Rocco Mediate,73,51.38,62973.5,122566
112,113,113,Joe Ogilvie,103,51.31,75989.6,148101
113,114,114,Shigeki Maruyama,99,51.3,77815.4,151677
114,115,115,Glen Day,80,51.29,68949.7,134443
115,116,116,Tim Petrovic,97,51.27,75112.2,146504
116,117,117,Scott McCarron,78,51.26,61453.4,119880
117,T118,T118,Joe Durant,81,51.22,66559.5,129952
118,T118,T118,Kent Jones,99,51.22,85769.9,167460
119,120,120,Steve Flesch,90,51.21,61261.1,119623
120,121,121,Rich Beem,66,51.19,46260.7,90370
121,122,122,Jeff Maggert,79,51.18,54314.0,106133
122,123,123,Dudley Hart,84,51.17,70015.6,136822
123,T124,T124,Alex Cejka,84,51.16,66875.4,130722
124,T124,T124,Stewart Cink,98,51.16,66506.5,129995
125,T124,T124,Tom Gillis,77,51.16,66929.6,130831
126,T124,T124,Jay Williamson,53,51.16,45926.6,89771
127,128,128,K.J. Choi,78,51.13,48356.4,94576
128,129,129,Lee Janzen,75,51.1,58427.5,114345
129,130,130,Charlie Wi,67,51.04,60293.3,118140
130,T131,T131,Bart Bryant,91,51.02,66870.3,131071
131,T131,T131,Brent Geiberger,61,51.02,47085.2,92289
132,133,133,Bernhard Langer,67,51.0,43610.1,85502
133,134,134,Ian Poulter,62,50.99,33212.4,65137
134,135,135,Cameron Beckman,96,50.98,79968.4,156875
135,136,136,Bob Tway,87,50.95,63287.7,124211
136,137,137,Justin Leonard,78,50.94,44905.2,88146
137,138,138,Rob Rashell,65,50.92,49595.9,97395
138,139,139,Thomas Levet,54,50.9,33927.7,66655
139,140,140,Billy Andrade,83,50.89,71350.0,140210
140,T141,T141,Luke Donald,67,50.88,31104.1,61138
141,T141,T141,Bill Glasson,54,50.88,42746.3,84009
142,T143,T143,Paul Azinger,66,50.87,56802.2,111654
143,T143,T143,Steve Stricker,62,50.87,55283.3,108671
144,145,145,Tom Lehman,69,50.84,44813.9,88145
145,146,146,Tjaart van der Walt,56,50.83,53595.2,105450
146,147,147,Matt Davidson,53,50.79,46791.3,92122
147,148,148,Steve Jones,56,50.75,40576.2,79953
148,149,149,Duffy Waldorf,86,50.73,69390.8,136779
149,T150,T150,Robert Gamez,91,50.68,73403.7,144851
150,T150,T150,Darron Stiles,78,50.68,66086.6,130406
151,T152,T152,Bob Estes,92,50.63,71274.2,140787
152,T152,T152,Phillip Price,77,50.63,62472.7,123395
153,154,154,Jim Furyk,94,50.61,62289.2,123083
154,T155,T155,Tim Clark,92,50.59,56377.9,111443
155,T155,T155,Hidemichi Tanaka,106,50.59,92337.3,182528
156,157,157,Matt Gogel,78,50.58,62333.4,123247
157,158,158,J.P. Hayes,63,50.57,50394.8,99647
158,T159,T159,Franklin Langham,91,50.56,70590.7,139613
159,T159,T159,Mike Weir,71,50.56,43646.8,86322
160,161,161,Brian Davis,75,50.55,64206.3,127009
161,162,162,Steve Elkington,67,50.52,51389.0,101724
162,163,163,Dean Wilson,86,50.51,75528.3,149532
163,164,164,Jerry Kelly,101,50.49,71309.1,141238
164,165,165,Glen Hnatiuk,59,50.46,47101.9,93336
165,166,166,Heath Slocum,103,50.43,83496.5,165576
166,167,167,Matt Kuchar,60,50.39,50670.3,100563
167,168,168,Kevin Na,88,50.3,76044.3,151185
168,169,169,Paul Gow,78,50.23,61105.4,121658
169,170,170,Chris Anderson,66,50.18,56451.4,112508
170,171,171,Robert Damron,89,50.16,75983.2,151471
171,172,172,Ben Curtis,65,50.12,49783.6,99326
172,173,173,Chris DiMarco,83,50.03,53172.2,106274
173,T174,T174,Stephen Leaney,89,49.99,72264.6,144565
174,T174,T174,Scott Verplank,87,49.99,57109.7,114252
175,176,176,Danny Briggs,70,49.95,58361.7,116829
176,177,177,Jeff Sluman,94,49.92,79380.7,159031
177,T178,T178,Paul Claxton,79,49.9,61833.0,123911
178,T178,T178,Larry Mize,54,49.9,38383.6,76924
179,180,180,Omar Uresti,84,49.89,66859.3,134004
180,181,181,Kirk Triplett,55,49.85,39929.3,80094
181,182,182,Jay Haas,54,49.82,37747.2,75768
182,183,183,Todd Fischer,99,49.78,81660.1,164050
183,184,184,Doug Barron,70,49.76,62081.7,124756
184,185,185,José Coceres,56,49.7,49511.7,99616
185,186,186,Mark Wilson,74,49.66,61944.8,124739
186,187,187,Jim Carter,62,49.63,48400.4,97517
187,188,188,Len Mattiace,86,49.58,71045.2,143294
188,189,189,Olin Browne,99,49.52,77023.8,155554
189,190,190,Brad Faxon,75,49.5,50295.0,101608
190,T191,T191,Skip Kendall,80,49.47,66904.0,135249
191,T191,T191,Chris Riley,67,49.47,37923.6,76662
192,193,193,Brian Gay,101,49.45,83762.6,169405
193,194,194,Mark O'Meara,66,49.35,51221.4,103796
194,195,195,Tom Byrum,83,49.17,65655.2,133526
195,196,196,John Cook,72,48.92,51587.9,105449
196,197,197,Loren Roberts,54,48.68,40117.7,82405
197,198,198,Mark Brooks,72,48.57,57703.7,118794
198,199,199,Fred Funk,102,48.31,68103.3,140980
199,200,200,Gavin Coles,70,48.12,57075.4,118617
200,201,201,Jeff Hart,63,47.62,51117.0,107337
201,202,202,Corey Pavin,77,47.34,51274.5,108302
