,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
0,1,1,Scott Hend,75,56.6,69460.8,122724
1,2,2,Brett Wetterich,76,56.12,69655.6,124110
2,3,3,Tiger Woods,76,55.78,57302.0,102735
3,4,4,Brenden Pappas,51,55.39,51017.2,92109
4,5,5,Scott Gutschewski,86,55.26,74466.4,134748
5,6,6,John Daly,78,54.76,58634.2,107083
6,7,7,Hank Kuehne,84,54.67,76744.3,140375
7,8,8,Davis Love III,80,54.54,54706.2,100303
8,9,9,John Elliott,58,54.47,49157.6,90255
9,10,10,Brendan Jones,81,54.17,73337.5,135390
10,11,11,Kenny Perry,82,54.16,52975.4,97805
11,T12,T12,Sergio Garcia,73,54.09,50007.5,92447
12,T12,T12,Lucas Glover,88,54.09,80284.3,148440
13,14,14,Tag Ridings,93,54.04,87396.8,161726
14,15,15,Jason Allred,75,53.97,64163.3,118885
15,16,16,Mathias Grönberg,60,53.92,53942.2,100050
16,17,17,Harrison Frazar,105,53.88,94588.5,175544
17,18,18,Brandt Jobe,96,53.84,79135.6,146971
18,19,19,Chris Smith,93,53.78,89617.5,166649
19,20,20,Vijay Singh,111,53.74,86024.6,160069
20,21,21,Phil Mickelson,81,53.67,49277.0,91808
21,22,22,Kevin Stadler,96,53.62,86799.1,161870
22,23,23,Adam Scott,72,53.55,50588.0,94465
23,24,24,Will MacKenzie,75,53.53,68578.8,128124
24,25,25,Charles Warren,89,53.52,81386.1,152065
25,26,26,Stuart Appleby,84,53.48,60075.4,112327
26,T27,T27,Robert Allenby,95,53.4,73001.9,136697
27,T27,T27,D.J. Trahan,81,53.4,69758.8,130644
28,29,29,Nick Watney,91,53.39,80071.9,149969
29,30,30,Jonathan Byrd,103,53.38,91041.1,170553
30,T31,T31,Michael Long,72,53.26,62077.7,116559
31,T31,T31,Ryan Palmer,101,53.26,79375.7,149028
32,33,33,Steve Allan,102,53.22,89232.3,167668
33,T34,T34,Daniel Chopra,108,53.1,91701.1,172687
34,T34,T34,David Hearn,68,53.1,60925.3,114733
35,T36,T36,J.J. Henry,102,53.07,86547.1,163075
36,T36,T36,Sean O'Hair,103,53.07,81446.0,153471
37,T36,T36,Rory Sabbatini,81,53.07,54415.8,102531
38,39,39,Geoff Ogilvy,97,53.02,74890.2,141250
39,40,40,Fred Couples,72,53.0,43608.9,82288
40,41,41,Carlos Franco,78,52.94,70783.0,133703
41,42,42,Charles Howell III,95,52.88,71993.8,136141
42,43,43,John Rollins,97,52.83,79835.4,151110
43,44,44,James Driscoll,73,52.76,64786.8,122801
44,T45,T45,Ben Crane,78,52.72,54350.6,103097
45,T45,T45,Dan Forsman,52,52.72,47737.5,90546
46,T45,T45,Ted Purdy,122,52.72,94274.6,178809
47,T48,T48,Arjun Atwal,65,52.66,59043.7,112115
48,T48,T48,Brett Quigley,96,52.66,85497.5,162364
49,T50,T50,Dennis Paulson,63,52.63,57885.8,109981
50,T50,T50,Joey Snyder III,102,52.63,89232.2,169557
51,52,52,Bradley Hughes,52,52.6,47099.4,89546
52,53,53,D.J. Brigman,76,52.57,58514.9,111309
53,54,54,Greg Owen,84,52.56,72325.4,137606
54,T55,T55,Mark Hensby,70,52.55,45608.0,86782
