,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Craig Barlow,81,38.18,336,880,-0.012
1,2,2,James Driscoll,73,37.88,328,866,-0.052
2,3,3,Mario Tiziani,67,37.62,316,840,-0.057
3,4,4,Hunter Mahan,103,37.17,481,1294,-0.037
4,5,5,David Hearn,68,36.71,312,850,+0.013
5,6,6,Frank Lickliter II,100,36.37,435,1196,-0.034
6,7,7,Roland Thatcher,75,36.35,341,938,-0.015
7,8,8,Marco Dawson,82,35.94,391,1088,-0.069
8,9,9,Tjaart van der Walt,56,35.9,270,752,-0.093
9,10,10,Billy Mayfair,114,35.76,505,1412,-0.089
10,11,11,Greg Owen,84,35.71,350,980,-0.077
11,12,12,Neal Lancaster,95,35.38,421,1190,-0.067
12,13,13,Justin Rose,99,35.37,435,1230,-0.037
13,14,14,Bo Van Pelt,112,35.19,455,1293,-0.015
14,T15,T15,Dan Forsman,52,35.08,228,650,-0.140
15,T15,T15,Scott McCarron,78,35.08,295,841,-0.068
16,17,17,Tom Pernice Jr.,111,35.07,431,1229,-0.088
17,18,18,Darron Stiles,78,34.92,338,968,-0.112
18,19,19,Charles Howell III,95,34.66,348,1004,-0.069
19,20,20,Sean O'Hair,103,34.62,412,1190,-0.029
20,21,21,Ben Crane,78,34.56,311,900,-0.103
21,22,22,Pat Perez,89,34.54,353,1022,-0.003
22,23,23,Ted Purdy,122,34.53,482,1396,-0.073
23,24,24,Charles Warren,89,34.38,384,1117,-0.039
24,25,25,Sergio Garcia,73,34.15,250,732,-0.084
25,26,26,Stuart Appleby,84,34.13,301,882,-0.096
26,27,27,Tom Gillis,77,34.0,323,950,-0.012
27,28,28,Brett Quigley,96,33.99,399,1174,-0.108
28,29,29,John Huston,90,33.79,372,1101,-0.065
29,30,30,Matt Davidson,53,33.76,235,696,-0.004
30,31,31,Steve Lowery,100,33.75,406,1203,-0.069
31,32,32,Geoff Ogilvy,97,33.69,349,1036,-0.097
32,33,33,John Rollins,97,33.51,385,1149,-0.047
33,34,34,J.J. Henry,102,33.5,402,1200,-0.095
34,35,35,Woody Austin,100,33.36,421,1262,-0.045
35,36,36,Glen Hnatiuk,59,33.33,233,699,-0.030
36,T37,T37,Robert Allenby,95,33.3,336,1009,-0.018
37,T37,T37,Brian Davis,75,33.3,293,880,-0.113
38,T37,T37,D.A. Points,94,33.3,382,1147,-0.086
39,T37,T37,Nick Watney,91,33.3,369,1108,+0.005
40,41,41,Craig Perks,67,33.29,271,814,+0.107
41,T42,T42,J.L. Lewis,98,33.24,375,1128,-0.091
42,T42,T42,Phil Mickelson,81,33.24,232,698,-0.017
43,44,44,Dennis Paulson,63,33.12,259,782,+0.035
44,45,45,Glen Day,80,33.07,338,1022,-0.098
45,46,46,D.J. Brigman,76,33.06,283,856,-0.004
46,47,47,Steve Allan,102,33.01,405,1227,-0.022
47,48,48,Phillip Price,77,32.95,290,880,-0.100
48,49,49,Rich Beem,66,32.88,220,669,-0.018
49,50,50,Hunter Haas,83,32.87,332,1010,-0.093
50,51,51,Michael Allen,90,32.84,353,1075,-0.048
51,52,52,Mark Calcavecchia,92,32.83,348,1060,-0.109
52,53,53,Briny Baird,98,32.79,406,1238,-0.049
53,T54,T54,Jeff Brehaut,71,32.76,287,876,-0.171
54,T54,T54,Vijay Singh,111,32.76,401,1224,-0.107
55,56,56,Tim Herron,100,32.74,351,1072,-0.131
56,57,57,Justin Bolli,65,32.73,269,822,-0.026
57,58,58,Will MacKenzie,75,32.7,310,948,+0.026
58,59,59,Andrew Magee,82,32.69,320,979,-0.009
59,60,60,Lee Westwood,50,32.68,151,462,+0.046
60,61,61,Aaron Baddeley,84,32.48,341,1050,-0.070
61,62,62,Tim Petrovic,97,32.46,359,1106,-0.039
62,63,63,Bob Heintz,67,32.45,281,866,-0.011
63,64,64,Zach Johnson,96,32.39,377,1164,-0.093
64,65,65,Harrison Frazar,105,32.36,420,1298,-0.021
65,66,66,K.J. Choi,78,32.32,244,755,-0.053
66,67,67,Joey Snyder III,102,32.18,410,1274,-0.046
67,68,68,Carl Pettersson,109,32.15,417,1297,-0.110
68,69,69,Chad Campbell,95,32.0,336,1050,-0.039
69,70,70,Freddie Jacobson,72,31.99,247,772,-0.069
70,71,71,Peter Lonard,85,31.92,293,918,-0.014
71,72,72,Arjun Atwal,65,31.88,271,850,-0.077
72,73,73,Kevin Stadler,96,31.85,365,1146,+0.063
73,74,74,Joey Sindelar,104,31.82,436,1370,-0.080
74,75,75,Alex Cejka,84,31.74,305,961,-0.007
75,T76,T76,Joe Durant,81,31.72,302,952,-0.076
76,T76,T76,Rod Pampling,89,31.72,308,971,-0.006
77,T78,T78,Shaun Micheel,81,31.67,280,884,-0.036
78,T78,T78,Chris Smith,93,31.67,375,1184,+0.051
79,80,80,Bill Glasson,54,31.6,194,614,-0.067
80,81,81,John Senden,101,31.58,397,1257,-0.081
81,82,82,D.J. Trahan,81,31.57,310,982,-0.003
82,83,83,Kevin Sutherland,89,31.53,326,1034,-0.080
83,84,84,Lucas Glover,88,31.5,344,1092,-0.125
84,T85,T85,Jonathan Byrd,103,31.47,411,1306,-0.100
85,T85,T85,Tim Clark,92,31.47,282,896,-0.103
86,T87,T87,Kent Jones,99,31.45,385,1224,-0.075
87,T87,T87,Bob Tway,87,31.45,289,919,-0.107
88,89,89,Justin Leonard,78,31.4,238,758,-0.143
89,90,90,Todd Hamilton,94,31.38,327,1042,-0.055
90,91,91,Jeff Maggert,79,31.34,262,836,-0.103
91,92,92,Brendan Jones,81,31.32,317,1012,+0.060
92,93,93,Steve Stricker,62,31.31,258,824,-0.050
93,T94,T94,Michael Long,72,31.28,279,892,-0.007
94,T94,T94,Shigeki Maruyama,99,31.28,371,1186,-0.148
95,T96,T96,Billy Andrade,83,31.27,319,1020,-0.072
96,T96,T96,Rocco Mediate,73,31.27,283,905,-0.085
97,98,98,Charlie Wi,67,31.24,263,842,-0.110
98,99,99,Ryuji Imada,78,31.21,289,926,-0.035
99,100,100,Ryan Palmer,101,31.2,351,1125,-0.085
100,101,101,Hideto Tanihara,50,31.15,195,626,-0.015
101,102,102,Brandt Jobe,96,31.1,352,1132,-0.065
102,T103,T103,Bradley Hughes,52,31.09,212,682,+0.057
103,T103,T103,Richard Johnson,50,31.09,199,640,-0.166
104,105,105,Luke Donald,67,31.07,174,560,-0.109
105,106,106,Retief Goosen,71,31.06,187,602,-0.107
106,107,107,Rory Sabbatini,81,31.03,260,838,-0.015
107,108,108,Fred Couples,72,31.01,187,603,-0.043
108,109,109,Paul Gow,78,30.96,291,940,-0.072
109,110,110,Daniel Chopra,108,30.94,397,1283,-0.058
110,111,111,Ben Curtis,65,30.9,212,686,-0.028
111,112,112,José María Olazábal,55,30.84,177,574,-0.124
112,113,113,Matt Gogel,78,30.78,289,939,-0.059
113,T114,T114,Mathias Grönberg,60,30.64,239,780,+0.042
114,T114,T114,Hidemichi Tanaka,106,30.64,402,1312,-0.072
115,116,116,Vaughn Taylor,99,30.61,382,1248,-0.097
116,117,117,Tommy Armour III,103,30.6,388,1268,-0.046
117,118,118,Jason Bohn,91,30.53,345,1130,-0.093
118,119,119,Chris Anderson,66,30.49,247,810,-0.065
119,120,120,Steve Elkington,67,30.45,232,762,-0.073
120,121,121,Jesper Parnevik,84,30.34,284,936,-0.077
121,122,122,Arron Oberholser,65,30.28,215,710,-0.074
122,123,123,Thomas Levet,54,30.22,152,503,+0.092
123,124,124,Franklin Langham,91,30.2,321,1063,-0.059
124,125,125,Doug Barron,70,30.18,271,898,-0.085
125,T126,T126,Jerry Kelly,101,30.17,318,1054,-0.060
126,T126,T126,Patrick Sheehan,114,30.17,404,1339,-0.052
127,128,128,Tom Lehman,69,30.03,209,696,-0.062
128,129,129,Padraig Harrington,50,29.96,169,564,-0.041
129,130,130,David Toms,87,29.91,265,886,-0.181
130,131,131,Duffy Waldorf,86,29.9,296,990,-0.027
131,132,132,Bernhard Langer,67,29.67,186,627,-0.124
132,133,133,Carlos Franco,78,29.59,277,936,-0.105
133,134,134,Brian Bateman,98,29.56,350,1184,-0.037
134,135,135,J.P. Hayes,63,29.54,218,738,-0.069
135,136,136,Lee Janzen,75,29.53,243,823,-0.053
136,137,137,Stewart Cink,98,29.44,292,992,-0.140
137,T138,T138,Olin Browne,99,29.41,340,1156,-0.159
138,T138,T138,Dudley Hart,84,29.41,297,1010,-0.098
139,140,140,Paul Azinger,66,29.4,239,813,-0.042
140,141,141,Matt Kuchar,60,29.35,226,770,-0.040
141,142,142,Rob Rashell,65,29.33,222,757,-0.063
142,143,143,Joe Ogilvie,103,29.27,319,1090,-0.063
143,144,144,Stephen Ames,82,29.23,249,852,-0.004
144,T145,T145,Steve Flesch,90,29.11,257,883,-0.027
145,T145,T145,Mark Hensby,70,29.11,202,694,+0.094
146,147,147,Heath Slocum,103,29.08,365,1255,-0.142
147,148,148,Cameron Beckman,96,28.95,339,1171,-0.071
148,149,149,Paul Claxton,79,28.56,263,921,-0.137
149,T150,T150,Jim Furyk,94,28.51,284,996,-0.169
150,T150,T150,Tag Ridings,93,28.51,331,1161,+0.036
151,152,152,Ian Poulter,62,28.49,143,502,-0.049
152,153,153,Adam Scott,72,28.43,207,728,-0.039
153,154,154,Chris DiMarco,83,28.4,234,824,-0.107
154,155,155,John Elliott,58,28.29,202,714,+0.099
155,156,156,Jonathan Kaye,77,28.25,254,899,-0.122
156,157,157,Bart Bryant,91,28.13,299,1063,-0.144
157,158,158,Robert Gamez,91,28.1,313,1114,-0.099
158,159,159,Dean Wilson,86,27.86,307,1102,-0.101
159,160,160,Kenny Perry,82,27.78,232,835,+0.009
160,161,161,Danny Briggs,70,27.75,237,854,-0.042
161,162,162,Len Mattiace,86,27.69,293,1058,-0.007
162,163,163,Jay Williamson,53,27.4,177,646,E
163,164,164,Kevin Na,88,27.02,298,1103,-0.124
164,165,165,Bob Estes,92,26.95,297,1102,-0.098
165,166,166,Scott Gutschewski,86,26.91,268,996,+0.060
166,167,167,Mark O'Meara,66,26.57,190,715,-0.068
167,168,168,Robert Damron,89,26.56,293,1103,-0.068
168,169,169,Brent Geiberger,61,26.52,192,724,-0.063
169,170,170,Brett Wetterich,76,26.33,247,938,+0.040
170,171,171,Jeff Sluman,94,26.19,307,1172,-0.143
171,172,172,Mike Weir,71,25.95,171,659,E
172,173,173,Omar Uresti,84,25.88,265,1024,-0.158
173,174,174,Todd Fischer,99,25.74,313,1216,-0.121
174,175,175,Mark Wilson,74,25.68,226,880,-0.075
175,176,176,Stephen Leaney,89,25.65,268,1045,-0.104
176,177,177,Scott Verplank,87,25.16,231,918,-0.104
177,178,178,Kirk Triplett,55,24.72,152,615,E
178,179,179,Skip Kendall,80,24.56,240,977,-0.017
179,180,180,Jason Allred,75,24.49,215,878,+0.107
180,181,181,Brad Faxon,75,24.37,194,796,-0.119
181,182,182,John Cook,72,24.29,197,811,-0.112
182,183,183,Davis Love III,80,24.2,189,781,-0.074
183,184,184,José Coceres,56,24.05,178,740,-0.101
184,185,185,Steve Jones,56,23.87,153,641,-0.092
185,186,186,Jim Carter,62,23.78,180,757,-0.039
186,187,187,Larry Mize,54,23.52,151,642,-0.146
187,188,188,Brian Gay,101,23.19,298,1285,-0.121
188,189,189,Brenden Pappas,51,22.89,157,686,+0.013
189,190,190,Chris Riley,67,22.74,133,585,E
190,191,191,John Daly,78,22.58,177,784,+0.096
191,192,192,Tom Byrum,83,22.36,237,1060,-0.042
192,193,193,Tiger Woods,76,21.96,170,774,-0.165
193,194,194,Jay Haas,54,21.69,118,544,-0.102
194,195,195,Hank Kuehne,84,21.24,220,1036,+0.118
195,196,196,Scott Hend,75,20.04,180,898,+0.156
196,197,197,Loren Roberts,54,19.85,133,670,-0.105
197,198,198,Mark Brooks,72,18.87,163,864,-0.092
198,199,199,Fred Funk,102,18.83,215,1142,-0.130
199,200,200,Gavin Coles,70,18.51,164,886,-0.091
200,201,201,Jeff Hart,63,13.41,107,798,-0.150
201,202,202,Corey Pavin,77,9.28,79,851,-0.114
