,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,1,1,Jordan Spieth,25,15,5.0,4.0,1.0
1,T2,T2,Jason Day,20,11,5.0,,1.0
2,T2,T2,Dustin Johnson,21,11,1.0,2.0,
3,T4,T4,Zach Johnson,25,10,1.0,,1.0
4,T4,T4,Bubba Watson,19,10,2.0,3.0,2.0
5,T6,T6,Hideki Matsuyama,25,9,,1.0,2.0
6,T6,T6,Robert Streb,30,9,1.0,1.0,
7,T8,T8,Paul Casey,24,8,,2.0,2.0
8,T8,T8,Brooks Koepka,23,8,1.0,,1.0
9,T8,T8,Danny Lee,36,8,1.0,1.0,2.0
10,T8,T8,Justin Rose,20,8,1.0,3.0,1.0
11,T8,T8,Brandt Snedeker,27,8,1.0,1.0,
12,T8,T8,Henrik Stenson,16,8,,4.0,
13,T14,T14,Rickie Fowler,21,7,2.0,1.0,1.0
14,T14,T14,Jim Furyk,19,7,1.0,,1.0
15,T14,T14,Charley Hoffman,28,7,1.0,2.0,1.0
16,T14,T14,J.B. Holmes,25,7,1.0,2.0,
17,T14,T14,Matt Kuchar,25,7,,1.0,1.0
18,T14,T14,Rory McIlroy,12,7,2.0,,
19,T14,T14,Kevin Na,27,7,,1.0,
20,T14,T14,Justin Thomas,30,7,,,
21,T22,T22,Daniel Berger,31,6,,2.0,
22,T22,T22,Jason Bohn,27,6,,2.0,
23,T22,T22,Kevin Kisner,30,6,,3.0,
24,T22,T22,Louis Oosthuizen,20,6,,2.0,
25,T22,T22,Jimmy Walker,24,6,2.0,2.0,
26,T22,T22,Boo Weekley,24,6,,1.0,1.0
27,T28,T28,Sangmoon Bae,30,5,1.0,,
28,T28,T28,Jon Curran,28,5,,1.0,
29,T28,T28,Tony Finau,31,5,,,
30,T28,T28,Bill Haas,25,5,1.0,,
31,T28,T28,Ben Martin,27,5,1.0,,
32,T28,T28,Ryan Palmer,22,5,,1.0,
33,T28,T28,Scott Piercy,28,5,1.0,1.0,1.0
34,T28,T28,Webb Simpson,22,5,,1.0,
35,T28,T28,Daniel Summerhays,29,5,,,
36,T37,T37,Blayne Barber,26,4,,,
37,T37,T37,Sergio Garcia,15,4,,2.0,
38,T37,T37,Branden Grace,13,4,,,1.0
39,T37,T37,David Hearn,30,4,,1.0,1.0
40,T37,T37,Russell Henley,24,4,,,1.0
41,T37,T37,Matt Jones,25,4,,,2.0
42,T37,T37,Jerry Kelly,24,4,,,
43,T37,T37,Colt Knost,29,4,,,
44,T37,T37,Marc Leishman,23,4,,1.0,
45,T37,T37,David Lingmerth,28,4,1.0,,1.0
46,T37,T37,Hunter Mahan,24,4,,,1.0
47,T37,T37,Ryan Moore,24,4,1.0,,
