,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
143,T143,T143,Hyung-Sung Kim,2,3.18,"$76,530","$2,408,000"
144,T143,T143,Whee Kim,23,3.18,"$755,997","$23,796,000"
145,T143,T143,Steve Wheatcroft,28,3.18,"$973,023","$30,645,000"
146,147,147,Graeme McDowell,15,3.17,"$686,438","$21,638,690"
147,148,148,James Morrison,2,3.15,"$113,237","$3,594,690"
148,149,149,Mu Hu,1,3.13,"$43,875","$1,400,000"
149,T150,T150,Darren Fichardt,1,3.11,"$43,500","$1,400,000"
150,T150,T150,Retief Goosen,25,3.11,"$921,829","$29,676,690"
151,T150,T150,Carl Pettersson,32,3.11,"$1,186,762","$38,100,690"
152,153,153,Andres Gonzales,28,3.06,"$925,335","$30,267,000"
153,154,154,Chad Campbell,30,3.05,"$1,015,707","$33,264,000"
154,T155,T155,Mike Hendry,1,3.04,"$42,500","$1,400,000"
155,T155,T155,Lian-Wei Zhang,1,3.04,"$42,500","$1,400,000"
156,157,157,Zecheng Dou,1,2.97,"$41,625","$1,400,000"
157,T158,T158,William McGirt,30,2.9,"$1,004,696","$34,659,000"
158,T158,T158,Hudson Swafford,30,2.9,"$959,391","$33,120,000"
159,T160,T160,Carlos Ortiz,30,2.89,"$964,136","$33,390,000"
160,T160,T160,Yoshitaka Takeya,1,2.89,"$40,500","$1,400,000"
161,162,162,Oliver Wilson,2,2.88,"$85,625","$2,970,000"
162,163,163,Jin Jeong,1,2.86,"$40,000","$1,400,000"
163,T164,T164,Chad Collins,24,2.85,"$747,899","$26,253,000"
164,T164,T164,Adam Hadwin,30,2.85,"$937,610","$32,949,000"
165,T164,T164,Steven Jeffress,1,2.85,"$44,750","$1,570,000"
166,T164,T164,Seung-Yul Noh,21,2.85,"$711,608","$25,008,000"
167,T164,T164,John Peterson,25,2.85,"$779,508","$27,369,000"
168,T164,T164,Tiger Woods,11,2.85,"$448,598","$15,762,690"
169,170,170,Mark Wilson,28,2.81,"$851,844","$30,276,000"
170,T171,T171,Andrew Dodt,1,2.79,"$43,875","$1,570,000"
171,T171,T171,Danie van Tonder,1,2.79,"$43,875","$1,570,000"
172,173,173,Gary Stal,2,2.77,"$86,875","$3,140,000"
173,174,174,Adam Svensson,1,2.75,"$28,668","$1,044,000"
174,175,175,Blayne Barber,26,2.71,"$768,382","$28,386,000"
175,176,176,Ryo Ishikawa,28,2.7,"$851,044","$31,545,000"
176,177,177,Chris Smith,9,2.68,"$212,910","$7,938,000"
177,178,178,Vijay Singh,23,2.67,"$752,461","$28,143,000"
178,179,179,Nick Cullen,1,2.62,"$41,125","$1,570,000"
179,180,180,Andy Sullivan,6,2.61,"$242,824","$9,286,690"
180,181,181,Joost Luiten,13,2.58,"$503,397","$19,514,690"
181,T182,T182,Charlie Beljan,27,2.57,"$782,546","$30,438,000"
182,T182,T182,Stewart Cink,23,2.57,"$694,654","$27,003,690"
183,184,184,Duffy Waldorf,2,2.56,"$29,944","$1,170,000"
184,185,185,Freddie Jacobson,14,2.52,"$416,259","$16,542,000"
185,186,186,Ken Duke,30,2.51,"$817,675","$32,535,000"
186,187,187,Michael Smith,1,2.5,"$31,099","$1,242,000"
187,T188,T188,Rafa Cabrera Bello,4,2.49,"$129,449","$5,196,690"
188,T188,T188,Tom Hoge,26,2.49,"$690,318","$27,756,000"
189,T190,T190,Søren Kjeldsen,3,2.44,"$126,000","$5,164,690"
190,T190,T190,Garrett Osborn,4,2.44,"$100,000","$4,104,000"
191,T190,T190,Marcel Siem,8,2.44,"$298,750","$12,220,690"
192,193,193,Spencer Levin,31,2.43,"$836,697","$34,470,000"
193,T194,T194,Scott Arnold,1,2.42,"$43,479","$1,794,690"
194,T194,T194,Paul Lawrie,1,2.42,"$43,479","$1,794,690"
195,196,196,Cameron Percy,23,2.39,"$575,943","$24,120,000"
196,197,197,Chris Stroud,28,2.38,"$746,813","$31,401,000"
197,198,198,Jason Knutzon,2,2.33,"$62,000","$2,660,000"
198,199,199,Alexander Levy,8,2.3,"$282,375","$12,292,690"
199,200,200,Andres Romero,24,2.28,"$617,252","$27,108,000"
200,201,201,Victor Dubuisson,10,2.27,"$354,624","$15,590,690"
201,T202,T202,David Lipsky,5,2.24,"$170,014","$7,594,690"
202,T202,T202,Tim Petrovic,11,2.24,"$222,551","$9,936,000"
203,T202,T202,Steve Stricker,9,2.24,"$269,701","$12,024,000"
204,205,205,Jonas Blixt,26,2.23,"$703,663","$31,499,690"
205,206,206,Alex Prugh,27,2.21,"$636,373","$28,800,000"
206,207,207,C.T. Pan,2,2.2,"$65,056","$2,952,000"
207,208,208,Mikko Ilonen,8,2.18,"$276,500","$12,692,690"
208,209,209,Doug LaBelle II,1,2.17,"$13,650","$630,000"
209,210,210,Pablo Larrazabal,4,2.15,"$140,833","$6,564,690"
210,211,211,Camilo Villegas,27,2.13,"$718,496","$33,778,000"
211,212,212,Sung Joon Park,27,2.12,"$597,102","$28,152,000"
212,213,213,Bernd Wiesberger,11,2.11,"$365,315","$17,286,690"
213,T214,T214,K.J. Choi,19,2.1,"$448,864","$21,366,000"
214,T214,T214,Scott Langley,28,2.1,"$638,182","$30,348,000"
215,216,216,Ricky Barnes,27,2.09,"$614,454","$29,430,000"
216,T217,T217,Tyrrell Hatton,2,2.08,"$74,600","$3,594,690"
217,T217,T217,Antonio Lascuna,2,2.08,"$55,415","$2,660,000"
218,T217,T217,Kyle Stanley,12,2.08,"$245,503","$11,826,000"
219,220,220,Ross Fisher,3,2.06,"$106,330","$5,164,690"
220,T221,T221,Brice Garnett,29,2.04,"$637,789","$31,320,000"
221,T221,T221,Nicholas Thompson,31,2.04,"$667,184","$32,652,000"
222,T223,T223,Erik Compton,28,2.03,"$676,602","$33,309,000"
223,T223,T223,Michael Thompson,27,2.03,"$599,834","$29,610,000"
224,225,225,Brian Stuard,31,2.0,"$687,109","$34,344,000"
225,T226,T226,Jonathan Byrd,22,1.95,"$446,731","$22,878,000"
226,T226,T226,John Huh,31,1.95,"$678,556","$34,767,000"
227,T228,T228,Sam Saunders,28,1.94,"$578,570","$29,826,000"
228,T228,T228,J.J. Spaun,1,1.94,"$20,300","$1,044,000"
229,230,230,Brian Davis,31,1.91,"$656,534","$34,416,000"
230,T231,T231,Ernie Els,18,1.9,"$453,579","$23,858,690"
231,T231,T231,Steve Flesch,7,1.9,"$110,526","$5,814,000"
232,T231,T231,Ollie Schniederjans,7,1.9,"$160,106","$8,436,690"
233,234,234,Luke Guthrie,27,1.89,"$575,149","$30,420,000"
234,235,235,Bo Van Pelt,28,1.88,"$580,610","$30,924,000"
235,236,236,Billy Hurley III,28,1.87,"$591,450","$31,680,000"
236,237,237,Rod Pampling,10,1.85,"$189,054","$10,236,690"
237,238,238,Wes Roach,1,1.84,"$20,495","$1,116,000"
238,239,239,Stuart Appleby,7,1.83,"$138,968","$7,596,000"
239,240,240,Lucas Glover,26,1.78,"$515,241","$28,908,000"
240,241,241,Koumei Oda,4,1.73,"$116,200","$6,734,690"
241,242,242,Michael Putnam,28,1.72,"$557,803","$32,382,000"
242,T243,T243,Derek Fathauer,27,1.68,"$482,023","$28,764,000"
243,T243,T243,Jeff Overton,30,1.68,"$561,614","$33,435,000"
244,T245,T245,Mark Anderson,7,1.64,"$129,215","$7,866,000"
245,T245,T245,John Rollins,14,1.64,"$218,064","$13,266,000"
246,247,247,Ryan Fox,1,1.63,"$29,226","$1,794,690"
247,248,248,Stephen Gallacher,11,1.62,"$281,549","$17,408,690"
248,249,249,Ángel Cabrera,19,1.6,"$381,942","$23,874,000"
249,T250,T250,Aaron Baddeley,25,1.58,"$439,925","$27,828,000"
250,T250,T250,Thongchai Jaidee,10,1.58,"$255,455","$16,166,690"
251,T250,T250,Chez Reavie,19,1.58,"$331,623","$20,970,000"
252,253,253,D.H. Lee,2,1.55,"$38,985","$2,520,000"
253,254,254,Steve Lewton,1,1.52,"$19,180","$1,260,000"
254,255,255,Greg Chalmers,17,1.51,"$291,016","$19,312,690"
255,256,256,Jhonattan Vegas,27,1.47,"$446,345","$30,420,000"
256,257,257,Alex Noren,2,1.42,"$48,000","$3,370,000"
257,T258,T258,Stephen Ames,1,1.41,"$7,612","$540,000"
258,T258,T258,Brad Elder,1,1.41,"$25,358","$1,800,000"
259,T258,T258,Alex Kang,1,1.41,"$7,612","$540,000"
260,261,261,Martin Flores,30,1.4,"$449,274","$32,058,000"
261,T262,T262,John Merrick,27,1.39,"$391,513","$28,206,000"
262,T262,T262,Kenny Perry,9,1.39,"$142,389","$10,260,000"
263,T264,T264,Byeong Hun An,5,1.38,"$109,200","$7,936,690"
264,T264,T264,Garrett Willis,1,1.38,"$8,708","$630,000"
265,266,266,D.A. Points,26,1.37,"$390,607","$28,422,000"
266,267,267,WC Liang,5,1.35,"$102,185","$7,572,690"
267,268,268,Max Homa,27,1.33,"$380,339","$28,656,000"
268,269,269,Andrew Svoboda,30,1.3,"$418,963","$32,184,000"
269,270,270,Kevin Tway,1,1.28,"$14,322","$1,116,000"
270,271,271,Jaco Van Zyl,2,1.27,"$40,500","$3,194,690"
271,T272,T272,Andrew Loupe,15,1.26,"$183,849","$14,544,000"
272,T272,T272,Alexandre Rocha,1,1.26,"$14,528","$1,152,000"
273,T272,T272,Brett Rumford,1,1.26,"$22,550","$1,794,690"
274,T275,T275,Oscar Fraustro,21,1.23,"$262,475","$21,294,000"
275,T275,T275,John Parry,1,1.23,"$22,067","$1,800,000"
276,T275,T275,Andy Pope,2,1.23,"$34,524","$2,808,000"
277,278,278,Cory Renfrew,1,1.21,"$13,734","$1,134,000"
278,T279,T279,Chris Riley,2,1.2,"$14,216","$1,188,000"
279,T279,T279,Y.E. Yang,4,1.2,"$50,023","$4,158,000"
280,281,281,Derek Ernst,26,1.19,"$320,095","$26,982,000"
281,282,282,Andrew Putnam,23,1.18,"$282,878","$24,066,000"
282,283,283,Scott Gutschewski,1,1.15,"$14,697","$1,278,000"
283,T284,T284,Danny Chia,1,1.14,"$14,420","$1,260,000"
284,T284,T284,Nicholas Fung,1,1.14,"$14,420","$1,260,000"
285,T284,T284,Mark Hubbard,25,1.14,"$293,979","$25,848,000"
286,287,287,Thomas Bjørn,7,1.13,"$124,500","$11,032,690"
287,T288,T288,John Chin,1,1.12,"$6,262","$558,000"
288,T288,T288,Jay Woodson,1,1.12,"$12,261","$1,098,000"
289,T290,T290,Arjun Atwal,7,1.1,"$63,909","$5,832,000"
290,T290,T290,Roberto Castro,16,1.1,"$179,722","$16,272,000"
291,292,292,Daniel Miernicki,1,1.09,"$12,348","$1,134,000"
292,T293,T293,Thomas Birdsey,1,1.08,"$12,090","$1,116,000"
293,T293,T293,James Driscoll,1,1.08,"$5,820","$540,000"
294,T293,T293,Michael McCabe,1,1.08,"$6,014","$558,000"
295,T293,T293,Alvaro Quiros,2,1.08,"$17,651","$1,638,000"
296,T293,T293,Richy Werenski,1,1.08,"$6,825","$630,000"
297,T298,T298,Blake Adams,13,1.06,"$156,939","$14,832,000"
298,T298,T298,Steven Alker,22,1.06,"$236,861","$22,446,000"
299,T298,T298,Jason Allred,3,1.06,"$32,682","$3,078,000"
300,T298,T298,Lee Janzen,4,1.06,"$43,500","$4,086,000"
301,302,302,Patrick Cantlay,1,1.04,"$11,468","$1,098,000"
302,T303,T303,Gonzalo Fernandez-Castaño,28,1.03,"$312,052","$30,366,000"
303,T303,T303,Miguel Angel Jiménez,6,1.03,"$104,750","$10,164,690"
304,T305,T305,Brian Gaffney,1,0.99,"$17,900","$1,800,000"
305,T305,T305,Jonathan Randolph,25,0.99,"$256,066","$25,902,000"
306,307,307,Mark Silvers,2,0.97,"$27,272","$2,808,000"
307,T308,T308,Robert Allenby,25,0.96,"$271,887","$28,386,000"
308,T308,T308,Dicky Pride,5,0.96,"$39,414","$4,122,000"
309,T308,T308,D.J. Trahan,5,0.96,"$36,855","$3,834,000"
310,T311,T311,Brad Fritsch,3,0.95,"$37,090","$3,924,000"
311,T311,T311,Cameron Wilson,3,0.95,"$33,300","$3,510,000"
312,T313,T313,Robert Garrigus,25,0.92,"$253,699","$27,630,000"
313,T313,T313,Marcelo Rozo,1,0.92,"$9,628","$1,044,000"
314,T315,T315,Brandon Hagy,8,0.89,"$77,111","$8,676,000"
315,T315,T315,Rikard Karlberg,2,0.89,"$27,300","$3,054,690"
316,317,317,Ryan Armour,17,0.88,"$144,228","$16,452,000"
317,318,318,Kelvin Day,2,0.86,"$21,235","$2,466,000"
318,319,319,Justin Leonard,22,0.85,"$219,174","$25,752,690"
319,320,320,John Daly,10,0.84,"$91,933","$10,938,690"
320,T321,T321,Tom Johnson,2,0.83,"$12,967","$1,566,000"
321,T321,T321,Tyrone Van Aswegen,20,0.83,"$168,233","$20,232,000"
322,T323,T323,Glen Day,8,0.82,"$54,908","$6,660,000"
323,T323,T323,Hiroyuki Fujita,3,0.82,"$42,250","$5,164,690"
324,T325,T325,David Howell,2,0.81,"$29,226","$3,594,690"
325,T325,T325,Eddie Pepperell,2,0.81,"$29,226","$3,594,690"
326,T325,T325,Josh Teater,11,0.81,"$80,358","$9,900,000"
327,T328,T328,Eric Axley,21,0.8,"$170,687","$21,240,000"
328,T328,T328,Ben Crane,22,0.8,"$203,253","$25,260,000"
329,T328,T328,Tommy Gainey,9,0.8,"$70,137","$8,766,000"
330,T331,T331,Joe Affrunti,4,0.78,"$31,480","$4,050,000"
331,T331,T331,Wes Homan,4,0.78,"$31,789","$4,086,000"
332,333,333,Patton Kizzire,2,0.77,"$12,544","$1,638,000"
333,334,334,Sebastian Cappelen,2,0.73,"$18,475","$2,520,000"
334,335,335,Byron Smith,21,0.72,"$153,930","$21,240,000"
335,T336,T336,Matt Bettencourt,8,0.71,"$46,505","$6,570,000"
336,T336,T336,Bill Lunde,18,0.71,"$128,787","$18,018,000"
337,338,338,Troy Kelly,9,0.69,"$67,546","$9,738,000"
338,T339,T339,Michael Bradley,4,0.67,"$18,736","$2,808,000"
339,T339,T339,Kevin Stadler,5,0.67,"$42,160","$6,302,000"
340,T341,T341,Colin Montgomerie,2,0.66,"$23,822","$3,600,000"
341,T341,T341,Roger Sloan,20,0.66,"$133,048","$20,232,000"
342,343,343,Richie Ramsay,2,0.65,"$23,330","$3,594,690"
343,T344,T344,Kent Jones,2,0.64,"$7,626","$1,188,000"
344,T344,T344,Parker McLachlin,2,0.64,"$7,560","$1,188,000"
345,346,346,Cody Gribble,4,0.63,"$34,228","$5,436,000"
346,347,347,David Duval,6,0.62,"$36,839","$5,916,690"
347,T348,T348,Jarrod Lyle,10,0.61,"$66,145","$10,890,000"
348,T348,T348,Carlos Sainz Jr,20,0.61,"$124,115","$20,250,000"
349,350,350,Tim Wilkinson,28,0.55,"$171,654","$30,978,000"
350,T351,T351,Guy Boros,2,0.54,"$6,270","$1,170,000"
351,T351,T351,Chris Naegel,2,0.54,"$11,336","$2,088,000"
352,T351,T351,Heath Slocum,22,0.54,"$122,480","$22,500,000"
353,354,354,Troy Matteson,9,0.53,"$42,450","$7,956,000"
354,T355,T355,Cameron Beckman,8,0.49,"$32,994","$6,732,000"
355,T355,T355,Charlie Wi,9,0.49,"$39,480","$8,136,000"
356,T357,T357,Zack Sucher,18,0.48,"$85,613","$17,928,000"
357,T357,T357,Bobby Wyatt,2,0.48,"$6,000","$1,260,000"
358,359,359,Harrison Frazar,7,0.47,"$37,550","$7,956,000"
359,360,360,Seuk-hyun Baek,2,0.43,"$13,160","$3,060,000"
360,T361,T361,Bernhard Langer,3,0.41,"$22,082","$5,394,690"
361,T361,T361,Billy Mayfair,6,0.41,"$19,710","$4,752,000"
362,363,363,Smylie Kaufman,2,0.4,"$7,210","$1,818,000"
363,364,364,Ben Curtis,14,0.39,"$59,018","$15,078,690"
364,365,365,Steve Lowery,3,0.38,"$6,650","$1,728,000"
365,T366,T366,Trevor Immelman,19,0.37,"$74,659","$20,160,000"
366,T366,T366,Robert Karlsson,2,0.37,"$6,690","$1,818,000"
367,T366,T366,Ted Purdy,3,0.37,"$6,386","$1,728,000"
368,369,369,Benjamín Alvarado,8,0.36,"$28,800","$7,938,000"
369,370,370,Shaun Micheel,5,0.35,"$16,320","$4,608,000"
370,T371,T371,Dudley Hart,8,0.34,"$29,013","$8,658,000"
371,T371,T371,Mike Weir,18,0.34,"$72,800","$21,168,000"
372,373,373,Jim Renner,27,0.32,"$90,668","$28,044,000"
373,T374,T374,Daniel Chopra,5,0.29,"$11,700","$4,050,000"
374,T374,T374,Justin Hicks,14,0.29,"$42,171","$14,436,000"
375,376,376,Michael Block,6,0.28,"$14,960","$5,382,000"
376,377,377,Tom Watson,3,0.25,"$11,623","$4,656,690"
377,378,378,Brandt Jobe,6,0.24,"$12,825","$5,310,000"
378,T379,T379,Woody Austin,11,0.23,"$27,774","$11,988,000"
379,T379,T379,Darren Clarke,6,0.23,"$23,800","$10,182,690"
