,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,Rory McIlroy,64,62.08,442,712,-0.19
1,2,2,Brooks Koepka,64,60.92,463,760,-0.205
2,3,3,Dustin Johnson,77,60.89,531,872,-0.23
3,4,4,Jon Rahm,71,60.31,433,718,-0.157
4,5,5,Luke List,98,59.47,647,1088,-0.142
5,6,6,Bubba Watson,90,59.14,563,952,-0.147
6,7,7,Trey Mullinax,75,57.79,475,822,-0.131
7,8,8,Tony Finau,105,56.1,635,1132,-0.217
8,9,9,Gary Woodland,96,54.29,531,978,-0.226
9,10,10,Kevin Chappell,77,53.33,465,872,-0.142
10,11,11,Justin Thomas,91,52.82,505,956,-0.228
11,12,12,Keith Mitchell,99,52.75,613,1162,-0.17
12,13,13,Tom Lovelady,87,52.39,505,964,-0.174
13,14,14,Brendan Steele,74,52.11,396,760,-0.129
14,15,15,Grayson Murray,72,51.09,423,828,-0.11599999999999999
15,16,16,Kevin Tway,110,50.48,635,1258,-0.191
16,17,17,Jason Day,75,50.29,345,686,-0.136
17,18,18,J.B. Holmes,77,48.95,464,948,-0.155
18,19,19,Byeong Hun An,86,48.73,497,1020,-0.08900000000000001
19,20,20,Peter Uihlein,83,48.57,442,910,-0.154
20,21,21,Xander Schauffele,96,48.42,490,1012,-0.159
21,22,22,Tommy Fleetwood,73,47.62,360,756,-0.18600000000000003
22,23,23,Jason Kokrak,99,47.56,584,1228,-0.182
23,24,24,Bryson DeChambeau,93,47.31,518,1095,-0.16399999999999998
24,25,25,Patrick Cantlay,87,47.24,445,942,-0.155
25,26,26,Brandon Harkins,101,46.8,556,1188,-0.183
26,27,27,Francesco Molinari,73,46.62,372,798,-0.126
27,28,28,Robert Garrigus,80,45.89,435,948,-0.156
28,29,29,Jhonattan Vegas,92,45.44,409,900,-0.13
29,30,30,Harold Varner III,91,45.16,466,1032,-0.165
30,31,31,Phil Mickelson,90,44.9,440,980,-0.18899999999999997
31,32,32,Ryan Palmer,69,44.74,374,836,-0.115
32,33,33,Hideki Matsuyama,75,43.64,350,802,-0.21100000000000002
33,34,34,Adam Schenk,86,43.59,401,920,-0.16
34,35,35,Paul Casey,74,43.11,294,682,-0.129
35,36,36,Nick Watney,94,42.83,478,1116,-0.17800000000000002
36,37,37,Tyrrell Hatton,58,42.69,251,588,-0.131
37,38,38,Branden Grace,67,42.16,258,612,-0.136
38,39,39,Charl Schwartzel,65,42.12,246,584,-0.102
39,40,40,Matt Jones,70,42.1,277,658,-0.22699999999999998
40,41,41,Patrick Rodgers,97,41.94,427,1018,-0.141
41,42,42,Justin Rose,70,41.46,306,738,-0.275
42,43,43,Beau Hossler,104,41.34,520,1258,-0.162
43,44,44,Shane Lowry,64,41.13,292,710,-0.14
44,45,45,Aaron Wise,90,40.95,457,1116,-0.166
45,46,46,Matt Atkins,56,40.54,227,560,-0.11
46,47,47,Charles Howell III,104,40.44,440,1088,-0.15
47,48,48,Rickie Fowler,74,40.33,346,858,-0.19899999999999998
48,49,49,Adam Scott,78,40.31,337,836,-0.151
49,50,50,Charley Hoffman,87,40.0,380,950,-0.142
50,51,51,Marc Leishman,93,39.77,408,1026,-0.113
51,52,52,Sam Saunders,80,39.72,371,934,-0.20800000000000002
52,53,53,Lanto Griffin,80,39.4,331,840,-0.19
53,54,54,Jordan Spieth,81,39.31,364,926,-0.214
54,55,55,Tiger Woods,68,39.05,321,822,-0.20600000000000002
55,56,56,Jamie Lovemark,92,38.79,422,1088,-0.14
56,57,57,Corey Conners,97,38.66,426,1102,-0.146
57,58,58,Cameron Smith,85,38.64,330,854,-0.16399999999999998
58,59,59,Louis Oosthuizen,62,37.97,243,640,-0.10300000000000001
