,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
0,1,1,Wesley Bryan,69,5.66,6.0,106,-0.17
1,2,2,Daniel Summerhays,51,4.44,4.0,90,+0.50
2,3,3,Brian Stuard,103,3.61,7.0,194,+0.57
3,4,4,D.A. Points,63,3.51,4.0,114,+0.25
4,5,5,Andrew Yun,51,3.33,3.0,90,+1.33
5,6,6,Tyrone Van Aswegen,101,3.23,6.0,186,E
6,7,7,Jimmy Walker,81,2.82,4.0,142,+1.00
7,8,8,Matt Every,79,2.67,4.0,150,E
8,9,9,Ollie Schniederjans,91,2.53,4.0,158,+0.25
9,10,10,Brett Stegmaier,67,2.46,3.0,122,E
10,T11,T11,Ryan Armour,109,2.38,5.0,210,-0.20
11,T11,T11,Cameron Tringale,67,2.38,3.0,126,E
12,T13,T13,"Ted Potter, Jr.",87,2.35,4.0,170,E
13,T13,T13,Patrick Rodgers,97,2.35,4.0,170,E
14,15,15,Matt Kuchar,88,2.21,3.0,136,+0.33
15,16,16,Branden Grace,67,2.17,2.0,92,+0.50
16,17,17,Tom Hoge,101,2.15,4.0,186,+1.50
17,18,18,Chad Campbell,87,2.11,3.0,142,+0.67
18,T19,T19,Jim Furyk,50,2.08,2.0,96,+1.00
19,T19,T19,Anirban Lahiri,82,2.08,3.0,144,+0.67
20,T21,T21,Rafa Cabrera Bello,75,2.0,2.0,100,E
21,T21,T21,Phil Mickelson,90,2.0,3.0,150,+0.33
22,23,23,Jonas Blixt,67,1.96,2.0,102,+0.50
23,24,24,Greg Chalmers,56,1.92,2.0,104,E
24,T25,T25,Derek Fathauer,84,1.88,3.0,160,+0.67
25,T25,T25,Adam Schenk,86,1.88,3.0,160,+0.33
26,27,27,Ben Crane,65,1.82,2.0,110,E
27,28,28,Peter Malnati,87,1.81,3.0,166,+1.33
28,T29,T29,Si Woo Kim,108,1.79,3.0,168,+0.33
29,T29,T29,Jon Rahm,71,1.79,2.0,112,-0.50
30,31,31,Troy Merritt,89,1.76,3.0,170,+1.33
31,32,32,Hideki Matsuyama,75,1.72,2.0,116,E
32,33,33,Russell Henley,77,1.67,2.0,120,+1.50
33,34,34,Abraham Ancer,98,1.6,3.0,188,+1.00
34,35,35,Ryan Palmer,69,1.59,2.0,126,E
35,36,36,Brandon Harkins,101,1.58,3.0,190,+0.33
36,T37,T37,Billy Hurley III,70,1.56,2.0,128,+1.00
37,T37,T37,Grayson Murray,72,1.56,2.0,128,+1.00
38,39,39,Dominic Bozzelli,65,1.54,2.0,130,+1.00
39,T40,T40,Kiradech Aphibarnrat,51,1.47,1.0,68,+1.00
40,T40,T40,Rob Oppenheim,74,1.47,2.0,136,E
41,T40,T40,Kyle Stanley,93,1.47,2.0,136,+0.50
42,T40,T40,Ethan Tracy,72,1.47,2.0,136,-0.50
43,44,44,Johnson Wagner,75,1.45,2.0,138,+1.00
44,45,45,Jhonattan Vegas,92,1.41,2.0,142,E
45,46,46,Charley Hoffman,87,1.39,2.0,144,+0.50
46,47,47,Lanto Griffin,80,1.35,2.0,148,+0.50
47,48,48,J.J. Henry,81,1.33,2.0,150,+1.00
48,T49,T49,David Lingmerth,82,1.28,2.0,156,+1.00
49,T49,T49,William McGirt,84,1.28,2.0,156,+0.50
50,51,51,Vaughn Taylor,83,1.27,2.0,158,E
51,52,52,Billy Horschel,86,1.25,2.0,160,+1.00
52,53,53,Whee Kim,93,1.23,2.0,162,E
53,T54,T54,Fabián Gómez,88,1.19,2.0,168,+0.50
54,T54,T54,Russell Knox,94,1.19,2.0,168,+1.00
55,T54,T54,Charl Schwartzel,65,1.19,1.0,84,+1.00
56,T54,T54,Ben Silverman,90,1.19,2.0,168,+0.50
57,T54,T54,Webb Simpson,95,1.19,2.0,168,-1.00
58,59,59,Patton Kizzire,92,1.18,2.0,170,E
59,60,60,Charles Howell III,104,1.16,2.0,172,+1.00
60,T61,T61,Bud Cauley,55,1.11,1.0,90,+1.00
61,T61,T61,Zecheng Dou,53,1.11,1.0,90,+1.00
62,T61,T61,John Huh,94,1.11,2.0,180,+0.50
63,T64,T64,Kevin Streelman,94,1.09,2.0,184,E
64,T64,T64,Kyle Thompson,50,1.09,1.0,92,+1.00
65,66,66,Tyler Duncan,97,1.08,2.0,186,+1.00
66,67,67,Retief Goosen,60,1.0,1.0,100,+1.00
67,68,68,Paul Casey,74,0.98,1.0,102,E
68,T69,T69,Matt Atkins,56,0.96,1.0,104,+1.00
69,T69,T69,Jason Day,75,0.96,1.0,104,E
70,T71,T71,Tommy Fleetwood,73,0.93,1.0,108,E
71,T71,T71,Brooks Koepka,64,0.93,1.0,108,+2.00
72,73,73,Conrad Shindler,60,0.89,1.0,112,E
73,74,74,Pat Perez,82,0.88,1.0,114,+1.00
74,75,75,Zac Blair,64,0.86,1.0,116,+1.00
75,76,76,Ricky Barnes,65,0.85,1.0,118,E
76,77,77,Tiger Woods,68,0.83,1.0,120,+2.00
77,78,78,Cameron Smith,85,0.81,1.0,124,-1.00
78,T79,T79,Dustin Johnson,77,0.78,1.0,128,E
79,T79,T79,Ben Martin,64,0.78,1.0,128,+2.00
80,T81,T81,Jonathan Randolph,71,0.77,1.0,130,E
81,T81,T81,Chris Stroud,81,0.77,1.0,130,+2.00
82,83,83,Robert Streb,78,0.76,1.0,132,+3.00
83,T84,T84,Kevin Chappell,77,0.74,1.0,136,E
84,T84,T84,Roberto Díaz,72,0.74,1.0,136,+1.00
85,T86,T86,Alex Cejka,77,0.72,1.0,138,+2.00
86,T86,T86,Adam Hadwin,92,0.72,1.0,138,E
87,T86,T86,Trey Mullinax,75,0.72,1.0,138,E
88,T89,T89,Patrick Cantlay,87,0.71,1.0,140,E
89,T89,T89,Bill Haas,76,0.71,1.0,140,E
90,T89,T89,Ryan Moore,78,0.71,1.0,140,E
91,T89,T89,Patrick Reed,94,0.71,1.0,140,+1.00
92,T93,T93,J.B. Holmes,77,0.7,1.0,142,+3.00
93,T93,T93,J.T. Poston,73,0.7,1.0,142,E
94,T93,T93,Xinjun Zhang,81,0.7,1.0,142,E
95,T96,T96,James Hahn,85,0.68,1.0,148,E
96,T96,T96,Kevin Na,91,0.68,1.0,148,+1.00
97,T96,T96,Xander Schauffele,96,0.68,1.0,146,+1.00
98,99,99,Stephan Jaeger,81,0.67,1.0,150,E
99,T100,T100,Robert Garrigus,80,0.66,1.0,152,E
100,T100,T100,Brian Harman,94,0.66,1.0,152,E
101,T100,T100,Mackenzie Hughes,80,0.66,1.0,152,-1.00
102,103,103,Martin Piller,79,0.65,1.0,154,+1.00
103,T104,T104,Ryan Blaum,81,0.64,1.0,156,+1.00
104,T104,T104,Andrew Landry,82,0.64,1.0,156,E
105,T104,T104,Danny Lee,88,0.64,1.0,156,+1.00
106,T107,T107,Zach Johnson,94,0.63,1.0,158,E
107,T107,T107,Sam Ryder,82,0.63,1.0,160,E
108,109,109,Tom Lovelady,87,0.62,1.0,162,+2.00
109,T110,T110,Tony Finau,105,0.61,1.0,164,+2.00
110,T110,T110,Emiliano Grillo,94,0.61,1.0,164,-1.00
111,T110,T110,Kelly Kraft,94,0.61,1.0,164,E
112,T110,T110,Nick Taylor,94,0.61,1.0,164,+1.00
113,114,114,Bryson DeChambeau,93,0.59,1.0,170,+3.00
114,115,115,Scott Stallings,96,0.58,1.0,172,+1.00
115,116,116,Richy Werenski,98,0.57,1.0,176,E
116,117,117,C.T. Pan,104,0.56,1.0,180,+1.00
117,118,118,Corey Conners,97,0.54,1.0,186,E
118,T119,T119,Keith Mitchell,99,0.52,1.0,194,-1.00
119,T119,T119,Kevin Tway,110,0.52,1.0,192,-1.00
120,T121,T121,Byeong Hun An,86,0.0,,152,E
121,T121,T121,Aaron Baddeley,84,0.0,,156,E
122,T121,T121,Blayne Barber,69,0.0,,134,E
123,T121,T121,Daniel Berger,81,0.0,,124,E
124,T121,T121,Keegan Bradley,98,0.0,,162,E
