,Driving_Pct._300_Measured_RANK THIS WEEK,Driving_Pct._300_Measured_RANK LAST WEEK,Driving_Pct._300_Measured_PLAYER NAME,Driving_Pct._300_Measured_ROUNDS,Driving_Pct._300_Measured_%,Driving_Pct._300_Measured_TOTAL DRIVES FOR 300+,Driving_Pct._300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300_Measured_RELATIVE TO PAR
0,1,1,Rory McIlroy,64,83.96,89,106,-0.22
1,2,2,Luke List,98,77.71,129,166,-0.25
2,3,3,Brooks Koepka,64,76.85,83,108,-0.18
3,4,4,Tony Finau,105,76.83,126,164,-0.47
4,5,5,Trey Mullinax,75,76.09,105,138,-0.29
5,6,6,Jason Day,75,75.0,78,104,-0.15
6,7,7,Tom Lovelady,87,73.46,119,162,-0.34
7,8,8,Gary Woodland,96,72.08,111,154,-0.3
8,9,9,Bubba Watson,90,71.92,105,146,-0.2
9,10,10,Keith Mitchell,99,71.13,138,194,-0.34
10,11,11,Dustin Johnson,77,71.09,91,128,-0.27
11,12,12,Brendan Steele,74,69.3,79,114,-0.23
12,13,13,Kevin Chappell,77,69.12,94,136,-0.22
13,14,14,Jason Kokrak,99,69.07,134,194,-0.3
14,15,15,Justin Thomas,91,68.38,93,136,-0.27
15,16,16,Kevin Tway,110,66.15,127,192,-0.31
16,17,17,Jon Rahm,71,66.07,74,112,-0.14
17,18,18,Nick Watney,94,65.0,117,180,-0.21
18,19,19,Grayson Murray,72,64.84,83,128,-0.13
19,20,20,Byeong Hun An,86,63.82,97,152,-0.08
20,21,21,Harold Varner III,91,63.58,103,162,-0.33
21,22,22,Robert Garrigus,80,61.84,94,152,-0.31
22,T23,T23,Paul Casey,74,61.76,63,102,-0.17
23,T23,T23,Patrick Rodgers,97,61.76,105,170,-0.32
24,25,25,J.B. Holmes,77,61.27,87,142,-0.21
25,26,26,Jhonattan Vegas,92,60.56,86,142,-0.21
26,27,27,Adam Schenk,86,59.38,95,160,-0.29
27,28,28,Adam Scott,78,58.06,72,124,-0.15
28,29,29,Brandon Harkins,101,57.89,110,190,-0.26
29,30,30,Xander Schauffele,96,57.53,84,146,-0.21
30,31,31,Tiger Woods,68,57.5,69,120,-0.19
31,32,32,Tommy Fleetwood,73,57.41,62,108,-0.23
32,33,33,Ryan Palmer,69,57.14,72,126,-0.22
33,34,34,Ollie Schniederjans,91,56.96,90,158,-0.28
34,35,35,Corey Conners,97,56.45,105,186,-0.26
35,36,36,Hideki Matsuyama,75,56.03,65,116,-0.06
36,37,37,Jamie Lovemark,92,55.63,89,160,-0.37
37,38,38,Phil Mickelson,90,55.33,83,150,-0.29
38,39,39,Bryson DeChambeau,93,55.29,94,170,-0.26
39,40,40,Patrick Cantlay,87,55.0,77,140,-0.26
40,41,41,Lanto Griffin,80,54.73,81,148,-0.37
41,42,42,Seamus Power,86,54.49,85,156,-0.32
42,43,43,Branden Grace,67,54.35,50,92,-0.16
43,T44,T44,Charley Hoffman,87,54.17,78,144,-0.17
44,T44,T44,Matt Jones,70,54.17,65,120,-0.23
45,46,46,Charles Howell III,104,54.07,93,172,-0.27
46,47,47,Aaron Wise,90,53.98,95,176,-0.17
47,48,48,Bronson Burgoon,69,53.73,72,134,-0.22
48,49,49,Sam Saunders,80,53.38,79,148,-0.32
49,50,50,Hudson Swafford,73,52.73,58,110,-0.33
50,51,51,Scott Stallings,96,52.33,90,172,-0.23
51,52,52,Peter Uihlein,83,52.21,71,136,-0.27
52,T53,T53,Matt Atkins,56,51.92,54,104,-0.22
53,T53,T53,Harris English,84,51.92,81,156,-0.37
54,55,55,Francesco Molinari,73,51.72,60,116,-0.12
55,56,56,Ethan Tracy,72,50.0,68,136,-0.28
56,57,57,Beau Hossler,104,49.5,99,200,-0.26
57,58,58,Lucas Glover,65,48.98,48,98,-0.29
58,59,59,Charl Schwartzel,65,48.81,41,84,-0.2
59,60,60,Keegan Bradley,98,48.77,79,162,-0.37
60,61,61,Jimmy Walker,81,48.59,69,142,-0.29
61,62,62,Sean O'Hair,67,48.41,61,126,-0.15
62,63,63,Cody Gribble,71,48.25,55,114,-0.22
63,64,64,Justin Rose,70,48.15,52,108,-0.17
