,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,D.A. Points,63,22.7,153,674,+0.144
1,2,2,Jim Furyk,50,21.56,138,640,+0.065
2,3,3,Wesley Bryan,69,19.92,143,718,+0.070
3,4,4,Ben Crane,65,19.88,128,644,+0.078
4,5,5,Johnson Wagner,75,17.27,133,770,+0.075
5,6,6,Ryan Armour,109,17.11,230,1344,+0.013
6,7,7,John Huh,94,16.49,189,1146,+0.016
7,8,8,David Hearn,66,16.29,114,700,+0.079
8,9,9,Brian Stuard,103,16.18,199,1230,+0.050
9,10,10,Brian Gay,103,16.02,206,1286,+0.053
10,11,11,Roberto Díaz,72,15.94,125,784,+0.136
11,12,12,Greg Chalmers,56,15.38,88,572,+0.261
12,13,13,Cameron Tringale,67,15.27,109,714,+0.138
13,14,14,"Ted Potter, Jr.",87,14.87,160,1076,+0.056
14,15,15,Zac Blair,64,14.75,95,644,-0.032
15,T16,T16,Rob Oppenheim,74,14.68,111,756,+0.054
16,T16,T16,Jonathan Randolph,71,14.68,123,838,+0.163
17,18,18,Kevin Na,91,14.49,142,980,+0.042
18,19,19,Xinjun Zhang,81,14.45,115,796,+0.130
19,20,20,Billy Hurley III,70,14.32,114,796,+0.105
20,21,21,Daniel Summerhays,51,14.29,76,532,+0.132
21,22,22,Ollie Schniederjans,91,14.15,152,1074,+0.079
22,23,23,Tyrone Van Aswegen,101,13.82,160,1158,+0.144
23,24,24,Shawn Stefani,76,13.69,115,840,+0.035
24,25,25,J.J. Henry,81,13.67,120,878,+0.067
25,26,26,Ben Silverman,90,13.65,145,1062,+0.083
26,27,27,Alex Cejka,77,13.64,114,836,+0.114
27,T28,T28,Chad Campbell,87,13.6,127,934,+0.126
28,T28,T28,Ben Martin,64,13.6,108,794,+0.130
29,30,30,Matt Atkins,56,13.57,76,560,+0.079
30,31,31,Ricky Barnes,65,13.49,85,630,+0.153
31,T32,T32,William McGirt,84,13.48,141,1046,+0.085
32,T32,T32,Robert Streb,78,13.48,113,838,+0.027
33,34,34,Kyle Thompson,50,13.29,67,504,+0.104
34,35,35,Denny McCarthy,71,13.27,91,686,+0.077
35,36,36,Satoshi Kodaira,51,13.21,74,560,+0.122
36,37,37,Kelly Kraft,94,13.18,136,1032,+0.169
37,38,38,Martin Laird,73,13.15,112,852,+0.089
38,T39,T39,Whee Kim,93,13.06,133,1018,+0.113
39,T39,T39,Vaughn Taylor,83,13.06,128,980,+0.055
40,41,41,Harris English,84,13.05,124,950,+0.024
41,42,42,Chris Stroud,81,12.87,105,816,+0.076
42,43,43,Andrew Yun,51,12.61,60,476,+0.200
43,44,44,Sung Kang,89,12.53,117,934,+0.368
44,45,45,David Lingmerth,82,12.37,119,962,+0.076
45,46,46,Derek Fathauer,84,12.32,117,950,+0.197
46,47,47,Talor Gooch,78,12.24,106,866,+0.208
47,48,48,Michael Kim,74,12.2,92,754,+0.250
48,49,49,Sam Ryder,82,12.19,119,976,+0.025
49,50,50,Nicholas Lindheim,77,12.01,99,824,+0.081
50,51,51,Matt Kuchar,88,11.92,108,906,+0.009
51,52,52,Graeme McDowell,67,11.88,76,640,+0.184
52,53,53,Brett Stegmaier,67,11.85,78,658,+0.026
53,54,54,Kevin Kisner,89,11.82,108,914,+0.074
54,55,55,Daniel Berger,81,11.81,103,872,-0.097
55,56,56,Chris Kirk,108,11.79,158,1340,+0.101
56,57,57,Troy Merritt,89,11.76,120,1020,+0.067
57,58,58,Russell Knox,94,11.72,121,1032,+0.066
58,59,59,Ryan Moore,78,11.71,108,922,+0.037
59,60,60,Chez Reavie,93,11.69,98,838,+0.061
60,T61,T61,Bronson Burgoon,69,11.65,93,798,E
61,T61,T61,Martin Piller,79,11.65,109,936,+0.220
62,63,63,Jason Dufner,71,11.64,85,730,-0.012
63,64,64,Ryan Blaum,81,11.55,116,1004,+0.112
64,65,65,Bud Cauley,55,11.54,66,572,+0.076
65,66,66,C.T. Pan,104,11.52,132,1146,-0.045
66,67,67,Adam Hadwin,92,11.47,106,924,+0.009
67,T68,T68,Jonathan Byrd,70,11.46,77,672,+0.130
68,T68,T68,Rafa Cabrera Bello,75,11.46,77,672,-0.052
69,70,70,Brandt Snedeker,84,11.43,118,1032,+0.059
70,T71,T71,Jimmy Walker,81,11.41,105,920,+0.057
71,T71,T71,Richy Werenski,98,11.41,118,1034,+0.051
72,73,73,Tom Hoge,101,11.38,132,1160,+0.098
73,74,74,Steve Wheatcroft,60,11.34,73,644,+0.137
74,75,75,Jason Kokrak,99,11.32,139,1228,+0.036
75,76,76,Dominic Bozzelli,65,11.29,96,850,+0.115
76,77,77,Pat Perez,82,11.28,81,718,+0.086
77,78,78,Jonas Blixt,67,11.24,76,676,+0.118
78,79,79,Seamus Power,86,11.17,103,922,+0.117
79,80,80,Stephan Jaeger,81,11.05,97,878,+0.052
80,81,81,Scott Piercy,84,11.03,105,952,+0.076
81,82,82,Fabián Gómez,88,11.01,109,990,+0.119
82,83,83,Charles Howell III,104,10.94,119,1088,+0.034
83,T84,T84,Cody Gribble,71,10.85,82,756,+0.098
84,T84,T84,Hideki Matsuyama,75,10.85,87,802,-0.011
85,86,86,Scott Brown,102,10.8,122,1130,+0.148
86,87,87,Chesson Hadley,103,10.77,134,1244,E
87,T88,T88,Adam Schenk,86,10.76,99,920,+0.152
88,T88,T88,J.J. Spaun,85,10.76,107,994,+0.112
89,90,90,Rod Pampling,62,10.7,67,626,+0.134
90,91,91,Andrew Putnam,97,10.69,115,1076,-0.052
