,Driving_Pct._240-260_Measured_RANK THIS WEEK,Driving_Pct._240-260_Measured_RANK LAST WEEK,Driving_Pct._240-260_Measured_PLAYER NAME,Driving_Pct._240-260_Measured_ROUNDS,Driving_Pct._240-260_Measured_%,Driving_Pct._240-260_Measured_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_Measured_TOTAL DRVS - OVERALL,Driving_Pct._240-260_Measured_RELATIVE TO PAR
0,1,1,Brian Gay,103,16.83,34.0,202,E
1,2,2,Jim Furyk,50,15.63,15.0,96,+0.20
2,3,3,D.A. Points,63,14.91,17.0,114,+0.06
3,4,4,Zac Blair,64,14.66,17.0,116,+0.06
4,5,5,Brian Stuard,103,13.4,26.0,194,+0.08
5,6,6,Ryan Armour,109,12.86,27.0,210,-0.11
6,7,7,Wesley Bryan,69,12.26,13.0,106,+0.08
7,8,8,Ben Crane,65,11.82,13.0,110,+0.23
8,9,9,Kevin Kisner,89,11.43,16.0,140,-0.13
9,10,10,Johnson Wagner,75,10.14,14.0,138,+0.29
10,11,11,John Huh,94,9.44,17.0,180,+0.24
11,12,12,Kyle Thompson,50,8.7,8.0,92,+0.63
12,13,13,Greg Chalmers,56,8.65,9.0,104,-0.11
13,14,14,David Hearn,66,8.33,10.0,120,+0.40
14,15,15,"Ted Potter, Jr.",87,8.24,14.0,170,+0.07
15,16,16,Billy Hurley III,70,7.81,10.0,128,+0.10
16,17,17,Chris Stroud,81,7.69,10.0,130,E
17,18,18,Vaughn Taylor,83,7.59,12.0,158,+0.17
18,T19,T19,Roberto Díaz,72,7.35,10.0,136,+0.10
19,T19,T19,Matt Kuchar,88,7.35,10.0,136,-0.10
20,T19,T19,Rob Oppenheim,74,7.35,10.0,136,+0.30
21,22,22,Alex Cejka,77,7.25,10.0,138,+0.10
22,23,23,Cameron Tringale,67,7.14,9.0,126,+0.78
23,T24,T24,Ryan Blaum,81,7.05,11.0,156,-0.18
24,T24,T24,David Lingmerth,82,7.05,11.0,156,+0.45
25,26,26,Chad Campbell,87,7.04,10.0,142,E
26,27,27,Rod Pampling,62,7.0,7.0,100,E
27,28,28,Jonathan Randolph,71,6.92,9.0,130,+0.22
28,29,29,Steve Wheatcroft,60,6.9,8.0,116,E
29,30,30,Jonas Blixt,67,6.86,7.0,102,+0.14
30,31,31,Daniel Summerhays,51,6.67,6.0,90,E
31,32,32,Chez Reavie,93,6.62,9.0,136,+0.33
32,33,33,Adam Hadwin,92,6.52,9.0,138,+0.33
33,34,34,Jason Dufner,71,6.48,7.0,108,-0.29
34,35,35,William McGirt,84,6.41,10.0,156,+0.40
35,36,36,Whee Kim,93,6.17,10.0,162,E
36,37,37,Sung Kang,89,6.16,9.0,146,+0.11
37,38,38,Kevin Na,91,6.08,9.0,148,-0.22
38,39,39,Austin Cook,107,5.94,12.0,202,-0.17
39,40,40,Tom Hoge,101,5.91,11.0,186,E
40,41,41,Ryan Moore,78,5.71,8.0,140,E
41,42,42,Derek Fathauer,84,5.63,9.0,160,+0.11
42,43,43,Ben Martin,64,5.47,7.0,128,E
43,44,44,Graeme McDowell,67,5.45,6.0,110,+0.17
44,45,45,Peter Malnati,87,5.42,9.0,166,+0.33
45,T46,T46,Si Woo Kim,108,5.36,9.0,168,+0.33
46,T46,T46,Ben Silverman,90,5.36,9.0,168,E
47,48,48,Pat Perez,82,5.26,6.0,114,E
48,49,49,Ricky Barnes,65,5.08,6.0,118,+0.17
49,T50,T50,Billy Horschel,86,5.0,8.0,160,+0.25
50,T50,T50,Satoshi Kodaira,51,5.0,4.0,80,+0.25
51,T50,T50,C.T. Pan,104,5.0,9.0,180,+0.33
52,53,53,Brett Stegmaier,67,4.92,6.0,122,+0.33
53,54,54,Chris Kirk,108,4.9,10.0,204,+0.30
54,T55,T55,Michael Kim,74,4.84,6.0,124,+0.67
55,T55,T55,Tyrone Van Aswegen,101,4.84,9.0,186,+0.11
56,57,57,Scott Stallings,96,4.65,8.0,172,+0.13
57,58,58,Brian Harman,94,4.61,7.0,152,+0.14
58,T59,T59,Rickie Fowler,74,4.55,6.0,132,+0.33
59,T59,T59,Martin Piller,79,4.55,7.0,154,+0.29
60,T61,T61,Danny Lee,88,4.49,7.0,156,+0.57
61,T61,T61,Seamus Power,86,4.49,7.0,156,+0.29
62,63,63,Zecheng Dou,53,4.44,4.0,90,+0.50
63,64,64,Kyle Stanley,93,4.41,6.0,136,-0.50
64,65,65,Cody Gribble,71,4.39,5.0,114,+0.40
65,T66,T66,Kelly Kraft,94,4.27,7.0,164,+0.57
66,T66,T66,Nick Taylor,94,4.27,7.0,164,+0.29
67,68,68,Nate Lashley,51,4.26,4.0,94,-0.25
68,T69,T69,Fabián Gómez,88,4.17,7.0,168,E
69,T69,T69,Charley Hoffman,87,4.17,6.0,144,+0.17
70,T69,T69,Anirban Lahiri,82,4.17,6.0,144,+0.17
71,72,72,Troy Merritt,89,4.12,7.0,170,+0.43
72,73,73,James Hahn,85,4.05,6.0,148,+0.50
73,T74,T74,Retief Goosen,60,4.0,4.0,100,+0.50
74,T74,T74,Cameron Percy,56,4.0,4.0,100,+0.25
75,76,76,Denny McCarthy,71,3.97,5.0,126,+0.60
76,77,77,Rory Sabbatini,91,3.93,7.0,178,+0.14
77,78,78,Aaron Baddeley,84,3.85,6.0,156,+0.50
78,79,79,Zach Johnson,94,3.8,6.0,158,+0.17
79,80,80,Robert Streb,78,3.79,5.0,132,-0.60
80,81,81,Shane Lowry,64,3.7,4.0,108,+0.50
81,T82,T82,Jordan Spieth,81,3.68,5.0,136,-0.20
82,T82,T82,Peter Uihlein,83,3.68,5.0,136,+0.60
83,84,84,Hudson Swafford,73,3.64,4.0,110,E
84,T85,T85,Russell Knox,94,3.57,6.0,168,+0.33
85,T85,T85,Conrad Shindler,60,3.57,4.0,112,+0.50
86,87,87,J.B. Holmes,77,3.52,5.0,142,-0.20
87,T88,T88,Henrik Stenson,60,3.41,3.0,88,+0.67
88,T88,T88,Richy Werenski,98,3.41,6.0,176,+0.33
89,T90,T90,Marc Leishman,93,3.38,5.0,148,+0.20
90,T90,T90,Shawn Stefani,76,3.38,5.0,148,E
91,T92,T92,Russell Henley,77,3.33,4.0,120,+0.50
92,T92,T92,J.J. Henry,81,3.33,5.0,150,+0.20
93,T92,T92,Tiger Woods,68,3.33,4.0,120,+1.00
94,T95,T95,Daniel Berger,81,3.23,4.0,124,-0.25
95,T95,T95,Jonathan Byrd,70,3.23,4.0,124,E
96,97,97,Hunter Mahan,67,3.17,4.0,126,+0.75
97,98,98,Ollie Schniederjans,91,3.16,5.0,158,+0.20
98,T99,T99,Sam Ryder,82,3.13,5.0,160,+0.20
99,T99,T99,Brandt Snedeker,84,3.13,5.0,160,+0.20
100,101,101,Dominic Bozzelli,65,3.08,4.0,130,+0.25
101,T102,T102,Alex Noren,67,3.0,3.0,100,+0.67
102,T102,T102,Ian Poulter,73,3.0,3.0,100,+0.33
103,104,104,Blayne Barber,69,2.99,4.0,134,-0.25
104,T105,T105,Bryson DeChambeau,93,2.94,5.0,170,-0.20
105,T105,T105,Patton Kizzire,92,2.94,5.0,170,-0.20
106,107,107,Charles Howell III,104,2.91,5.0,172,+0.20
107,108,108,Bill Haas,76,2.86,4.0,140,+0.25
108,109,109,Scott Brown,102,2.78,5.0,180,-0.40
109,T110,T110,Lanto Griffin,80,2.7,4.0,148,+0.25
110,T110,T110,Sam Saunders,80,2.7,4.0,148,+0.25
111,112,112,Matt Every,79,2.67,4.0,150,+0.50
112,113,113,Abraham Ancer,98,2.66,5.0,188,+0.40
113,T114,T114,Mackenzie Hughes,80,2.63,4.0,152,+0.50
114,T114,T114,Scott Piercy,84,2.63,4.0,152,+0.25
115,T116,T116,Harris English,84,2.56,4.0,156,-0.25
116,T116,T116,Andrew Landry,82,2.56,4.0,156,+0.25
117,T118,T118,Martin Flores,92,2.44,4.0,164,-0.50
118,T118,T118,Emiliano Grillo,94,2.44,4.0,164,E
119,120,120,Cameron Smith,85,2.42,3.0,124,E
120,T121,T121,Ryan Palmer,69,2.38,3.0,126,-0.33
121,T121,T121,Charl Schwartzel,65,2.38,2.0,84,E
122,T121,T121,Webb Simpson,95,2.38,4.0,168,+1.00
123,124,124,Joel Dahmen,93,2.35,4.0,170,E
124,125,125,Andrew Putnam,97,2.25,4.0,178,E
125,126,126,Andrew Yun,51,2.22,2.0,90,+0.50
126,127,127,Ethan Tracy,72,2.21,3.0,136,+0.67
127,128,128,Nicholas Lindheim,77,2.17,3.0,138,+0.67
128,129,129,Corey Conners,97,2.15,4.0,186,+0.50
129,130,130,Patrick Reed,94,2.14,3.0,140,E
130,T131,T131,Brice Garnett,99,2.11,4.0,190,E
131,T131,T131,Brandon Harkins,101,2.11,4.0,190,+0.50
132,T131,T131,Xinjun Zhang,81,2.11,3.0,142,-0.33
133,134,134,Chesson Hadley,103,2.06,4.0,194,+0.50
134,135,135,Xander Schauffele,96,2.05,3.0,146,-0.33
135,136,136,Lucas Glover,65,2.04,2.0,98,E
136,T137,T137,Rafa Cabrera Bello,75,2.0,2.0,100,-0.50
137,T137,T137,Stewart Cink,87,2.0,3.0,150,+0.67
138,T137,T137,Beau Hossler,104,2.0,4.0,200,E
139,T137,T137,Stephan Jaeger,81,2.0,3.0,150,E
140,T137,T137,Phil Mickelson,90,2.0,3.0,150,+0.33
141,142,142,J.J. Spaun,85,1.9,3.0,158,+0.33
142,T143,T143,Jamie Lovemark,92,1.88,3.0,160,-0.33
143,T143,T143,Adam Schenk,86,1.88,3.0,160,E
144,T145,T145,Keegan Bradley,98,1.85,3.0,162,+0.67
145,T145,T145,Tom Lovelady,87,1.85,3.0,162,+0.33
146,T145,T145,Justin Rose,70,1.85,2.0,108,E
147,148,148,Patrick Rodgers,97,1.76,3.0,170,-0.67
148,149,149,Brendan Steele,74,1.75,2.0,114,E
149,T150,T150,Hideki Matsuyama,75,1.72,2.0,116,E
150,T150,T150,Michael Thompson,62,1.72,2.0,116,E
151,152,152,Aaron Wise,90,1.7,3.0,176,+0.67
152,T153,T153,Tyler Duncan,97,1.61,3.0,186,+0.67
153,T153,T153,Adam Scott,78,1.61,2.0,124,E
154,155,155,Grayson Murray,72,1.56,2.0,128,E
155,156,156,Kevin Chappell,77,1.47,2.0,136,+1.00
156,157,157,Patrick Cantlay,87,1.43,2.0,140,E
157,T158,T158,Jhonattan Vegas,92,1.41,2.0,142,+0.50
158,T158,T158,Jimmy Walker,81,1.41,2.0,142,+0.50
159,160,160,Talor Gooch,78,1.39,2.0,144,-0.50
160,161,161,Bubba Watson,90,1.37,2.0,146,-0.50
161,162,162,Byeong Hun An,86,1.32,2.0,152,E
162,163,163,Harold Varner III,91,1.23,2.0,162,E
163,164,164,Tyrrell Hatton,58,1.19,1.0,84,E
164,165,165,Bud Cauley,55,1.11,1.0,90,+1.00
165,T166,T166,Branden Grace,67,1.09,1.0,92,-1.00
166,T166,T166,Louis Oosthuizen,62,1.09,1.0,92,-1.00
167,T166,T166,Kevin Streelman,94,1.09,2.0,184,+0.50
168,169,169,Jason Kokrak,99,1.03,2.0,194,E
169,170,170,Matt Atkins,56,0.96,1.0,104,+1.00
170,T171,T171,Tommy Fleetwood,73,0.93,1.0,108,E
171,T171,T171,Brooks Koepka,64,0.93,1.0,108,E
172,173,173,Jon Rahm,71,0.89,1.0,112,E
173,174,174,Francesco Molinari,73,0.86,1.0,116,E
174,175,175,Matt Jones,70,0.83,1.0,120,+1.00
175,176,176,Sean O'Hair,67,0.79,1.0,126,E
176,177,177,Martin Laird,73,0.77,1.0,130,E
177,178,178,Bronson Burgoon,69,0.75,1.0,134,+2.00
178,179,179,Justin Thomas,91,0.74,1.0,136,-1.00
179,180,180,Trey Mullinax,75,0.72,1.0,138,+1.00
180,181,181,J.T. Poston,73,0.7,1.0,142,+1.00
181,182,182,Robert Garrigus,80,0.66,1.0,152,E
182,183,183,Gary Woodland,96,0.65,1.0,154,E
183,184,184,Tony Finau,105,0.61,1.0,164,E
184,185,185,Luke List,98,0.6,1.0,166,+1.00
185,186,186,Kevin Tway,110,0.52,1.0,192,+1.00
186,T187,T187,Kiradech Aphibarnrat,51,0.0,,68,E
187,T187,T187,Paul Casey,74,0.0,,102,E
188,T187,T187,Jason Day,75,0.0,,104,E
189,T187,T187,Dustin Johnson,77,0.0,,128,E
190,T187,T187,Rory McIlroy,64,0.0,,106,E
191,T187,T187,Keith Mitchell,99,0.0,,194,E
192,T187,T187,Nick Watney,94,0.0,,180,E
