,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
61,T61,T61,Jonathan Randolph,71,3.48,29,833,+0.38
62,63,63,Kevin Kisner,89,3.52,32,909,+0.31
63,64,64,Justin Rose,70,3.53,26,737,+0.23
64,65,65,Rory Sabbatini,91,3.55,37,1041,+0.43
65,T66,T66,Adam Hadwin,92,3.58,33,921,+0.33
66,T66,T66,John Huh,94,3.58,41,1145,+0.41
67,T68,T68,Austin Cook,107,3.59,46,1281,+0.54
68,T68,T68,Jason Dufner,71,3.59,26,725,+0.27
69,70,70,Matt Atkins,56,3.62,20,552,+0.65
70,71,71,Lanto Griffin,80,3.63,30,826,+0.50
71,T72,T72,Joel Dahmen,93,3.64,36,989,+0.58
72,T72,T72,J.J. Spaun,85,3.64,36,990,+0.50
73,74,74,Martin Piller,79,3.66,34,929,+0.68
74,75,75,Matt Kuchar,88,3.67,33,900,+0.18
75,T76,T76,Brandt Snedeker,84,3.71,38,1025,+0.39
76,T76,T76,Gary Woodland,96,3.71,36,971,+0.17
77,T78,T78,Tommy Fleetwood,73,3.72,28,753,+0.61
78,T78,T78,Jordan Spieth,81,3.72,34,914,+0.18
79,T78,T78,Bubba Watson,90,3.72,35,940,+0.11
80,T81,T81,Brice Garnett,99,3.73,42,1127,+0.45
81,T81,T81,Bill Haas,76,3.73,34,912,+0.41
82,T81,T81,Shawn Stefani,76,3.73,31,830,+0.61
83,84,84,James Hahn,85,3.75,36,959,+0.42
84,T85,T85,Rob Oppenheim,74,3.76,28,745,+0.64
85,T85,T85,Kevin Streelman,94,3.76,43,1143,+0.42
86,87,87,Nicholas Lindheim,77,3.78,31,821,+0.55
87,88,88,Kelly Kraft,94,3.79,39,1028,+0.82
88,T89,T89,Zecheng Dou,53,3.82,19,497,+0.79
89,T89,T89,Shane Lowry,64,3.82,27,707,+0.44
90,T89,T89,Jon Rahm,71,3.82,27,706,-0.04
91,92,92,Andrew Yun,51,3.84,18,469,+0.67
92,93,93,Tom Hoge,101,3.91,45,1151,+0.60
93,94,94,Daniel Berger,81,3.92,34,867,+0.12
94,95,95,Graeme McDowell,67,3.93,25,636,+0.32
95,96,96,Xinjun Zhang,81,3.94,31,786,+0.61
96,97,97,Branden Grace,67,3.95,24,607,E
97,98,98,Fabián Gómez,88,3.96,39,986,+0.59
98,99,99,Blayne Barber,69,3.97,33,831,+0.79
99,100,100,Kevin Na,91,4.0,39,976,+0.36
100,101,101,Adam Scott,78,4.01,33,823,+0.39
101,102,102,Stephan Jaeger,81,4.02,35,871,+0.63
102,103,103,Bronson Burgoon,69,4.03,32,794,+0.44
103,T104,T104,Troy Merritt,89,4.04,41,1014,+0.51
104,T104,T104,C.T. Pan,104,4.04,46,1139,+0.41
105,106,106,Jhonattan Vegas,92,4.05,36,888,+0.39
106,107,107,Tiger Woods,68,4.07,33,811,+0.12
107,108,108,Corey Conners,97,4.1,45,1098,+0.36
108,109,109,Denny McCarthy,71,4.11,28,681,+0.57
109,110,110,Daniel Summerhays,51,4.2,22,524,+0.50
110,111,111,Chesson Hadley,103,4.22,52,1232,+0.52
111,T112,T112,Martin Flores,92,4.23,42,992,+0.60
112,T112,T112,Sam Saunders,80,4.23,39,923,+0.31
113,114,114,Marc Leishman,93,4.24,43,1014,+0.60
114,115,115,Aaron Wise,90,4.25,47,1107,+0.45
115,116,116,Tony Finau,105,4.28,48,1122,+0.31
116,117,117,Nate Lashley,51,4.32,21,486,+0.62
117,T118,T118,Rod Pampling,62,4.33,27,623,+0.59
118,T118,T118,Chris Stroud,81,4.33,35,808,+0.66
119,120,120,Bryson DeChambeau,93,4.34,47,1082,+0.26
120,121,121,Ethan Tracy,72,4.4,33,750,+0.52
121,122,122,Jason Day,75,4.41,30,681,+0.27
122,123,123,Andrew Landry,82,4.42,45,1017,+0.47
123,T124,T124,Si Woo Kim,108,4.43,48,1083,+0.40
124,T124,T124,Ben Martin,64,4.43,35,790,+0.43
125,126,126,Michael Thompson,62,4.5,35,777,+0.69
126,127,127,Jason Kokrak,99,4.52,55,1216,+0.42
127,128,128,Sam Ryder,82,4.53,44,971,+0.43
128,129,129,Patrick Reed,94,4.59,40,872,+0.18
129,T130,T130,Patton Kizzire,92,4.61,50,1084,+0.36
130,T130,T130,Martin Laird,73,4.61,39,846,+0.59
131,T130,T130,Seamus Power,86,4.61,42,912,+0.33
132,133,133,Kevin Chappell,77,4.63,40,864,+0.35
133,134,134,Jonathan Byrd,70,4.66,31,665,+0.48
134,135,135,Charley Hoffman,87,4.75,45,947,+0.29
135,136,136,Dustin Johnson,77,4.76,41,862,+0.27
136,137,137,Harold Varner III,91,4.79,49,1022,+0.59
137,138,138,Justin Thomas,91,4.87,46,944,-0.07
138,139,139,Scott Stallings,96,4.9,54,1101,+0.31
139,140,140,Matt Jones,70,4.92,32,651,+0.59
140,T141,T141,Anirban Lahiri,82,4.94,46,932,+0.46
141,T141,T141,D.A. Points,63,4.94,33,668,+1.03
142,143,143,Phil Mickelson,90,4.95,48,969,+0.54
143,144,144,Brooks Koepka,64,5.03,38,755,+0.24
144,145,145,Stewart Cink,87,5.05,47,930,+0.28
145,T146,T146,Aaron Baddeley,84,5.06,49,968,+0.59
146,T146,T146,Danny Lee,88,5.06,49,969,+0.47
147,T146,T146,Tyrone Van Aswegen,101,5.06,58,1147,+0.62
148,149,149,Sean O'Hair,67,5.07,40,789,+0.48
149,150,150,Luke List,98,5.11,55,1076,+0.15
150,151,151,Billy Hurley III,70,5.2,41,789,+0.76
151,152,152,Hudson Swafford,73,5.25,38,724,+0.71
152,153,153,Adam Schenk,86,5.27,48,910,+0.69
153,154,154,Bud Cauley,55,5.28,30,568,+0.47
154,155,155,Paul Casey,74,5.3,36,679,+0.42
155,156,156,Harris English,84,5.33,50,938,+0.60
156,157,157,J.B. Holmes,77,5.34,50,936,+0.22
157,158,158,Patrick Rodgers,97,5.36,54,1008,+0.54
158,T159,T159,Jamie Lovemark,92,5.39,58,1076,+0.36
159,T159,T159,Charl Schwartzel,65,5.39,31,575,+0.19
160,161,161,Cameron Smith,85,5.46,46,842,+0.41
161,162,162,Cody Gribble,71,5.48,41,748,+0.71
162,163,163,Xander Schauffele,96,5.49,55,1001,+0.29
163,164,164,Jonas Blixt,67,5.51,37,672,+0.62
164,T165,T165,Byeong Hun An,86,5.56,56,1008,+0.23
165,T165,T165,Derek Fathauer,84,5.56,52,936,+0.88
166,167,167,Beau Hossler,104,5.61,70,1248,+0.33
167,168,168,Talor Gooch,78,5.64,48,851,+0.60
168,169,169,Brandon Harkins,101,5.68,67,1180,+0.48
169,T170,T170,Keith Mitchell,99,5.71,66,1155,+0.33
170,T170,T170,Jimmy Walker,81,5.71,51,893,+0.25
171,172,172,Ollie Schniederjans,91,5.73,61,1064,+0.49
172,T173,T173,Sung Kang,89,5.79,53,916,+0.57
173,T173,T173,Nick Watney,94,5.79,64,1105,+0.38
174,175,175,Peter Uihlein,83,5.92,53,895,+0.34
175,176,176,Whee Kim,93,5.95,60,1009,+0.68
176,177,177,Peter Malnati,87,6.05,63,1042,+0.43
177,178,178,Robert Garrigus,80,6.07,57,939,+0.61
178,179,179,Ricky Barnes,65,6.19,38,614,+0.74
179,180,180,Ryan Palmer,69,6.39,53,830,+0.42
180,181,181,Dominic Bozzelli,65,6.41,54,842,+0.46
181,182,182,Tom Lovelady,87,6.55,62,947,+0.48
182,183,183,Trey Mullinax,75,6.59,53,804,+0.30
183,184,184,Robert Streb,78,6.74,56,831,+0.48
184,185,185,Grayson Murray,72,6.86,56,816,+0.55
185,186,186,Kevin Tway,110,6.91,86,1244,+0.36
186,187,187,Rory McIlroy,64,7.07,50,707,+0.32
187,188,188,Cameron Tringale,67,7.22,50,693,+0.78
188,189,189,Greg Chalmers,56,7.41,42,567,+0.52
189,190,190,Wesley Bryan,69,7.45,53,711,+0.51
190,191,191,Matt Every,79,7.51,63,839,+0.63
191,192,192,Retief Goosen,60,7.64,42,550,+0.50
192,193,193,Michael Kim,74,8.02,59,736,+0.59
