,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
0,1,1,Henrik Stenson,60,0.65,4,614,+1.50
1,2,2,Conrad Shindler,60,1.63,10,612,+1.10
2,3,3,Hunter Mahan,67,1.83,13,710,+0.31
3,4,4,Jim Furyk,50,2.03,13,640,+0.31
4,5,5,Steve Wheatcroft,60,2.04,13,637,+0.54
5,6,6,Emiliano Grillo,94,2.07,21,1016,+0.43
6,7,7,Chad Campbell,87,2.15,20,929,+0.70
7,8,8,J.J. Henry,81,2.18,19,871,+0.26
8,9,9,Russell Henley,77,2.21,18,816,+0.61
9,10,10,Alex Cejka,77,2.28,19,833,+0.58
10,11,11,Ian Poulter,73,2.3,16,695,+0.06
11,12,12,Patrick Cantlay,87,2.35,22,938,+0.50
12,13,13,Rafa Cabrera Bello,75,2.39,16,670,+0.13
13,14,14,Brian Gay,103,2.42,31,1283,+0.58
14,15,15,"Ted Potter, Jr.",87,2.43,26,1068,+0.46
15,16,16,Ryan Armour,109,2.46,33,1343,+0.48
16,17,17,Satoshi Kodaira,51,2.5,14,559,+0.50
17,18,18,Louis Oosthuizen,62,2.51,16,638,+0.13
18,19,19,J.T. Poston,73,2.52,20,793,+0.50
19,20,20,Brian Stuard,103,2.53,31,1227,+0.52
20,21,21,Kyle Stanley,93,2.55,24,941,+0.33
21,22,22,Tyrrell Hatton,58,2.56,15,587,+0.33
22,23,23,David Hearn,66,2.58,18,697,+0.33
23,24,24,Chez Reavie,93,2.63,22,837,+0.45
24,25,25,Zac Blair,64,2.64,17,643,+0.65
25,26,26,Scott Piercy,84,2.65,25,945,+0.20
26,27,27,Pat Perez,82,2.66,19,714,+0.37
27,28,28,Andrew Putnam,97,2.71,29,1069,+0.48
28,29,29,Kyle Thompson,50,2.78,14,503,+0.71
29,30,30,Cameron Percy,56,2.79,16,574,+1.06
30,31,31,Roberto Díaz,72,2.82,22,781,+0.91
31,T32,T32,Abraham Ancer,98,2.95,34,1154,+0.47
32,T32,T32,Kiradech Aphibarnrat,51,2.95,14,474,+0.07
33,34,34,Johnson Wagner,75,3.0,23,766,+0.30
34,35,35,Tyler Duncan,97,3.01,34,1130,+0.71
35,36,36,David Lingmerth,82,3.02,29,960,+0.55
36,T37,T37,Francesco Molinari,73,3.03,24,791,+0.33
37,T37,T37,Ben Silverman,90,3.03,32,1057,+0.91
38,39,39,Ryan Moore,78,3.04,28,920,+0.18
39,40,40,Alex Noren,67,3.07,21,683,+0.14
40,41,41,Ryan Blaum,81,3.09,31,1003,+0.32
41,T42,T42,Ben Crane,65,3.11,20,644,+0.50
42,T42,T42,Zach Johnson,94,3.11,31,997,+0.26
43,T42,T42,Russell Knox,94,3.11,32,1029,+0.50
44,T42,T42,Webb Simpson,95,3.11,35,1127,+0.23
45,46,46,Hideki Matsuyama,75,3.15,25,793,+0.16
46,47,47,Brian Harman,94,3.17,32,1008,+0.34
47,T48,T48,Mackenzie Hughes,80,3.18,30,944,+0.63
48,T48,T48,William McGirt,84,3.18,33,1037,+1.00
49,50,50,Brendan Steele,74,3.19,24,753,+0.08
50,51,51,Richy Werenski,98,3.21,33,1029,+0.55
51,T52,T52,Chris Kirk,108,3.22,43,1336,+0.44
52,T52,T52,Brett Stegmaier,67,3.22,21,652,+1.00
53,T52,T52,Nick Taylor,94,3.22,33,1025,+0.15
54,55,55,Vaughn Taylor,83,3.28,32,977,+0.66
55,56,56,Lucas Glover,65,3.29,21,639,+0.43
56,57,57,Billy Horschel,86,3.33,36,1080,+0.28
57,T58,T58,Rickie Fowler,74,3.41,29,850,+0.21
58,T58,T58,Charles Howell III,104,3.41,37,1085,+0.24
59,60,60,Keegan Bradley,98,3.42,38,1110,+0.37
60,T61,T61,Scott Brown,102,3.48,39,1121,+0.64
