,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
25,26,26,Patrick Cantlay,87,2.495,286.5,114.803,56,2.7319999999999998
26,T27,T27,Byeong Hun An,86,2.494,292.2,117.137,55,2.71
27,T27,T27,Blayne Barber,69,2.494,277.2,111.11,49,2.702
28,T29,T29,Danny Lee,88,2.4930000000000003,276.6,110.912,64,2.742
29,T29,T29,Cameron Smith,85,2.4930000000000003,282.5,113.31299999999999,45,2.675
30,T31,T31,Grayson Murray,72,2.491,295.2,118.50299999999999,50,2.6860000000000004
31,T31,T31,Nick Taylor,94,2.491,273.8,109.927,65,2.801
32,33,33,Ryan Blaum,81,2.49,269.0,108.031,58,2.6830000000000003
33,34,34,Matt Every,79,2.489,281.3,113.00200000000001,51,2.755
34,35,35,Keegan Bradley,98,2.488,284.5,114.35,67,2.698
35,T36,T36,Robert Garrigus,80,2.487,291.3,117.13799999999999,57,2.7
36,T36,T36,Jason Kokrak,99,2.487,293.7,118.075,76,2.699
37,38,38,Adam Hadwin,92,2.4859999999999998,277.7,111.699,51,2.7460000000000004
38,T39,T39,C.T. Pan,104,2.485,276.6,111.29700000000001,66,2.6710000000000003
39,T39,T39,Cameron Percy,56,2.485,276.1,111.13,36,2.716
40,T39,T39,Martin Piller,79,2.485,272.6,109.667,60,2.6430000000000002
41,42,42,Michael Thompson,62,2.4819999999999998,277.3,111.713,52,2.638
42,43,43,Chesson Hadley,103,2.481,283.2,114.145,77,2.665
43,44,44,Brandon Harkins,101,2.48,290.0,116.914,63,2.637
44,T45,T45,Dustin Johnson,77,2.479,301.0,121.40799999999999,41,2.8
45,T45,T45,Matt Kuchar,88,2.479,267.6,107.946,55,2.6830000000000003
46,T45,T45,Luke List,98,2.479,301.1,121.464,62,2.622
47,T48,T48,Alex Cejka,77,2.477,265.8,107.29899999999999,53,2.718
48,T48,T48,Trey Mullinax,75,2.477,300.4,121.27,48,2.708
49,50,50,Jonathan Byrd,70,2.475,276.2,111.601,42,2.674
50,51,51,Xander Schauffele,96,2.474,291.0,117.635,57,2.739
51,52,52,Brian Gay,103,2.472,261.5,105.759,80,2.7689999999999997
52,T53,T53,Hideki Matsuyama,75,2.471,289.1,116.97399999999999,40,2.65
53,T53,T53,Aaron Wise,90,2.471,282.8,114.432,60,2.7460000000000004
54,55,55,Brice Garnett,99,2.47,277.0,112.146,63,2.67
55,56,56,Louis Oosthuizen,62,2.469,282.3,114.329,39,2.7680000000000002
56,T57,T57,Stephan Jaeger,81,2.468,280.2,113.525,53,2.69
57,T57,T57,Vaughn Taylor,83,2.468,264.4,107.15299999999999,63,2.674
58,T59,T59,Austin Cook,107,2.467,273.7,110.92200000000001,79,2.6639999999999997
59,T59,T59,Joel Dahmen,93,2.467,278.1,112.75,66,2.642
60,T59,T59,Whee Kim,93,2.467,270.5,109.67399999999999,56,2.6660000000000004
61,T59,T59,Marc Leishman,93,2.467,284.7,115.40799999999999,55,2.74
62,T59,T59,Webb Simpson,95,2.467,273.5,110.87899999999999,66,2.6710000000000003
63,T64,T64,Harris English,84,2.4659999999999997,288.0,116.762,62,2.737
64,T64,T64,Brian Harman,94,2.4659999999999997,271.1,109.91799999999999,55,2.698
65,T66,T66,Matt Atkins,56,2.465,286.7,116.34,33,2.688
66,T66,T66,James Hahn,85,2.465,281.7,114.264,58,2.681
67,T66,T66,Martin Laird,73,2.465,283.3,114.93799999999999,52,2.702
68,T66,T66,Jordan Spieth,81,2.465,279.6,113.44,55,2.7230000000000003
69,70,70,Shane Lowry,64,2.463,282.0,114.48200000000001,41,2.674
70,71,71,Tommy Fleetwood,73,2.4619999999999997,288.2,117.086,42,2.6830000000000003
71,T72,T72,Kelly Kraft,94,2.461,267.3,108.602,65,2.714
72,T72,T72,Anirban Lahiri,82,2.461,275.5,111.932,59,2.702
73,74,74,Tony Finau,105,2.46,298.6,121.412,61,2.759
74,T75,T75,Abraham Ancer,98,2.459,275.1,111.874,77,2.728
75,T75,T75,Jason Dufner,71,2.459,276.2,112.31,42,2.7460000000000004
76,T75,T75,Tyrrell Hatton,58,2.459,284.2,115.56700000000001,26,2.5989999999999998
77,T78,T78,Corey Conners,97,2.457,281.8,114.678,72,2.7510000000000003
78,T78,T78,Brian Stuard,103,2.457,260.1,105.863,76,2.734
79,80,80,Andrew Landry,82,2.456,272.2,110.819,64,2.613
80,81,81,Michael Kim,74,2.455,271.5,110.603,38,2.653
81,T82,T82,David Lingmerth,82,2.454,268.8,109.536,60,2.676
82,T82,T82,Justin Thomas,91,2.454,287.6,117.209,49,2.721
83,84,84,J.J. Henry,81,2.452,276.6,112.802,51,2.645
84,T85,T85,Billy Horschel,86,2.451,280.7,114.529,69,2.7319999999999998
85,T85,T85,Troy Merritt,89,2.451,274.5,111.99,66,2.6719999999999997
86,T85,T85,Chez Reavie,93,2.451,266.9,108.884,41,2.722
87,T85,T85,Scott Stallings,96,2.451,283.7,115.757,69,2.719
88,89,89,Zach Johnson,94,2.45,269.5,110.01100000000001,58,2.654
89,T90,T90,Rory Sabbatini,91,2.448,274.5,112.12799999999999,68,2.655
90,T90,T90,Brendan Steele,74,2.448,285.8,116.75299999999999,41,2.715
91,92,92,Kevin Chappell,77,2.447,291.9,119.25399999999999,48,2.763
92,T93,T93,J.T. Poston,73,2.4459999999999997,282.8,115.62899999999999,51,2.678
93,T93,T93,Tyrone Van Aswegen,101,2.4459999999999997,273.4,111.79,65,2.6430000000000002
94,T95,T95,Brooks Koepka,64,2.445,299.6,122.51299999999999,40,2.638
95,T95,T95,Hunter Mahan,67,2.445,281.7,115.23899999999999,48,2.637
96,T97,T97,Aaron Baddeley,84,2.444,278.3,113.853,59,2.7489999999999997
97,T97,T97,Patrick Rodgers,97,2.444,290.3,118.76899999999999,55,2.668
98,T97,T97,Kevin Streelman,94,2.444,279.9,114.53399999999999,72,2.7680000000000002
99,T100,T100,Bill Haas,76,2.443,281.8,115.32799999999999,45,2.593
100,T100,T100,Ben Silverman,90,2.443,270.3,110.64,60,2.641
101,T102,T102,Charley Hoffman,87,2.4419999999999997,282.4,115.648,51,2.736
102,T102,T102,Ryan Palmer,69,2.4419999999999997,284.9,116.645,47,2.725
103,T102,T102,Scott Piercy,84,2.4419999999999997,274.8,112.529,49,2.715
104,T102,T102,Nick Watney,94,2.4419999999999997,289.3,118.458,71,2.6639999999999997
105,106,106,Tom Hoge,101,2.441,273.0,111.85600000000001,76,2.6660000000000004
106,107,107,Chad Campbell,87,2.44,267.2,109.501,45,2.602
107,T108,T108,Patton Kizzire,92,2.439,282.1,115.68299999999999,65,2.693
108,T108,T108,William McGirt,84,2.439,269.1,110.33,67,2.61
109,T108,T108,Brandt Snedeker,84,2.439,270.9,111.07600000000001,58,2.627
110,T108,T108,Shawn Stefani,76,2.439,280.6,115.041,48,2.698
111,T108,T108,Xinjun Zhang,81,2.439,280.2,114.89,47,2.685
112,T113,T113,Wesley Bryan,69,2.438,265.4,108.89200000000001,34,2.654
113,T113,T113,Johnson Wagner,75,2.438,264.9,108.656,45,2.609
114,T113,T113,Bubba Watson,90,2.438,295.5,121.225,51,2.6660000000000004
115,T116,T116,Peter Malnati,87,2.436,271.5,111.44200000000001,66,2.628
116,T116,T116,Jimmy Walker,81,2.436,281.5,115.57700000000001,47,2.66
117,118,118,Martin Flores,92,2.434,279.7,114.934,62,2.72
118,119,119,Kyle Stanley,93,2.4330000000000003,273.9,112.58200000000001,54,2.7910000000000004
119,T120,T120,Dominic Bozzelli,65,2.432,279.5,114.961,49,2.648
120,T120,T120,John Huh,94,2.432,266.1,109.414,69,2.665
121,T120,T120,Graeme McDowell,67,2.432,271.0,111.43799999999999,41,2.739
122,123,123,Steve Wheatcroft,60,2.431,266.0,109.426,37,2.6489999999999996
123,T124,T124,Mackenzie Hughes,80,2.43,279.4,114.979,59,2.61
124,T124,T124,D.A. Points,63,2.43,262.1,107.85700000000001,37,2.674
125,126,126,Chris Stroud,81,2.428,271.9,111.984,48,2.635
126,T127,T127,Nate Lashley,51,2.427,276.4,113.875,31,2.6039999999999996
127,T127,T127,Henrik Stenson,60,2.427,281.6,116.03299999999999,16,2.54
128,T129,T129,Jamie Lovemark,92,2.424,281.6,116.165,62,2.69
129,T129,T129,Gary Woodland,96,2.424,297.4,122.67399999999999,52,2.793
130,T129,T129,Tiger Woods,68,2.424,291.9,120.395,37,2.7
131,T132,T132,Paul Casey,74,2.4219999999999997,284.0,117.286,34,2.5810000000000004
132,T132,T132,Andrew Yun,51,2.4219999999999997,267.8,110.568,28,2.635
133,T134,T134,Kiradech Aphibarnrat,51,2.421,275.0,113.61399999999999,25,2.675
134,T134,T134,J.B. Holmes,77,2.421,292.2,120.66799999999999,55,2.67
135,T134,T134,Charl Schwartzel,65,2.421,287.4,118.69200000000001,28,2.677
136,T137,T137,Rafa Cabrera Bello,75,2.419,271.3,112.175,36,2.639
137,T137,T137,Ben Crane,65,2.419,260.7,107.786,43,2.637
138,T139,T139,Lucas Glover,65,2.418,278.9,115.339,39,2.6310000000000002
139,T139,T139,Si Woo Kim,108,2.418,269.5,111.488,63,2.682
140,141,141,Chris Kirk,108,2.417,270.7,111.99799999999999,83,2.6289999999999996
141,142,142,Billy Hurley III,70,2.416,263.9,109.22200000000001,53,2.6260000000000003
142,143,143,Branden Grace,67,2.415,278.4,115.257,31,2.625
143,144,144,Matt Jones,70,2.4130000000000003,284.7,117.992,41,2.59
144,T145,T145,Talor Gooch,78,2.411,283.5,117.584,46,2.7460000000000004
145,T145,T145,Patrick Reed,94,2.411,282.2,117.05,46,2.821
146,147,147,Zac Blair,64,2.41,259.8,107.81,41,2.57
147,T148,T148,Derek Fathauer,84,2.408,266.1,110.47200000000001,56,2.605
148,T148,T148,Ryan Moore,78,2.408,263.5,109.462,58,2.605
149,150,150,Emiliano Grillo,94,2.407,276.8,114.976,65,2.6189999999999998
150,151,151,Kyle Thompson,50,2.406,255.6,106.228,30,2.61
151,T152,T152,Daniel Berger,81,2.405,277.1,115.24600000000001,49,2.65
152,T152,T152,J.J. Spaun,85,2.405,275.5,114.56700000000001,57,2.6630000000000003
153,T154,T154,Ben Martin,64,2.4019999999999997,269.6,112.20299999999999,55,2.5780000000000003
154,T154,T154,Seamus Power,86,2.4019999999999997,285.1,118.677,58,2.641
155,T154,T154,Andrew Putnam,97,2.4019999999999997,272.6,113.454,65,2.62
156,157,157,Fabián Gómez,88,2.397,268.5,112.03299999999999,61,2.679
157,T158,T158,Scott Brown,102,2.395,271.8,113.524,65,2.5860000000000003
158,T158,T158,Hudson Swafford,73,2.395,283.2,118.28200000000001,40,2.61
159,160,160,Roberto Díaz,72,2.394,260.5,108.816,52,2.6630000000000003
160,161,161,Kevin Kisner,89,2.392,269.1,112.509,54,2.65
161,162,162,Russell Knox,94,2.39,266.1,111.323,64,2.636
162,163,163,Russell Henley,77,2.3890000000000002,268.5,112.37100000000001,39,2.648
163,164,164,Greg Chalmers,56,2.388,259.6,108.71600000000001,37,2.5989999999999998
164,165,165,Daniel Summerhays,51,2.387,260.6,109.19,33,2.59
165,T166,T166,Nicholas Lindheim,77,2.386,270.9,113.54899999999999,50,2.627
166,T166,T166,Alex Noren,67,2.386,280.9,117.73899999999999,35,2.61
167,T168,T168,Stewart Cink,87,2.385,275.5,115.535,60,2.614
168,T168,T168,"Ted Potter, Jr.",87,2.385,270.8,113.531,68,2.638
169,T170,T170,Rob Oppenheim,74,2.384,267.3,112.1,47,2.595
170,T170,T170,Ethan Tracy,72,2.384,276.6,116.03299999999999,42,2.556
171,172,172,Pat Perez,82,2.379,277.6,116.684,38,2.64
172,173,173,Jhonattan Vegas,92,2.376,289.2,121.756,48,2.6180000000000003
173,174,174,Jim Furyk,50,2.373,249.8,105.272,33,2.505
174,T175,T175,Charles Howell III,104,2.371,279.8,118.01100000000001,64,2.553
175,T175,T175,Ian Poulter,73,2.371,264.6,111.63799999999999,41,2.571
176,T175,T175,Adam Scott,78,2.371,286.3,120.723,46,2.568
177,178,178,Kevin Tway,110,2.369,289.5,122.198,67,2.642
178,179,179,Peter Uihlein,83,2.367,291.0,122.929,48,2.71
179,180,180,Kevin Na,91,2.366,269.2,113.785,58,2.588
180,181,181,Keith Mitchell,99,2.365,295.4,124.89399999999999,67,2.572
181,182,182,Tyler Duncan,97,2.36,269.8,114.314,61,2.707
182,183,183,Jonathan Randolph,71,2.359,263.0,111.488,56,2.553
183,184,184,Ryan Armour,109,2.356,257.5,109.271,87,2.6
184,185,185,Zecheng Dou,53,2.355,273.9,116.28399999999999,29,2.495
185,186,186,Adam Schenk,86,2.347,283.0,120.574,58,2.5610000000000004
186,187,187,Robert Streb,78,2.346,270.3,115.177,55,2.5660000000000003
187,188,188,Sam Ryder,82,2.345,274.9,117.213,57,2.572
188,189,189,Ollie Schniederjans,91,2.344,279.3,119.164,55,2.7
189,190,190,Lanto Griffin,80,2.3369999999999997,279.2,119.46600000000001,45,2.639
190,191,191,Rod Pampling,62,2.306,259.0,112.314,41,2.595
191,192,192,Conrad Shindler,60,2.295,273.4,119.098,27,2.49
192,193,193,Ricky Barnes,65,2.294,268.5,117.027,30,2.498
