,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
0,1,1,Trey Mullinax,75,50.0,69,138,-0.36
1,2,2,Rory McIlroy,64,47.17,50,106,-0.28
2,3,3,Tom Lovelady,87,45.06,73,162,-0.40
3,4,4,Tony Finau,105,43.9,72,164,-0.63
4,5,5,Brooks Koepka,64,41.67,45,108,-0.24
5,6,6,Bubba Watson,90,39.04,57,146,-0.32
6,7,7,Dustin Johnson,77,37.5,48,128,-0.50
7,8,8,Gary Woodland,96,37.01,57,154,-0.40
8,9,9,Keith Mitchell,99,35.57,69,194,-0.39
9,10,10,Luke List,98,35.54,59,166,-0.34
10,11,11,Justin Thomas,91,34.56,47,136,-0.43
11,12,12,Kevin Tway,110,34.38,66,192,-0.48
12,13,13,Harold Varner III,91,33.95,55,162,-0.44
13,14,14,Jon Rahm,71,33.93,38,112,-0.11
14,15,15,J.B. Holmes,77,31.69,45,142,-0.22
15,16,16,Brendan Steele,74,31.58,36,114,-0.36
16,17,17,Jason Day,75,30.77,32,104,-0.25
17,18,18,Jason Kokrak,99,30.41,59,194,-0.32
18,19,19,Xander Schauffele,96,30.14,44,146,-0.36
19,20,20,Grayson Murray,72,28.91,37,128,-0.24
20,21,21,Tommy Fleetwood,73,27.78,30,108,-0.43
21,22,22,Adam Schenk,86,27.5,44,160,-0.30
22,23,23,Kevin Chappell,77,27.21,37,136,-0.43
23,24,24,Bryson DeChambeau,93,26.47,45,170,-0.36
24,25,25,Byeong Hun An,86,26.32,40,152,-0.03
25,26,26,Ryan Palmer,69,26.19,33,126,-0.36
26,27,27,Nick Watney,94,26.11,47,180,-0.30
27,28,28,Lanto Griffin,80,25.0,37,148,-0.27
28,29,29,Patrick Rodgers,97,24.71,42,170,-0.43
29,30,30,Ollie Schniederjans,91,24.68,39,158,-0.46
30,31,31,Jhonattan Vegas,92,24.65,35,142,-0.17
31,32,32,Tiger Woods,68,24.17,29,120,-0.31
32,33,33,Robert Garrigus,80,23.68,36,152,-0.44
33,34,34,Hudson Swafford,73,22.73,25,110,-0.36
34,T35,T35,Sean O'Hair,67,22.22,28,126,-0.29
35,T35,T35,Justin Rose,70,22.22,24,108,-0.29
36,37,37,Charles Howell III,104,22.09,38,172,-0.37
37,38,38,Harris English,84,21.79,34,156,-0.38
38,39,39,Adam Scott,78,21.77,27,124,-0.22
39,40,40,Hideki Matsuyama,75,21.55,25,116,-0.20
40,41,41,Scott Stallings,96,21.51,37,172,-0.38
41,42,42,Brandon Harkins,101,21.05,40,190,-0.45
42,43,43,Sam Saunders,80,20.95,31,148,-0.32
43,T44,T44,Paul Casey,74,20.59,21,102,-0.29
44,T44,T44,Peter Uihlein,83,20.59,28,136,-0.50
45,46,46,Seamus Power,86,20.51,32,156,-0.44
46,47,47,Bronson Burgoon,69,19.4,26,134,-0.27
47,48,48,Corey Conners,97,19.35,36,186,-0.44
48,49,49,Charl Schwartzel,65,19.05,16,84,-0.19
49,50,50,Francesco Molinari,73,18.97,22,116,+0.05
50,51,51,Rickie Fowler,74,18.94,25,132,-0.44
51,T52,T52,Jamie Lovemark,92,18.75,30,160,-0.57
52,T52,T52,Aaron Wise,90,18.75,33,176,-0.27
53,54,54,Branden Grace,67,18.48,17,92,-0.24
54,T55,T55,J.T. Poston,73,18.31,26,142,-0.42
55,T55,T55,Jimmy Walker,81,18.31,26,142,-0.42
56,57,57,Marc Leishman,93,18.24,27,148,-0.22
57,58,58,Matt Jones,70,17.5,21,120,-0.43
58,59,59,Patrick Cantlay,87,17.14,24,140,-0.25
59,60,60,Ethan Tracy,72,16.91,23,136,-0.35
60,T61,T61,Stephan Jaeger,81,16.67,25,150,-0.52
61,T61,T61,Phil Mickelson,90,16.67,25,150,-0.48
62,63,63,Xinjun Zhang,81,16.2,23,142,-0.35
63,64,64,Jordan Spieth,81,16.18,22,136,-0.45
64,T65,T65,Dominic Bozzelli,65,16.15,21,130,-0.33
65,T65,T65,Martin Laird,73,16.15,21,130,-0.19
66,67,67,Shawn Stefani,76,15.54,23,148,-0.48
67,68,68,Tyrrell Hatton,58,15.48,13,84,-0.15
68,69,69,Kyle Stanley,93,15.44,21,136,-0.52
69,70,70,Matt Atkins,56,15.38,16,104,-0.31
70,71,71,Cameron Smith,85,15.32,19,124,-0.37
71,72,72,Louis Oosthuizen,62,15.22,14,92,-0.29
72,73,73,Scott Piercy,84,15.13,23,152,-0.57
73,74,74,Patton Kizzire,92,14.71,25,170,-0.36
74,75,75,Daniel Berger,81,14.52,18,124,-0.44
75,76,76,Chesson Hadley,103,14.43,28,194,-0.43
76,T77,T77,Bill Haas,76,14.29,20,140,-0.25
77,T77,T77,Patrick Reed,94,14.29,20,140,-0.20
78,79,79,James Hahn,85,14.19,21,148,-0.48
79,80,80,Cody Gribble,71,14.04,16,114,-0.38
80,81,81,Martin Flores,92,14.02,23,164,-0.43
81,82,82,Cameron Percy,56,14.0,14,100,-0.07
82,83,83,Abraham Ancer,98,13.83,26,188,-0.38
83,84,84,Blayne Barber,69,13.43,18,134,-0.33
84,85,85,Bud Cauley,55,13.33,12,90,-0.17
85,86,86,Billy Horschel,86,13.13,21,160,-0.24
86,87,87,Jason Dufner,71,12.96,14,108,-0.36
87,88,88,Joel Dahmen,93,12.94,22,170,-0.64
88,89,89,Stewart Cink,87,12.67,19,150,-0.42
89,T90,T90,Talor Gooch,78,12.5,18,144,-0.44
90,T90,T90,Beau Hossler,104,12.5,25,200,-0.40
91,T90,T90,Sam Ryder,82,12.5,20,160,-0.60
92,93,93,J.J. Spaun,85,12.03,19,158,-0.68
93,T94,T94,Rafa Cabrera Bello,75,12.0,12,100,-0.50
94,T94,T94,Retief Goosen,60,12.0,12,100,-0.08
95,T94,T94,Alex Noren,67,12.0,12,100,-0.33
96,97,97,Tyler Duncan,97,11.83,22,186,-0.32
97,98,98,Keegan Bradley,98,11.73,19,162,-0.63
98,99,99,Nicholas Lindheim,77,11.59,16,138,-0.19
99,100,100,Tom Hoge,101,11.29,21,186,-0.29
100,101,101,Michael Thompson,62,11.21,13,116,-0.23
101,102,102,Mackenzie Hughes,80,11.18,17,152,-0.29
102,T103,T103,Charley Hoffman,87,11.11,16,144,-0.38
103,T103,T103,Shane Lowry,64,11.11,12,108,-0.50
104,T103,T103,C.T. Pan,104,11.11,20,180,-0.50
105,106,106,Brice Garnett,99,11.05,21,190,-0.52
106,107,107,Ian Poulter,73,11.0,11,100,-0.55
107,108,108,Jonas Blixt,67,10.78,11,102,-0.18
108,109,109,Fabián Gómez,88,10.71,18,168,-0.50
109,110,110,Brett Stegmaier,67,10.66,13,122,-0.54
110,111,111,Troy Merritt,89,10.59,18,170,-0.44
111,112,112,Anirban Lahiri,82,10.42,15,144,-0.53
112,113,113,Hunter Mahan,67,10.32,13,126,-0.15
113,114,114,Kevin Na,91,10.14,15,148,-0.60
114,T115,T115,Russell Henley,77,10.0,12,120,-0.67
115,T115,T115,Satoshi Kodaira,51,10.0,8,80,-0.25
116,117,117,Robert Streb,78,9.85,13,132,-0.46
117,118,118,William McGirt,84,9.62,15,156,-0.47
118,119,119,Nate Lashley,51,9.57,9,94,-0.11
119,120,120,Denny McCarthy,71,9.52,12,126,-0.58
120,121,121,Kevin Streelman,94,9.24,17,184,-0.59
121,122,122,Emiliano Grillo,94,9.15,15,164,-0.13
122,123,123,Rory Sabbatini,91,8.99,16,178,-0.19
123,T124,T124,Russell Knox,94,8.93,15,168,-0.53
124,T124,T124,Ben Silverman,90,8.93,15,168,-0.60
125,126,126,Zecheng Dou,53,8.89,8,90,-0.50
126,127,127,Jonathan Byrd,70,8.87,11,124,-0.18
127,128,128,Kiradech Aphibarnrat,51,8.82,6,68,E
128,129,129,Brandt Snedeker,84,8.75,14,160,-0.43
129,130,130,Kyle Thompson,50,8.7,8,92,-0.13
130,131,131,Tyrone Van Aswegen,101,8.6,16,186,-0.31
131,132,132,Richy Werenski,98,8.52,15,176,-0.07
132,133,133,Chris Stroud,81,8.46,11,130,-0.09
133,134,134,Martin Piller,79,8.44,13,154,-0.23
134,135,135,Andrew Putnam,97,8.43,15,178,-0.20
135,136,136,Chris Kirk,108,8.33,17,204,-0.24
136,137,137,Rod Pampling,62,8.0,8,100,-0.63
137,T138,T138,Brian Harman,94,7.89,12,152,-0.75
138,T138,T138,Pat Perez,82,7.89,9,114,-0.22
139,140,140,Peter Malnati,87,7.83,13,166,-0.54
140,T141,T141,Daniel Summerhays,51,7.78,7,90,-0.57
141,T141,T141,Andrew Yun,51,7.78,7,90,-0.14
142,143,143,Webb Simpson,95,7.74,13,168,-0.46
143,T144,T144,Danny Lee,88,7.69,12,156,-0.50
144,T144,T144,Jonathan Randolph,71,7.69,10,130,-0.50
145,146,146,Sung Kang,89,7.53,11,146,-0.45
146,T147,T147,Roberto Díaz,72,7.35,10,136,-0.30
147,T147,T147,Matt Kuchar,88,7.35,10,136,-0.40
148,149,149,Matt Every,79,7.33,11,150,-0.45
149,150,150,Kelly Kraft,94,7.32,12,164,-0.25
150,151,151,Johnson Wagner,75,7.25,10,138,-0.80
151,152,152,Scott Brown,102,7.22,13,180,-0.23
152,153,153,Aaron Baddeley,84,7.05,11,156,-0.36
153,154,154,D.A. Points,63,7.02,8,114,-0.63
154,155,155,Nick Taylor,94,6.71,11,164,-0.27
155,156,156,J.J. Henry,81,6.67,10,150,-0.40
156,157,157,Si Woo Kim,108,6.55,11,168,-0.36
157,T158,T158,Ryan Blaum,81,6.41,10,156,-0.70
158,T158,T158,Andrew Landry,82,6.41,10,156,-0.30
159,160,160,Graeme McDowell,67,6.36,7,110,-0.43
160,161,161,Cameron Tringale,67,6.35,8,126,-0.25
161,162,162,Derek Fathauer,84,6.25,10,160,-0.50
162,163,163,Lucas Glover,65,6.12,6,98,-0.33
163,164,164,Steve Wheatcroft,60,6.03,7,116,-0.57
164,165,165,Austin Cook,107,5.94,12,202,-0.42
165,166,166,Rob Oppenheim,74,5.88,8,136,-0.25
166,167,167,David Hearn,66,5.83,7,120,-0.29
167,168,168,Alex Cejka,77,5.8,8,138,-0.50
168,169,169,John Huh,94,5.56,10,180,E
