,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
27,T27,T23,Daniel Berger,81,410,Sentry Tournament of Champions,3,7,656
28,T27,T10,Jon Rahm,71,410,Sentry Tournament of Champions,3,7,656
29,T27,T23,Scott Strohmeyer,8,410,Sanderson Farms Championship,2,5,746
30,T27,7,Xander Schauffele,96,410,Sentry Tournament of Champions,1,17,656
31,T32,T25,Hideki Matsuyama,75,409,Sentry Tournament of Champions,2,7,656
32,T32,T25,Jordan Spieth,81,409,Sentry Tournament of Champions,2,7,656
33,T32,T5,Grayson Murray,72,409,Sentry Tournament of Champions,2,12,656
34,T32,T16,Patrick Cantlay,87,409,Sentry Tournament of Champions,3,12,656
35,T32,T18,Brooks Koepka,64,409,Sentry Tournament of Champions,2,12,656
36,T32,T25,Si Woo Kim,108,409,Sentry Tournament of Champions,3,7,656
37,T32,T25,Michael Hebert,2,409,U.S. Open,1,3,618
38,T32,7,Xander Schauffele,96,409,Sentry Tournament of Champions,2,12,656
39,T40,4,Jhonattan Vegas,92,408,Sentry Tournament of Champions,4,7,656
40,T40,29,Kyle Stanley,93,408,Sentry Tournament of Champions,2,7,656
41,T40,T18,Brooks Koepka,64,408,Sentry Tournament of Champions,3,7,656
42,T43,30,D.A. Points,63,407,Sentry Tournament of Champions,2,7,656
43,T43,14,Kevin Chappell,77,407,Sentry Tournament of Champions,1,7,656
44,T43,T25,Hideki Matsuyama,75,407,The Open Championship,1,2,658
45,T43,T18,Justin Thomas,91,407,Sentry Tournament of Champions,3,7,656
46,T43,T18,Justin Thomas,91,407,U.S. Open,1,18,618
47,T48,T31,Sergio Garcia,44,406,The Open Championship,1,2,658
48,T48,T31,Luke List,98,406,World Golf Championships-Bridgestone Invitational,4,16,36
49,T48,T31,Seamus Power,86,406,Valspar Championship,2,10,665
50,T48,14,Kevin Chappell,77,406,World Golf Championships-Bridgestone Invitational,4,16,36
51,T48,T31,Shawn Stefani,76,406,AT&T Pebble Beach Pro-Am,2,10,769
52,T48,T5,Grayson Murray,72,406,Sentry Tournament of Champions,1,7,656
53,T48,T5,Grayson Murray,72,406,Sentry Tournament of Champions,4,12,656
54,T48,T23,Daniel Berger,81,406,Sentry Tournament of Champions,1,12,656
55,T48,T18,Bryson DeChambeau,93,406,Sentry Tournament of Champions,1,12,656
56,T57,T2,Dustin Johnson,77,405,Sentry Tournament of Champions,1,7,656
57,T57,T2,Dustin Johnson,77,405,Sentry Tournament of Champions,4,7,656
58,T57,T2,Dustin Johnson,77,405,The Open Championship,1,1,658
59,T57,14,Kevin Chappell,77,405,Sentry Tournament of Champions,1,12,656
60,T57,T25,Hideki Matsuyama,75,405,Sentry Tournament of Champions,3,7,656
61,T57,35,Adam Hadwin,92,405,Sentry Tournament of Champions,2,12,656
62,T57,T18,Bryson DeChambeau,93,405,The Open Championship,1,2,658
63,T64,4,Jhonattan Vegas,92,404,Sentry Tournament of Champions,2,12,656
64,T64,36,Chris Stroud,81,404,Sentry Tournament of Champions,1,17,656
65,T64,14,Kevin Chappell,77,404,Sentry Tournament of Champions,3,18,656
66,T64,T16,Patrick Cantlay,87,404,Sentry Tournament of Champions,1,12,656
67,T64,13,Cameron Smith,85,404,World Golf Championships-Bridgestone Invitational,4,16,36
68,T64,T10,Jon Rahm,71,404,Sentry Tournament of Champions,1,7,656
69,T64,T10,Jon Rahm,71,404,Sentry Tournament of Champions,2,12,656
70,T71,37,Jason Dufner,71,403,Sentry Tournament of Champions,2,17,656
71,T71,4,Jhonattan Vegas,92,403,Sentry Tournament of Champions,3,17,656
72,T71,14,Kevin Chappell,77,403,Sentry Tournament of Champions,3,7,656
73,T71,T25,Hideki Matsuyama,75,403,Sentry Tournament of Champions,3,12,656
74,T71,13,Cameron Smith,85,403,Sentry Tournament of Champions,4,7,656
75,T71,T10,Jon Rahm,71,403,Sentry Tournament of Champions,2,17,656
76,T77,T38,Brian Harman,94,402,Sentry Tournament of Champions,2,17,656
77,T77,14,Kevin Chappell,77,402,Sentry Tournament of Champions,4,17,656
78,T77,14,Kevin Chappell,77,402,World Golf Championships-Mexico Championship,3,10,240
79,T77,T25,Hideki Matsuyama,75,402,Sentry Tournament of Champions,2,17,656
80,T77,T18,Justin Thomas,91,402,Sentry Tournament of Champions,2,12,656
81,T77,T18,Brooks Koepka,64,402,Sentry Tournament of Champions,2,17,656
82,T77,T18,Brooks Koepka,64,402,World Golf Championships-Bridgestone Invitational,3,16,36
83,T77,T38,Matthew Fitzpatrick,43,402,World Golf Championships-Bridgestone Invitational,4,16,36
84,T77,7,Xander Schauffele,96,402,Sentry Tournament of Champions,3,7,656
85,T77,T38,Aaron Wise,90,402,AT&T Byron Nelson,3,9,243
86,T87,8,Rory McIlroy,64,401,World Golf Championships-Bridgestone Invitational,4,13,36
87,T87,12,Brendan Steele,74,401,World Golf Championships-Mexico Championship,1,10,240
88,T87,T41,Patton Kizzire,92,401,Sentry Tournament of Champions,1,7,656
89,T87,T18,Justin Thomas,91,401,Sentry Tournament of Champions,2,17,656
90,T87,T18,Bryson DeChambeau,93,401,Sentry Tournament of Champions,2,12,656
91,T87,T41,Wesley Bryan,69,401,Sentry Tournament of Champions,3,7,656
92,T93,T43,Brendon de Jonge,38,400,AT&T Pebble Beach Pro-Am,1,9,5
93,T93,37,Jason Dufner,71,400,Sentry Tournament of Champions,2,7,656
94,T93,29,Kyle Stanley,93,400,Sentry Tournament of Champions,4,7,656
95,T93,T25,Hideki Matsuyama,75,400,Sentry Tournament of Champions,1,12,656
96,T93,T43,Thomas Pieters,41,400,World Golf Championships-Mexico Championship,2,14,240
97,T93,T18,Justin Thomas,91,400,Sentry Tournament of Champions,3,18,656
98,T93,T18,Dean Burmester,8,400,U.S. Open,2,18,618
99,T93,13,Cameron Smith,85,400,Sentry Tournament of Champions,1,7,656
100,T93,T43,Nicolai Hojgaard,2,400,The Open Championship,1,2,658
101,T102,T2,Dustin Johnson,77,399,Sentry Tournament of Champions,1,18,656
102,T102,T2,Dustin Johnson,77,399,Sentry Tournament of Champions,3,6,656
103,T102,T25,Hideki Matsuyama,75,399,Sentry Tournament of Champions,3,17,656
104,T102,T18,Dean Burmester,8,399,U.S. Open,1,9,618
105,T102,T25,Jordan Spieth,81,399,World Golf Championships-Mexico Championship,3,4,240
106,T102,T16,Russell Henley,77,399,Sentry Tournament of Champions,3,7,656
107,T102,T16,Patrick Cantlay,87,399,Sentry Tournament of Champions,3,17,656
108,T102,T10,Jon Rahm,71,399,Sentry Tournament of Champions,2,6,656
109,T102,T41,Wesley Bryan,69,399,Sentry Tournament of Champions,1,17,656
110,T111,T46,Tiger Woods,68,398,World Golf Championships-Bridgestone Invitational,4,16,36
111,T111,T46,Billy Horschel,86,398,Sentry Tournament of Champions,2,7,656
112,T111,12,Brendan Steele,74,398,Sentry Tournament of Champions,2,17,656
113,T111,T46,Charlie Beljan,24,398,Waste Management Phoenix Open,1,14,510
114,T111,T2,Hudson Swafford,73,398,Sentry Tournament of Champions,2,18,656
115,T111,T18,Brooks Koepka,64,398,Sentry Tournament of Champions,1,12,656
116,T117,T49,Rickie Fowler,74,397,Sentry Tournament of Champions,3,7,656
117,T117,T10,Jon Rahm,71,397,Sentry Tournament of Champions,2,7,656
118,T117,T49,Tom Lovelady,87,397,Wyndham Championship,1,15,752
119,T120,51,Pat Perez,82,396,Sentry Tournament of Champions,4,7,656
120,T120,T49,Rickie Fowler,74,396,Sentry Tournament of Champions,1,18,656
121,T120,14,Kevin Chappell,77,396,Sentry Tournament of Champions,4,6,656
122,T120,T5,Grayson Murray,72,396,Sentry Tournament of Champions,3,17,656
123,T124,37,Jason Dufner,71,395,Sentry Tournament of Champions,4,17,656
124,T124,52,Jonas Blixt,67,395,Sentry Tournament of Champions,4,7,656
125,T124,T2,Dustin Johnson,77,395,Sentry Tournament of Champions,1,12,656
126,T124,35,Adam Hadwin,92,395,Sentry Tournament of Champions,4,12,656
127,T124,T25,Jordan Spieth,81,395,Sentry Tournament of Champions,3,7,656
128,T124,T2,Hudson Swafford,73,395,AT&T Byron Nelson,3,9,243
129,T124,T23,Daniel Berger,81,395,Sentry Tournament of Champions,2,7,656
130,T124,T10,Jon Rahm,71,395,Sentry Tournament of Champions,2,18,656
131,T124,T18,Bryson DeChambeau,93,395,World Golf Championships-Bridgestone Invitational,4,16,36
132,T124,7,Xander Schauffele,96,395,Sentry Tournament of Champions,2,18,656
133,T134,T53,Phil Mickelson,90,394,World Golf Championships-Mexico Championship,3,12,240
134,T134,T53,Bubba Watson,90,394,World Golf Championships-Bridgestone Invitational,4,16,36
135,T134,4,Jhonattan Vegas,92,394,Sentry Tournament of Champions,2,6,656
136,T134,T53,John Merrick,28,394,Corales Puntacana Resort & Club Championship,4,12,244
137,T134,8,Rory McIlroy,64,394,The Open Championship,3,2,658
138,T134,T5,Kevin Kisner,89,394,Sentry Tournament of Champions,3,7,656
139,T134,12,Brendan Steele,74,394,Sentry Tournament of Champions,2,18,656
140,T134,15,Tony Finau,105,394,World Golf Championships-Mexico Championship,2,2,240
141,T134,T53,Ryan Fox,16,394,U.S. Open,3,14,618
142,T134,T2,Dustin Johnson,77,394,Sentry Tournament of Champions,2,17,656
143,T134,T18,Justin Thomas,91,394,Sentry Tournament of Champions,2,6,656
144,T134,T18,Justin Thomas,91,394,World Golf Championships-Bridgestone Invitational,4,18,36
145,T134,T53,John Huh,94,394,Farmers Insurance Open,4,1,4
146,T134,T18,Brooks Koepka,64,394,Sentry Tournament of Champions,2,7,656
147,T134,T53,Austin Cook,107,394,Sentry Tournament of Champions,1,7,656
148,T134,T10,Jon Rahm,71,394,Sentry Tournament of Champions,1,17,656
149,T134,T53,Adam Schenk,86,394,Corales Puntacana Resort & Club Championship,4,12,244
150,T151,T60,Paul Casey,74,393,World Golf Championships-Mexico Championship,2,11,240
151,T151,T53,Bubba Watson,90,393,World Golf Championships-Mexico Championship,4,10,240
152,T151,T53,Bubba Watson,90,393,Shriners Hospitals for Children Open,2,9,538
153,T151,T31,Luke List,98,393,Safeway Open,4,13,552
154,T151,T31,Luke List,98,393,World Golf Championships-Bridgestone Invitational,1,16,36
155,T151,36,Chris Stroud,81,393,Sentry Tournament of Champions,3,12,656
156,T151,T60,Jason Day,75,393,World Golf Championships-Bridgestone Invitational,4,18,36
157,T151,12,Brendan Steele,74,393,World Golf Championships-Mexico Championship,4,10,240
158,T151,15,Tony Finau,105,393,World Golf Championships-Bridgestone Invitational,4,18,36
159,T151,14,Kevin Chappell,77,393,World Golf Championships-Mexico Championship,2,10,240
160,T151,14,Kevin Chappell,77,393,Shriners Hospitals for Children Open,3,10,538
161,T151,T43,Thomas Pieters,41,393,World Golf Championships-Mexico Championship,4,5,240
162,T151,T60,Paul Dunne,29,393,Corales Puntacana Resort & Club Championship,4,12,244
163,T151,7,Xander Schauffele,96,393,World Golf Championships-Mexico Championship,4,2,240
164,T151,T60,Zach Wright,4,393,RBC Canadian Open,3,18,32
165,T166,4,Jhonattan Vegas,92,392,Sentry Tournament of Champions,2,7,656
166,T166,52,Jonas Blixt,67,392,Sentry Tournament of Champions,1,6,656
167,T166,T46,Billy Horschel,86,392,Sentry Tournament of Champions,3,7,656
168,T166,T2,Dustin Johnson,77,392,RBC Canadian Open,3,8,32
169,T166,64,Gavin Kyle Green,20,392,The Open Championship,4,2,658
170,T166,T25,Hideki Matsuyama,75,392,Sentry Tournament of Champions,1,6,656
171,T166,T25,Hideki Matsuyama,75,392,Sentry Tournament of Champions,4,12,656
172,T166,T43,Thomas Pieters,41,392,World Golf Championships-Mexico Championship,1,2,240
173,T166,T53,Austin Cook,107,392,Sentry Tournament of Champions,2,7,656
174,T166,7,Xander Schauffele,96,392,World Golf Championships-Bridgestone Invitational,4,16,36
175,T166,T49,Tom Lovelady,87,392,AT&T Byron Nelson,2,9,243
176,T177,T53,Bubba Watson,90,391,World Golf Championships-Mexico Championship,4,2,240
177,T177,T65,Marc Leishman,93,391,Sentry Tournament of Champions,1,7,656
178,T177,15,Tony Finau,105,391,Farmers Insurance Open,4,12,4
179,T177,T18,Dean Burmester,8,391,World Golf Championships-Mexico Championship,3,2,240
180,T177,T25,Jordan Spieth,81,391,Sentry Tournament of Champions,2,17,656
181,T177,T5,Grayson Murray,72,391,Sentry Tournament of Champions,2,18,656
182,T177,T2,Hudson Swafford,73,391,Sentry Tournament of Champions,2,7,656
183,T177,T65,Corey Conners,97,391,AT&T Pebble Beach Pro-Am,1,10,769
184,T177,T18,Bryson DeChambeau,93,391,Sentry Tournament of Champions,1,7,656
185,T186,T67,Sean O'Hair,67,390,Wyndham Championship,2,18,752
186,T186,51,Pat Perez,82,390,Sentry Tournament of Champions,3,7,656
187,T186,4,Jhonattan Vegas,92,390,Sentry Tournament of Champions,2,17,656
188,T186,T31,Luke List,98,390,Safeway Open,4,9,552
189,T186,36,Chris Stroud,81,390,Sentry Tournament of Champions,3,7,656
190,T186,12,Brendan Steele,74,390,Sentry Tournament of Champions,4,6,656
191,T186,T2,Dustin Johnson,77,390,Sentry Tournament of Champions,2,18,656
192,T186,T67,Xinjun Zhang,81,390,John Deere Classic,1,17,669
193,T186,T18,Kevin Tway,110,390,RBC Canadian Open,3,18,32
194,T186,14,Kevin Chappell,77,390,Sentry Tournament of Champions,3,12,656
195,T186,T41,Patton Kizzire,92,390,Sentry Tournament of Champions,3,17,656
196,T186,35,Adam Hadwin,92,390,Sentry Tournament of Champions,4,7,656
197,T186,T25,Jordan Spieth,81,390,Sentry Tournament of Champions,2,12,656
198,T186,T5,Grayson Murray,72,390,Sentry Tournament of Champions,2,17,656
199,T186,T2,Hudson Swafford,73,390,Sentry Tournament of Champions,1,7,656
