,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
45,46,46,Patrick Rodgers,97,6.19,63,1018,+0.063
46,T47,T47,Paul Casey,74,6.16,42,682,-0.048
47,T47,T47,Charl Schwartzel,65,6.16,36,584,E
48,49,49,Kevin Na,91,6.12,60,980,-0.050
49,T50,T50,Chesson Hadley,103,6.03,75,1244,+0.080
50,T50,T50,Henrik Stenson,60,6.03,37,614,+0.054
51,52,52,Scott Piercy,84,5.99,57,952,+0.088
52,53,53,Martin Piller,79,5.98,56,936,+0.286
53,T54,T54,Bud Cauley,55,5.94,34,572,+0.147
54,T54,T54,Greg Chalmers,56,5.94,34,572,+0.382
55,56,56,Nick Watney,94,5.91,66,1116,E
56,57,57,Dominic Bozzelli,65,5.88,50,850,+0.060
57,58,58,Ryan Moore,78,5.86,54,922,+0.130
58,59,59,Cody Gribble,71,5.82,44,756,+0.295
59,60,60,J.J. Henry,81,5.81,51,878,+0.039
60,T61,T61,Kevin Kisner,89,5.8,53,914,+0.094
61,T61,T61,Richy Werenski,98,5.8,60,1034,+0.233
62,63,63,Stewart Cink,87,5.78,54,934,+0.019
63,64,64,Jonas Blixt,67,5.77,39,676,+0.051
64,65,65,Xander Schauffele,96,5.73,58,1012,+0.259
65,66,66,Kelly Kraft,94,5.72,59,1032,+0.169
66,67,67,Robert Garrigus,80,5.7,54,948,+0.056
67,68,68,Chad Campbell,87,5.67,53,934,+0.019
68,69,69,Webb Simpson,95,5.66,64,1130,-0.141
69,70,70,Matt Every,79,5.65,48,850,+0.271
70,T71,T71,Blayne Barber,69,5.62,47,836,+0.128
71,T71,T71,Brandt Snedeker,84,5.62,58,1032,E
72,73,73,Emiliano Grillo,94,5.58,57,1022,-0.018
73,74,74,David Hearn,66,5.57,39,700,+0.154
74,T75,T75,Fabián Gómez,88,5.56,55,990,+0.182
75,T75,T75,Justin Rose,70,5.56,41,738,-0.220
76,T75,T75,Jhonattan Vegas,92,5.56,50,900,+0.180
77,78,78,Xinjun Zhang,81,5.53,44,796,+0.273
78,79,79,Charles Howell III,104,5.51,60,1088,-0.017
79,80,80,Kevin Streelman,94,5.5,63,1146,+0.143
80,T81,T81,James Hahn,85,5.49,53,966,-0.075
81,T81,T81,Shane Lowry,64,5.49,39,710,+0.103
82,T81,T81,Ollie Schniederjans,91,5.49,59,1074,+0.356
83,T84,T84,Bryson DeChambeau,93,5.48,60,1095,+0.267
84,T84,T84,Jason Dufner,71,5.48,40,730,+0.100
85,T86,T86,Talor Gooch,78,5.43,47,866,+0.064
86,T86,T86,Russell Knox,94,5.43,56,1032,+0.054
87,88,88,Kyle Stanley,93,5.41,51,942,+0.176
88,T89,T89,Brendan Steele,74,5.39,41,760,+0.122
89,T89,T89,Chris Stroud,81,5.39,44,816,+0.295
90,91,91,Retief Goosen,60,5.38,30,558,+0.533
91,T92,T92,Satoshi Kodaira,51,5.36,30,560,+0.167
92,T92,T92,Shawn Stefani,76,5.36,45,840,+0.089
93,T92,T92,Kyle Thompson,50,5.36,27,504,+0.333
94,95,95,Seamus Power,86,5.31,49,922,+0.143
95,T96,T96,Tyler Duncan,97,5.3,60,1132,+0.183
96,T96,T96,Adam Hadwin,92,5.3,49,924,+0.020
97,T96,T96,Chris Kirk,108,5.3,71,1340,E
98,T96,T96,"Ted Potter, Jr.",87,5.3,57,1076,+0.123
99,100,100,Troy Merritt,89,5.29,54,1020,+0.019
100,101,101,Zach Johnson,94,5.28,53,1004,+0.057
101,102,102,Tyrrell Hatton,58,5.27,31,588,-0.161
102,T103,T103,Chez Reavie,93,5.25,44,838,-0.091
103,T103,T103,Andrew Yun,51,5.25,25,476,+0.440
104,105,105,Sean O'Hair,67,5.16,41,794,+0.220
105,106,106,Cameron Smith,85,5.15,44,854,+0.045
106,T107,T107,Patton Kizzire,92,5.11,56,1096,+0.143
107,T107,T107,Andrew Putnam,97,5.11,55,1076,E
108,109,109,Jason Day,75,5.1,35,686,+0.086
109,110,110,Rafa Cabrera Bello,75,5.06,34,672,-0.059
110,111,111,Kiradech Aphibarnrat,51,5.04,24,476,E
111,112,112,Sam Saunders,80,5.03,47,934,+0.277
112,113,113,Jonathan Randolph,71,5.01,42,838,+0.381
113,114,114,Billy Horschel,86,5.0,54,1080,+0.130
114,115,115,Marc Leishman,93,4.97,51,1026,-0.039
115,116,116,Aaron Baddeley,84,4.92,48,976,+0.271
116,117,117,Alex Cejka,77,4.9,41,836,+0.073
117,118,118,Jason Kokrak,99,4.89,60,1228,+0.150
118,T119,T119,Corey Conners,97,4.81,53,1102,+0.038
119,T119,T119,Denny McCarthy,71,4.81,33,686,+0.061
120,121,121,Ryan Blaum,81,4.78,48,1004,+0.375
121,122,122,Si Woo Kim,108,4.76,52,1092,+0.192
122,123,123,Harold Varner III,91,4.75,49,1032,+0.102
123,124,124,David Lingmerth,82,4.68,45,962,+0.133
124,125,125,Alex Noren,67,4.66,32,686,-0.188
125,126,126,Ethan Tracy,72,4.63,35,756,+0.086
126,127,127,Brice Garnett,99,4.6,52,1130,+0.077
127,T128,T128,Keegan Bradley,98,4.57,51,1116,+0.196
128,T128,T128,Scott Stallings,96,4.57,51,1116,+0.314
129,130,130,Matt Kuchar,88,4.53,41,906,+0.171
130,131,131,Lanto Griffin,80,4.52,38,840,+0.211
131,T132,T132,Brian Gay,103,4.51,58,1286,+0.017
132,T132,T132,J.T. Poston,73,4.51,36,798,+0.028
133,T134,T134,Hideki Matsuyama,75,4.49,36,802,+0.056
134,T134,T134,Vaughn Taylor,83,4.49,44,980,+0.159
135,136,136,Tom Hoge,101,4.48,52,1160,+0.154
136,137,137,Stephan Jaeger,81,4.44,39,878,+0.359
137,138,138,Matt Jones,70,4.41,29,658,-0.034
138,139,139,Rory Sabbatini,91,4.4,46,1046,+0.087
139,140,140,Ben Silverman,90,4.33,46,1062,+0.239
140,141,141,Jonathan Byrd,70,4.32,29,672,+0.172
141,T142,T142,Brandon Harkins,101,4.29,51,1188,+0.216
142,T142,T142,Nate Lashley,51,4.29,21,490,+0.048
143,T142,T142,Danny Lee,88,4.29,42,978,+0.167
144,145,145,Jordan Spieth,81,4.21,39,926,-0.077
145,146,146,Austin Cook,107,4.19,54,1288,+0.093
146,147,147,Bronson Burgoon,69,4.14,33,798,+0.152
147,148,148,Kevin Chappell,77,4.13,36,872,+0.083
148,149,149,Ryan Palmer,69,4.07,34,836,+0.265
149,T150,T150,Zac Blair,64,4.04,26,644,+0.231
150,T150,T150,Steve Wheatcroft,60,4.04,26,644,+0.192
151,152,152,Peter Malnati,87,4.01,42,1048,+0.333
152,153,153,Charley Hoffman,87,4.0,38,950,+0.105
153,154,154,Zecheng Dou,53,3.98,20,502,+0.400
154,155,155,Tommy Fleetwood,73,3.97,30,756,E
155,156,156,Brian Harman,94,3.95,40,1012,-0.125
156,157,157,Anirban Lahiri,82,3.94,37,938,-0.135
157,158,158,Byeong Hun An,86,3.92,40,1020,+0.100
158,159,159,Sam Ryder,82,3.89,38,976,-0.053
159,160,160,Beau Hossler,104,3.82,48,1258,+0.063
160,161,161,J.B. Holmes,77,3.8,36,948,+0.250
161,162,162,Johnson Wagner,75,3.77,29,770,-0.069
162,163,163,Peter Uihlein,83,3.74,34,910,-0.118
163,164,164,Nick Taylor,94,3.68,38,1034,+0.184
164,165,165,Roberto Díaz,72,3.57,28,784,+0.429
165,166,166,Andrew Landry,82,3.52,36,1022,E
166,T167,T167,Patrick Cantlay,87,3.5,33,942,+0.061
167,T167,T167,Grayson Murray,72,3.5,29,828,+0.276
168,169,169,Martin Flores,92,3.49,35,1004,+0.029
169,T170,T170,Abraham Ancer,98,3.37,39,1158,+0.308
170,T170,T170,Rory McIlroy,64,3.37,24,712,+0.042
171,172,172,Bubba Watson,90,3.36,32,952,-0.063
172,T173,T173,Brett Stegmaier,67,3.34,22,658,+0.409
173,T173,T173,Kevin Tway,110,3.34,42,1258,+0.333
174,175,175,Phil Mickelson,90,3.27,32,980,+0.500
175,T176,T176,Hunter Mahan,67,3.22,23,714,+0.217
176,T176,T176,J.J. Spaun,85,3.22,32,994,-0.125
177,178,178,Dustin Johnson,77,3.1,27,872,+0.148
178,179,179,Tony Finau,105,3.09,35,1132,+0.114
179,180,180,Aaron Wise,90,3.05,34,1116,+0.235
180,181,181,Matt Atkins,56,3.04,17,560,+0.471
181,182,182,Brooks Koepka,64,3.03,23,760,+0.130
182,183,183,Gary Woodland,96,2.97,29,978,E
183,184,184,Trey Mullinax,75,2.92,24,822,+0.458
184,185,185,Luke List,98,2.85,31,1088,-0.065
185,186,186,Cameron Percy,56,2.79,16,574,-0.250
186,187,187,Patrick Reed,94,2.73,24,878,+0.083
187,T188,T188,Joel Dahmen,93,2.72,27,994,-0.259
188,T188,T188,Justin Thomas,91,2.72,26,956,+0.154
189,190,190,Jon Rahm,71,2.65,19,718,-0.053
190,191,191,Francesco Molinari,73,2.51,20,798,+0.150
191,192,192,Tom Lovelady,87,2.39,23,964,+0.174
192,193,193,Keith Mitchell,99,2.24,26,1162,+0.077
