,Approaches_from_50-75_yards_RANK THIS WEEK,Approaches_from_50-75_yards_RANK LAST WEEK,Approaches_from_50-75_yards_PLAYER NAME,Approaches_from_50-75_yards_ROUNDS,Approaches_from_50-75_yards_AVG,Approaches_from_50-75_yards_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_# OF ATTEMPTS,Approaches_from_50-75_yards_RELATIVE TO PAR
0,1,1,Craig Perks,67,"9' 0""",143.667,16,-3
1,2,2,Jim Furyk,94,"9' 2""",165.333,18,-1
2,3,3,Steve Stricker,62,"9' 3""",278.58299999999997,30,-5
3,4,4,Fred Couples,72,"10' 2""",173.167,17,-5
4,5,5,James Driscoll,73,"10' 10""",130.25,12,+1
5,T6,T6,Brian Davis,75,"10' 11""",306.5,28,-6
6,T6,T6,Chris DiMarco,83,"10' 11""",359.583,33,-2
7,8,8,Ben Crane,78,"11' 1""",88.417,8,E
8,9,9,Andrew Magee,82,"11' 4""",283.83299999999997,25,+1
9,10,10,Padraig Harrington,50,"11' 5""",114.083,10,+1
10,11,11,Bob Estes,92,"12' 3""",415.917,34,-4
11,12,12,Charles Howell III,95,"12' 4""",209.083,17,+2
12,13,13,Tjaart van der Walt,56,"12' 6""",224.583,18,E
13,14,14,Tiger Woods,76,"12' 7""",301.75,24,-9
14,T15,T15,Glen Hnatiuk,59,"12' 8""",227.917,18,-5
15,T15,T15,Lee Janzen,75,"12' 8""",253.0,20,-5
16,T17,T17,Mark Calcavecchia,92,"12' 9""",318.66700000000003,25,-2
17,T17,T17,Brad Faxon,75,"12' 9""",229.25,18,-4
18,T17,T17,Dan Forsman,52,"12' 9""",242.333,19,-6
19,20,20,Billy Mayfair,114,"12' 10""",422.417,33,-5
20,21,21,Justin Bolli,65,"13' 1""",249.25,19,-4
21,T22,T22,Tom Lehman,69,"13' 2""",276.58299999999997,21,-3
22,T22,T22,Larry Mize,54,"13' 2""",276.66700000000003,21,-1
23,T24,T24,J.P. Hayes,63,"13' 3""",396.25,30,-4
24,T24,T24,Jerry Kelly,101,"13' 3""",462.5,35,-5
25,T26,T26,Billy Andrade,83,"13' 4""",199.833,15,-2
26,T26,T26,John Rollins,97,"13' 4""",478.583,36,-10
27,T26,T26,Duffy Waldorf,86,"13' 4""",226.583,17,+3
28,T29,T29,Stephen Ames,82,"13' 5""",254.583,19,+2
29,T29,T29,Stuart Appleby,84,"13' 5""",457.0,34,-2
30,T29,T29,Fred Funk,102,"13' 5""",792.75,59,-15
31,T29,T29,Brian Gay,101,"13' 5""",523.4169999999999,39,-3
32,T29,T29,Hank Kuehne,84,"13' 5""",336.0,25,-4
33,T29,T29,Adam Scott,72,"13' 5""",254.917,19,-7
34,T35,T35,Jason Bohn,91,"13' 6""",351.583,26,-3
35,T35,T35,John Cook,72,"13' 6""",202.0,15,-5
36,T37,T37,Justin Leonard,78,"13' 8""",163.583,12,+3
37,T37,T37,Frank Lickliter II,100,"13' 8""",356.167,26,-8
38,T37,T37,Will MacKenzie,75,"13' 8""",409.167,30,-7
39,T40,T40,Todd Fischer,99,"13' 9""",576.0830000000001,42,-2
40,T40,T40,Rod Pampling,89,"13' 9""",398.5,29,-4
41,T42,T42,Mark Brooks,72,"13' 10""",402.0,29,-1
42,T42,T42,Jeff Hart,63,"13' 10""",373.167,27,-7
43,T42,T42,Brendan Jones,81,"13' 10""",498.833,36,E
44,T45,T45,Shigeki Maruyama,99,"13' 11""",612.5,44,-8
45,T45,T45,Carl Pettersson,109,"13' 11""",417.667,30,-8
46,T45,T45,Loren Roberts,54,"13' 11""",236.0,17,-3
47,T45,T45,Patrick Sheehan,114,"13' 11""",376.583,27,+2
48,T45,T45,Darron Stiles,78,"13' 11""",528.0,38,-8
49,T50,T50,Woody Austin,100,"14' 0""",391.417,28,-10
50,T50,T50,Steve Elkington,67,"14' 0""",293.41700000000003,21,-6
51,T50,T50,Steve Flesch,90,"14' 0""",378.75,27,+2
52,T50,T50,Kent Jones,99,"14' 0""",335.5,24,E
53,54,54,Freddie Jacobson,72,"14' 1""",338.667,24,+2
54,T55,T55,J.L. Lewis,98,"14' 3""",585.0,41,-3
55,T55,T55,Shaun Micheel,81,"14' 3""",241.833,17,-3
56,57,57,Brett Wetterich,76,"14' 4""",486.167,34,-3
57,T58,T58,John Elliott,58,"14' 5""",216.0,15,+4
58,T58,T58,Matt Kuchar,60,"14' 5""",245.083,17,-1
59,T60,T60,Hunter Haas,83,"14' 6""",275.75,19,E
60,T60,T60,John Senden,101,"14' 6""",506.917,35,-6
61,T60,T60,Heath Slocum,103,"14' 6""",535.9169999999999,37,-7
62,T63,T63,Harrison Frazar,105,"14' 7""",394.833,27,+2
63,T63,T63,Sergio Garcia,73,"14' 7""",276.5,19,-4
64,T63,T63,Arron Oberholser,65,"14' 7""",292.33299999999997,20,+2
65,T63,T63,Mario Tiziani,67,"14' 7""",307.0,21,-2
66,67,67,Jeff Brehaut,71,"14' 8""",278.25,19,-4
67,T68,T68,Retief Goosen,71,"14' 9""",177.333,12,+8
68,T68,T68,Jeff Maggert,79,"14' 9""",471.25,32,-6
69,T68,T68,Vijay Singh,111,"14' 9""",650.0,44,-11
70,71,71,Ian Poulter,62,"14' 10""",193.333,13,+4
71,72,72,Rocco Mediate,73,"15' 0""",644.5830000000001,43,-2
72,T73,T73,Davis Love III,80,"15' 1""",195.75,13,-3
73,T73,T73,Brett Quigley,96,"15' 1""",422.833,28,+2
74,T73,T73,Mark Wilson,74,"15' 1""",362.167,24,-5
75,T76,T76,Jonathan Byrd,103,"15' 2""",531.5,35,-1
76,T76,T76,Robert Gamez,91,"15' 2""",302.66700000000003,20,+4
77,T76,T76,Bernhard Langer,67,"15' 2""",182.417,12,E
78,T76,T76,Hideto Tanihara,50,"15' 2""",273.0,18,+3
79,T80,T80,Robert Allenby,95,"15' 3""",366.0,24,-5
80,T80,T80,Scott Gutschewski,86,"15' 3""",350.583,23,-5
81,T80,T80,Brenden Pappas,51,"15' 3""",305.58299999999997,20,+1
82,T83,T83,Rich Beem,66,"15' 4""",230.083,15,-2
83,T83,T83,Len Mattiace,86,"15' 4""",598.75,39,-2
84,T85,T85,Jim Carter,62,"15' 5""",246.5,16,+4
85,T85,T85,Jeff Sluman,94,"15' 5""",384.583,25,-8
86,T87,T87,Daniel Chopra,108,"15' 6""",356.25,23,-1
87,T87,T87,Brent Geiberger,61,"15' 6""",325.33299999999997,21,+1
88,T87,T87,Todd Hamilton,94,"15' 6""",542.6669999999999,35,-2
89,T87,T87,Mark O'Meara,66,"15' 6""",356.667,23,-2
90,T87,T87,Joey Sindelar,104,"15' 6""",668.0830000000001,43,-3
91,T92,T92,Ryan Palmer,101,"15' 7""",405.25,26,+2
92,T92,T92,Vaughn Taylor,99,"15' 7""",436.583,28,-2
93,94,94,Tim Clark,92,"15' 8""",501.417,32,+2
94,95,95,Chris Riley,67,"15' 9""",204.5,13,-4
95,T96,T96,Tommy Armour III,103,"15' 10""",332.917,21,-6
96,T96,T96,Craig Barlow,81,"15' 10""",618.25,39,+4
97,T96,T96,Kirk Triplett,55,"15' 10""",205.75,13,-2
98,T99,T99,Greg Owen,84,"15' 11""",462.333,29,-5
99,T99,T99,Chris Smith,93,"15' 11""",350.583,22,-3
100,101,101,Justin Rose,99,"16' 0""",447.583,28,-1
101,T102,T102,Tom Pernice Jr.,111,"16' 1""",531.3330000000001,33,-5
102,T102,T102,D.A. Points,94,"16' 1""",401.167,25,-8
103,T102,T102,Hidemichi Tanaka,106,"16' 1""",433.667,27,+2
104,T102,T102,Charlie Wi,67,"16' 1""",370.667,23,+6
105,106,106,Paul Gow,78,"16' 3""",471.75,29,+5
106,T107,T107,Tim Herron,100,"16' 4""",440.5,27,-5
107,T107,T107,Neal Lancaster,95,"16' 4""",440.083,27,+1
108,T107,T107,Rory Sabbatini,81,"16' 4""",424.25,26,+1
109,T110,T110,Paul Azinger,66,"16' 5""",377.75,23,-2
110,T110,T110,Jonathan Kaye,77,"16' 5""",691.0,42,-6
111,T112,T112,Kevin Stadler,96,"16' 6""",510.583,31,-2
112,T112,T112,Scott Verplank,87,"16' 6""",280.16700000000003,17,+3
113,T114,T114,Bill Glasson,54,"16' 7""",430.75,26,-8
114,T114,T114,Bob Heintz,67,"16' 7""",297.91700000000003,18,-2
115,116,116,Cameron Beckman,96,"16' 8""",465.917,28,-1
116,117,117,David Hearn,68,"16' 9""",301.5,18,+1
117,118,118,Ben Curtis,65,"16' 10""",302.75,18,E
118,T119,T119,Chad Campbell,95,"16' 11""",457.833,27,-2
119,T119,T119,Alex Cejka,84,"16' 11""",557.0,33,-5
120,T121,T121,Danny Briggs,70,"17' 0""",425.833,25,+8
121,T121,T121,Brandt Jobe,96,"17' 0""",357.417,21,+3
122,T121,T121,Kevin Na,88,"17' 0""",424.917,25,E
123,T124,T124,Arjun Atwal,65,"17' 1""",291.0,17,-2
124,T124,T124,John Huston,90,"17' 1""",427.25,25,+1
125,T124,T124,José María Olazábal,55,"17' 1""",221.917,13,E
126,T127,T127,John Daly,78,"17' 2""",565.5,33,+1
127,T127,T127,Glen Day,80,"17' 2""",616.5,36,E
128,T127,T127,Joe Ogilvie,103,"17' 2""",548.1669999999999,32,-3
129,T127,T127,Geoff Ogilvy,97,"17' 2""",429.417,25,-1
130,T131,T131,Paul Claxton,79,"17' 3""",638.6669999999999,37,-2
131,T131,T131,Omar Uresti,84,"17' 3""",672.6669999999999,39,-4
132,T131,T131,Bo Van Pelt,112,"17' 3""",517.5830000000001,30,+3
133,T134,T134,Stewart Cink,98,"17' 4""",295.33299999999997,17,-3
134,T134,T134,Richard Johnson,50,"17' 4""",208.25,12,-5
135,T134,T134,Rob Rashell,65,"17' 4""",363.25,21,-1
136,137,137,Tom Gillis,77,"17' 5""",383.0,22,-5
137,138,138,Mike Weir,71,"17' 8""",335.0,19,+1
138,T139,T139,Carlos Franco,78,"17' 9""",408.333,23,-1
139,T139,T139,David Toms,87,"17' 9""",478.667,27,-1
140,T139,T139,Charles Warren,89,"17' 9""",425.417,24,+1
141,T139,T139,Lee Westwood,50,"17' 9""",195.417,11,-2
142,143,143,Dean Wilson,86,"17' 10""",373.667,21,+3
143,T144,T144,Chris Anderson,66,"17' 11""",357.833,20,-1
144,T144,T144,Luke Donald,67,"17' 11""",232.917,13,-1
145,T146,T146,Jesper Parnevik,84,"18' 0""",485.5,27,+8
146,T146,T146,Corey Pavin,77,"18' 0""",305.5,17,+3
147,T146,T146,Phillip Price,77,"18' 0""",683.6669999999999,38,-2
148,T149,T149,Stephen Leaney,89,"18' 1""",452.167,25,-5
149,T149,T149,Hunter Mahan,103,"18' 1""",579.0,32,+4
150,T151,T151,Bart Bryant,91,"18' 2""",418.167,23,-4
151,T151,T151,Kevin Sutherland,89,"18' 2""",236.333,13,-2
152,T153,T153,Steve Allan,102,"18' 3""",493.75,27,-2
153,T153,T153,Aaron Baddeley,84,"18' 3""",255.917,14,+5
154,T155,T155,Steve Jones,56,"18' 5""",312.91700000000003,17,-1
155,T155,T155,Peter Lonard,85,"18' 5""",313.75,17,-5
156,T155,T155,Tim Petrovic,97,"18' 5""",515.1669999999999,28,+3
157,T158,T158,Jay Haas,54,"18' 6""",240.0,13,-2
158,T158,T158,Scott Hend,75,"18' 6""",574.4169999999999,31,-5
159,T158,T158,Roland Thatcher,75,"18' 6""",518.5830000000001,28,-3
160,T161,T161,Michael Allen,90,"18' 7""",427.167,23,+1
161,T161,T161,Skip Kendall,80,"18' 7""",613.3330000000001,33,+5
162,T163,T163,Brian Bateman,98,"18' 8""",484.583,26,-1
163,T163,T163,José Coceres,56,"18' 8""",410.5,22,E
164,T163,T163,Sean O'Hair,103,"18' 8""",577.9169999999999,31,-5
165,166,166,Franklin Langham,91,"18' 9""",580.0,31,+5
166,167,167,Phil Mickelson,81,"19' 0""",341.667,18,-2
167,T168,T168,Gavin Coles,70,"19' 1""",400.25,21,E
168,T168,T168,Marco Dawson,82,"19' 1""",610.0830000000001,32,+3
169,T168,T168,J.J. Henry,102,"19' 1""",515.75,27,+4
170,T168,T168,Pat Perez,89,"19' 1""",438.25,23,-2
171,T172,T172,Jason Allred,75,"19' 2""",364.167,19,-3
172,T172,T172,Matt Davidson,53,"19' 2""",382.583,20,+1
173,174,174,Kenny Perry,82,"19' 3""",462.25,24,+4
174,T175,T175,K.J. Choi,78,"19' 4""",135.167,7,+1
175,T175,T175,Zach Johnson,96,"19' 4""",618.6669999999999,32,+1
176,T177,T177,Briny Baird,98,"19' 5""",465.0,24,+1
177,T177,T177,Joe Durant,81,"19' 5""",311.08299999999997,16,-4
178,179,179,Scott McCarron,78,"19' 6""",409.167,21,+2
179,180,180,Thomas Levet,54,"19' 9""",158.25,8,+2
180,T181,T181,Matt Gogel,78,"19' 11""",538.5830000000001,27,-1
181,T181,T181,Ted Purdy,122,"19' 11""",817.0,41,-8
182,183,183,Doug Barron,70,"20' 0""",539.8330000000001,27,-2
183,T184,T184,Joey Snyder III,102,"20' 1""",181.083,9,+2
184,T184,T184,Jay Williamson,53,"20' 1""",301.41700000000003,15,E
185,186,186,Dudley Hart,84,"20' 2""",382.417,19,+2
186,T187,T187,Tag Ridings,93,"20' 5""",489.667,24,-1
187,T187,T187,Nick Watney,91,"20' 5""",285.58299999999997,14,-2
188,189,189,Robert Damron,89,"20' 9""",497.583,24,+5
189,190,190,Dennis Paulson,63,"20' 11""",313.83299999999997,15,+3
190,191,191,D.J. Brigman,76,"21' 0""",252.333,12,-1
191,192,192,Mark Hensby,70,"21' 7""",475.083,22,+4
192,193,193,Lucas Glover,88,"22' 1""",440.917,20,E
193,194,194,Tom Byrum,83,"22' 3""",467.333,21,+1
194,195,195,Ryuji Imada,78,"22' 8""",520.5830000000001,23,+6
195,196,196,Olin Browne,99,"22' 11""",618.8330000000001,27,+1
196,197,197,Steve Lowery,100,"23' 2""",533.1669999999999,23,+7
197,198,198,Michael Long,72,"24' 7""",713.8330000000001,29,+2
198,199,199,Bob Tway,87,"24' 9""",396.167,16,+4
199,200,200,Mathias Grönberg,60,"25' 5""",254.333,10,E
200,201,201,D.J. Trahan,81,"29' 7""",562.6669999999999,19,+8
201,202,202,Bradley Hughes,52,"34' 0""",544.5,16,+7
