,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Chad Campbell,95,-.195
1,2,2,Kenny Perry,82,-.152
2,3,3,K.J. Choi,78,-.149
3,4,4,John Daly,78,-.148
4,T5,T5,Scott Gutschewski,86,-.143
5,T5,T5,Arron Oberholser,65,-.143
6,7,7,Nick Watney,91,-.130
7,8,8,Ian Poulter,62,-.113
8,T9,T9,Davis Love III,80,-.094
9,T9,T9,Pat Perez,89,-.094
10,T11,T11,Padraig Harrington,50,-.086
11,T11,T11,Tag Ridings,93,-.086
12,13,13,Rich Beem,66,-.083
13,T14,T14,Aaron Baddeley,84,-.078
14,T14,T14,Steve Lowery,100,-.078
15,16,16,Michael Allen,90,-.074
16,17,17,Bob Estes,92,-.072
17,18,18,Lucas Glover,88,-.071
18,19,19,Brendan Jones,81,-.070
19,T20,T20,David Toms,87,-.069
20,T20,T20,Jay Williamson,53,-.069
21,22,22,Steve Jones,56,-.066
22,T23,T23,Jerry Kelly,101,-.064
23,T23,T23,Rod Pampling,89,-.064
24,25,25,Mathias Grönberg,60,-.061
25,26,26,Neal Lancaster,95,-.059
26,27,27,Brandt Jobe,96,-.058
27,T28,T28,Daniel Chopra,108,-.057
28,T28,T28,Retief Goosen,71,-.057
29,30,30,Thomas Levet,54,-.055
30,31,31,Jim Furyk,94,-.053
31,T32,T32,Ben Crane,78,-.051
32,T32,T32,Brenden Pappas,51,-.051
33,34,34,Tim Clark,92,-.048
34,35,35,Joe Durant,81,-.047
35,T36,T36,Stephen Ames,82,-.046
36,T36,T36,Peter Lonard,85,-.046
37,38,38,Vijay Singh,111,-.043
38,39,39,Jesper Parnevik,84,-.042
39,40,40,Patrick Sheehan,114,-.040
40,41,41,Freddie Jacobson,72,-.039
41,T42,T42,Bart Bryant,91,-.036
42,T42,T42,Sergio Garcia,73,-.036
43,T42,T42,John Senden,101,-.036
44,45,45,Robert Allenby,95,-.035
45,T46,T46,Phil Mickelson,81,-.033
46,T46,T46,Charles Warren,89,-.033
47,48,48,Brett Quigley,96,-.031
48,T49,T49,Tim Herron,100,-.030
49,T49,T49,Brett Wetterich,76,-.030
50,51,51,Kevin Stadler,96,-.027
51,T52,T52,Fred Couples,72,-.024
52,T52,T52,Mark Hensby,70,-.024
53,54,54,Heath Slocum,103,-.022
54,T55,T55,Bill Glasson,54,-.019
55,T55,T55,D.J. Trahan,81,-.019
56,T55,T55,Lee Westwood,50,-.019
57,T55,T55,Tiger Woods,76,-.019
58,T59,T59,Jason Bohn,91,-.018
59,T59,T59,Steve Flesch,90,-.018
60,T59,T59,Carlos Franco,78,-.018
61,62,62,John Rollins,97,-.017
62,63,63,Ryan Palmer,101,-.016
63,64,64,Loren Roberts,54,-.011
