,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
0,1,1,Tom Lehman,69,83.72,72,86,-0.22
1,2,2,Charles Howell III,95,82.86,145,175,-0.32
2,3,3,Luke Donald,67,82.61,57,69,-0.35
3,4,4,John Cook,72,82.52,85,103,-0.21
4,5,5,Chad Campbell,95,82.1,133,162,-0.23
5,6,6,J.L. Lewis,98,81.71,143,175,-0.24
6,7,7,Skip Kendall,80,81.06,107,132,-0.29
7,8,8,Joe Durant,81,80.92,123,152,-0.27
8,9,9,K.J. Choi,78,80.88,110,136,-0.25
9,10,10,Craig Barlow,81,80.65,125,155,-0.2
10,11,11,Peter Lonard,85,80.5,128,159,-0.2
11,12,12,Frank Lickliter II,100,80.47,136,169,-0.25
12,13,13,Tom Gillis,77,80.42,115,143,-0.26
13,14,14,Robert Allenby,95,80.12,129,161,-0.19
14,T15,T15,Adam Scott,72,80.0,84,105,-0.13
15,T15,T15,Scott Verplank,87,80.0,92,115,-0.32
16,17,17,Davis Love III,80,79.85,107,134,-0.27
17,18,18,Tiger Woods,76,79.46,89,112,-0.37
18,19,19,Briny Baird,98,79.43,166,209,-0.28
19,20,20,Scott Gutschewski,86,79.39,131,165,-0.27
20,21,21,Carl Pettersson,109,79.29,157,198,-0.28
21,22,22,Hidemichi Tanaka,106,79.28,176,222,-0.23
22,23,23,Tommy Armour III,103,79.21,160,202,-0.21
23,24,24,Olin Browne,99,78.97,154,195,-0.29
24,25,25,Jim Carter,62,78.95,90,114,-0.21
25,26,26,Chris DiMarco,83,78.81,93,118,-0.37
26,27,27,Heath Slocum,103,78.74,137,174,-0.27
27,28,28,John Senden,101,78.72,148,188,-0.26
28,29,29,Corey Pavin,77,78.64,81,103,-0.35
29,30,30,Justin Leonard,78,78.46,102,130,-0.31
30,31,31,Freddie Jacobson,72,78.45,91,116,-0.38
31,32,32,Glen Hnatiuk,59,78.26,90,115,-0.27
32,33,33,Fred Couples,72,78.18,86,110,-0.29
33,34,34,Brian Davis,75,78.13,100,128,-0.25
34,35,35,Joey Snyder III,102,78.11,157,201,-0.27
35,36,36,Loren Roberts,54,78.02,71,91,-0.24
36,37,37,Mike Weir,71,77.97,92,118,-0.28
37,38,38,Tjaart van der Walt,56,77.95,99,127,-0.22
38,39,39,Paul Claxton,79,77.88,88,113,-0.26
39,40,40,Omar Uresti,84,77.85,116,149,-0.23
40,T41,T41,Woody Austin,100,77.78,154,198,-0.24
41,T41,T41,Doug Barron,70,77.78,105,135,-0.3
42,T41,T41,Tom Byrum,83,77.78,119,153,-0.28
43,44,44,David Toms,87,77.69,101,130,-0.25
44,45,45,Chris Anderson,66,77.62,111,143,-0.35
45,46,46,Tim Clark,92,77.52,100,129,-0.28
46,47,47,Tim Petrovic,97,77.48,117,151,-0.22
47,48,48,Stephen Leaney,89,77.37,106,137,-0.3
48,T49,T49,Stuart Appleby,84,77.27,119,154,-0.26
49,T49,T49,Fred Funk,102,77.27,119,154,-0.3
50,51,51,Jeff Hart,63,77.19,88,114,-0.19
51,52,52,Bo Van Pelt,112,77.16,152,197,-0.22
52,53,53,Billy Mayfair,114,77.07,121,157,-0.27
53,T54,T54,Bob Heintz,67,76.97,137,178,-0.34
54,T54,T54,Jeff Sluman,94,76.97,137,178,-0.26
55,56,56,Will MacKenzie,75,76.92,110,143,-0.23
56,T57,T57,Jim Furyk,94,76.87,113,147,-0.28
57,T57,T57,Dudley Hart,84,76.87,113,147,-0.24
58,59,59,David Hearn,68,76.82,116,151,-0.27
59,60,60,Todd Hamilton,94,76.73,122,159,-0.25
60,61,61,J.P. Hayes,63,76.7,79,103,-0.32
61,62,62,J.J. Henry,102,76.67,138,180,-0.22
62,63,63,Richard Johnson,50,76.52,88,115,-0.28
63,64,64,Ryuji Imada,78,76.42,94,123,-0.32
64,65,65,Jason Bohn,91,76.37,139,182,-0.28
65,66,66,Jonathan Kaye,77,76.35,113,148,-0.3
66,67,67,Darron Stiles,78,76.12,102,134,-0.3
67,68,68,Neal Lancaster,95,76.02,149,196,-0.21
68,69,69,Michael Long,72,76.0,114,150,-0.2
69,70,70,Arjun Atwal,65,75.91,104,137,-0.3
70,71,71,Brett Quigley,96,75.88,129,170,-0.35
71,72,72,Dan Forsman,52,75.73,78,103,-0.29
72,73,73,Matt Gogel,78,75.68,112,148,-0.2
73,74,74,Justin Bolli,65,75.66,115,152,-0.28
74,75,75,Marco Dawson,82,75.56,136,180,-0.3
75,76,76,Arron Oberholser,65,75.44,86,114,-0.26
76,77,77,Steve Elkington,67,75.42,89,118,-0.26
77,78,78,Bart Bryant,91,75.35,107,142,-0.36
78,79,79,Bob Estes,92,75.33,113,150,-0.37
79,80,80,Brian Gay,101,75.25,152,202,-0.29
80,81,81,Chris Smith,93,75.23,161,214,-0.23
81,82,82,Mark Wilson,74,75.21,91,121,-0.26
82,83,83,Dean Wilson,86,75.15,127,169,-0.35
83,T84,T84,Andrew Magee,82,75.0,114,152,-0.32
84,T84,T84,Geoff Ogilvy,97,75.0,129,172,-0.29
85,T84,T84,Vaughn Taylor,99,75.0,147,196,-0.29
86,87,87,Jeff Brehaut,71,74.83,110,147,-0.33
87,T88,T88,Carlos Franco,78,74.8,95,127,-0.2
88,T88,T88,Lee Janzen,75,74.8,95,127,-0.28
89,90,90,Jesper Parnevik,84,74.79,89,119,-0.31
90,91,91,Harrison Frazar,105,74.76,154,206,-0.31
91,T92,T92,Larry Mize,54,74.73,68,91,-0.32
92,T92,T92,Vijay Singh,111,74.73,136,182,-0.29
93,94,94,Joey Sindelar,104,74.72,133,178,-0.23
94,95,95,Bernhard Langer,67,74.68,59,79,-0.29
95,96,96,Hunter Mahan,103,74.63,153,205,-0.22
96,97,97,Paul Gow,78,74.62,97,130,-0.16
97,98,98,Zach Johnson,96,74.59,135,181,-0.41
98,99,99,Kevin Na,88,74.45,102,137,-0.26
99,100,100,Justin Rose,99,74.38,119,160,-0.26
100,101,101,Sergio Garcia,73,74.29,78,105,-0.18
101,T102,T102,Gavin Coles,70,74.26,101,136,-0.37
102,T102,T102,Sean O'Hair,103,74.26,150,202,-0.25
103,104,104,Mark Calcavecchia,92,74.23,121,163,-0.27
104,105,105,Roland Thatcher,75,74.17,112,151,-0.28
105,106,106,Mario Tiziani,67,74.1,103,139,-0.24
106,107,107,Kenny Perry,82,73.88,99,134,-0.22
107,108,108,Matt Davidson,53,73.83,79,107,-0.24
108,T109,T109,Brad Faxon,75,73.68,70,95,-0.34
109,T109,T109,Mark Hensby,70,73.68,84,114,-0.27
110,T109,T109,Len Mattiace,86,73.68,112,152,-0.31
111,112,112,D.J. Brigman,76,73.6,92,125,-0.18
112,113,113,Phil Mickelson,81,73.56,64,87,-0.22
113,114,114,Brandt Jobe,96,73.54,139,189,-0.22
114,115,115,Brendan Jones,81,73.53,125,170,-0.25
115,T116,T116,Steve Lowery,100,73.45,130,177,-0.26
116,T116,T116,Shigeki Maruyama,99,73.45,130,177,-0.28
117,118,118,Jeff Maggert,79,73.39,91,124,-0.37
118,119,119,Jay Haas,54,73.24,52,71,-0.29
119,120,120,John Huston,90,73.03,130,178,-0.34
120,121,121,Ian Poulter,62,72.97,54,74,-0.28
121,122,122,Nick Watney,91,72.87,137,188,-0.24
122,T123,T123,Stewart Cink,98,72.73,104,143,-0.34
123,T123,T123,Padraig Harrington,50,72.73,64,88,-0.3
124,T123,T123,Franklin Langham,91,72.73,104,143,-0.26
125,T123,T123,Kirk Triplett,55,72.73,72,99,-0.19
126,127,127,Steve Flesch,90,72.66,93,128,-0.26
127,128,128,Rob Rashell,65,72.63,69,95,-0.26
128,129,129,Kent Jones,99,72.5,145,200,-0.29
129,130,130,Kevin Sutherland,89,72.3,107,148,-0.21
130,131,131,Alex Cejka,84,72.27,86,119,-0.2
131,132,132,Lucas Glover,88,72.2,148,205,-0.27
132,T133,T133,Todd Fischer,99,72.15,114,158,-0.33
133,T133,T133,D.J. Trahan,81,72.15,114,158,-0.15
134,135,135,Ryan Palmer,101,72.11,137,190,-0.33
135,136,136,Bob Tway,87,72.08,111,154,-0.31
136,137,137,Michael Allen,90,71.84,125,174,-0.28
137,138,138,Rory Sabbatini,81,71.82,79,110,-0.22
138,139,139,Rod Pampling,89,71.81,135,188,-0.26
139,140,140,Hank Kuehne,84,71.76,122,170,-0.29
140,141,141,Charles Warren,89,71.57,146,204,-0.19
141,142,142,Rich Beem,66,71.55,83,116,-0.27
