,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Phillip Price,77,-.184
1,2,2,Tim Clark,92,-.179
2,3,3,Phil Mickelson,81,-.176
3,4,4,Kevin Na,88,-.136
4,5,5,Brett Wetterich,76,-.122
5,6,6,Davis Love III,80,-.105
6,7,7,Heath Slocum,103,-.091
7,8,8,Chris Anderson,66,-.087
8,9,9,Steve Stricker,62,-.086
9,T10,T10,Fred Couples,72,-.083
10,T10,T10,Fred Funk,102,-.083
11,12,12,Tiger Woods,76,-.079
12,T13,T13,Bob Estes,92,-.077
13,T13,T13,Bernhard Langer,67,-.077
14,15,15,Kenny Perry,82,-.074
15,T16,T16,Jay Haas,54,-.071
16,T16,T16,Will MacKenzie,75,-.071
17,18,18,Dan Forsman,52,-.048
18,19,19,Vijay Singh,111,-.044
19,20,20,Justin Rose,99,-.038
20,21,21,Stephen Leaney,89,-.032
21,T22,T22,Olin Browne,99,-.030
22,T22,T22,Carlos Franco,78,-.030
23,24,24,Jeff Hart,63,-.029
24,25,25,Scott McCarron,78,-.025
25,26,26,Sergio Garcia,73,-.021
26,T27,T27,Stuart Appleby,84,E
27,T27,T27,Jeff Brehaut,71,E
28,T27,T27,Chad Campbell,95,E
29,T27,T27,Daniel Chopra,108,E
30,T27,T27,Luke Donald,67,E
31,T27,T27,Tim Herron,100,E
32,T27,T27,Rocco Mediate,73,E
33,T27,T27,Larry Mize,54,E
34,T27,T27,Kevin Sutherland,89,E
35,36,36,Bo Van Pelt,112,+.020
36,37,37,Darron Stiles,78,+.021
37,38,38,Ben Crane,78,+.023
38,39,39,Hunter Haas,83,+.024
39,40,40,J.L. Lewis,98,+.026
40,41,41,Brian Davis,75,+.031
41,T42,T42,Mathias Grönberg,60,+.032
42,T42,T42,Mark O'Meara,66,+.032
43,44,44,Shaun Micheel,81,+.034
44,45,45,Retief Goosen,71,+.037
45,T46,T46,Geoff Ogilvy,97,+.040
46,T46,T46,Omar Uresti,84,+.040
47,T48,T48,Cameron Beckman,96,+.042
48,T48,T48,Padraig Harrington,50,+.042
49,T48,T48,Arron Oberholser,65,+.042
50,51,51,Paul Claxton,79,+.043
51,52,52,Hidemichi Tanaka,106,+.045
52,53,53,Mark Calcavecchia,92,+.047
53,54,54,Tom Lehman,69,+.048
54,55,55,Arjun Atwal,65,+.050
55,56,56,Jeff Sluman,94,+.051
56,T57,T57,Zach Johnson,96,+.061
57,T57,T57,Adam Scott,72,+.061
58,59,59,Brad Faxon,75,+.063
59,60,60,Billy Mayfair,114,+.064
60,61,61,Alex Cejka,84,+.069
61,T62,T62,Woody Austin,100,+.077
62,T62,T62,Paul Gow,78,+.077
63,64,64,Roland Thatcher,75,+.078
64,65,65,Brian Gay,101,+.079
65,66,66,Ted Purdy,122,+.080
66,T67,T67,Charles Howell III,95,+.088
67,T67,T67,Steve Lowery,100,+.088
68,T67,T67,Pat Perez,89,+.088
69,T67,T67,D.A. Points,94,+.088
70,71,71,Kent Jones,99,+.094
71,72,72,Carl Pettersson,109,+.098
72,T73,T73,Jason Bohn,91,+.100
73,T73,T73,José María Olazábal,55,+.100
74,75,75,Loren Roberts,54,+.105
75,76,76,Marco Dawson,82,+.106
76,T77,T77,Matt Gogel,78,+.111
77,T77,T77,Glen Hnatiuk,59,+.111
78,T77,T77,Frank Lickliter II,100,+.111
79,80,80,Skip Kendall,80,+.120
80,81,81,Joey Snyder III,102,+.121
81,T82,T82,John Daly,78,+.122
82,T82,T82,Shigeki Maruyama,99,+.122
83,T84,T84,José Coceres,56,+.125
84,T84,T84,Joe Durant,81,+.125
85,T84,T84,Steve Elkington,67,+.125
86,T84,T84,Ryuji Imada,78,+.125
87,T84,T84,Scott Verplank,87,+.125
88,89,89,D.J. Trahan,81,+.128
89,T90,T90,Craig Barlow,81,+.129
90,T90,T90,Jesper Parnevik,84,+.129
91,92,92,Stewart Cink,98,+.132
92,T93,T93,Richard Johnson,50,+.133
93,T93,T93,David Toms,87,+.133
94,95,95,Joe Ogilvie,103,+.136
95,T96,T96,Billy Andrade,83,+.143
96,T96,T96,Robert Damron,89,+.143
97,T98,T98,Michael Allen,90,+.146
98,T98,T98,Brett Quigley,96,+.146
99,100,100,Tommy Armour III,103,+.148
100,101,101,Neal Lancaster,95,+.151
101,102,102,Greg Owen,84,+.152
102,103,103,Tag Ridings,93,+.154
103,104,104,Glen Day,80,+.156
104,105,105,Kirk Triplett,55,+.158
105,106,106,Todd Hamilton,94,+.159
106,107,107,Rory Sabbatini,81,+.160
107,T108,T108,Brenden Pappas,51,+.167
108,T108,T108,John Senden,101,+.167
109,T108,T108,Charlie Wi,67,+.167
110,111,111,Jason Allred,75,+.169
111,112,112,Jonathan Byrd,103,+.170
112,113,113,Peter Lonard,85,+.176
113,T114,T114,Steve Flesch,90,+.179
114,T114,T114,Corey Pavin,77,+.179
115,116,116,Briny Baird,98,+.182
116,T117,T117,Todd Fischer,99,+.185
117,T117,T117,Mario Tiziani,67,+.185
118,119,119,Len Mattiace,86,+.188
119,120,120,Harrison Frazar,105,+.192
120,121,121,Chris Smith,93,+.196
121,T122,T122,Brian Bateman,98,+.200
122,T122,T122,D.J. Brigman,76,+.200
123,T122,T122,Gavin Coles,70,+.200
124,125,125,Doug Barron,70,+.205
125,126,126,Brendan Jones,81,+.206
126,127,127,Tom Byrum,83,+.208
127,128,128,Jay Williamson,53,+.211
128,129,129,Dean Wilson,86,+.212
129,130,130,Scott Gutschewski,86,+.213
130,131,131,Mark Wilson,74,+.219
131,T132,T132,Jonathan Kaye,77,+.222
132,T132,T132,Nick Watney,91,+.222
133,134,134,Steve Allan,102,+.225
134,T135,T135,J.J. Henry,102,+.229
135,T135,T135,Lee Janzen,75,+.229
