,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,Sergio Garcia,73,67.69,88,130,-0.15
1,2,2,Kevin Sutherland,89,64.4,161,250,-0.04
2,3,3,Bradley Hughes,52,63.53,108,170,-0.16
3,4,4,Retief Goosen,71,63.3,69,109,-0.07
4,5,5,Jim Furyk,94,63.06,169,268,-0.15
5,6,6,J.J. Henry,102,62.04,170,274,-0.11
6,7,7,Billy Mayfair,114,61.81,225,364,-0.12
7,8,8,Tiger Woods,76,61.72,79,128,-0.29
8,9,9,Fred Funk,102,61.33,203,331,-0.10
9,10,10,Shaun Micheel,81,60.95,128,210,-0.19
10,11,11,Bart Bryant,91,60.9,162,266,-0.21
11,12,12,Steve Elkington,67,60.8,121,199,-0.07
12,13,13,Jeff Brehaut,71,60.65,131,216,-0.17
13,14,14,Mark Calcavecchia,92,60.56,152,251,-0.12
14,15,15,Stephen Leaney,89,60.43,168,278,-0.13
15,16,16,Joe Durant,81,60.24,150,249,-0.05
16,17,17,Kenny Perry,82,60.13,95,158,-0.14
17,18,18,Briny Baird,98,60.07,176,293,-0.10
18,T19,T19,Chad Campbell,95,59.93,160,267,-0.14
19,T19,T19,Justin Rose,99,59.93,169,282,-0.14
20,21,21,Craig Barlow,81,59.89,112,187,-0.05
21,22,22,Roland Thatcher,75,59.83,137,229,-0.08
22,23,23,Olin Browne,99,59.74,184,308,-0.16
23,24,24,Chris Smith,93,59.66,142,238,-0.07
24,25,25,Mario Tiziani,67,59.64,133,223,-0.16
25,26,26,John Rollins,97,59.16,155,262,-0.07
26,27,27,Rocco Mediate,73,59.13,123,208,-0.11
27,28,28,Harrison Frazar,105,59.12,162,274,-0.09
28,29,29,Richard Johnson,50,58.9,96,163,-0.10
29,30,30,Craig Perks,67,58.79,117,199,-0.07
30,31,31,Arron Oberholser,65,58.73,111,189,-0.08
31,32,32,Brendan Jones,81,58.62,119,203,-0.15
32,33,33,Charles Howell III,95,58.6,126,215,-0.13
33,34,34,Joey Sindelar,104,58.58,181,309,-0.13
34,35,35,Jonathan Byrd,103,58.54,168,287,-0.10
