,Approaches_175-200_yards-Rgh_RTP_RANK THIS WEEK,Approaches_175-200_yards-Rgh_RTP_RANK LAST WEEK,Approaches_175-200_yards-Rgh_RTP_PLAYER NAME,Approaches_175-200_yards-Rgh_RTP_ROUNDS,Approaches_175-200_yards-Rgh_RTP_AVG RTP
0,1,1,Tiger Woods,76,-.069
1,T2,T2,Michael Long,72,E
2,T2,T2,Kevin Na,88,E
3,T2,T2,Vaughn Taylor,99,E
4,5,5,Daniel Chopra,108,+.022
5,6,6,Charles Howell III,95,+.023
6,7,7,Bernhard Langer,67,+.034
7,T8,T8,Zach Johnson,96,+.036
8,T8,T8,José María Olazábal,55,+.036
9,10,10,Ryuji Imada,78,+.065
10,11,11,Steve Stricker,62,+.074
11,12,12,Dan Forsman,52,+.087
12,13,13,Vijay Singh,111,+.091
13,14,14,D.J. Trahan,81,+.097
14,15,15,Glen Day,80,+.100
15,16,16,Marco Dawson,82,+.107
16,17,17,Sergio Garcia,73,+.111
17,18,18,Danny Briggs,70,+.115
18,19,19,Fred Couples,72,+.120
19,T20,T20,Luke Donald,67,+.125
20,T20,T20,Kirk Triplett,55,+.125
21,T20,T20,Bob Tway,87,+.125
22,T23,T23,Phil Mickelson,81,+.129
23,T23,T23,David Toms,87,+.129
24,25,25,Stewart Cink,98,+.130
25,26,26,Freddie Jacobson,72,+.138
26,T27,T27,Paul Azinger,66,+.143
27,T27,T27,Greg Owen,84,+.143
28,T27,T27,Phillip Price,77,+.143
29,30,30,Hunter Mahan,103,+.147
30,31,31,Retief Goosen,71,+.150
31,32,32,Mario Tiziani,67,+.156
32,33,33,Matt Kuchar,60,+.158
33,34,34,Brad Faxon,75,+.163
34,T35,T35,John Elliott,58,+.167
35,T35,T35,Duffy Waldorf,86,+.167
36,T35,T35,Mark Wilson,74,+.167
37,38,38,Tjaart van der Walt,56,+.174
38,39,39,Justin Rose,99,+.175
39,40,40,Tom Pernice Jr.,111,+.178
40,41,41,Brandt Jobe,96,+.182
41,T42,T42,James Driscoll,73,+.185
42,T42,T42,Davis Love III,80,+.185
43,T42,T42,Larry Mize,54,+.185
44,45,45,Woody Austin,100,+.190
45,46,46,Bill Glasson,54,+.192
46,47,47,Lucas Glover,88,+.194
47,48,48,Brian Bateman,98,+.195
48,T49,T49,Jonathan Byrd,103,+.200
49,T49,T49,Jeff Maggert,79,+.200
50,T49,T49,Geoff Ogilvy,97,+.200
51,52,52,Frank Lickliter II,100,+.205
52,T53,T53,Brendan Jones,81,+.212
53,T53,T53,Billy Mayfair,114,+.212
54,55,55,Cameron Beckman,96,+.213
55,56,56,Richard Johnson,50,+.214
56,T57,T57,José Coceres,56,+.217
57,T57,T57,Chris Riley,67,+.217
58,T59,T59,Gavin Coles,70,+.219
59,T59,T59,Tom Gillis,77,+.219
60,61,61,Scott Hend,75,+.220
61,62,62,Chris Anderson,66,+.225
62,T63,T63,Briny Baird,98,+.229
63,T63,T63,Ted Purdy,122,+.229
64,T63,T63,Rory Sabbatini,81,+.229
65,66,66,Dudley Hart,84,+.231
66,67,67,Tommy Armour III,103,+.232
67,T68,T68,Mark Calcavecchia,92,+.233
68,T68,T68,Bob Heintz,67,+.233
69,T68,T68,Craig Perks,67,+.233
70,71,71,Arron Oberholser,65,+.235
71,72,72,Ryan Palmer,101,+.238
72,73,73,Patrick Sheehan,114,+.240
73,T74,T74,Jim Carter,62,+.241
74,T74,T74,Bo Van Pelt,112,+.241
75,T76,T76,Omar Uresti,84,+.244
76,T76,T76,Dean Wilson,86,+.244
77,T78,T78,Hunter Haas,83,+.250
78,T78,T78,Carl Pettersson,109,+.250
79,T78,T78,Brett Quigley,96,+.250
80,T78,T78,Charles Warren,89,+.250
81,82,82,Shigeki Maruyama,99,+.254
82,83,83,Lee Janzen,75,+.255
83,T84,T84,Jim Furyk,94,+.257
84,T84,T84,Skip Kendall,80,+.257
85,T84,T84,Charlie Wi,67,+.257
86,T87,T87,Arjun Atwal,65,+.258
87,T87,T87,Aaron Baddeley,84,+.258
88,T87,T87,John Huston,90,+.258
89,T90,T90,Bart Bryant,91,+.259
90,T90,T90,Kenny Perry,82,+.259
91,92,92,Chris DiMarco,83,+.263
92,T93,T93,Chad Campbell,95,+.265
93,T93,T93,Mark O'Meara,66,+.265
94,95,95,Matt Davidson,53,+.267
95,T96,T96,Ben Crane,78,+.268
96,T96,T96,Carlos Franco,78,+.268
97,T96,T96,Jerry Kelly,101,+.268
98,T99,T99,Craig Barlow,81,+.273
99,T99,T99,Jonathan Kaye,77,+.273
100,T99,T99,Rob Rashell,65,+.273
101,102,102,Sean O'Hair,103,+.275
102,T103,T103,Michael Allen,90,+.276
103,T103,T103,Steve Elkington,67,+.276
104,T105,T105,Matt Gogel,78,+.278
105,T105,T105,Rocco Mediate,73,+.278
106,T105,T105,Lee Westwood,50,+.278
107,108,108,Harrison Frazar,105,+.279
108,109,109,Mathias Grönberg,60,+.280
109,110,110,Jeff Sluman,94,+.282
110,111,111,Jason Bohn,91,+.283
111,T112,T112,Stephen Ames,82,+.286
112,T112,T112,Joe Durant,81,+.286
113,T112,T112,Jay Haas,54,+.286
114,T112,T112,Jeff Hart,63,+.286
115,T112,T112,J.L. Lewis,98,+.286
116,T117,T117,Justin Leonard,78,+.289
117,T117,T117,John Senden,101,+.289
118,119,119,Brent Geiberger,61,+.290
119,T120,T120,Stuart Appleby,84,+.292
120,T120,T120,Darron Stiles,78,+.292
121,122,122,Pat Perez,89,+.293
122,123,123,Brian Gay,101,+.295
123,T124,T124,Rich Beem,66,+.296
124,T124,T124,Brenden Pappas,51,+.296
125,T126,T126,Peter Lonard,85,+.297
126,T126,T126,Joey Snyder III,102,+.297
127,T128,T128,Billy Andrade,83,+.300
128,T128,T128,Tag Ridings,93,+.300
129,T128,T128,Loren Roberts,54,+.300
130,T131,T131,John Cook,72,+.304
131,T131,T131,Tim Petrovic,97,+.304
132,133,133,Scott McCarron,78,+.308
133,134,134,Heath Slocum,103,+.310
134,T135,T135,Tom Byrum,83,+.314
135,T135,T135,Andrew Magee,82,+.314
136,T135,T135,Corey Pavin,77,+.314
137,138,138,Paul Claxton,79,+.318
138,T139,T139,K.J. Choi,78,+.321
139,T139,T139,Bob Estes,92,+.321
140,T139,T139,Shaun Micheel,81,+.321
141,142,142,Padraig Harrington,50,+.323
142,T143,T143,John Daly,78,+.324
143,T143,T143,Todd Fischer,99,+.324
144,T143,T143,Kevin Stadler,96,+.324
145,146,146,Stephen Leaney,89,+.325
