,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
95,T94,T94,Greg Owen,84,-.111
96,T94,T94,Dean Wilson,86,-.111
97,T98,T98,Brian Gay,101,-.109
98,T98,T98,Jerry Kelly,101,-.109
99,T100,T100,Arron Oberholser,65,-.108
100,T100,T100,Justin Rose,99,-.108
101,T100,T100,Charlie Wi,67,-.108
102,103,103,Shaun Micheel,81,-.106
103,104,104,Marco Dawson,82,-.105
104,105,105,Matt Gogel,78,-.104
105,106,106,Kirk Triplett,55,-.102
106,107,107,Len Mattiace,86,-.101
107,T108,T108,James Driscoll,73,-.100
108,T108,T108,Kenny Perry,82,-.100
109,T110,T110,Pat Perez,89,-.099
110,T110,T110,Kevin Stadler,96,-.099
111,T112,T112,Skip Kendall,80,-.098
112,T112,T112,Loren Roberts,54,-.098
113,T114,T114,Tom Byrum,83,-.097
114,T114,T114,Tim Clark,92,-.097
115,T114,T114,Tag Ridings,93,-.097
116,T114,T114,Chris Smith,93,-.097
117,118,118,Tom Pernice Jr.,111,-.096
118,T119,T119,Lucas Glover,88,-.095
119,T119,T119,Ryan Palmer,101,-.095
120,T121,T121,K.J. Choi,78,-.094
121,T121,T121,Patrick Sheehan,114,-.094
122,123,123,Freddie Jacobson,72,-.093
123,T124,T124,Sean O'Hair,103,-.092
124,T124,T124,Nick Watney,91,-.092
125,126,126,Bo Van Pelt,112,-.091
126,127,127,Tommy Armour III,103,-.090
127,T128,T128,Carlos Franco,78,-.088
128,T128,T128,Dudley Hart,84,-.088
129,130,130,Hunter Mahan,103,-.087
130,131,131,Jonathan Byrd,103,-.085
131,T132,T132,Brandt Jobe,96,-.084
132,T132,T132,Jesper Parnevik,84,-.084
133,T132,T132,Mario Tiziani,67,-.084
134,T135,T135,Joe Durant,81,-.082
135,T135,T135,Kent Jones,99,-.082
136,T137,T137,Mark Brooks,72,-.077
137,T137,T137,John Daly,78,-.077
138,T139,T139,Brent Geiberger,61,-.075
139,T139,T139,J.L. Lewis,98,-.075
140,T141,T141,José Coceres,56,-.074
141,T141,T141,Brendan Jones,81,-.074
142,143,143,Matt Kuchar,60,-.073
143,144,144,Tim Petrovic,97,-.072
144,T145,T145,Scott Gutschewski,86,-.071
145,T145,T145,J.J. Henry,102,-.071
146,T147,T147,Craig Barlow,81,-.070
147,T147,T147,Rich Beem,66,-.070
148,149,149,Brenden Pappas,51,-.068
149,T150,T150,Glen Day,80,-.067
150,T150,T150,Joey Snyder III,102,-.067
151,152,152,Brett Wetterich,76,-.066
152,153,153,Robert Damron,89,-.065
153,T154,T154,Paul Azinger,66,-.062
154,T154,T154,Phillip Price,77,-.062
155,156,156,Stephen Ames,82,-.061
156,157,157,Lee Janzen,75,-.060
157,158,158,Todd Hamilton,94,-.059
158,159,159,Bill Glasson,54,-.057
159,T160,T160,Todd Fischer,99,-.056
160,T160,T160,Retief Goosen,71,-.056
161,T160,T160,Kevin Sutherland,89,-.056
162,T163,T163,Scott McCarron,78,-.054
163,T163,T163,Duffy Waldorf,86,-.054
164,165,165,Michael Allen,90,-.051
165,166,166,Mathias Grönberg,60,-.049
166,T167,T167,Steve Lowery,100,-.047
167,T167,T167,Charles Warren,89,-.047
168,169,169,Franklin Langham,91,-.046
169,170,170,Steve Jones,56,-.045
170,171,171,Dennis Paulson,63,-.039
171,172,172,Matt Davidson,53,-.036
172,173,173,Paul Gow,78,-.034
173,T174,T174,Brian Bateman,98,-.033
174,T174,T174,Mark Hensby,70,-.033
175,176,176,Craig Perks,67,-.032
176,177,177,Daniel Chopra,108,-.030
177,178,178,Scott Hend,75,-.029
178,T179,T179,Jeff Hart,63,-.028
179,T179,T179,Lee Westwood,50,-.028
180,T181,T181,Ben Curtis,65,-.026
181,T181,T181,Kevin Na,88,-.026
182,183,183,Jim Carter,62,-.025
183,184,184,Michael Long,72,-.024
184,185,185,Ian Poulter,62,-.021
185,186,186,Hidemichi Tanaka,106,-.020
186,T187,T187,Cameron Beckman,96,-.017
187,T187,T187,Ted Purdy,122,-.017
188,189,189,Steve Flesch,90,-.015
189,190,190,Steve Allan,102,-.009
190,191,191,Danny Briggs,70,-.005
191,T192,T192,Aaron Baddeley,84,E
192,T192,T192,D.J. Brigman,76,E
193,194,194,Jay Williamson,53,+.007
194,T195,T195,John Elliott,58,+.008
195,T195,T195,Chris Riley,67,+.008
196,197,197,Hideto Tanihara,50,+.015
197,198,198,Rory Sabbatini,81,+.030
198,199,199,Bradley Hughes,52,+.032
199,200,200,D.J. Trahan,81,+.044
200,201,201,Jason Allred,75,+.059
201,202,202,Thomas Levet,54,+.119
