,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
179,180,180,Steve Stricker,62,+.216
180,181,181,Robert Damron,89,+.226
181,182,182,Jay Haas,54,+.227
182,183,183,Hideto Tanihara,50,+.238
183,184,184,Vaughn Taylor,99,+.242
184,185,185,Corey Pavin,77,+.261
185,T186,T186,Stephen Leaney,89,+.278
186,T186,T186,Duffy Waldorf,86,+.278
187,188,188,Tom Lehman,69,+.280
188,189,189,J.L. Lewis,98,+.281
189,190,190,Will MacKenzie,75,+.286
190,T191,T191,Bill Glasson,54,+.294
191,T191,T191,Chris Riley,67,+.294
192,193,193,Tom Byrum,83,+.303
193,194,194,Jim Carter,62,+.304
194,195,195,Lee Westwood,50,+.308
195,196,196,Paul Gow,78,+.324
196,197,197,Steve Jones,56,+.333
197,198,198,Todd Hamilton,94,+.346
198,199,199,Loren Roberts,54,+.350
199,200,200,Ben Curtis,65,+.357
200,201,201,Jeff Hart,63,+.375
201,202,202,K.J. Choi,78,+.533
