,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
0,1,1,Tiger Woods,76,27.03,40,148
1,2,2,John Daly,78,20.59,35,170
2,3,3,Bill Glasson,54,20.0,30,150
3,4,4,Rory Sabbatini,81,19.89,36,181
4,5,5,Bart Bryant,91,19.69,51,259
5,6,6,Kenny Perry,82,19.63,32,163
6,7,7,Sergio Garcia,73,18.32,24,131
7,8,8,Davis Love III,80,18.29,32,175
8,9,9,Shaun Micheel,81,18.27,38,208
9,10,10,David Toms,87,17.92,38,212
10,11,11,Carlos Franco,78,17.59,38,216
11,12,12,Robert Allenby,95,17.47,40,229
12,13,13,Brenden Pappas,51,16.67,21,126
13,14,14,Vijay Singh,111,16.6,43,259
14,15,15,Scott Hend,75,16.49,31,188
15,16,16,Brendan Jones,81,16.36,35,214
16,17,17,Woody Austin,100,16.33,49,300
17,18,18,Steve Allan,102,16.22,42,259
18,19,19,Geoff Ogilvy,97,16.21,41,253
19,20,20,Brett Wetterich,76,16.18,33,204
20,21,21,Bob Tway,87,16.12,39,242
21,22,22,Darron Stiles,78,16.1,38,236
22,23,23,Ben Crane,78,15.98,39,244
23,24,24,Patrick Sheehan,114,15.92,46,289
24,25,25,Justin Rose,99,15.85,45,284
25,26,26,John Elliott,58,15.82,25,158
26,27,27,Jim Furyk,94,15.77,41,260
27,28,28,Fred Couples,72,15.75,20,127
28,29,29,Duffy Waldorf,86,15.67,34,217
29,30,30,Kevin Stadler,96,15.58,36,231
30,31,31,Charles Howell III,95,15.53,34,219
31,32,32,Heath Slocum,103,15.41,49,318
32,33,33,Jeff Brehaut,71,15.35,33,215
33,34,34,Sean O'Hair,103,15.33,42,274
34,35,35,Alex Cejka,84,15.29,37,242
35,36,36,Dudley Hart,84,15.28,35,229
36,37,37,Loren Roberts,54,15.18,29,191
37,38,38,Cameron Beckman,96,15.16,47,310
38,39,39,Michael Allen,90,15.14,38,251
39,40,40,Mark Wilson,74,15.09,35,232
40,41,41,Mathias Grönberg,60,15.06,25,166
41,42,42,Tim Herron,100,15.04,37,246
42,43,43,Bradley Hughes,52,15.03,26,173
43,44,44,Thomas Levet,54,14.97,22,147
44,45,45,D.A. Points,94,14.87,40,269
45,T46,T46,Adam Scott,72,14.86,22,148
46,T46,T46,Charles Warren,89,14.86,33,222
47,48,48,Brad Faxon,75,14.85,30,202
48,49,49,Vaughn Taylor,99,14.84,42,283
49,50,50,Mario Tiziani,67,14.75,32,217
50,51,51,Steve Lowery,100,14.72,39,265
51,T52,T52,Brandt Jobe,96,14.66,39,266
52,T52,T52,Hank Kuehne,84,14.66,34,232
53,54,54,Harrison Frazar,105,14.64,41,280
54,55,55,Tag Ridings,93,14.57,36,247
55,56,56,Retief Goosen,71,14.53,17,117
56,57,57,Lucas Glover,88,14.47,34,235
57,58,58,Billy Andrade,83,14.4,37,257
58,59,59,Kevin Na,88,14.38,44,306
59,T60,T60,Arjun Atwal,65,14.36,27,188
60,T60,T60,Jonathan Kaye,77,14.36,29,202
61,T60,T60,Craig Perks,67,14.36,28,195
62,63,63,Rocco Mediate,73,14.35,30,209
63,64,64,Tom Lehman,69,14.29,24,168
64,65,65,Joe Ogilvie,103,14.22,33,232
65,66,66,Scott McCarron,78,14.15,29,205
66,67,67,Tom Byrum,83,14.13,40,283
67,68,68,Gavin Coles,70,14.05,34,242
68,69,69,Freddie Jacobson,72,14.04,25,178
69,70,70,Neal Lancaster,95,14.02,37,264
70,71,71,Luke Donald,67,14.0,21,150
71,T72,T72,Ben Curtis,65,13.94,23,165
72,T72,T72,Ryan Palmer,101,13.94,35,251
73,74,74,Phil Mickelson,81,13.91,21,151
74,75,75,Stephen Leaney,89,13.83,39,282
75,76,76,J.J. Henry,102,13.82,38,275
76,77,77,Jay Williamson,53,13.79,24,174
77,78,78,Shigeki Maruyama,99,13.77,42,305
78,79,79,Matt Kuchar,60,13.71,24,175
79,80,80,Billy Mayfair,114,13.69,49,358
80,81,81,Lee Westwood,50,13.68,13,95
81,82,82,Bob Heintz,67,13.66,25,183
82,83,83,Nick Watney,91,13.62,32,235
83,84,84,Peter Lonard,85,13.59,28,206
84,85,85,Rich Beem,66,13.57,19,140
85,86,86,Robert Gamez,91,13.54,39,288
86,87,87,Paul Gow,78,13.52,33,244
87,88,88,D.J. Trahan,81,13.51,30,222
88,89,89,John Cook,72,13.49,29,215
89,90,90,Jerry Kelly,101,13.48,36,267
90,91,91,Stephen Ames,82,13.39,30,224
91,92,92,Michael Long,72,13.37,27,202
92,93,93,Jonathan Byrd,103,13.33,38,285
93,T94,T94,Briny Baird,98,13.27,39,294
94,T94,T94,Brian Davis,75,13.27,30,226
95,T94,T94,Steve Stricker,62,13.27,28,211
96,T97,T97,Stuart Appleby,84,13.26,24,181
97,T97,T97,Craig Barlow,81,13.26,24,181
98,T97,T97,Chad Campbell,95,13.26,35,264
99,T97,T97,Larry Mize,54,13.26,24,181
