,Approaches_from_100-125_yards_RANK THIS WEEK,Approaches_from_100-125_yards_RANK LAST WEEK,Approaches_from_100-125_yards_PLAYER NAME,Approaches_from_100-125_yards_ROUNDS,Approaches_from_100-125_yards_AVG,Approaches_from_100-125_yards_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_# OF ATTEMPTS,Approaches_from_100-125_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,62,"15' 6""",1067.583,69,-14
1,2,2,Tiger Woods,76,"16' 0""",1184.083,74,-23
2,3,3,Scott Verplank,87,"16' 8""",1648.4170000000001,99,-10
3,4,4,Bernhard Langer,67,"17' 0""",969.5830000000001,57,-7
4,5,5,Jim Furyk,94,"17' 1""",2151.0,126,-27
5,T6,T6,Robert Allenby,95,"17' 4""",2283.833,132,-17
6,T6,T6,Stuart Appleby,84,"17' 4""",1873.1670000000001,108,-25
7,T8,T8,Tim Clark,92,"17' 8""",1712.8329999999999,97,-15
8,T8,T8,Luke Donald,67,"17' 8""",1128.25,64,-9
9,10,10,Freddie Jacobson,72,"17' 9""",1559.5829999999999,88,-12
10,11,11,Alex Cejka,84,"17' 10""",1620.9170000000001,91,-10
11,T12,T12,Chris Anderson,66,"18' 0""",1906.0,106,-22
12,T12,T12,Ben Crane,78,"18' 0""",1460.4170000000001,81,-16
13,T12,T12,Dan Forsman,52,"18' 0""",1478.5829999999999,82,-5
14,T12,T12,Mark Wilson,74,"18' 0""",1689.4170000000001,94,-11
15,16,16,John Cook,72,"18' 1""",1322.0829999999999,73,-7
16,T17,T17,Woody Austin,100,"18' 2""",2611.667,144,-24
17,T17,T17,J.P. Hayes,63,"18' 2""",1437.25,79,-12
18,T17,T17,Darron Stiles,78,"18' 2""",1816.1670000000001,100,-20
19,T20,T20,John Huston,90,"18' 3""",2421.917,133,-36
20,T20,T20,Vaughn Taylor,99,"18' 3""",2626.167,144,-30
21,T22,T22,Doug Barron,70,"18' 4""",1797.5,98,-21
22,T22,T22,Chris DiMarco,83,"18' 4""",1629.0,89,-21
23,T22,T22,Arron Oberholser,65,"18' 4""",1629.1670000000001,89,-7
24,T22,T22,José María Olazábal,55,"18' 4""",1211.75,66,-8
25,T26,T26,Retief Goosen,71,"18' 5""",1327.0,72,-10
26,T26,T26,Paul Gow,78,"18' 5""",1782.4170000000001,97,-5
27,T26,T26,Corey Pavin,77,"18' 5""",1543.6670000000001,84,-15
28,29,29,David Toms,87,"18' 6""",1835.1670000000001,99,-16
29,30,30,Tom Lehman,69,"18' 7""",1265.333,68,-11
30,T31,T31,Tommy Armour III,103,"18' 8""",3048.583,163,-15
31,T31,T31,Peter Lonard,85,"18' 8""",2479.75,133,-13
32,T31,T31,Ryan Palmer,101,"18' 8""",2541.083,136,-18
33,T34,T34,Arjun Atwal,65,"18' 9""",2139.333,114,-8
34,T34,T34,Charles Howell III,95,"18' 9""",2173.083,116,-32
35,T34,T34,Pat Perez,89,"18' 9""",1783.0829999999999,95,-15
36,T37,T37,Robert Gamez,91,"18' 10""",2969.25,158,-30
37,T37,T37,David Hearn,68,"18' 10""",2089.917,111,-25
38,T39,T39,Olin Browne,99,"18' 11""",3029.083,160,-29
39,T39,T39,Zach Johnson,96,"18' 11""",2700.833,143,-39
40,T39,T39,Brendan Jones,81,"18' 11""",2288.333,121,-16
41,T42,T42,Chad Campbell,95,"19' 0""",2492.167,131,-16
42,T42,T42,Harrison Frazar,105,"19' 0""",2987.5,157,-22
43,T42,T42,Justin Leonard,78,"19' 0""",2088.75,110,-19
44,T45,T45,Scott Gutschewski,86,"19' 1""",2498.917,131,-8
45,T45,T45,Frank Lickliter II,100,"19' 1""",2517.167,132,-18
46,T45,T45,Bo Van Pelt,112,"19' 1""",2902.5,152,-16
47,T48,T48,Gavin Coles,70,"19' 2""",1973.3329999999999,103,-23
48,T48,T48,Brad Faxon,75,"19' 2""",1399.1670000000001,73,-18
49,T48,T48,Hunter Haas,83,"19' 2""",1969.9170000000001,103,-16
50,T48,T48,Skip Kendall,80,"19' 2""",2087.25,109,-13
51,T48,T48,Greg Owen,84,"19' 2""",1934.0829999999999,101,-15
52,T48,T48,Tim Petrovic,97,"19' 2""",2242.667,117,-7
53,T48,T48,Brett Quigley,96,"19' 2""",2104.75,110,-30
54,T55,T55,Mark Calcavecchia,92,"19' 3""",2464.917,128,-19
55,T55,T55,Rob Rashell,65,"19' 3""",1290.0,67,-9
56,T57,T57,Stewart Cink,98,"19' 4""",2033.6670000000001,105,-19
57,T57,T57,Vijay Singh,111,"19' 4""",2413.25,125,-15
58,T59,T59,Justin Bolli,65,"19' 5""",2119.0,109,-18
59,T59,T59,Jonathan Byrd,103,"19' 5""",2522.083,130,-9
60,T59,T59,Tom Byrum,83,"19' 5""",2645.333,136,-14
61,T59,T59,Phil Mickelson,81,"19' 5""",1222.667,63,-10
62,T59,T59,Tom Pernice Jr.,111,"19' 5""",2680.333,138,-13
63,T64,T64,Briny Baird,98,"19' 6""",3234.083,166,-25
64,T64,T64,Jeff Brehaut,71,"19' 6""",2595.833,133,-17
65,T64,T64,Fred Couples,72,"19' 6""",1440.5829999999999,74,-12
66,T64,T64,Will MacKenzie,75,"19' 6""",2241.667,115,E
67,T64,T64,Chris Riley,67,"19' 6""",1266.417,65,-4
68,T64,T64,Patrick Sheehan,114,"19' 6""",3514.417,180,-28
69,T70,T70,Phillip Price,77,"19' 7""",1980.9170000000001,101,+3
70,T70,T70,Bob Tway,87,"19' 7""",2270.167,116,-19
71,T70,T70,Mike Weir,71,"19' 7""",1780.0829999999999,91,-16
72,T70,T70,Charlie Wi,67,"19' 7""",2217.5,113,-18
73,T70,T70,Dean Wilson,86,"19' 7""",2794.5,143,-23
74,75,75,Rod Pampling,89,"19' 8""",2612.917,133,-22
75,T76,T76,Billy Andrade,83,"19' 9""",2463.833,125,-19
76,T76,T76,Craig Barlow,81,"19' 9""",2349.167,119,-16
77,T76,T76,Padraig Harrington,50,"19' 9""",1128.083,57,-13
78,T76,T76,Rocco Mediate,73,"19' 9""",2095.333,106,-18
79,T80,T80,Mark Hensby,70,"19' 10""",1663.6670000000001,84,-3
80,T80,T80,Franklin Langham,91,"19' 10""",2158.667,109,-13
81,T80,T80,Davis Love III,80,"19' 10""",1787.3329999999999,90,-20
82,T80,T80,Hideto Tanihara,50,"19' 10""",1349.0829999999999,68,-8
83,T84,T84,Jason Bohn,91,"19' 11""",2731.833,137,-23
84,T84,T84,Fred Funk,102,"19' 11""",2663.583,134,-18
85,T84,T84,Jay Haas,54,"19' 11""",1117.083,56,-10
86,T84,T84,Scott Hend,75,"19' 11""",1655.1670000000001,83,+3
87,T84,T84,Stephen Leaney,89,"19' 11""",2227.417,112,-17
88,T89,T89,Jonathan Kaye,77,"20' 0""",2317.333,116,-29
89,T89,T89,Joe Ogilvie,103,"20' 0""",2324.167,116,-16
90,T89,T89,Kevin Stadler,96,"20' 0""",2384.5,119,-12
91,T92,T92,Matt Davidson,53,"20' 1""",1785.5,89,-3
92,T92,T92,Carl Pettersson,109,"20' 1""",3074.0,153,-25
