,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,Kirk Triplett,55,25.17,37,147
1,2,2,Corey Pavin,77,22.71,52,229
2,3,3,Kenny Perry,82,20.68,49,237
3,4,4,Tag Ridings,93,19.79,56,283
4,5,5,Bo Van Pelt,112,19.44,63,324
5,6,6,Jim Furyk,94,18.97,48,253
6,T7,T7,Jerry Kelly,101,18.82,54,287
7,T7,T7,Arron Oberholser,65,18.82,35,186
8,9,9,Scott Verplank,87,18.61,43,231
9,10,10,David Toms,87,18.6,40,215
10,11,11,Shigeki Maruyama,99,18.41,51,277
11,12,12,Joey Snyder III,102,18.31,65,355
12,13,13,Brad Faxon,75,18.3,41,224
13,14,14,Sergio Garcia,73,18.18,34,187
14,15,15,Craig Barlow,81,18.05,37,205
15,16,16,Robert Gamez,91,17.87,47,263
16,17,17,Tim Herron,100,17.67,47,266
17,18,18,Richard Johnson,50,17.65,27,153
18,19,19,J.L. Lewis,98,17.6,47,267
19,20,20,Arjun Atwal,65,17.59,38,216
20,21,21,Bob Tway,87,17.48,43,246
21,22,22,Joey Sindelar,104,17.42,62,356
22,T23,T23,Retief Goosen,71,17.39,24,138
23,T23,T23,Bob Heintz,67,17.39,36,207
24,25,25,Jeff Sluman,94,17.36,50,288
25,26,26,Loren Roberts,54,17.28,28,162
26,27,27,Jonathan Kaye,77,17.27,38,220
27,28,28,Rod Pampling,89,17.26,39,226
28,29,29,Steve Lowery,100,17.15,53,309
29,30,30,Padraig Harrington,50,17.09,20,117
30,31,31,Stewart Cink,98,17.03,47,276
31,32,32,Michael Allen,90,16.91,47,278
32,33,33,Vijay Singh,111,16.85,46,273
33,34,34,Tiger Woods,76,16.75,32,191
34,35,35,Hunter Haas,83,16.73,41,245
35,36,36,Lee Janzen,75,16.67,35,210
36,37,37,Tom Byrum,83,16.61,46,277
37,38,38,Olin Browne,99,16.56,50,302
38,39,39,Jeff Maggert,79,16.52,37,224
39,40,40,Roland Thatcher,75,16.51,36,218
40,41,41,Robert Damron,89,16.47,41,249
41,42,42,Dudley Hart,84,16.36,45,275
42,43,43,José Coceres,56,16.35,34,208
43,T44,T44,Jay Haas,54,16.3,22,135
44,T44,T44,Zach Johnson,96,16.3,52,319
45,46,46,D.A. Points,94,16.28,49,301
46,47,47,Davis Love III,80,16.27,34,209
47,48,48,Brett Wetterich,76,16.18,33,204
48,49,49,Todd Hamilton,94,16.12,39,242
49,50,50,Ryan Palmer,101,16.08,41,255
50,51,51,Greg Owen,84,16.06,40,249
51,52,52,José María Olazábal,55,16.03,25,156
52,53,53,Ryuji Imada,78,16.02,41,256
53,54,54,Duffy Waldorf,86,16.0,44,275
54,55,55,Glen Day,80,15.94,44,276
55,56,56,Billy Mayfair,114,15.9,62,390
56,T57,T57,Justin Rose,99,15.89,51,321
57,T57,T57,John Senden,101,15.89,48,302
58,59,59,Steve Flesch,90,15.88,37,233
59,60,60,Brian Bateman,98,15.79,48,304
60,T61,T61,Brian Davis,75,15.77,35,222
61,T61,T61,Jesper Parnevik,84,15.77,41,260
62,63,63,J.P. Hayes,63,15.74,31,197
63,T64,T64,Daniel Chopra,108,15.63,50,320
64,T64,T64,Fred Couples,72,15.63,20,128
65,T64,T64,Bernhard Langer,67,15.63,25,160
66,T67,T67,David Hearn,68,15.58,31,199
67,T67,T67,Hunter Mahan,103,15.58,48,308
68,69,69,John Cook,72,15.48,37,239
69,T70,T70,Todd Fischer,99,15.46,45,291
70,T70,T70,Rory Sabbatini,81,15.46,32,207
71,72,72,Ben Crane,78,15.36,41,267
72,73,73,D.J. Trahan,81,15.35,37,241
73,T74,T74,Paul Azinger,66,15.34,29,189
74,T74,T74,Scott Hend,75,15.34,29,189
75,76,76,Brent Geiberger,61,15.31,30,196
76,77,77,Brenden Pappas,51,15.29,26,170
77,78,78,Rocco Mediate,73,15.23,37,243
78,79,79,Kevin Na,88,15.2,45,296
79,T80,T80,Chris DiMarco,83,15.18,29,191
80,T80,T80,Phillip Price,77,15.18,34,224
81,82,82,John Elliott,58,15.12,26,172
82,83,83,Scott Gutschewski,86,15.06,36,239
83,84,84,Dean Wilson,86,15.05,48,319
84,85,85,Adam Scott,72,15.03,29,193
85,86,86,Mark Wilson,74,15.0,33,220
86,87,87,Steve Stricker,62,14.95,32,214
87,T88,T88,Marco Dawson,82,14.89,35,235
88,T88,T88,Rob Rashell,65,14.89,28,188
89,90,90,Jeff Hart,63,14.87,29,195
90,T91,T91,Neal Lancaster,95,14.84,46,310
91,T91,T91,Heath Slocum,103,14.84,46,310
92,93,93,Phil Mickelson,81,14.79,25,169
93,94,94,Charlie Wi,67,14.78,30,203
94,T95,T95,Joe Ogilvie,103,14.72,39,265
95,T95,T95,Mike Weir,71,14.72,24,163
