,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
96,97,97,Stephen Ames,82,14.67,33,225
97,98,98,Charles Warren,89,14.65,40,273
98,99,99,Bob Estes,92,14.63,43,294
99,100,100,Omar Uresti,84,14.62,37,253
100,101,101,Aaron Baddeley,84,14.53,43,296
101,102,102,Hidemichi Tanaka,106,14.46,48,332
102,103,103,Brian Gay,101,14.45,49,339
103,104,104,Fred Funk,102,14.44,39,270
104,105,105,Scott McCarron,78,14.41,33,229
105,106,106,Mark Hensby,70,14.38,23,160
106,107,107,Vaughn Taylor,99,14.37,47,327
107,T108,T108,Tim Petrovic,97,14.29,43,301
108,T108,T108,Darron Stiles,78,14.29,34,238
109,110,110,Chris Riley,67,14.19,21,148
110,111,111,Lucas Glover,88,14.16,32,226
111,112,112,Brett Quigley,96,14.1,43,305
112,113,113,Briny Baird,98,14.01,51,364
113,114,114,Cameron Beckman,96,13.96,43,308
114,115,115,Carl Pettersson,109,13.95,47,337
115,116,116,Jason Bohn,91,13.94,40,287
116,117,117,Mark Calcavecchia,92,13.93,39,280
117,118,118,Hideto Tanihara,50,13.92,22,158
118,119,119,Carlos Franco,78,13.9,36,259
119,120,120,Tommy Armour III,103,13.87,48,346
120,121,121,Ben Curtis,65,13.83,26,188
121,T122,T122,Bart Bryant,91,13.79,40,290
122,T122,T122,Lee Westwood,50,13.79,16,116
123,124,124,Ted Purdy,122,13.76,45,327
124,125,125,Chad Campbell,95,13.67,38,278
125,126,126,Kent Jones,99,13.64,45,330
126,127,127,K.J. Choi,78,13.61,26,191
127,128,128,Harrison Frazar,105,13.5,44,326
128,129,129,Franklin Langham,91,13.47,40,297
129,130,130,Billy Andrade,83,13.46,35,260
130,131,131,Dan Forsman,52,13.37,23,172
131,132,132,John Huston,90,13.36,39,292
132,133,133,Patrick Sheehan,114,13.33,42,315
133,T134,T134,Luke Donald,67,13.29,19,143
134,T134,T134,Frank Lickliter II,100,13.29,42,316
135,136,136,Stuart Appleby,84,13.24,27,204
136,137,137,Joe Durant,81,13.15,33,251
137,138,138,Pat Perez,89,13.14,36,274
138,139,139,Kevin Sutherland,89,13.13,34,259
139,T140,T140,Paul Claxton,79,13.04,33,253
140,T140,T140,Tom Gillis,77,13.04,33,253
141,T140,T140,Tom Pernice Jr.,111,13.04,42,322
142,T143,T143,Bradley Hughes,52,12.99,23,177
143,T143,T143,Andrew Magee,82,12.99,30,231
144,145,145,Thomas Levet,54,12.95,18,139
145,146,146,Justin Bolli,65,12.94,26,201
146,T147,T147,Brandt Jobe,96,12.88,38,295
147,T147,T147,Chris Smith,93,12.88,38,295
148,T147,T147,Jay Williamson,53,12.88,21,163
149,150,150,Justin Leonard,78,12.74,27,212
150,151,151,Sean O'Hair,103,12.64,34,269
151,152,152,Matt Kuchar,60,12.62,27,214
152,153,153,Matt Gogel,78,12.61,30,238
153,154,154,John Daly,78,12.58,19,151
154,155,155,Kevin Stadler,96,12.54,35,279
155,T156,T156,Doug Barron,70,12.5,25,200
156,T156,T156,Jeff Brehaut,71,12.5,26,208
157,T156,T156,Danny Briggs,70,12.5,29,232
158,T156,T156,J.J. Henry,102,12.5,44,352
159,160,160,Steve Allan,102,12.46,40,321
160,T161,T161,D.J. Brigman,76,12.39,29,234
161,T161,T161,Skip Kendall,80,12.39,29,234
162,T161,T161,Will MacKenzie,75,12.39,27,218
163,164,164,Michael Long,72,12.33,27,219
164,165,165,Steve Jones,56,12.29,22,179
165,166,166,Stephen Leaney,89,12.28,35,285
166,167,167,Tim Clark,92,12.26,26,212
167,168,168,Mark O'Meara,66,12.2,20,164
168,T169,T169,Freddie Jacobson,72,12.18,24,197
169,T169,T169,Shaun Micheel,81,12.18,29,238
170,171,171,Mathias Grönberg,60,11.98,23,192
171,172,172,Mark Brooks,72,11.89,27,227
172,173,173,Dennis Paulson,63,11.86,23,194
173,174,174,Glen Hnatiuk,59,11.7,22,188
174,175,175,Robert Allenby,95,11.64,32,275
175,176,176,Alex Cejka,84,11.57,31,268
176,177,177,Rich Beem,66,11.5,23,200
177,178,178,Geoff Ogilvy,97,11.46,29,253
178,179,179,John Rollins,97,11.42,33,289
179,180,180,Nick Watney,91,11.31,32,283
180,181,181,Peter Lonard,85,11.24,28,249
181,182,182,Jonathan Byrd,103,11.18,36,322
182,183,183,Steve Elkington,67,11.06,22,199
183,184,184,Woody Austin,100,11.04,34,308
184,185,185,Tom Lehman,69,10.99,21,191
185,186,186,Jim Carter,62,10.95,23,210
186,187,187,Len Mattiace,86,10.61,28,264
187,188,188,Tjaart van der Walt,56,10.58,20,189
188,189,189,Gavin Coles,70,10.5,21,200
189,190,190,James Driscoll,73,10.36,23,222
190,191,191,Bill Glasson,54,10.26,16,156
191,192,192,Paul Gow,78,10.05,22,219
192,193,193,Jason Allred,75,9.81,21,214
193,194,194,Hank Kuehne,84,9.79,23,235
194,195,195,Charles Howell III,95,9.56,24,251
195,196,196,Chris Anderson,66,9.55,19,199
196,197,197,Ian Poulter,62,8.96,12,134
197,198,198,Matt Davidson,53,8.88,15,169
198,199,199,Craig Perks,67,8.84,19,215
199,200,200,Brendan Jones,81,8.82,21,238
200,201,201,Larry Mize,54,8.44,13,154
201,202,202,Mario Tiziani,67,7.62,16,210
