,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
184,T185,T185,Dan Forsman,52,37.1,13,35,-3.00
185,T185,T185,Joey Sindelar,104,37.1,23,62,-3.00
186,187,187,Phillip Price,77,37.0,20,54,-7.00
187,188,188,Billy Mayfair,114,36.2,21,58,E
188,189,189,Duffy Waldorf,86,35.9,23,64,E
189,190,190,D.J. Trahan,81,35.6,21,59,-3.00
190,191,191,John Daly,78,35.1,13,37,-2.00
191,192,192,Ian Poulter,62,34.3,12,35,+2.00
192,193,193,Tim Clark,92,34.0,17,50,-2.00
193,T194,T194,Matt Davidson,53,33.3,11,33,+1.00
194,T194,T194,Dennis Paulson,63,33.3,16,48,-3.00
195,T194,T194,Lee Westwood,50,33.3,8,24,E
196,197,197,Stephen Ames,82,32.7,16,49,-1.00
197,198,198,Michael Long,72,32.6,14,43,-4.00
198,199,199,Chris Riley,67,30.4,7,23,+1.00
199,200,200,Shaun Micheel,81,29.6,16,54,-3.00
200,201,201,Bradley Hughes,52,29.0,9,31,-1.00
201,202,202,Jay Williamson,53,19.2,5,26,E
