,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Luke Donald,67,73.9,17,23,-3.00
1,2,2,Sergio Garcia,73,69.7,23,33,-4.00
2,3,3,Stephen Leaney,89,66.7,22,33,-4.00
3,4,4,James Driscoll,73,65.2,43,66,-6.00
4,5,5,Shigeki Maruyama,99,63.6,42,66,-12.00
5,6,6,Jay Haas,54,62.9,22,35,-3.00
6,7,7,Olin Browne,99,61.5,32,52,-3.00
7,T8,T8,Bernhard Langer,67,60.9,39,64,-11.00
8,T8,T8,Darron Stiles,78,60.9,28,46,-9.00
9,10,10,Craig Perks,67,60.7,37,61,-4.00
10,11,11,Fred Funk,102,58.8,20,34,-3.00
11,12,12,D.J. Brigman,76,58.7,27,46,-1.00
12,13,13,Neal Lancaster,95,58.2,32,55,-2.00
13,14,14,Loren Roberts,54,57.9,11,19,E
14,15,15,Tom Gillis,77,57.4,31,54,-2.00
15,16,16,J.P. Hayes,63,57.1,28,49,-6.00
16,17,17,Chad Campbell,95,56.9,29,51,E
17,T18,T18,Tom Byrum,83,56.7,17,30,+1.00
18,T18,T18,Brendan Jones,81,56.7,38,67,-10.00
19,20,20,Tim Petrovic,97,56.1,46,82,-8.00
20,21,21,J.J. Henry,102,56.0,42,75,-3.00
21,22,22,Stuart Appleby,84,55.9,19,34,-5.00
22,23,23,Dudley Hart,84,55.4,31,56,-10.00
23,T24,T24,Brian Bateman,98,55.0,33,60,-6.00
24,T24,T24,Joe Durant,81,55.0,22,40,-7.00
25,T26,T26,Chris Anderson,66,54.8,23,42,-8.00
26,T26,T26,Mario Tiziani,67,54.8,23,42,-4.00
27,T26,T26,Nick Watney,91,54.8,34,62,-5.00
28,T29,T29,Doug Barron,70,54.5,30,55,-5.00
29,T29,T29,Glen Day,80,54.5,30,55,-5.00
30,31,31,Bob Tway,87,54.4,31,57,+1.00
31,32,32,Kevin Sutherland,89,54.3,25,46,-8.00
32,T33,T33,Chris DiMarco,83,54.0,27,50,-6.00
33,T33,T33,Lucas Glover,88,54.0,27,50,E
34,T35,T35,Carlos Franco,78,53.8,28,52,-3.00
35,T35,T35,Sean O'Hair,103,53.8,28,52,-6.00
36,37,37,Mathias Grönberg,60,53.6,15,28,+1.00
37,T38,T38,Retief Goosen,71,53.3,8,15,-4.00
38,T38,T38,Frank Lickliter II,100,53.3,32,60,-13.00
39,40,40,Jesper Parnevik,84,52.9,36,68,-7.00
40,41,41,Bob Heintz,67,52.8,28,53,-12.00
41,T42,T42,Mark O'Meara,66,52.6,30,57,-6.00
42,T42,T42,Adam Scott,72,52.6,20,38,-5.00
43,44,44,Davis Love III,80,52.5,21,40,-4.00
44,45,45,Alex Cejka,84,52.4,22,42,+3.00
45,T46,T46,Jeff Brehaut,71,52.3,23,44,-5.00
46,T46,T46,Daniel Chopra,108,52.3,45,86,-12.00
47,48,48,Hunter Mahan,103,52.2,36,69,-4.00
48,49,49,Ben Curtis,65,52.1,25,48,-2.00
49,T50,T50,Lee Janzen,75,52.0,26,50,-5.00
50,T50,T50,Richard Johnson,50,52.0,13,25,-4.00
51,T52,T52,Brad Faxon,75,51.9,27,52,-7.00
52,T52,T52,Ted Purdy,122,51.9,42,81,-6.00
53,54,54,Charles Warren,89,51.8,29,56,-7.00
54,T55,T55,Padraig Harrington,50,51.2,22,43,-5.00
55,T55,T55,Glen Hnatiuk,59,51.2,21,41,-6.00
56,T55,T55,Brett Wetterich,76,51.2,21,41,-5.00
57,58,58,Heath Slocum,103,51.1,24,47,-1.00
58,59,59,Fred Couples,72,51.0,25,49,-2.00
59,60,60,Scott Gutschewski,86,50.9,29,57,-5.00
60,T61,T61,John Huston,90,50.8,33,65,-3.00
61,T61,T61,Kevin Stadler,96,50.8,32,63,-5.00
62,T63,T63,Todd Hamilton,94,50.7,34,67,-4.00
63,T63,T63,Len Mattiace,86,50.7,37,73,-4.00
64,T65,T65,Billy Andrade,83,50.0,31,62,-8.00
65,T65,T65,Woody Austin,100,50.0,46,92,-13.00
66,T65,T65,Paul Azinger,66,50.0,21,42,-2.00
67,T65,T65,Stewart Cink,98,50.0,31,62,-8.00
68,T65,T65,Robert Damron,89,50.0,34,68,-7.00
69,T65,T65,Bob Estes,92,50.0,28,56,E
70,T65,T65,Steve Flesch,90,50.0,23,46,-1.00
71,T65,T65,Jim Furyk,94,50.0,26,52,-6.00
72,T65,T65,Arron Oberholser,65,50.0,18,36,-6.00
73,T65,T65,Greg Owen,84,50.0,27,54,-4.00
74,T65,T65,John Rollins,97,50.0,26,52,-3.00
75,T65,T65,Patrick Sheehan,114,50.0,49,98,-10.00
76,77,77,J.L. Lewis,98,49.4,42,85,-7.00
77,78,78,Tim Herron,100,49.3,35,71,-7.00
78,79,79,John Senden,101,49.1,28,57,-8.00
79,80,80,Hidemichi Tanaka,106,49.0,25,51,E
80,81,81,Freddie Jacobson,72,48.9,23,47,E
81,82,82,Tom Lehman,69,48.8,21,43,-6.00
82,T83,T83,Mark Brooks,72,48.7,19,39,-4.00
83,T83,T83,Harrison Frazar,105,48.7,37,76,-8.00
84,85,85,Kent Jones,99,48.5,32,66,E
85,86,86,José Coceres,56,48.4,15,31,+1.00
86,T87,T87,Robert Allenby,95,48.3,28,58,-4.00
87,T87,T87,Rory Sabbatini,81,48.3,28,58,-11.00
88,T89,T89,Danny Briggs,70,48.2,27,56,-2.00
89,T89,T89,Jeff Sluman,94,48.2,41,85,-7.00
90,T91,T91,Justin Bolli,65,48.1,25,52,-2.00
91,T91,T91,Tag Ridings,93,48.1,38,79,-7.00
92,93,93,Charles Howell III,95,47.8,22,46,-8.00
93,T94,T94,Matt Gogel,78,47.7,31,65,-3.00
94,T94,T94,Brenden Pappas,51,47.7,21,44,-1.00
95,T96,T96,Cameron Beckman,96,47.4,27,57,-3.00
96,T96,T96,Hank Kuehne,84,47.4,27,57,-7.00
97,T96,T96,Kirk Triplett,55,47.4,18,38,-2.00
98,T99,T99,Paul Gow,78,47.3,26,55,-8.00
99,T99,T99,Pat Perez,89,47.3,26,55,-3.00
100,T99,T99,Vaughn Taylor,99,47.3,35,74,-7.00
101,102,102,Marco Dawson,82,47.1,33,70,-7.00
102,T103,T103,Jason Allred,75,46.9,23,49,E
103,T103,T103,Gavin Coles,70,46.9,15,32,-4.00
104,T103,T103,Brent Geiberger,61,46.9,15,32,-1.00
105,T103,T103,José María Olazábal,55,46.9,15,32,-5.00
106,T103,T103,Hideto Tanihara,50,46.9,15,32,-2.00
107,108,108,Craig Barlow,81,46.3,25,54,-3.00
108,T109,T109,Scott McCarron,78,46.2,24,52,-2.00
109,T109,T109,Kenny Perry,82,46.2,18,39,E
110,111,111,Roland Thatcher,75,46.0,23,50,-1.00
111,T112,T112,Jason Bohn,91,45.9,28,61,-2.00
112,T112,T112,K.J. Choi,78,45.9,17,37,-5.00
113,T114,T114,Michael Allen,90,45.8,27,59,-3.00
114,T114,T114,Charlie Wi,67,45.8,22,48,-7.00
115,T116,T116,Brian Davis,75,45.7,21,46,-2.00
116,T116,T116,Rob Rashell,65,45.7,21,46,-3.00
117,118,118,Tom Pernice Jr.,111,45.5,30,66,-6.00
118,119,119,Jonathan Kaye,77,45.3,24,53,-7.00
119,120,120,D.A. Points,94,45.2,28,62,-5.00
120,T121,T121,Scott Hend,75,45.1,23,51,-5.00
121,T121,T121,Steve Stricker,62,45.1,23,51,-6.00
122,123,123,Hunter Haas,83,44.8,26,58,-4.00
123,124,124,Justin Leonard,78,44.7,21,47,-3.00
124,T125,T125,Will MacKenzie,75,44.4,24,54,-5.00
125,T125,T125,Jeff Maggert,79,44.4,16,36,-1.00
126,T125,T125,Kevin Na,88,44.4,32,72,-11.00
127,T128,T128,Franklin Langham,91,44.3,27,61,-4.00
128,T128,T128,Rod Pampling,89,44.3,27,61,-4.00
129,T130,T130,Ben Crane,78,44.2,19,43,-7.00
130,T130,T130,Justin Rose,99,44.2,23,52,-6.00
131,132,132,Ryuji Imada,78,43.9,25,57,-4.00
132,T133,T133,Steve Elkington,67,43.8,14,32,-2.00
133,T133,T133,Ryan Palmer,101,43.8,32,73,-4.00
134,T133,T133,Vijay Singh,111,43.8,28,64,-7.00
135,T133,T133,Chris Smith,93,43.8,35,80,-5.00
136,137,137,Zach Johnson,96,43.3,29,67,-10.00
137,T138,T138,Robert Gamez,91,43.1,28,65,-6.00
138,T138,T138,Joe Ogilvie,103,43.1,31,72,-8.00
139,T140,T140,Jerry Kelly,101,42.9,21,49,-4.00
140,T140,T140,Phil Mickelson,81,42.9,21,49,-5.00
141,T140,T140,Larry Mize,54,42.9,12,28,-3.00
142,T140,T140,David Toms,87,42.9,24,56,-6.00
143,T140,T140,Scott Verplank,87,42.9,15,35,-3.00
144,T145,T145,Brian Gay,101,42.6,29,68,-8.00
145,T145,T145,Bo Van Pelt,112,42.6,23,54,-1.00
146,147,147,Skip Kendall,80,42.5,17,40,+1.00
147,148,148,Paul Claxton,79,42.2,19,45,-2.00
148,149,149,Geoff Ogilvy,97,42.0,21,50,-7.00
149,T150,T150,Arjun Atwal,65,41.9,18,43,-4.00
150,T150,T150,Tiger Woods,76,41.9,13,31,-4.00
151,T152,T152,Jeff Hart,63,41.7,15,36,-2.00
152,T152,T152,Peter Lonard,85,41.7,20,48,-4.00
153,T152,T152,Corey Pavin,77,41.7,15,36,-5.00
154,155,155,Aaron Baddeley,84,41.5,27,65,-12.00
155,156,156,Tjaart van der Walt,56,41.4,12,29,-2.00
156,157,157,Mark Hensby,70,41.2,14,34,-3.00
157,158,158,Bart Bryant,91,41.0,16,39,-5.00
158,159,159,Mark Calcavecchia,92,40.9,18,44,-2.00
159,T160,T160,Todd Fischer,99,40.3,25,62,-5.00
160,T160,T160,Joey Snyder III,102,40.3,27,67,-6.00
161,T162,T162,Rich Beem,66,40.0,20,50,E
162,T162,T162,John Elliott,58,40.0,20,50,-2.00
163,T162,T162,Bill Glasson,54,40.0,14,35,-6.00
164,T162,T162,David Hearn,68,40.0,18,45,-1.00
165,T162,T162,Steve Jones,56,40.0,14,35,+1.00
166,T162,T162,Matt Kuchar,60,40.0,18,45,-5.00
167,T162,T162,Thomas Levet,54,40.0,12,30,-2.00
168,T162,T162,Mike Weir,71,40.0,14,35,-6.00
169,170,170,Dean Wilson,86,39.6,21,53,-4.00
170,171,171,Mark Wilson,74,39.5,17,43,-1.00
171,172,172,Jim Carter,62,39.4,13,33,-1.00
172,173,173,Tommy Armour III,103,39.3,24,61,-4.00
173,174,174,Omar Uresti,84,39.0,16,41,-4.00
174,175,175,Brett Quigley,96,38.9,28,72,-3.00
175,176,176,Steve Allan,102,38.6,22,57,-2.00
176,177,177,Rocco Mediate,73,38.2,13,34,-3.00
177,T178,T178,John Cook,72,38.1,16,42,-2.00
178,T178,T178,Andrew Magee,82,38.1,24,63,-3.00
179,T180,T180,Steve Lowery,100,37.8,28,74,-4.00
180,T180,T180,Carl Pettersson,109,37.8,28,74,-2.00
181,182,182,Briny Baird,98,37.7,26,69,E
182,183,183,Brandt Jobe,96,37.5,24,64,-6.00
183,184,184,Jonathan Byrd,103,37.2,29,78,-9.00
