,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Mathias Grönberg,60,-0.304
1,2,2,D.J. Trahan,81,-0.28300000000000003
2,3,3,Rod Pampling,89,-0.281
3,4,4,Nick Watney,91,-0.278
4,T5,T5,Jason Bohn,91,-0.27699999999999997
5,T5,T5,Lucas Glover,88,-0.27699999999999997
6,T7,T7,Ian Poulter,62,-0.275
7,T7,T7,Vijay Singh,111,-0.275
8,9,9,Tag Ridings,93,-0.258
9,10,10,Brenden Pappas,51,-0.257
10,11,11,Scott Gutschewski,86,-0.254
11,12,12,Kevin Stadler,96,-0.243
12,13,13,Retief Goosen,71,-0.239
13,T14,T14,Brandt Jobe,96,-0.237
14,T14,T14,David Toms,87,-0.237
15,16,16,Chad Campbell,95,-0.23600000000000002
16,17,17,Daniel Chopra,108,-0.23399999999999999
17,T18,T18,Ben Crane,78,-0.233
18,T18,T18,J.P. Hayes,63,-0.233
19,20,20,Harrison Frazar,105,-0.228
20,21,21,Kenny Perry,82,-0.22699999999999998
21,22,22,Arron Oberholser,65,-0.226
22,T23,T23,Arjun Atwal,65,-0.223
23,T23,T23,Frank Lickliter II,100,-0.223
24,T23,T23,Steve Lowery,100,-0.223
25,T26,T26,Tim Clark,92,-0.222
26,T26,T26,Billy Mayfair,114,-0.222
27,T26,T26,Dennis Paulson,63,-0.222
28,T26,T26,Phillip Price,77,-0.222
29,T30,T30,Jonathan Byrd,103,-0.221
30,T30,T30,Jim Furyk,94,-0.221
31,32,32,John Daly,78,-0.22
32,33,33,Woody Austin,100,-0.213
33,T34,T34,K.J. Choi,78,-0.212
34,T34,T34,James Driscoll,73,-0.212
35,T34,T34,Jay Williamson,53,-0.212
36,37,37,Carlos Franco,78,-0.21100000000000002
37,38,38,Charles Warren,89,-0.20800000000000002
38,39,39,Padraig Harrington,50,-0.205
39,40,40,Steve Elkington,67,-0.203
40,41,41,Sergio Garcia,73,-0.2
41,T42,T42,Rich Beem,66,-0.19899999999999998
42,T42,T42,Bo Van Pelt,112,-0.19899999999999998
43,T44,T44,Robert Allenby,95,-0.19699999999999998
44,T44,T44,Bob Estes,92,-0.19699999999999998
45,T46,T46,Stephen Ames,82,-0.196
46,T46,T46,Paul Gow,78,-0.196
47,48,48,Dudley Hart,84,-0.19399999999999998
48,49,49,Neal Lancaster,95,-0.193
49,T50,T50,Mark Hensby,70,-0.192
50,T50,T50,Brett Quigley,96,-0.192
51,T52,T52,Steve Flesch,90,-0.191
52,T52,T52,Kevin Sutherland,89,-0.191
53,T54,T54,Zach Johnson,96,-0.19
54,T54,T54,Davis Love III,80,-0.19
55,56,56,Tiger Woods,76,-0.18899999999999997
