,Approach_175-200_yards_RTP_Score_RANK THIS WEEK,Approach_175-200_yards_RTP_Score_RANK LAST WEEK,Approach_175-200_yards_RTP_Score_PLAYER NAME,Approach_175-200_yards_RTP_Score_ROUNDS,Approach_175-200_yards_RTP_Score_AVG RTP
0,1,1,Tiger Woods,76,-.224
1,2,2,Adam Scott,72,-.085
2,3,3,Sergio Garcia,73,-.081
3,4,4,Bart Bryant,91,-.080
4,5,5,Brenden Pappas,51,-.076
5,6,6,Shaun Micheel,81,-.068
6,7,7,Vijay Singh,111,-.067
7,8,8,Davis Love III,80,-.064
8,9,9,Justin Rose,99,-.063
9,10,10,Luke Donald,67,-.060
10,11,11,Jeff Brehaut,71,-.058
11,12,12,Jim Furyk,94,-.054
12,13,13,Rory Sabbatini,81,-.051
13,T14,T14,Tom Lehman,69,-.044
14,T14,T14,Shigeki Maruyama,99,-.044
15,T16,T16,Bill Glasson,54,-.041
16,T16,T16,Tag Ridings,93,-.041
17,T18,T18,Kenny Perry,82,-.038
18,T18,T18,Loren Roberts,54,-.038
19,T20,T20,Ben Crane,78,-.036
20,T20,T20,Carlos Franco,78,-.036
21,T20,T20,José María Olazábal,55,-.036
22,23,23,Stephen Ames,82,-.035
23,24,24,Bob Tway,87,-.029
24,T25,T25,Robert Allenby,95,-.027
25,T25,T25,Hideto Tanihara,50,-.027
26,27,27,Woody Austin,100,-.022
27,28,28,Matt Kuchar,60,-.020
28,29,29,Geoff Ogilvy,97,-.019
29,30,30,J.J. Henry,102,-.018
30,31,31,David Toms,87,-.017
31,T32,T32,Cameron Beckman,96,-.016
32,T32,T32,John Daly,78,-.016
33,34,34,Brad Faxon,75,-.013
34,35,35,Charles Howell III,95,-.012
35,36,36,Olin Browne,99,-.008
36,T37,T37,Alex Cejka,84,-.005
37,T37,T37,Kevin Stadler,96,-.005
38,T37,T37,Duffy Waldorf,86,-.005
39,T40,T40,Chad Campbell,95,E
40,T40,T40,Mathias Grönberg,60,E
41,T40,T40,Dudley Hart,84,E
42,T40,T40,Tim Petrovic,97,E
43,T40,T40,Heath Slocum,103,E
44,T40,T40,Jay Williamson,53,E
45,46,46,Billy Mayfair,114,+.003
46,T47,T47,Steve Lowery,100,+.005
47,T47,T47,Darron Stiles,78,+.005
48,T49,T49,Stewart Cink,98,+.006
49,T49,T49,Brendan Jones,81,+.006
50,T51,T51,Robert Gamez,91,+.009
51,T51,T51,Sean O'Hair,103,+.009
52,T53,T53,Steve Allan,102,+.010
53,T53,T53,Aaron Baddeley,84,+.010
54,T53,T53,Tim Herron,100,+.010
55,T53,T53,Brandt Jobe,96,+.010
56,57,57,Bob Estes,92,+.011
57,58,58,Jason Bohn,91,+.013
58,T59,T59,Billy Andrade,83,+.014
59,T59,T59,Scott Hend,75,+.014
60,T59,T59,Glen Hnatiuk,59,+.014
61,T59,T59,Bradley Hughes,52,+.014
62,63,63,Michael Allen,90,+.016
63,T64,T64,Rocco Mediate,73,+.018
64,T64,T64,Brett Quigley,96,+.018
65,66,66,Rich Beem,66,+.019
66,T67,T67,Gavin Coles,70,+.020
67,T67,T67,Steve Stricker,62,+.020
68,T69,T69,Bo Van Pelt,112,+.021
69,T69,T69,Mark Wilson,74,+.021
70,T71,T71,K.J. Choi,78,+.022
71,T71,T71,Retief Goosen,71,+.022
72,T71,T71,Phillip Price,77,+.022
73,T74,T74,Ryuji Imada,78,+.023
74,T74,T74,Hank Kuehne,84,+.023
75,T74,T74,Jeff Maggert,79,+.023
76,T77,T77,Mark Brooks,72,+.025
77,T77,T77,Todd Fischer,99,+.025
78,79,79,Hidemichi Tanaka,106,+.026
79,80,80,Tommy Armour III,103,+.028
80,T81,T81,Carl Pettersson,109,+.029
81,T81,T81,Mario Tiziani,67,+.029
82,T83,T83,Steve Elkington,67,+.030
83,T83,T83,Harrison Frazar,105,+.030
84,T83,T83,Stephen Leaney,89,+.030
85,86,86,Kirk Triplett,55,+.031
86,87,87,J.L. Lewis,98,+.032
87,T88,T88,Bob Heintz,67,+.034
88,T88,T88,Corey Pavin,77,+.034
89,T88,T88,Patrick Sheehan,114,+.034
90,T88,T88,Brett Wetterich,76,+.034
91,T92,T92,Brent Geiberger,61,+.035
92,T92,T92,Ryan Palmer,101,+.035
93,T92,T92,Joey Sindelar,104,+.035
94,95,95,Lucas Glover,88,+.036
95,T96,T96,Jonathan Byrd,103,+.039
96,T96,T96,J.P. Hayes,63,+.039
97,T98,T98,John Elliott,58,+.041
98,T98,T98,Jerry Kelly,101,+.041
99,T100,T100,Brian Davis,75,+.042
100,T100,T100,Marco Dawson,82,+.042
101,T100,T100,Fred Funk,102,+.042
102,T103,T103,Tom Byrum,83,+.044
103,T103,T103,José Coceres,56,+.044
104,T103,T103,Jonathan Kaye,77,+.044
105,106,106,Ben Curtis,65,+.046
106,107,107,Richard Johnson,50,+.047
107,T108,T108,Will MacKenzie,75,+.048
108,T108,T108,Kevin Sutherland,89,+.048
109,110,110,Mark O'Meara,66,+.049
110,111,111,Tim Clark,92,+.050
111,112,112,Chris DiMarco,83,+.052
112,113,113,Lee Westwood,50,+.053
113,114,114,Zach Johnson,96,+.054
114,T115,T115,Peter Lonard,85,+.055
115,T115,T115,Ted Purdy,122,+.055
116,T117,T117,Brian Bateman,98,+.057
117,T117,T117,Kevin Na,88,+.057
118,T119,T119,Stuart Appleby,84,+.058
119,T119,T119,Arjun Atwal,65,+.058
120,T119,T119,Daniel Chopra,108,+.058
121,T119,T119,Justin Leonard,78,+.058
122,T119,T119,Pat Perez,89,+.058
123,T119,T119,D.A. Points,94,+.058
124,T119,T119,Roland Thatcher,75,+.058
125,T119,T119,Scott Verplank,87,+.058
126,127,127,Mark Calcavecchia,92,+.059
127,T128,T128,Paul Azinger,66,+.060
128,T128,T128,Frank Lickliter II,100,+.060
129,T130,T130,John Huston,90,+.061
130,T130,T130,Phil Mickelson,81,+.061
