,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
63,64,64,Roland Thatcher,75,"91' 4""",273.91700000000003,3,+2
64,65,65,Tim Herron,100,"91' 5""",182.75,2,E
65,66,66,John Senden,101,"91' 6""",457.667,5,-1
66,T67,T67,J.J. Henry,102,"91' 7""",274.66700000000003,3,E
67,T67,T67,Thomas Levet,54,"91' 7""",183.083,2,E
68,69,69,Craig Perks,67,"91' 8""",183.333,2,-2
69,70,70,Frank Lickliter II,100,"93' 10""",656.75,7,-1
70,71,71,Danny Briggs,70,"94' 7""",94.583,1,E
71,72,72,Retief Goosen,71,"95' 1""",285.33299999999997,3,-2
72,73,73,Mark O'Meara,66,"95' 7""",191.083,2,+1
73,74,74,Michael Allen,90,"96' 8""",193.25,2,-1
74,75,75,Richard Johnson,50,"96' 9""",193.5,2,E
75,76,76,David Toms,87,"97' 3""",97.25,1,-1
76,77,77,Hank Kuehne,84,"97' 4""",194.667,2,+1
77,78,78,Len Mattiace,86,"97' 6""",292.58299999999997,3,-3
78,79,79,James Driscoll,73,"97' 10""",489.083,5,-5
79,80,80,Mark Hensby,70,"98' 4""",295.08299999999997,3,-1
80,81,81,Arjun Atwal,65,"98' 9""",395.083,4,-4
81,T82,T82,Kent Jones,99,"98' 10""",197.667,2,-1
82,T82,T82,D.J. Trahan,81,"98' 10""",790.8330000000001,8,-3
83,84,84,Adam Scott,72,"98' 11""",98.917,1,E
84,85,85,Larry Mize,54,"99' 9""",99.75,1,E
85,86,86,Kenny Perry,82,"99' 11""",99.917,1,E
86,87,87,Brian Bateman,98,"100' 1""",200.167,2,E
87,88,88,Scott Hend,75,"101' 3""",405.0,4,-2
88,89,89,Jason Allred,75,"101' 5""",709.8330000000001,7,-5
89,90,90,Hunter Haas,83,"102' 0""",510.0,5,-2
90,91,91,Mathias Grönberg,60,"103' 11""",1143.5,11,-4
91,92,92,Charles Warren,89,"104' 5""",104.417,1,E
92,93,93,D.A. Points,94,"104' 7""",209.083,2,E
93,T94,T94,Scott McCarron,78,"104' 11""",524.4169999999999,5,-1
94,T94,T94,Jeff Sluman,94,"104' 11""",419.75,4,E
95,96,96,Todd Hamilton,94,"105' 5""",105.417,1,-1
96,97,97,Darron Stiles,78,"106' 1""",318.33299999999997,3,-2
97,98,98,Duffy Waldorf,86,"106' 4""",318.91700000000003,3,E
98,99,99,Ben Crane,78,"106' 5""",212.833,2,E
99,100,100,Greg Owen,84,"106' 6""",319.5,3,E
100,101,101,Chris Smith,93,"107' 6""",322.5,3,-2
101,102,102,Ian Poulter,62,"107' 8""",323.0,3,E
102,103,103,Omar Uresti,84,"107' 11""",107.917,1,E
103,104,104,Briny Baird,98,"108' 2""",108.167,1,-1
104,105,105,Glen Day,80,"108' 7""",217.167,2,-1
105,106,106,Corey Pavin,77,"108' 11""",435.5,4,-2
106,107,107,Fred Couples,72,"109' 2""",327.58299999999997,3,-2
107,108,108,Chris DiMarco,83,"109' 5""",218.75,2,-1
108,109,109,Rory Sabbatini,81,"110' 2""",330.417,3,+1
109,110,110,Hunter Mahan,103,"110' 4""",441.417,4,-1
110,111,111,Billy Andrade,83,"110' 7""",221.167,2,-1
111,112,112,Patrick Sheehan,114,"110' 8""",774.5830000000001,7,+2
112,113,113,Dan Forsman,52,"110' 9""",221.5,2,-1
113,114,114,Hidemichi Tanaka,106,"111' 6""",223.0,2,-1
114,115,115,Jerry Kelly,101,"111' 11""",111.917,1,-1
115,116,116,Paul Gow,78,"113' 7""",227.167,2,E
116,117,117,Tom Byrum,83,"113' 8""",227.25,2,+1
117,118,118,Shaun Micheel,81,"114' 0""",456.083,4,-2
118,119,119,Daniel Chopra,108,"114' 5""",915.5,8,-3
119,T120,T120,Chad Campbell,95,"114' 6""",343.417,3,-1
120,T120,T120,Brenden Pappas,51,"114' 6""",228.917,2,-1
121,T120,T120,Charlie Wi,67,"114' 6""",343.417,3,-2
122,123,123,Michael Long,72,"114' 8""",458.583,4,-1
123,124,124,Rich Beem,66,"115' 0""",115.0,1,E
124,125,125,Alex Cejka,84,"115' 2""",230.25,2,-1
125,126,126,Tiger Woods,76,"115' 7""",462.417,4,E
126,127,127,Joe Ogilvie,103,"115' 9""",463.083,4,+1
127,128,128,Glen Hnatiuk,59,"116' 7""",466.25,4,-2
128,129,129,D.J. Brigman,76,"117' 2""",820.0,7,-3
129,130,130,Aaron Baddeley,84,"117' 5""",469.75,4,-2
130,131,131,Heath Slocum,103,"117' 11""",235.75,2,-1
131,132,132,Scott Verplank,87,"118' 7""",118.583,1,E
132,133,133,Steve Allan,102,"118' 9""",356.333,3,E
133,134,134,Jesper Parnevik,84,"119' 4""",238.583,2,E
134,135,135,Jason Bohn,91,"120' 8""",241.333,2,E
135,136,136,Geoff Ogilvy,97,"121' 8""",243.25,2,-2
136,137,137,Tommy Armour III,103,"121' 9""",243.417,2,+1
137,138,138,Ben Curtis,65,"122' 3""",122.25,1,E
138,139,139,Andrew Magee,82,"123' 0""",492.0,4,-1
139,T140,T140,Steve Lowery,100,"123' 1""",246.083,2,-1
140,T140,T140,Pat Perez,89,"123' 1""",246.167,2,E
141,142,142,Mark Brooks,72,"123' 3""",123.25,1,-1
142,143,143,Rob Rashell,65,"123' 5""",246.75,2,-1
143,144,144,Zach Johnson,96,"123' 7""",247.083,2,E
144,145,145,Dean Wilson,86,"123' 9""",247.417,2,-2
145,146,146,Brian Davis,75,"124' 10""",374.5,3,-1
146,147,147,Dennis Paulson,63,"125' 7""",376.667,3,E
147,148,148,Lucas Glover,88,"125' 10""",251.667,2,-1
148,149,149,Steve Elkington,67,"126' 3""",252.417,2,E
149,150,150,Brandt Jobe,96,"126' 9""",253.417,2,E
150,T151,T151,Will MacKenzie,75,"127' 2""",254.25,2,+1
151,T151,T151,Justin Rose,99,"127' 2""",254.333,2,-1
152,T151,T151,Vijay Singh,111,"127' 2""",381.583,3,-1
153,T154,T154,Mark Calcavecchia,92,"127' 8""",510.5,4,+1
154,T154,T154,Dudley Hart,84,"127' 8""",127.667,1,+2
155,156,156,Freddie Jacobson,72,"128' 3""",384.833,3,-2
156,157,157,Sean O'Hair,103,"128' 5""",641.9169999999999,5,-1
157,158,158,Bob Estes,92,"128' 11""",386.833,3,-1
158,159,159,Chris Riley,67,"130' 4""",260.58299999999997,2,+1
159,160,160,José María Olazábal,55,"130' 5""",260.75,2,-2
160,161,161,Vaughn Taylor,99,"131' 2""",262.25,2,-1
161,162,162,Robert Gamez,91,"132' 3""",132.25,1,E
162,163,163,Kevin Na,88,"132' 4""",397.083,3,-1
163,164,164,Woody Austin,100,"134' 7""",672.8330000000001,5,-3
164,165,165,Robert Damron,89,"136' 4""",409.083,3,-1
165,166,166,John Cook,72,"138' 7""",277.16700000000003,2,-1
166,167,167,K.J. Choi,78,"139' 1""",139.083,1,+3
167,168,168,Marco Dawson,82,"141' 1""",141.083,1,-1
168,169,169,Brendan Jones,81,"141' 11""",141.917,1,-1
169,170,170,J.L. Lewis,98,"142' 7""",142.583,1,-1
170,171,171,Tom Gillis,77,"145' 9""",291.41700000000003,2,-1
171,T172,T172,Jay Haas,54,"148' 0""",148.0,1,E
172,T172,T172,Phillip Price,77,"148' 0""",296.0,2,+1
173,174,174,Loren Roberts,54,"149' 1""",149.083,1,-1
174,175,175,Craig Barlow,81,"150' 2""",150.167,1,-1
175,176,176,Chris Anderson,66,"155' 10""",311.66700000000003,2,+1
176,177,177,Tjaart van der Walt,56,"158' 1""",316.16700000000003,2,-2
177,178,178,Bill Glasson,54,"158' 8""",158.667,1,E
178,179,179,Skip Kendall,80,"163' 5""",326.75,2,E
179,180,180,Matt Davidson,53,"171' 2""",171.167,1,-1
