,Approach_100-125_yards_RTP_Score_RANK THIS WEEK,Approach_100-125_yards_RTP_Score_RANK LAST WEEK,Approach_100-125_yards_RTP_Score_PLAYER NAME,Approach_100-125_yards_RTP_Score_ROUNDS,Approach_100-125_yards_RTP_Score_AVG RTP
0,1,1,Tiger Woods,76,-.311
1,2,2,Charles Howell III,95,-.276
2,T3,T3,Zach Johnson,96,-.273
3,T3,T3,Brett Quigley,96,-.273
4,5,5,John Huston,90,-.271
5,6,6,Jonathan Kaye,77,-.250
6,7,7,Brad Faxon,75,-.247
7,8,8,Chris DiMarco,83,-.236
8,9,9,Stuart Appleby,84,-.231
9,10,10,Padraig Harrington,50,-.228
10,T11,T11,David Hearn,68,-.225
11,T11,T11,Larry Mize,54,-.225
12,13,13,Gavin Coles,70,-.223
13,14,14,Davis Love III,80,-.222
14,15,15,Tim Herron,100,-.217
15,16,16,Bob Heintz,67,-.215
16,T17,T17,Doug Barron,70,-.214
17,T17,T17,Jim Furyk,94,-.214
18,19,19,Richard Johnson,50,-.209
19,T20,T20,Chris Anderson,66,-.208
20,T20,T20,Jesper Parnevik,84,-.208
21,T20,T20,Vaughn Taylor,99,-.208
22,23,23,Steve Stricker,62,-.203
23,24,24,Darron Stiles,78,-.200
24,25,25,Ben Crane,78,-.198
25,26,26,Mark O'Meara,66,-.195
26,27,27,Hank Kuehne,84,-.194
27,28,28,Bob Estes,92,-.192
28,29,29,Robert Gamez,91,-.190
29,30,30,Glen Hnatiuk,59,-.184
30,31,31,Paul Claxton,79,-.182
31,T32,T32,Olin Browne,99,-.181
32,T32,T32,Stewart Cink,98,-.181
33,T34,T34,Jay Haas,54,-.179
34,T34,T34,Corey Pavin,77,-.179
35,36,36,Andrew Magee,82,-.177
36,37,37,Mike Weir,71,-.176
37,38,38,Justin Leonard,78,-.173
38,39,39,Rocco Mediate,73,-.170
39,40,40,Jason Bohn,91,-.168
40,41,41,Woody Austin,100,-.167
41,T42,T42,Justin Bolli,65,-.165
42,T42,T42,Marco Dawson,82,-.165
43,T42,T42,Rod Pampling,89,-.165
44,45,45,Bob Tway,87,-.164
45,46,46,Carl Pettersson,109,-.163
46,T47,T47,Fred Couples,72,-.162
47,T47,T47,Tom Lehman,69,-.162
48,T47,T47,David Toms,87,-.162
49,50,50,Dean Wilson,86,-.161
50,T51,T51,Phil Mickelson,81,-.159
51,T51,T51,Charlie Wi,67,-.159
52,T53,T53,Bart Bryant,91,-.158
53,T53,T53,Pat Perez,89,-.158
54,55,55,Patrick Sheehan,114,-.156
55,T56,T56,Tim Clark,92,-.155
56,T56,T56,Hunter Haas,83,-.155
57,58,58,Justin Rose,99,-.154
58,T59,T59,Billy Andrade,83,-.152
59,T59,T59,J.P. Hayes,63,-.152
60,T59,T59,Stephen Leaney,89,-.152
61,T62,T62,Briny Baird,98,-.151
62,T62,T62,Brian Gay,101,-.151
63,64,64,Brian Davis,75,-.150
64,65,65,Greg Owen,84,-.149
65,66,66,Mark Calcavecchia,92,-.148
66,T67,T67,Jeff Maggert,79,-.146
67,T67,T67,Tjaart van der Walt,56,-.146
68,69,69,Geoff Ogilvy,97,-.145
69,70,70,Joey Sindelar,104,-.142
70,T71,T71,Luke Donald,67,-.141
71,T71,T71,J.L. Lewis,98,-.141
72,T73,T73,Harrison Frazar,105,-.140
73,T73,T73,Roland Thatcher,75,-.140
74,75,75,Retief Goosen,71,-.139
75,76,76,Joe Ogilvie,103,-.138
76,T77,T77,Freddie Jacobson,72,-.136
77,T77,T77,Frank Lickliter II,100,-.136
78,T77,T77,Billy Mayfair,114,-.136
79,T80,T80,James Driscoll,73,-.135
80,T80,T80,Len Mattiace,86,-.135
81,T82,T82,Craig Barlow,81,-.134
82,T82,T82,Fred Funk,102,-.134
83,T82,T82,Ryuji Imada,78,-.134
84,T82,T82,Brandt Jobe,96,-.134
85,T82,T82,Rob Rashell,65,-.134
86,T87,T87,Steve Elkington,67,-.132
87,T87,T87,Brendan Jones,81,-.132
88,T87,T87,Ryan Palmer,101,-.132
89,90,90,Sean O'Hair,103,-.131
90,91,91,Robert Allenby,95,-.129
91,T92,T92,Jeff Brehaut,71,-.128
92,T92,T92,Shigeki Maruyama,99,-.128
93,T92,T92,Duffy Waldorf,86,-.128
94,T95,T95,Aaron Baddeley,84,-.125
95,T95,T95,Loren Roberts,54,-.125
96,T97,T97,K.J. Choi,78,-.123
97,T97,T97,Bernhard Langer,67,-.123
98,T97,T97,Kevin Na,88,-.123
99,100,100,Chad Campbell,95,-.122
100,T101,T101,Neal Lancaster,95,-.121
101,T101,T101,José María Olazábal,55,-.121
102,T103,T103,Vijay Singh,111,-.120
103,T103,T103,Kevin Sutherland,89,-.120
