,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
0,1,1,Olin Browne,99,"31' 7""",47067.5,1492,15
1,2,2,Loren Roberts,54,"31' 8""",27318.5,863,89
2,3,3,Luke Donald,67,"32' 4""",23131.25,716,22
3,4,4,Jim Furyk,94,"32' 6""",41588.167,1281,7
4,5,5,Adam Scott,72,"32' 7""",30233.167,929,40
5,6,6,Bill Glasson,54,"32' 8""",25736.333,787,118
6,7,7,Fred Funk,102,"32' 9""",48217.583,1474,68
7,T8,T8,Tommy Armour III,103,"33' 0""",53922.75,1636,26
8,T8,T8,Kenny Perry,82,"33' 0""",35529.333,1076,3
9,T10,T10,Fred Couples,72,"33' 1""",25644.333,776,25
10,T10,T10,Darron Stiles,78,"33' 1""",41107.917,1243,60
11,T12,T12,Alex Cejka,84,"33' 4""",41458.25,1243,95
12,T12,T12,Shigeki Maruyama,99,"33' 4""",50869.75,1526,88
13,14,14,Jeff Hart,63,"33' 5""",34412.667,1029,160
14,15,15,Phillip Price,77,"33' 7""",38228.25,1137,98
15,16,16,David Toms,87,"33' 9""",38259.167,1135,39
16,T17,T17,J.P. Hayes,63,"33' 10""",32139.917,950,155
17,T17,T17,Heath Slocum,103,"33' 10""",54737.25,1617,23
18,T17,T17,Omar Uresti,84,"33' 10""",44499.333,1314,59
19,20,20,Kirk Triplett,55,"34' 0""",26763.833,787,121
20,21,21,Chad Campbell,95,"34' 1""",46170.917,1353,20
21,T22,T22,Bob Estes,92,"34' 3""",48832.25,1426,114
22,T22,T22,Robert Gamez,91,"34' 3""",49284.0,1439,119
23,T22,T22,Justin Leonard,78,"34' 3""",33404.5,976,94
24,T22,T22,Jeff Maggert,79,"34' 3""",36711.25,1073,84
25,T26,T26,Tim Clark,92,"34' 5""",39728.917,1154,123
26,T26,T26,Justin Rose,99,"34' 5""",54572.917,1584,29
27,T28,T28,Dudley Hart,84,"34' 6""",44487.0,1291,61
28,T28,T28,Arron Oberholser,65,"34' 6""",31454.333,912,50
29,T28,T28,Joey Sindelar,104,"34' 6""",60869.167,1765,19
30,T28,T28,Bo Van Pelt,112,"34' 6""",57394.333,1663,18
31,T32,T32,Stuart Appleby,84,"34' 7""",39008.5,1129,48
32,T32,T32,Craig Barlow,81,"34' 7""",39142.0,1132,53
33,T32,T32,Jeff Brehaut,71,"34' 7""",39205.833,1133,5
34,T32,T32,Stewart Cink,98,"34' 7""",43917.0,1269,77
35,T32,T32,Marco Dawson,82,"34' 7""",48441.25,1400,37
36,T32,T32,Brendan Jones,81,"34' 7""",44751.5,1293,53
37,T38,T38,Woody Austin,100,"34' 8""",56011.75,1614,120
38,T38,T38,Doug Barron,70,"34' 8""",39877.0,1150,46
39,T38,T38,Mark Calcavecchia,92,"34' 8""",47408.667,1367,76
40,T38,T38,Glen Hnatiuk,59,"34' 8""",31115.333,897,32
41,T38,T38,Jerry Kelly,101,"34' 8""",47197.75,1360,70
42,T38,T38,Rocco Mediate,73,"34' 8""",40342.667,1165,87
43,T38,T38,Jeff Sluman,94,"34' 8""",52496.583,1514,45
44,T38,T38,Scott Verplank,87,"34' 8""",41104.417,1185,61
45,T46,T46,K.J. Choi,78,"34' 9""",33607.417,968,124
46,T46,T46,Geoff Ogilvy,97,"34' 9""",46126.167,1328,53
47,T46,T46,Mark Wilson,74,"34' 9""",39410.5,1135,75
48,T49,T49,Briny Baird,98,"34' 10""",55620.25,1597,12
49,T49,T49,Jason Bohn,91,"34' 10""",50855.25,1459,74
50,T49,T49,Bart Bryant,91,"34' 10""",47724.75,1370,17
51,T49,T49,Chris DiMarco,83,"34' 10""",36898.917,1059,125
52,T49,T49,Sergio Garcia,73,"34' 10""",32449.5,931,1
53,T49,T49,Jonathan Kaye,77,"34' 10""",39985.167,1149,53
54,T49,T49,Rory Sabbatini,81,"34' 10""",37439.917,1076,188
55,T56,T56,Tom Byrum,83,"34' 11""",47587.5,1362,105
56,T56,T56,Gavin Coles,70,"34' 11""",39466.25,1131,165
57,T56,T56,John Huston,90,"34' 11""",49665.583,1422,130
58,T56,T56,Richard Johnson,50,"34' 11""",28701.417,822,28
59,T56,T56,Vaughn Taylor,99,"34' 11""",55820.667,1600,80
60,T61,T61,Joe Durant,81,"35' 0""",42813.917,1222,2
61,T61,T61,Jay Haas,54,"35' 0""",24504.583,700,176
62,T63,T63,Peter Lonard,85,"35' 1""",41583.833,1184,122
63,T63,T63,José María Olazábal,55,"35' 1""",25740.0,733,89
64,T65,T65,Robert Allenby,95,"35' 2""",45735.333,1299,11
65,T65,T65,Ben Curtis,65,"35' 2""",31064.333,884,175
66,T65,T65,Brian Davis,75,"35' 2""",40110.833,1140,79
67,T65,T65,David Hearn,68,"35' 2""",38341.583,1091,27
68,T65,T65,Billy Mayfair,114,"35' 2""",63929.417,1820,10
69,T65,T65,Hidemichi Tanaka,106,"35' 2""",59542.833,1693,48
70,T71,T71,Brian Gay,101,"35' 3""",58313.5,1653,162
71,T71,T71,Zach Johnson,96,"35' 3""",52337.917,1486,53
72,T71,T71,Ian Poulter,62,"35' 3""",22796.25,646,172
73,T74,T74,Todd Hamilton,94,"35' 4""",47179.833,1334,140
74,T74,T74,Jay Williamson,53,"35' 4""",29341.5,831,142
75,T76,T76,Stephen Ames,82,"35' 5""",38820.583,1097,169
76,T76,T76,Stephen Leaney,89,"35' 5""",47965.417,1354,61
77,T76,T76,Corey Pavin,77,"35' 5""",38855.833,1097,157
78,T76,T76,Bob Tway,87,"35' 5""",41866.667,1182,36
79,80,80,Carl Pettersson,109,"35' 6""",59407.083,1674,73
80,T81,T81,Cameron Beckman,96,"35' 7""",53766.25,1511,109
81,T81,T81,Dan Forsman,52,"35' 7""",30053.083,844,14
82,T81,T81,Carlos Franco,78,"35' 7""",42718.083,1200,65
83,T81,T81,Retief Goosen,71,"35' 7""",27281.0,767,38
84,T81,T81,Hunter Mahan,103,"35' 7""",59105.0,1660,52
85,T81,T81,Mario Tiziani,67,"35' 7""",38458.0,1080,67
86,T87,T87,Billy Andrade,83,"35' 8""",46839.667,1313,132
87,T87,T87,José Coceres,56,"35' 8""",33723.167,945,193
88,T87,T87,Bob Heintz,67,"35' 8""",39344.25,1104,189
89,T87,T87,Freddie Jacobson,72,"35' 8""",35412.0,993,163
90,T87,T87,Brandt Jobe,96,"35' 8""",51938.833,1455,85
91,T87,T87,J.L. Lewis,98,"35' 8""",52043.083,1458,72
92,T87,T87,Tiger Woods,76,"35' 8""",35098.667,985,6
93,T94,T94,Jim Carter,62,"35' 9""",34728.583,972,176
94,T94,T94,Matt Kuchar,60,"35' 9""",35423.083,990,150
95,T94,T94,Ryan Palmer,101,"35' 9""",51461.583,1440,89
96,T94,T94,Brenden Pappas,51,"35' 9""",31252.25,874,108
97,T94,T94,Ted Purdy,122,"35' 9""",63887.75,1788,98
98,T94,T94,Duffy Waldorf,86,"35' 9""",45452.583,1271,64
99,100,100,D.A. Points,94,"35' 10""",52712.833,1472,103
100,T101,T101,Bradley Hughes,52,"35' 11""",31570.25,879,107
101,T101,T101,Kent Jones,99,"35' 11""",56513.25,1575,86
102,T103,T103,Michael Allen,90,"36' 0""",49535.667,1376,156
103,T103,T103,Joey Snyder III,102,"36' 0""",58779.667,1634,21
104,T105,T105,Harrison Frazar,105,"36' 1""",60281.0,1672,58
105,T105,T105,J.J. Henry,102,"36' 1""",55968.167,1551,8
106,T105,T105,Franklin Langham,91,"36' 1""",49277.667,1367,158
107,T105,T105,Tom Lehman,69,"36' 1""",32410.333,898,34
108,T105,T105,Davis Love III,80,"36' 1""",36465.0,1010,51
109,T105,T105,Steve Stricker,62,"36' 1""",38045.0,1055,180
110,111,111,Frank Lickliter II,100,"36' 2""",55674.75,1539,83
111,T112,T112,Chris Anderson,66,"36' 3""",37628.0,1039,185
112,T112,T112,Brian Bateman,98,"36' 3""",55347.917,1527,117
113,T112,T112,Steve Lowery,100,"36' 3""",55943.667,1543,113
114,T112,T112,Joe Ogilvie,103,"36' 3""",50804.583,1400,172
115,T112,T112,Lee Westwood,50,"36' 3""",21514.583,593,133
116,T117,T117,Robert Damron,89,"36' 4""",51550.083,1420,137
117,T117,T117,Tim Herron,100,"36' 4""",50461.083,1389,96
118,T117,T117,Sean O'Hair,103,"36' 4""",55688.167,1531,41
119,T117,T117,Patrick Sheehan,114,"36' 4""",62387.25,1719,144
120,T117,T117,Brett Wetterich,76,"36' 4""",43644.083,1202,24
121,T122,T122,Rich Beem,66,"36' 5""",31300.417,860,143
122,T122,T122,Jonathan Byrd,103,"36' 5""",60516.25,1662,115
123,T122,T122,Ben Crane,78,"36' 5""",42169.667,1159,161
124,T122,T122,Brad Faxon,75,"36' 5""",37175.333,1021,167
125,T122,T122,Greg Owen,84,"36' 5""",46032.0,1263,43
126,T122,T122,Dean Wilson,86,"36' 5""",51760.25,1422,81
127,T128,T128,Neal Lancaster,95,"36' 6""",55788.917,1529,92
128,T128,T128,Kevin Na,88,"36' 6""",51957.417,1423,194
129,T128,T128,John Senden,101,"36' 6""",59096.5,1618,30
130,T128,T128,Charles Warren,89,"36' 6""",52516.25,1438,16
131,T128,T128,Mike Weir,71,"36' 6""",30839.917,844,171
132,T133,T133,Arjun Atwal,65,"36' 7""",40096.917,1095,106
133,T133,T133,John Cook,72,"36' 7""",38247.667,1045,133
134,T133,T133,Steve Flesch,90,"36' 7""",41297.833,1129,148
135,T133,T133,Paul Gow,78,"36' 7""",44029.583,1203,170
136,T137,T137,Glen Day,80,"36' 8""",48128.667,1312,174
137,T137,T137,Rod Pampling,89,"36' 8""",45491.833,1242,82
138,T137,T137,Kevin Stadler,96,"36' 8""",54010.083,1472,116
139,140,140,Roland Thatcher,75,"36' 9""",44423.25,1208,9
140,T141,T141,Justin Bolli,65,"36' 10""",38960.5,1057,185
141,T141,T141,D.J. Brigman,76,"36' 10""",40553.75,1100,138
142,T141,T141,Scott Gutschewski,86,"36' 10""",47039.25,1278,33
143,T141,T141,Bernhard Langer,67,"36' 10""",29862.5,811,101
144,T141,T141,Shaun Micheel,81,"36' 10""",41959.833,1140,100
145,T141,T141,Craig Perks,67,"36' 10""",38500.25,1046,167
146,T141,T141,Tim Petrovic,97,"36' 10""",52416.5,1422,102
147,T141,T141,D.J. Trahan,81,"36' 10""",46505.083,1263,31
148,T149,T149,Ryuji Imada,78,"36' 11""",43765.75,1185,127
149,T149,T149,Mark O'Meara,66,"36' 11""",33992.083,921,196
150,T149,T149,Vijay Singh,111,"36' 11""",57910.833,1568,4
151,T152,T152,Danny Briggs,70,"37' 0""",40588.667,1098,133
152,T152,T152,Brent Geiberger,61,"37' 0""",34411.333,929,141
153,T152,T152,Lucas Glover,88,"37' 0""",51948.083,1404,35
154,T155,T155,Mark Brooks,72,"37' 1""",41491.417,1118,197
155,T155,T155,Paul Claxton,79,"37' 1""",43863.667,1183,110
156,T155,T155,Todd Fischer,99,"37' 1""",57963.333,1563,181
157,T155,T155,Mathias Grönberg,60,"37' 1""",37087.083,1001,103
158,T155,T155,John Rollins,97,"37' 1""",54816.333,1477,78
159,T160,T160,Paul Azinger,66,"37' 2""",38696.167,1042,190
160,T160,T160,Tom Gillis,77,"37' 2""",45371.5,1221,125
161,T160,T160,Skip Kendall,80,"37' 2""",46741.5,1258,153
162,T160,T160,Brett Quigley,96,"37' 2""",56296.833,1514,112
163,T164,T164,Charles Howell III,95,"37' 3""",48097.25,1290,71
164,T164,T164,Tom Pernice Jr.,111,"37' 3""",58950.75,1581,151
165,T164,T164,Tag Ridings,93,"37' 3""",55591.25,1493,97
166,T167,T167,Rob Rashell,65,"37' 4""",36137.75,968,200
167,T167,T167,Kevin Sutherland,89,"37' 4""",49653.5,1329,44
168,T167,T167,Hideto Tanihara,50,"37' 4""",29835.333,799,187
169,T167,T167,Nick Watney,91,"37' 4""",52921.083,1416,68
170,T167,T167,Charlie Wi,67,"37' 4""",40378.417,1081,195
171,T172,T172,Hunter Haas,83,"37' 5""",48571.583,1298,128
172,T172,T172,Padraig Harrington,50,"37' 5""",27030.333,723,154
173,T172,T172,Pat Perez,89,"37' 5""",49057.5,1312,139
174,T172,T172,Chris Smith,93,"37' 5""",57177.0,1529,13
175,T176,T176,Lee Janzen,75,"37' 7""",39910.917,1062,131
176,T176,T176,Will MacKenzie,75,"37' 7""",45732.833,1217,93
177,T178,T178,Michael Long,72,"37' 8""",43224.917,1147,111
178,T178,T178,Scott McCarron,78,"37' 8""",40772.833,1082,147
179,T180,T180,Steve Elkington,67,"37' 9""",37224.167,985,42
180,T180,T180,Larry Mize,54,"37' 9""",31193.833,827,165
181,182,182,Mark Hensby,70,"37' 10""",33399.0,882,149
182,T183,T183,Matt Gogel,78,"38' 0""",45788.5,1206,159
183,T183,T183,Phil Mickelson,81,"38' 0""",34013.167,896,47
184,T183,T183,Chris Riley,67,"38' 0""",28626.417,754,199
185,T186,T186,Daniel Chopra,108,"38' 1""",62866.0,1649,133
186,T186,T186,Tjaart van der Walt,56,"38' 1""",36914.083,969,66
187,188,188,Steve Jones,56,"38' 2""",31544.833,826,182
188,189,189,Steve Allan,102,"38' 3""",60485.583,1581,128
189,T190,T190,Aaron Baddeley,84,"38' 4""",51666.75,1347,191
190,T190,T190,John Daly,78,"38' 4""",38382.833,1001,152
191,T190,T190,Thomas Levet,54,"38' 4""",24821.5,647,179
192,193,193,Andrew Magee,82,"38' 5""",48335.0,1258,183
193,T194,T194,Matt Davidson,53,"39' 2""",35098.25,897,192
194,T194,T194,Hank Kuehne,84,"39' 2""",51904.917,1325,178
195,196,196,James Driscoll,73,"39' 5""",44009.917,1116,145
196,197,197,Jesper Parnevik,84,"39' 8""",47797.25,1206,183
197,198,198,Scott Hend,75,"40' 6""",46540.083,1149,146
198,199,199,Jason Allred,75,"40' 7""",45933.25,1132,198
199,200,200,Dennis Paulson,63,"41' 2""",41330.667,1005,164
200,201,201,John Elliott,58,"41' 3""",37846.5,917,200
201,202,202,Len Mattiace,86,"42' 4""",57576.0,1359,202
