,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
52,T53,T53,Stuart Appleby,84,"31' 1""",841,26175.667,-63.0
53,T53,T53,Woody Austin,100,"31' 1""",1182,36766.75,-95.0
54,T53,T53,Dudley Hart,84,"31' 1""",990,30751.917,-96.0
55,T53,T53,Rod Pampling,89,"31' 1""",890,27653.167,-85.0
56,T53,T53,Vaughn Taylor,99,"31' 1""",1216,37842.333,-118.0
57,T53,T53,Omar Uresti,84,"31' 1""",1073,33360.5,-61.0
58,T59,T59,Tom Byrum,83,"31' 2""",1098,34226.667,-34.0
59,T59,T59,Tim Clark,92,"31' 2""",880,27402.75,-75.0
60,61,61,Brandt Jobe,96,"31' 3""",1032,32265.75,-93.0
61,T62,T62,Marco Dawson,82,"31' 4""",1060,33239.833,-80.0
62,T62,T62,Brenden Pappas,51,"31' 4""",599,18778.333,-62.0
63,T64,T64,Arron Oberholser,65,"31' 5""",703,22081.417,-47.0
64,T64,T64,Rory Sabbatini,81,"31' 5""",761,23878.667,-40.0
65,T64,T64,Bob Tway,87,"31' 5""",895,28131.417,-95.0
66,T64,T64,Brett Wetterich,76,"31' 5""",824,25894.833,-53.0
67,T68,T68,Billy Andrade,83,"31' 6""",999,31489.083,-83.0
68,T68,T68,Patrick Sheehan,114,"31' 6""",1296,40802.5,-75.0
69,T70,T70,Mathias Grönberg,60,"31' 7""",721,22772.75,-71.0
70,T70,T70,Tom Lehman,69,"31' 7""",678,21402.583,-54.0
71,T70,T70,Hunter Mahan,103,"31' 7""",1229,38855.667,-66.0
72,T73,T73,Jeff Hart,63,"31' 8""",877,27743.333,18.0
73,T73,T73,Davis Love III,80,"31' 8""",712,22540.833,-71.0
74,T73,T73,Sean O'Hair,103,"31' 8""",1129,35765.667,-90.0
75,T76,T76,K.J. Choi,78,"31' 9""",739,23458.333,-68.0
76,T76,T76,Brian Gay,101,"31' 9""",1308,41561.25,-47.0
77,T76,T76,Ryan Palmer,101,"31' 9""",1045,33153.25,-73.0
78,T76,T76,D.A. Points,94,"31' 9""",1133,35949.5,-59.0
79,T80,T80,Jeff Brehaut,71,"31' 10""",911,29036.583,-92.0
80,T80,T80,Dan Forsman,52,"31' 10""",627,19964.333,-40.0
81,T80,T80,Harrison Frazar,105,"31' 10""",1242,39550.0,-120.0
82,T80,T80,Tim Petrovic,97,"31' 10""",1014,32302.833,-80.0
83,T84,T84,Michael Allen,90,"31' 11""",965,30766.583,-62.0
84,T84,T84,Joe Durant,81,"31' 11""",981,31310.583,-42.0
85,T84,T84,Carl Pettersson,109,"31' 11""",1263,40304.917,-105.0
86,T84,T84,D.J. Trahan,81,"31' 11""",929,29648.417,-62.0
87,T84,T84,Duffy Waldorf,86,"31' 11""",1019,32516.833,-54.0
88,T84,T84,Mark Wilson,74,"31' 11""",892,28495.083,-68.0
89,T90,T90,Doug Barron,70,"32' 0""",887,28353.0,-73.0
90,T90,T90,Scott Gutschewski,86,"32' 0""",908,29044.917,-63.0
91,T90,T90,Bob Heintz,67,"32' 0""",794,25396.5,-75.0
92,T90,T90,J.J. Henry,102,"32' 0""",1162,37144.833,-81.0
93,T90,T90,Frank Lickliter II,100,"32' 0""",1147,36705.083,-76.0
94,T90,T90,Kevin Stadler,96,"32' 0""",1073,34354.167,-68.0
95,T96,T96,Zach Johnson,96,"32' 1""",1158,37147.917,-113.0
96,T96,T96,Brett Quigley,96,"32' 1""",1090,34937.333,-109.0
97,T96,T96,Charles Warren,89,"32' 1""",1077,34513.583,-45.0
98,T99,T99,Rich Beem,66,"32' 2""",613,19712.667,-39.0
99,T99,T99,Ben Curtis,65,"32' 2""",681,21903.417,4.0
100,T99,T99,Steve Lowery,100,"32' 2""",1176,37810.417,-81.0
101,T99,T99,Billy Mayfair,114,"32' 2""",1452,46695.417,-126.0
102,T99,T99,Vijay Singh,111,"32' 2""",1101,35408.833,-167.0
103,T99,T99,Lee Westwood,50,"32' 2""",437,14065.25,-8.0
104,T105,T105,Briny Baird,98,"32' 3""",1253,40369.583,-65.0
105,T105,T105,Brian Davis,75,"32' 3""",918,29573.667,-64.0
106,T105,T105,Richard Johnson,50,"32' 3""",648,20884.417,-83.0
107,T105,T105,J.L. Lewis,98,"32' 3""",1145,36918.5,-87.0
108,T109,T109,Arjun Atwal,65,"32' 4""",824,26663.083,-77.0
109,T109,T109,Cameron Beckman,96,"32' 4""",1158,37439.833,-56.0
110,T109,T109,Bart Bryant,91,"32' 4""",1129,36480.417,-121.0
111,T109,T109,Gavin Coles,70,"32' 4""",912,29510.833,-17.0
112,T109,T109,Ian Poulter,62,"32' 4""",473,15300.833,-12.0
113,T109,T109,Ted Purdy,122,"32' 4""",1361,44043.5,-41.0
114,115,115,David Hearn,68,"32' 5""",857,27797.5,-51.0
115,T116,T116,Jonathan Byrd,103,"32' 6""",1201,39004.417,-77.0
116,T116,T116,Tim Herron,100,"32' 6""",1047,34003.25,-125.0
117,T116,T116,Glen Hnatiuk,59,"32' 6""",677,22005.75,-25.0
118,T116,T116,Freddie Jacobson,72,"32' 6""",709,23031.917,-32.0
119,T116,T116,Neal Lancaster,95,"32' 6""",1109,36045.417,-74.0
120,T116,T116,Phil Mickelson,81,"32' 6""",609,19783.333,-61.0
121,T122,T122,Jim Carter,62,"32' 7""",761,24796.75,17.0
122,T122,T122,John Daly,78,"32' 7""",662,21593.417,-43.0
123,T122,T122,Stephen Leaney,89,"32' 7""",1077,35103.75,-59.0
124,T125,T125,Bradley Hughes,52,"32' 8""",688,22463.917,-14.0
125,T125,T125,Will MacKenzie,75,"32' 8""",894,29205.833,-46.0
126,T125,T125,Joe Ogilvie,103,"32' 8""",1041,34041.917,-64.0
127,T125,T125,Craig Perks,67,"32' 8""",720,23515.417,18.0
128,T125,T125,Joey Snyder III,102,"32' 8""",1271,41516.833,-67.0
129,T130,T130,Steve Allan,102,"32' 9""",1131,37047.583,-42.0
130,T130,T130,Brian Bateman,98,"32' 9""",1147,37600.167,-58.0
131,T130,T130,Justin Bolli,65,"32' 9""",780,25542.0,-38.0
132,T130,T130,Hunter Haas,83,"32' 9""",940,30811.75,-43.0
133,T130,T130,Lee Janzen,75,"32' 9""",768,25167.833,-20.0
134,T130,T130,Nick Watney,91,"32' 9""",1020,33421.917,-57.0
135,T136,T136,Brad Faxon,75,"32' 10""",752,24687.667,-67.0
136,T136,T136,Steve Flesch,90,"32' 10""",870,28567.833,-24.0
137,T136,T136,Jay Haas,54,"32' 10""",550,18052.75,-27.0
138,T136,T136,Matt Kuchar,60,"32' 10""",794,26069.583,-40.0
139,T136,T136,Bernhard Langer,67,"32' 10""",594,19511.25,-31.0
140,T136,T136,Greg Owen,84,"32' 10""",949,31120.583,-52.0
141,T136,T136,Chris Smith,93,"32' 10""",1137,37285.083,-60.0
142,T136,T136,Hidemichi Tanaka,106,"32' 10""",1352,44425.833,-75.0
143,T144,T144,Tom Pernice Jr.,111,"32' 11""",1181,38903.5,-86.0
144,T144,T144,Tag Ridings,93,"32' 11""",1026,33790.25,-98.0
145,T146,T146,Lucas Glover,88,"33' 0""",1024,33776.833,-98.0
146,T146,T146,Todd Hamilton,94,"33' 0""",1001,33038.667,-57.0
147,T146,T146,Kent Jones,99,"33' 0""",1238,40896.417,-53.0
148,T146,T146,Mike Weir,71,"33' 0""",644,21261.167,-22.0
149,T150,T150,Aaron Baddeley,84,"33' 1""",904,29914.5,-63.0
150,T150,T150,Pat Perez,89,"33' 1""",949,31357.5,-50.0
151,T150,T150,Dean Wilson,86,"33' 1""",1092,36098.417,-68.0
152,T153,T153,José Coceres,56,"33' 2""",750,24879.833,-28.0
153,T153,T153,Brent Geiberger,61,"33' 2""",720,23892.5,-33.0
154,T153,T153,Thomas Levet,54,"33' 2""",479,15902.167,15.0
155,T153,T153,Shaun Micheel,81,"33' 2""",870,28885.583,-58.0
156,T153,T153,Mark O'Meara,66,"33' 2""",689,22846.167,-11.0
157,T153,T153,Roland Thatcher,75,"33' 2""",896,29686.0,-46.0
158,T153,T153,Jay Williamson,53,"33' 2""",664,22009.417,-26.0
159,160,160,Chris Anderson,66,"33' 3""",785,26118.833,-20.0
160,161,161,John Senden,101,"33' 4""",1240,41318.167,-96.0
161,T162,T162,Paul Gow,78,"33' 5""",913,30520.417,-41.0
162,T162,T162,Hank Kuehne,84,"33' 5""",856,28602.333,-46.0
163,T162,T162,Andrew Magee,82,"33' 5""",885,29609.417,-25.0
164,T165,T165,D.J. Brigman,76,"33' 6""",834,27934.083,13.0
165,T165,T165,Tom Gillis,77,"33' 6""",949,31796.167,-13.0
166,T165,T165,Kevin Na,88,"33' 6""",1056,35387.417,-23.0
167,T165,T165,John Rollins,97,"33' 6""",1104,36995.667,-69.0
168,T165,T165,Hideto Tanihara,50,"33' 6""",594,19900.75,-9.0
169,170,170,Ryuji Imada,78,"33' 7""",850,28543.75,-45.0
170,171,171,Kevin Sutherland,89,"33' 8""",1000,33651.5,-71.0
171,T172,T172,Paul Azinger,66,"33' 9""",774,26106.333,-28.0
172,T172,T172,Scott Hend,75,"33' 9""",681,23008.917,-15.0
173,T172,T172,Larry Mize,54,"33' 9""",661,22290.083,-16.0
174,T175,T175,Todd Fischer,99,"33' 10""",1209,40894.333,-49.0
175,T175,T175,Charles Howell III,95,"33' 10""",919,31120.667,-84.0
176,T177,T177,Mark Brooks,72,"33' 11""",881,29869.083,-7.0
177,T177,T177,Paul Claxton,79,"33' 11""",959,32544.25,-28.0
178,T177,T177,Rob Rashell,65,"33' 11""",710,24057.25,-6.0
179,T180,T180,Robert Damron,89,"34' 0""",1151,39112.75,-19.0
180,T180,T180,Steve Jones,56,"34' 0""",645,21930.667,-2.0
181,T182,T182,Danny Briggs,70,"34' 1""",875,29830.5,2.0
182,T182,T182,Skip Kendall,80,"34' 1""",1025,34949.917,1.0
183,T182,T182,Charlie Wi,67,"34' 1""",826,28135.917,-31.0
184,T185,T185,John Cook,72,"34' 3""",823,28222.0,-33.0
185,T185,T185,Glen Day,80,"34' 3""",978,33472.5,-40.0
186,T185,T185,Michael Long,72,"34' 3""",867,29668.75,-26.0
187,T185,T185,Mario Tiziani,67,"34' 3""",814,27863.417,-36.0
188,189,189,Steve Elkington,67,"34' 5""",759,26135.083,-67.0
189,190,190,Mark Hensby,70,"34' 6""",671,23171.833,-19.0
190,T191,T191,Daniel Chopra,108,"34' 7""",1124,38838.25,-58.0
191,T191,T191,Scott McCarron,78,"34' 7""",788,27227.583,-31.0
192,193,193,Jesper Parnevik,84,"34' 9""",863,29995.833,-48.0
193,T194,T194,James Driscoll,73,"34' 10""",759,26436.75,-46.0
194,T194,T194,Matt Gogel,78,"34' 10""",927,32326.833,-9.0
195,T194,T194,Tjaart van der Walt,56,"34' 10""",727,25350.5,-25.0
196,197,197,Matt Davidson,53,"35' 2""",692,24330.25,18.0
197,198,198,Chris Riley,67,"35' 4""",591,20893.083,27.0
198,199,199,John Elliott,58,"36' 9""",622,22839.167,-2.0
199,200,200,Dennis Paulson,63,"36' 10""",690,25388.75,10.0
200,201,201,Jason Allred,75,"36' 11""",708,26153.75,29.0
201,202,202,Len Mattiace,86,"39' 6""",982,38758.917,36.0
