,Approaches_125-150_yards-Rgh_RTP_RANK THIS WEEK,Approaches_125-150_yards-Rgh_RTP_RANK LAST WEEK,Approaches_125-150_yards-Rgh_RTP_PLAYER NAME,Approaches_125-150_yards-Rgh_RTP_ROUNDS,Approaches_125-150_yards-Rgh_RTP_AVG RTP
0,1,1,Bo Van Pelt,112,-.123
1,2,2,Matt Gogel,78,-.091
2,3,3,Doug Barron,70,-.086
3,4,4,D.J. Brigman,76,-.068
4,5,5,Rich Beem,66,-.059
5,6,6,Len Mattiace,86,-.053
6,7,7,Joe Durant,81,-.051
7,8,8,Ben Curtis,65,-.045
8,9,9,Ian Poulter,62,-.040
9,10,10,Mario Tiziani,67,-.039
10,11,11,Tiger Woods,76,-.036
11,12,12,Mike Weir,71,-.034
12,13,13,Phil Mickelson,81,-.031
13,14,14,Olin Browne,99,-.028
14,15,15,Kenny Perry,82,-.024
15,16,16,Robert Allenby,95,-.021
16,17,17,Arjun Atwal,65,-.020
17,18,18,Hidemichi Tanaka,106,-.019
18,T19,T19,Jeff Brehaut,71,E
19,T19,T19,Brian Davis,75,E
20,T19,T19,Chris DiMarco,83,E
21,T19,T19,Brent Geiberger,61,E
22,T19,T19,Scott Gutschewski,86,E
23,T19,T19,Jeff Hart,63,E
24,T19,T19,Geoff Ogilvy,97,E
25,26,26,Neal Lancaster,95,+.015
26,27,27,Charles Warren,89,+.017
27,T28,T28,Woody Austin,100,+.018
28,T28,T28,Rod Pampling,89,+.018
29,30,30,Tom Pernice Jr.,111,+.019
30,31,31,Vaughn Taylor,99,+.021
31,32,32,Jonathan Kaye,77,+.024
32,33,33,J.J. Henry,102,+.031
33,34,34,Tim Herron,100,+.032
34,35,35,Kevin Na,88,+.034
35,36,36,Kirk Triplett,55,+.038
36,37,37,Heath Slocum,103,+.039
37,38,38,Jay Williamson,53,+.040
38,39,39,John Rollins,97,+.041
39,40,40,Carlos Franco,78,+.043
40,41,41,Hunter Mahan,103,+.044
41,T42,T42,Franklin Langham,91,+.046
42,T42,T42,Carl Pettersson,109,+.046
43,44,44,Todd Fischer,99,+.051
44,45,45,Stuart Appleby,84,+.052
45,46,46,David Toms,87,+.053
46,T47,T47,Bob Tway,87,+.054
47,T47,T47,Brett Wetterich,76,+.054
48,49,49,Phillip Price,77,+.056
49,50,50,Bernhard Langer,67,+.057
50,T51,T51,Tim Clark,92,+.059
51,T51,T51,Darron Stiles,78,+.059
52,53,53,Peter Lonard,85,+.060
53,T54,T54,Rocco Mediate,73,+.061
54,T54,T54,Jeff Sluman,94,+.061
55,56,56,Tom Byrum,83,+.063
56,57,57,Justin Rose,99,+.066
57,T58,T58,Ryuji Imada,78,+.067
58,T58,T58,Brenden Pappas,51,+.067
59,T58,T58,Steve Stricker,62,+.067
60,61,61,K.J. Choi,78,+.068
61,T62,T62,Luke Donald,67,+.071
62,T62,T62,Dean Wilson,86,+.071
63,64,64,Mark Brooks,72,+.074
64,T65,T65,Joe Ogilvie,103,+.075
