,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
46,T35,T35,Kevin Sutherland,89,11
47,T35,T35,Roland Thatcher,75,11
48,T35,T35,David Toms,87,11
49,T35,T35,D.J. Trahan,81,11
50,T51,T51,Paul Claxton,79,10
51,T51,T51,Robert Damron,89,10
52,T51,T51,Todd Fischer,99,10
53,T51,T51,Padraig Harrington,50,10
54,T51,T51,Brendan Jones,81,10
55,T51,T51,J.L. Lewis,98,10
56,T51,T51,Scott McCarron,78,10
57,T51,T51,Nick Watney,91,10
58,T59,T59,Billy Andrade,83,9
59,T59,T59,Tommy Armour III,103,9
60,T59,T59,Arjun Atwal,65,9
61,T59,T59,Rich Beem,66,9
62,T59,T59,D.J. Brigman,76,9
63,T59,T59,Glen Day,80,9
64,T59,T59,Fred Funk,102,9
65,T59,T59,Robert Gamez,91,9
66,T59,T59,Tom Gillis,77,9
67,T59,T59,Bill Glasson,54,9
68,T59,T59,Jeff Hart,63,9
69,T59,T59,Brandt Jobe,96,9
70,T59,T59,Skip Kendall,80,9
71,T59,T59,Franklin Langham,91,9
72,T59,T59,Tom Lehman,69,9
73,T59,T59,Steve Lowery,100,9
74,T59,T59,Geoff Ogilvy,97,9
75,T59,T59,Corey Pavin,77,9
76,T59,T59,D.A. Points,94,9
77,T59,T59,John Rollins,97,9
78,T59,T59,Jeff Sluman,94,9
79,T59,T59,Steve Stricker,62,9
80,T59,T59,Scott Verplank,87,9
81,T59,T59,Dean Wilson,86,9
82,T83,T83,Robert Allenby,95,8
83,T83,T83,Stuart Appleby,84,8
84,T83,T83,Chad Campbell,95,8
85,T83,T83,K.J. Choi,78,8
86,T83,T83,Tim Clark,92,8
87,T83,T83,Brian Davis,75,8
88,T83,T83,James Driscoll,73,8
89,T83,T83,Brad Faxon,75,8
90,T83,T83,Steve Flesch,90,8
91,T83,T83,Carlos Franco,78,8
92,T83,T83,Jim Furyk,94,8
93,T83,T83,Matt Gogel,78,8
94,T83,T83,Mathias Grönberg,60,8
95,T83,T83,Todd Hamilton,94,8
96,T83,T83,Tim Herron,100,8
97,T83,T83,Bradley Hughes,52,8
98,T83,T83,Ryuji Imada,78,8
99,T83,T83,Kent Jones,99,8
100,T83,T83,Stephen Leaney,89,8
101,T83,T83,Rocco Mediate,73,8
102,T83,T83,Joe Ogilvie,103,8
103,T83,T83,Brenden Pappas,51,8
104,T83,T83,Rob Rashell,65,8
105,T83,T83,Chris Riley,67,8
106,T83,T83,Joey Sindelar,104,8
107,T83,T83,Vijay Singh,111,8
108,T83,T83,Joey Snyder III,102,8
109,T83,T83,Kevin Stadler,96,8
110,T83,T83,Hidemichi Tanaka,106,8
111,T83,T83,Vaughn Taylor,99,8
112,T83,T83,Bo Van Pelt,112,8
113,T83,T83,Duffy Waldorf,86,8
114,T83,T83,Mark Wilson,74,8
115,T116,T116,Paul Azinger,66,7
116,T116,T116,Doug Barron,70,7
117,T116,T116,Brian Bateman,98,7
118,T116,T116,Tom Byrum,83,7
119,T116,T116,Mark Calcavecchia,92,7
120,T116,T116,Jim Carter,62,7
121,T116,T116,Joe Durant,81,7
122,T116,T116,Steve Elkington,67,7
123,T116,T116,Harrison Frazar,105,7
124,T116,T116,Sergio Garcia,73,7
125,T116,T116,Bob Heintz,67,7
126,T116,T116,Scott Hend,75,7
127,T116,T116,Lee Janzen,75,7
128,T116,T116,Richard Johnson,50,7
129,T116,T116,Thomas Levet,54,7
130,T116,T116,Peter Lonard,85,7
131,T116,T116,Arron Oberholser,65,7
132,T116,T116,Mario Tiziani,67,7
133,T116,T116,Omar Uresti,84,7
134,T135,T135,Stephen Ames,82,6
135,T135,T135,Briny Baird,98,6
136,T135,T135,Craig Barlow,81,6
137,T135,T135,Jonathan Byrd,103,6
138,T135,T135,Matt Davidson,53,6
139,T135,T135,John Elliott,58,6
140,T135,T135,Bob Estes,92,6
141,T135,T135,David Hearn,68,6
142,T135,T135,J.J. Henry,102,6
143,T135,T135,Freddie Jacobson,72,6
144,T135,T135,Jerry Kelly,101,6
145,T135,T135,Hank Kuehne,84,6
146,T135,T135,Bernhard Langer,67,6
147,T135,T135,Justin Leonard,78,6
148,T135,T135,Len Mattiace,86,6
149,T135,T135,José María Olazábal,55,6
150,T135,T135,Ryan Palmer,101,6
151,T135,T135,Dennis Paulson,63,6
152,T135,T135,Pat Perez,89,6
153,T135,T135,Kenny Perry,82,6
154,T135,T135,John Senden,101,6
155,T135,T135,Tjaart van der Walt,56,6
156,T135,T135,Mike Weir,71,6
157,T135,T135,Charlie Wi,67,6
158,T135,T135,Jay Williamson,53,6
159,T160,T160,Chris Anderson,66,5
160,T160,T160,Jeff Brehaut,71,5
161,T160,T160,Danny Briggs,70,5
162,T160,T160,Bart Bryant,91,5
163,T160,T160,John Cook,72,5
164,T160,T160,Ben Curtis,65,5
165,T160,T160,Luke Donald,67,5
166,T160,T160,Brian Gay,101,5
167,T160,T160,Brent Geiberger,61,5
168,T160,T160,Jay Haas,54,5
169,T160,T160,Dudley Hart,84,5
170,T160,T160,Mark Hensby,70,5
171,T160,T160,Glen Hnatiuk,59,5
172,T160,T160,Charles Howell III,95,5
173,T160,T160,John Huston,90,5
174,T160,T160,Steve Jones,56,5
175,T160,T160,Hunter Mahan,103,5
176,T160,T160,Shaun Micheel,81,5
177,T160,T160,Sean O'Hair,103,5
178,T160,T160,Mark O'Meara,66,5
179,T160,T160,Loren Roberts,54,5
180,T160,T160,Adam Scott,72,5
181,T160,T160,Chris Smith,93,5
182,T183,T183,Fred Couples,72,4
183,T183,T183,J.P. Hayes,63,4
184,T183,T183,Will MacKenzie,75,4
185,T183,T183,Jeff Maggert,79,4
186,T183,T183,Phil Mickelson,81,4
187,T183,T183,Craig Perks,67,4
188,T183,T183,Ian Poulter,62,4
189,T183,T183,Phillip Price,77,4
190,T183,T183,Brett Quigley,96,4
191,T183,T183,Kirk Triplett,55,4
192,T183,T183,Bob Tway,87,4
193,T183,T183,Lee Westwood,50,4
194,T195,T195,Stewart Cink,98,3
195,T195,T195,Dan Forsman,52,3
196,T195,T195,Retief Goosen,71,3
197,T195,T195,Larry Mize,54,3
198,T195,T195,Greg Owen,84,3
199,T195,T195,Charles Warren,89,3
200,201,201,Brett Wetterich,76,2
201,202,202,Tiger Woods,76,1
