,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,T1,T1,Frank Lickliter II,100,18
1,T1,T1,Andrew Magee,82,18
2,3,3,Shigeki Maruyama,99,17
3,T4,T4,Daniel Chopra,108,15
4,T4,T4,José Coceres,56,15
5,T4,T4,Gavin Coles,70,15
6,T4,T4,Ted Purdy,122,15
7,T4,T4,Justin Rose,99,15
8,T4,T4,Patrick Sheehan,114,15
9,T10,T10,Steve Allan,102,14
10,T10,T10,Woody Austin,100,14
11,T10,T10,Aaron Baddeley,84,14
12,T10,T10,Justin Bolli,65,14
13,T10,T10,Alex Cejka,84,14
14,T10,T10,Zach Johnson,96,14
15,T10,T10,Michael Long,72,14
16,T17,T17,John Daly,78,13
17,T17,T17,Lucas Glover,88,13
18,T17,T17,Billy Mayfair,114,13
19,T17,T17,Tom Pernice Jr.,111,13
20,T17,T17,Tag Ridings,93,13
21,T17,T17,Darron Stiles,78,13
22,T23,T23,Michael Allen,90,12
23,T23,T23,Jason Allred,75,12
24,T23,T23,Jason Bohn,91,12
25,T23,T23,Mark Brooks,72,12
26,T23,T23,Ben Crane,78,12
27,T23,T23,Marco Dawson,82,12
28,T23,T23,Paul Gow,78,12
29,T23,T23,Hunter Haas,83,12
30,T23,T23,Neal Lancaster,95,12
31,T23,T23,Kevin Na,88,12
32,T23,T23,Rory Sabbatini,81,12
33,T23,T23,Hideto Tanihara,50,12
34,T35,T35,Cameron Beckman,96,11
35,T35,T35,Olin Browne,99,11
36,T35,T35,Chris DiMarco,83,11
37,T35,T35,Scott Gutschewski,86,11
38,T35,T35,Jonathan Kaye,77,11
39,T35,T35,Matt Kuchar,60,11
40,T35,T35,Davis Love III,80,11
41,T35,T35,Rod Pampling,89,11
42,T35,T35,Jesper Parnevik,84,11
43,T35,T35,Tim Petrovic,97,11
44,T35,T35,Carl Pettersson,109,11
45,T35,T35,Heath Slocum,103,11
