,Approaches_from_125-150_yards_Rgh_RANK THIS WEEK,Approaches_from_125-150_yards_Rgh_RANK LAST WEEK,Approaches_from_125-150_yards_Rgh_PLAYER NAME,Approaches_from_125-150_yards_Rgh_ROUNDS,Approaches_from_125-150_yards_Rgh_AVG,Approaches_from_125-150_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_Rgh_# OF ATTEMPTS,Approaches_from_125-150_yards_Rgh_RELATIVE TO PAR
0,1,1,Ian Poulter,62,"26' 8""",666.75,25,-1
1,2,2,Doug Barron,70,"27' 9""",972.5830000000001,35,-3
2,3,3,Mario Tiziani,67,"28' 1""",1434.1670000000001,51,-2
3,4,4,Rich Beem,66,"28' 3""",960.5,34,-2
4,5,5,José María Olazábal,55,"28' 10""",635.0,22,+3
5,6,6,Alex Cejka,84,"28' 11""",1386.0829999999999,48,+5
6,7,7,Phil Mickelson,81,"29' 4""",938.0830000000001,32,-1
7,8,8,Hidemichi Tanaka,106,"29' 7""",1538.6670000000001,52,-1
8,9,9,Glen Hnatiuk,59,"29' 9""",922.5830000000001,31,+3
9,10,10,D.A. Points,94,"30' 1""",1202.25,40,+3
10,T11,T11,Tim Clark,92,"30' 5""",1035.083,34,+2
11,T11,T11,Phillip Price,77,"30' 5""",1094.833,36,+2
12,T11,T11,Duffy Waldorf,86,"30' 5""",882.75,29,+5
13,14,14,Chris DiMarco,83,"30' 7""",1071.417,35,E
14,15,15,Mark Wilson,74,"30' 11""",1175.083,38,+4
15,16,16,Olin Browne,99,"31' 0""",1116.417,36,-1
16,17,17,Todd Hamilton,94,"31' 2""",1556.6670000000001,50,+8
17,18,18,Bo Van Pelt,112,"31' 9""",2573.917,81,-10
18,T19,T19,Chris Anderson,66,"31' 10""",1082.083,34,+6
19,T19,T19,Darron Stiles,78,"31' 10""",1082.25,34,+2
20,21,21,Scott Gutschewski,86,"31' 11""",1948.3329999999999,61,E
21,22,22,Daniel Chopra,108,"32' 2""",2892.5,90,+10
22,T23,T23,David Hearn,68,"32' 3""",1289.583,40,+6
23,T23,T23,Justin Rose,99,"32' 3""",2451.75,76,+5
24,25,25,Rob Rashell,65,"32' 4""",1099.25,34,+4
25,26,26,Robert Damron,89,"32' 6""",1233.583,38,+10
26,T27,T27,D.J. Brigman,76,"32' 7""",1435.3329999999999,44,-3
27,T27,T27,Brent Geiberger,61,"32' 7""",911.5,28,E
28,29,29,Chris Riley,67,"32' 9""",884.5,27,+4
29,30,30,Dan Forsman,52,"32' 10""",1213.5,37,+3
30,T31,T31,Justin Leonard,78,"33' 0""",1088.667,33,+4
31,T31,T31,Michael Long,72,"33' 0""",1384.9170000000001,42,+9
32,T31,T31,Kenny Perry,82,"33' 0""",1352.0,41,-1
33,T34,T34,Carlos Franco,78,"33' 1""",1554.1670000000001,47,+2
34,T34,T34,Jonathan Kaye,77,"33' 1""",1357.75,41,+1
35,36,36,Dean Wilson,86,"33' 3""",1862.1670000000001,56,+4
36,T37,T37,Stephen Ames,82,"33' 4""",1465.4170000000001,44,+6
37,T37,T37,Paul Gow,78,"33' 4""",1532.3329999999999,46,+6
38,39,39,Tag Ridings,93,"33' 5""",2638.083,79,+13
39,40,40,Arron Oberholser,65,"33' 6""",1004.3330000000001,30,+5
40,41,41,Ben Curtis,65,"33' 8""",740.4169999999999,22,-1
41,T42,T42,Tommy Armour III,103,"33' 10""",2095.75,62,+5
42,T42,T42,Tim Herron,100,"33' 10""",2132.417,63,+2
43,T44,T44,Woody Austin,100,"33' 11""",1899.75,56,+1
44,T44,T44,Joe Ogilvie,103,"33' 11""",1799.6670000000001,53,+4
45,46,46,J.J. Henry,102,"34' 0""",2177.417,64,+2
46,47,47,Bob Estes,92,"34' 1""",1906.6670000000001,56,+7
47,48,48,Jeff Sluman,94,"34' 2""",1676.1670000000001,49,+3
48,T49,T49,Cameron Beckman,96,"34' 3""",1919.8329999999999,56,+5
49,T49,T49,Ted Purdy,122,"34' 3""",2295.833,67,+10
50,51,51,Pat Perez,89,"34' 4""",1647.9170000000001,48,+10
51,52,52,Stephen Leaney,89,"34' 5""",1273.583,37,+3
52,T53,T53,Robert Allenby,95,"34' 6""",1654.1670000000001,48,-1
53,T53,T53,Jeff Brehaut,71,"34' 6""",1105.167,32,E
54,T53,T53,John Cook,72,"34' 6""",1172.333,34,+5
55,T53,T53,Steve Flesch,90,"34' 6""",1105.167,32,+3
56,T57,T57,Brendan Jones,81,"34' 7""",2247.917,65,+6
57,T57,T57,Corey Pavin,77,"34' 7""",794.5830000000001,23,+6
58,T59,T59,Tom Lehman,69,"34' 8""",1145.0,33,+5
59,T59,T59,Greg Owen,84,"34' 8""",1559.5,45,+8
60,T59,T59,Rod Pampling,89,"34' 8""",1976.5829999999999,57,+1
61,62,62,Jay Williamson,53,"34' 9""",868.3330000000001,25,+1
62,63,63,Omar Uresti,84,"34' 10""",940.75,27,+4
63,T64,T64,Neal Lancaster,95,"34' 11""",2272.083,65,+1
64,T64,T64,Billy Mayfair,114,"34' 11""",1778.75,51,+7
65,T66,T66,Jerry Kelly,101,"35' 0""",1296.5,37,+3
66,T66,T66,Joey Snyder III,102,"35' 0""",2310.083,66,+10
67,68,68,José Coceres,56,"35' 1""",737.4169999999999,21,+2
