,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
70,71,71,Craig Barlow,81,88.57,155,175,-0.54
71,72,72,K.J. Choi,78,88.54,85,96,-0.62
72,73,73,Andrew Magee,82,88.51,154,174,-0.56
73,T74,T74,Brian Bateman,98,88.5,177,200,-0.62
74,T74,T74,Rich Beem,66,88.5,100,113,-0.56
75,76,76,Tim Petrovic,97,88.48,169,191,-0.63
76,77,77,Chris Smith,93,88.46,207,234,-0.58
77,T78,T78,Chad Campbell,95,88.41,145,164,-0.66
78,T78,T78,Paul Claxton,79,88.41,145,164,-0.47
79,T78,T78,John Huston,90,88.41,183,207,-0.55
80,81,81,Corey Pavin,77,88.37,76,86,-0.55
81,82,82,Carl Pettersson,109,88.34,197,223,-0.59
82,83,83,Greg Owen,84,88.32,174,197,-0.65
83,84,84,Kent Jones,99,88.3,151,171,-0.6
84,T85,T85,Thomas Levet,54,88.24,60,68,-0.57
85,T85,T85,Larry Mize,54,88.24,75,85,-0.47
86,T87,T87,Joey Snyder III,102,88.21,187,212,-0.64
87,T87,T87,Charles Warren,89,88.21,202,229,-0.61
88,89,89,Tim Herron,100,88.2,157,178,-0.57
89,90,90,Richard Johnson,50,88.12,89,101,-0.55
90,91,91,John Rollins,97,88.05,221,251,-0.65
91,92,92,John Cook,72,87.96,95,108,-0.51
92,93,93,Rory Sabbatini,81,87.94,124,141,-0.6
93,94,94,Michael Allen,90,87.93,153,174,-0.63
94,95,95,Olin Browne,99,87.9,109,124,-0.54
95,96,96,D.J. Brigman,76,87.86,123,140,-0.57
96,97,97,Brett Wetterich,76,87.85,217,247,-0.53
97,98,98,Jeff Brehaut,71,87.74,136,155,-0.6
98,99,99,J.J. Henry,102,87.67,199,227,-0.59
99,100,100,Padraig Harrington,50,87.63,85,97,-0.67
100,T101,T101,Robert Allenby,95,87.56,176,201,-0.61
101,T101,T101,Carlos Franco,78,87.56,169,193,-0.58
102,103,103,Jim Carter,62,87.5,70,80,-0.37
103,104,104,Michael Long,72,87.36,159,182,-0.56
104,105,105,Neal Lancaster,95,87.28,199,228,-0.54
105,106,106,Kenny Perry,82,87.26,137,157,-0.53
106,107,107,John Elliott,58,87.23,123,141,-0.53
107,108,108,Paul Azinger,66,87.22,116,133,-0.56
108,109,109,Rocco Mediate,73,87.21,150,172,-0.53
109,110,110,Freddie Jacobson,72,87.2,109,125,-0.53
110,111,111,Zach Johnson,96,87.19,177,203,-0.58
111,112,112,Joe Ogilvie,103,87.17,163,187,-0.6
112,113,113,Ted Purdy,122,87.08,236,271,-0.56
113,114,114,Brandt Jobe,96,87.06,175,201,-0.7
114,115,115,Fred Couples,72,87.04,94,108,-0.63
115,116,116,Kevin Stadler,96,87.02,228,262,-0.62
116,T117,T117,Jonathan Kaye,77,87.01,154,177,-0.55
117,T117,T117,Tag Ridings,93,87.01,221,254,-0.61
118,119,119,Steve Flesch,90,86.93,133,153,-0.57
119,120,120,Peter Lonard,85,86.92,113,130,-0.56
120,121,121,Charles Howell III,95,86.89,159,183,-0.74
121,T122,T122,Bart Bryant,91,86.86,152,175,-0.59
122,T122,T122,Scott Gutschewski,86,86.86,205,236,-0.61
123,124,124,Darron Stiles,78,86.79,138,159,-0.59
124,125,125,Rod Pampling,89,86.77,164,189,-0.65
125,126,126,Jason Bohn,91,86.73,170,196,-0.72
126,T127,T127,Danny Briggs,70,86.72,111,128,-0.48
127,T127,T127,Adam Scott,72,86.72,111,128,-0.67
128,129,129,Stewart Cink,98,86.71,124,143,-0.52
129,T130,T130,Justin Bolli,65,86.67,117,135,-0.58
130,T130,T130,Bernhard Langer,67,86.67,78,90,-0.59
131,132,132,Justin Rose,99,86.61,207,239,-0.62
132,133,133,Mike Weir,71,86.6,84,97,-0.56
133,T134,T134,Mark Brooks,72,86.54,90,104,-0.49
134,T134,T134,Tom Byrum,83,86.54,90,104,-0.57
135,136,136,Scott Verplank,87,86.43,121,140,-0.6
136,137,137,Brenden Pappas,51,86.3,126,146,-0.73
137,138,138,Jerry Kelly,101,86.29,151,175,-0.58
138,139,139,Scott McCarron,78,86.25,138,160,-0.56
139,140,140,Franklin Langham,91,86.11,124,144,-0.51
140,141,141,Kevin Na,88,86.05,148,172,-0.57
141,T142,T142,Jeff Maggert,79,86.0,129,150,-0.5
142,T142,T142,Phillip Price,77,86.0,129,150,-0.6
143,144,144,Chris DiMarco,83,85.93,116,135,-0.54
144,145,145,Mark Calcavecchia,92,85.92,177,206,-0.59
145,T146,T146,Lucas Glover,88,85.89,207,241,-0.62
146,T146,T146,Bo Van Pelt,112,85.89,207,241,-0.68
147,148,148,Omar Uresti,84,85.81,133,155,-0.65
148,T149,T149,David Hearn,68,85.71,132,154,-0.55
149,T149,T149,Mark Hensby,70,85.71,120,140,-0.65
150,151,151,Mathias Grönberg,60,85.64,155,181,-0.61
151,152,152,Jeff Sluman,94,85.63,149,174,-0.64
152,153,153,Frank Lickliter II,100,85.54,207,242,-0.67
153,154,154,Doug Barron,70,85.44,135,158,-0.51
154,155,155,Bill Glasson,54,85.39,76,89,-0.45
155,156,156,Ben Crane,78,85.37,105,123,-0.83
156,157,157,Mario Tiziani,67,85.31,122,143,-0.54
157,158,158,Bob Heintz,67,85.29,116,136,-0.6
158,159,159,Robert Gamez,91,85.23,127,149,-0.61
159,160,160,Davis Love III,80,85.21,121,142,-0.71
160,161,161,Chris Anderson,66,85.19,92,108,-0.63
161,162,162,Hank Kuehne,84,85.11,200,235,-0.56
162,163,163,Craig Perks,67,85.0,102,120,-0.61
163,164,164,Phil Mickelson,81,84.97,147,173,-0.66
164,165,165,D.J. Trahan,81,84.65,171,202,-0.73
165,166,166,Matt Gogel,78,84.62,110,130,-0.53
166,167,167,Len Mattiace,86,84.51,120,142,-0.5
167,168,168,Scott Hend,75,84.49,207,245,-0.6
168,169,169,J.P. Hayes,63,84.4,92,109,-0.63
169,170,170,Pat Perez,89,84.29,161,191,-0.52
170,171,171,Tom Pernice Jr.,111,84.26,198,235,-0.61
171,T172,T172,Retief Goosen,71,84.21,96,114,-0.79
172,T172,T172,Sean O'Hair,103,84.21,192,228,-0.6
173,174,174,Matt Kuchar,60,84.11,90,107,-0.5
174,175,175,Steve Jones,56,84.04,79,94,-0.54
175,176,176,Jesper Parnevik,84,83.96,157,187,-0.57
176,177,177,D.A. Points,94,83.89,177,211,-0.6
177,178,178,Skip Kendall,80,83.85,109,130,-0.47
178,179,179,Alex Cejka,84,83.83,140,167,-0.51
179,180,180,John Senden,101,83.6,209,250,-0.58
180,181,181,Joey Sindelar,104,83.59,214,256,-0.57
181,182,182,Ryuji Imada,78,83.54,137,164,-0.58
182,183,183,Gavin Coles,70,83.52,76,91,-0.59
183,T184,T184,Harrison Frazar,105,83.45,232,278,-0.65
184,T184,T184,Charlie Wi,67,83.45,116,139,-0.53
185,T186,T186,Hunter Haas,83,83.33,155,186,-0.63
186,T186,T186,Brendan Jones,81,83.33,180,216,-0.63
187,188,188,Will MacKenzie,75,82.87,150,181,-0.57
188,189,189,Ben Curtis,65,82.83,82,99,-0.49
189,190,190,Brent Geiberger,61,82.69,86,104,-0.69
190,191,191,José Coceres,56,82.68,105,127,-0.48
191,192,192,Patrick Sheehan,114,82.49,179,217,-0.58
192,193,193,Todd Hamilton,94,81.98,141,172,-0.6
193,T194,T194,Glen Day,80,81.82,135,165,-0.56
194,T194,T194,Bradley Hughes,52,81.82,99,121,-0.52
195,T194,T194,Kirk Triplett,55,81.82,54,66,-0.61
196,197,197,Jason Allred,75,81.36,144,177,-0.52
197,198,198,Steve Allan,102,81.08,210,259,-0.6
198,199,199,Jeff Hart,63,80.72,67,83,-0.63
199,200,200,Rob Rashell,65,80.7,92,114,-0.55
200,201,201,John Daly,78,80.49,165,205,-0.59
201,202,202,Mark O'Meara,66,80.0,56,70,-0.5
