,Approaches_200-225_yards-Rgh_RTP_RANK THIS WEEK,Approaches_200-225_yards-Rgh_RTP_RANK LAST WEEK,Approaches_200-225_yards-Rgh_RTP_PLAYER NAME,Approaches_200-225_yards-Rgh_RTP_ROUNDS,Approaches_200-225_yards-Rgh_RTP_AVG RTP
0,1,1,Geoff Ogilvy,97,-.444
1,2,2,Adam Scott,72,-.417
2,3,3,Brenden Pappas,51,-.364
3,4,4,Briny Baird,98,-.333
4,T5,T5,David Hearn,68,-.286
5,T5,T5,Mario Tiziani,67,-.286
6,7,7,Mathias Grönberg,60,-.273
7,T8,T8,Scott Gutschewski,86,-.250
8,T8,T8,Hank Kuehne,84,-.250
9,T10,T10,Steve Allan,102,-.235
10,T10,T10,Jason Allred,75,-.235
11,12,12,John Rollins,97,-.222
12,13,13,Tag Ridings,93,-.214
13,T14,T14,Harrison Frazar,105,-.200
14,T14,T14,Brendan Jones,81,-.200
15,T14,T14,Rory Sabbatini,81,-.200
16,17,17,Woody Austin,100,-.158
17,18,18,Shaun Micheel,81,-.154
18,19,19,Davis Love III,80,-.143
19,20,20,Charles Howell III,95,-.136
20,21,21,Joey Snyder III,102,-.125
21,22,22,D.J. Trahan,81,-.118
22,23,23,Mark Calcavecchia,92,-.111
23,24,24,Daniel Chopra,108,-.091
24,T25,T25,Paul Claxton,79,-.083
25,T25,T25,James Driscoll,73,-.083
26,T27,T27,Sergio Garcia,73,-.077
27,T27,T27,Darron Stiles,78,-.077
28,29,29,John Elliott,58,-.071
29,30,30,Charles Warren,89,-.059
30,31,31,Greg Owen,84,-.056
31,T32,T32,Stuart Appleby,84,E
32,T32,T32,Glen Day,80,E
33,T32,T32,Steve Elkington,67,E
34,T32,T32,J.J. Henry,102,E
35,T32,T32,Tim Herron,100,E
36,T32,T32,Freddie Jacobson,72,E
37,T32,T32,Scott McCarron,78,E
38,T32,T32,Kevin Na,88,E
39,T32,T32,Dennis Paulson,63,E
40,T32,T32,John Senden,101,E
41,T32,T32,Hidemichi Tanaka,106,E
42,T32,T32,Scott Verplank,87,E
43,T32,T32,Nick Watney,91,E
44,T32,T32,Brett Wetterich,76,E
45,46,46,Jason Bohn,91,+.043
46,T47,T47,Stephen Ames,82,+.045
47,T47,T47,Brian Gay,101,+.045
48,T49,T49,Robert Allenby,95,+.048
49,T49,T49,Brad Faxon,75,+.048
50,T51,T51,Michael Allen,90,+.056
51,T51,T51,Ted Purdy,122,+.056
52,T53,T53,Joe Ogilvie,103,+.059
53,T53,T53,Justin Rose,99,+.059
54,T55,T55,Brian Bateman,98,+.063
55,T55,T55,Chad Campbell,95,+.063
56,T57,T57,Dudley Hart,84,+.067
57,T57,T57,Len Mattiace,86,+.067
58,T57,T57,Arron Oberholser,65,+.067
59,T60,T60,Lucas Glover,88,+.071
60,T60,T60,Rod Pampling,89,+.071
61,T60,T60,David Toms,87,+.071
62,T63,T63,Peter Lonard,85,+.077
63,T63,T63,Phil Mickelson,81,+.077
64,T63,T63,Mark Wilson,74,+.077
65,T66,T66,Doug Barron,70,+.083
66,T66,T66,Justin Bolli,65,+.083
67,T66,T66,Fred Funk,102,+.083
68,T66,T66,Brent Geiberger,61,+.083
69,T66,T66,Tom Pernice Jr.,111,+.083
70,T66,T66,Brett Quigley,96,+.083
71,72,72,Ben Crane,78,+.091
72,73,73,Carlos Franco,78,+.100
73,T74,T74,Retief Goosen,71,+.111
74,T74,T74,Bernhard Langer,67,+.111
75,T74,T74,Thomas Levet,54,+.111
76,T74,T74,Sean O'Hair,103,+.111
77,T78,T78,Mark Brooks,72,+.118
78,T78,T78,Gavin Coles,70,+.118
79,T78,T78,Pat Perez,89,+.118
80,81,81,Patrick Sheehan,114,+.120
81,T82,T82,Bob Estes,92,+.125
82,T82,T82,Joey Sindelar,104,+.125
83,T82,T82,Tiger Woods,76,+.125
84,T85,T85,Justin Leonard,78,+.133
85,T85,T85,Bob Tway,87,+.133
86,T87,T87,Craig Barlow,81,+.143
87,T87,T87,Brandt Jobe,96,+.143
88,T87,T87,Steve Lowery,100,+.143
89,90,90,Aaron Baddeley,84,+.148
90,T91,T91,J.P. Hayes,63,+.154
91,T91,T91,Tjaart van der Walt,56,+.154
92,93,93,Carl Pettersson,109,+.158
93,94,94,Kevin Sutherland,89,+.160
94,T95,T95,Rich Beem,66,+.167
95,T95,T95,Olin Browne,99,+.167
96,T95,T95,Todd Fischer,99,+.167
97,T95,T95,Matt Kuchar,60,+.167
98,T95,T95,Hunter Mahan,103,+.167
99,T100,T100,Marco Dawson,82,+.176
100,T100,T100,Andrew Magee,82,+.176
101,T100,T100,Vijay Singh,111,+.176
102,T100,T100,Kirk Triplett,55,+.176
103,T104,T104,Chris Anderson,66,+.182
104,T104,T104,Michael Long,72,+.182
105,T106,T106,D.J. Brigman,76,+.188
106,T106,T106,Steve Flesch,90,+.188
107,T108,T108,Jeff Brehaut,71,+.200
108,T108,T108,Dan Forsman,52,+.200
109,T108,T108,Matt Gogel,78,+.200
110,T108,T108,Jeff Hart,63,+.200
111,112,112,Scott Hend,75,+.208
112,113,113,José María Olazábal,55,+.211
113,114,114,Phillip Price,77,+.214
114,T115,T115,Jonathan Byrd,103,+.222
115,T115,T115,Matt Davidson,53,+.222
116,T115,T115,Padraig Harrington,50,+.222
117,T118,T118,Arjun Atwal,65,+.231
118,T118,T118,Luke Donald,67,+.231
119,T118,T118,Bob Heintz,67,+.231
120,T118,T118,Franklin Langham,91,+.231
121,T118,T118,Billy Mayfair,114,+.231
122,T118,T118,Larry Mize,54,+.231
123,T118,T118,Jeff Sluman,94,+.231
124,T125,T125,Billy Andrade,83,+.235
125,T125,T125,Danny Briggs,70,+.235
126,127,127,Kevin Stadler,96,+.238
127,T128,T128,Stewart Cink,98,+.250
128,T128,T128,José Coceres,56,+.250
129,T128,T128,Glen Hnatiuk,59,+.250
130,T128,T128,Lee Janzen,75,+.250
131,T128,T128,Rocco Mediate,73,+.250
132,T128,T128,Mark O'Meara,66,+.250
133,T128,T128,Heath Slocum,103,+.250
134,T128,T128,Mike Weir,71,+.250
135,T136,T136,Jerry Kelly,101,+.267
136,T136,T136,Neal Lancaster,95,+.267
137,T136,T136,Roland Thatcher,75,+.267
138,T136,T136,Charlie Wi,67,+.267
139,140,140,Kent Jones,99,+.273
140,141,141,Bo Van Pelt,112,+.278
141,T142,T142,Alex Cejka,84,+.286
142,T142,T142,Brian Davis,75,+.286
143,T144,T144,Hunter Haas,83,+.300
144,T144,T144,Ryuji Imada,78,+.300
145,T144,T144,Jesper Parnevik,84,+.300
146,147,147,Paul Azinger,66,+.308
147,T148,T148,Cameron Beckman,96,+.333
148,T148,T148,Fred Couples,72,+.333
149,T148,T148,John Daly,78,+.333
150,T148,T148,Joe Durant,81,+.333
151,T148,T148,Richard Johnson,50,+.333
152,T148,T148,Craig Perks,67,+.333
153,T148,T148,Chris Smith,93,+.333
154,155,155,Shigeki Maruyama,99,+.346
155,156,156,Kenny Perry,82,+.357
156,T157,T157,Tom Gillis,77,+.364
157,T157,T157,Jay Haas,54,+.364
158,T157,T157,Omar Uresti,84,+.364
159,T160,T160,Tim Clark,92,+.368
160,T160,T160,Jim Furyk,94,+.368
161,162,162,Rob Rashell,65,+.381
162,T163,T163,Skip Kendall,80,+.385
163,T163,T163,Tim Petrovic,97,+.385
164,T163,T163,Ian Poulter,62,+.385
165,T166,T166,Bart Bryant,91,+.400
166,T166,T166,Robert Damron,89,+.400
167,T166,T166,Mark Hensby,70,+.400
168,T169,T169,Steve Jones,56,+.412
169,T169,T169,Loren Roberts,54,+.412
170,T171,T171,Zach Johnson,96,+.417
171,T171,T171,Will MacKenzie,75,+.417
172,173,173,Todd Hamilton,94,+.421
173,174,174,Steve Stricker,62,+.440
174,175,175,Tom Byrum,83,+.450
175,T176,T176,John Huston,90,+.455
176,T176,T176,Jeff Maggert,79,+.455
177,178,178,Corey Pavin,77,+.464
178,T179,T179,Tommy Armour III,103,+.500
179,T179,T179,Chris DiMarco,83,+.500
180,T179,T179,Robert Gamez,91,+.500
181,T179,T179,Paul Gow,78,+.500
182,T179,T179,Jonathan Kaye,77,+.500
183,T179,T179,Ryan Palmer,101,+.500
184,T179,T179,Dean Wilson,86,+.500
185,186,186,Tom Lehman,69,+.533
186,T187,T187,John Cook,72,+.556
187,T187,T187,D.A. Points,94,+.556
188,189,189,Stephen Leaney,89,+.560
189,190,190,Bill Glasson,54,+.583
190,T191,T191,Vaughn Taylor,99,+.600
191,T191,T191,Lee Westwood,50,+.600
192,193,193,Ben Curtis,65,+.625
193,T194,T194,Bradley Hughes,52,+.636
194,T194,T194,Frank Lickliter II,100,+.636
195,196,196,Jim Carter,62,+.667
196,T197,T197,K.J. Choi,78,+.714
197,T197,T197,Hideto Tanihara,50,+.714
198,199,199,Chris Riley,67,+.750
199,200,200,Duffy Waldorf,86,+.800
200,201,201,J.L. Lewis,98,+.857
201,202,202,Jay Williamson,53,+1.000
