,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
84,85,85,Brian Gay,101,81.28,382,470,-0.39
85,86,86,Nick Watney,91,81.21,402,495,-0.47
86,87,87,Omar Uresti,84,81.15,340,419,-0.43
87,88,88,Todd Fischer,99,81.13,374,461,-0.43
88,T89,T89,Bob Heintz,67,81.12,318,392,-0.44
89,T89,T89,Tag Ridings,93,81.12,421,519,-0.46
90,91,91,Davis Love III,80,81.07,274,338,-0.46
91,92,92,Bob Estes,92,81.05,308,380,-0.46
92,93,93,Carlos Franco,78,81.03,316,390,-0.42
93,94,94,Cameron Beckman,96,81.01,354,437,-0.42
94,95,95,John Rollins,97,80.99,426,526,-0.47
95,96,96,Paul Gow,78,80.97,302,373,-0.33
96,97,97,Brett Wetterich,76,80.93,399,493,-0.39
97,98,98,Bo Van Pelt,112,80.92,441,545,-0.45
98,T99,T99,Jeff Maggert,79,80.91,267,330,-0.44
99,T99,T99,Justin Rose,99,80.91,407,503,-0.43
100,101,101,Mark Calcavecchia,92,80.84,367,454,-0.45
101,102,102,Jason Bohn,91,80.79,370,458,-0.49
102,103,103,Roland Thatcher,75,80.72,360,446,-0.37
103,104,104,Darron Stiles,78,80.54,327,406,-0.42
104,105,105,Jeff Sluman,94,80.53,368,457,-0.45
105,106,106,Kevin Sutherland,89,80.45,325,404,-0.44
106,107,107,Charles Warren,89,80.38,426,530,-0.42
107,108,108,Phil Mickelson,81,80.37,258,321,-0.49
108,109,109,Shaun Micheel,81,80.29,277,345,-0.4
109,110,110,Neal Lancaster,95,80.19,429,535,-0.4
110,111,111,Kenny Perry,82,80.11,294,367,-0.39
111,112,112,Larry Mize,54,80.08,197,246,-0.4
112,113,113,Jeff Hart,63,80.07,233,291,-0.33
113,114,114,Justin Bolli,65,80.06,289,361,-0.4
114,115,115,David Hearn,68,80.05,305,381,-0.38
115,T116,T116,James Driscoll,73,80.0,296,370,-0.46
116,T116,T116,Tim Herron,100,80.0,348,435,-0.45
117,T116,T116,Freddie Jacobson,72,80.0,244,305,-0.43
118,T116,T116,José María Olazábal,55,80.0,176,220,-0.48
119,120,120,Brandt Jobe,96,79.91,374,468,-0.45
120,T121,T121,Stewart Cink,98,79.89,294,368,-0.41
121,T121,T121,Franklin Langham,91,79.89,302,378,-0.36
122,T123,T123,Mark Hensby,70,79.87,246,308,-0.47
123,T123,T123,Brenden Pappas,51,79.87,254,318,-0.53
124,T123,T123,Steve Stricker,62,79.87,242,303,-0.52
125,126,126,D.J. Brigman,76,79.75,256,321,-0.38
126,T127,T127,Steve Flesch,90,79.72,283,355,-0.41
127,T127,T127,J.P. Hayes,63,79.72,228,286,-0.47
128,129,129,Greg Owen,84,79.71,334,419,-0.45
129,130,130,Brad Faxon,75,79.7,212,266,-0.44
130,131,131,Robert Damron,89,79.67,341,428,-0.37
131,132,132,Rocco Mediate,73,79.63,305,383,-0.4
132,133,133,Matt Davidson,53,79.58,226,284,-0.4
133,134,134,Stephen Ames,82,79.47,240,302,-0.42
134,135,135,Chris Anderson,66,79.45,259,326,-0.45
135,136,136,Shigeki Maruyama,99,79.35,365,460,-0.47
136,137,137,Mario Tiziani,67,79.32,280,353,-0.37
137,138,138,Billy Andrade,83,79.29,314,396,-0.46
138,T139,T139,Kent Jones,99,79.27,371,468,-0.43
139,T139,T139,Chris Riley,67,79.27,153,193,-0.38
140,141,141,Sean O'Hair,103,79.26,405,511,-0.43
141,142,142,Phillip Price,77,79.2,278,351,-0.45
142,143,143,Daniel Chopra,108,79.18,445,562,-0.42
143,144,144,Alex Cejka,84,79.08,291,368,-0.39
144,145,145,Kevin Na,88,79.0,301,381,-0.42
145,146,146,Rod Pampling,89,78.99,361,457,-0.45
146,147,147,Kirk Triplett,55,78.95,180,228,-0.39
147,148,148,Scott McCarron,78,78.85,246,312,-0.43
148,149,149,Harrison Frazar,105,78.83,473,600,-0.49
149,150,150,Jerry Kelly,101,78.82,320,406,-0.38
150,151,151,Rory Sabbatini,81,78.68,262,333,-0.42
151,152,152,Paul Azinger,66,78.62,250,318,-0.44
152,153,153,Joey Sindelar,104,78.6,448,570,-0.41
153,T154,T154,Hunter Haas,83,78.55,326,415,-0.46
154,T154,T154,Todd Hamilton,94,78.55,337,429,-0.43
155,156,156,Craig Perks,67,78.52,234,298,-0.41
156,157,157,Jesper Parnevik,84,78.49,292,372,-0.46
157,158,158,Danny Briggs,70,78.48,259,330,-0.35
158,T159,T159,Brian Bateman,98,78.47,379,483,-0.42
159,T159,T159,Tom Pernice Jr.,111,78.47,390,497,-0.44
160,161,161,Lucas Glover,88,78.17,419,536,-0.44
161,162,162,Ben Crane,78,78.16,247,316,-0.53
162,T163,T163,Brendan Jones,81,78.13,375,480,-0.43
163,T163,T163,D.J. Trahan,81,78.13,343,439,-0.47
164,165,165,Scott Hend,75,78.11,371,475,-0.44
165,166,166,Matt Kuchar,60,77.93,233,299,-0.36
166,167,167,Rich Beem,66,77.9,215,276,-0.42
167,168,168,Len Mattiace,86,77.89,296,380,-0.39
168,169,169,Thomas Levet,54,77.85,116,149,-0.37
169,170,170,D.A. Points,94,77.8,375,482,-0.42
170,171,171,Hank Kuehne,84,77.76,381,490,-0.46
171,172,172,Mark Brooks,72,77.7,237,305,-0.33
172,T173,T173,John Elliott,58,77.63,229,295,-0.38
173,T173,T173,Kevin Stadler,96,77.63,420,541,-0.48
174,175,175,Retief Goosen,71,77.61,208,268,-0.5
175,176,176,Aaron Baddeley,84,77.57,287,370,-0.5
176,177,177,Pat Perez,89,77.45,316,408,-0.41
177,178,178,Ted Purdy,122,77.35,461,596,-0.41
178,179,179,Jason Allred,75,77.3,286,370,-0.38
179,T180,T180,Duffy Waldorf,86,77.11,283,367,-0.44
180,T180,T180,Jay Williamson,53,77.11,192,249,-0.4
181,182,182,Joe Ogilvie,103,77.05,376,488,-0.45
182,183,183,Dennis Paulson,63,77.03,275,357,-0.41
183,184,184,Glen Day,80,76.96,344,447,-0.36
184,185,185,Hideto Tanihara,50,76.92,200,260,-0.35
185,T186,T186,Mathias Grönberg,60,76.74,287,374,-0.41
186,T186,T186,Mark O'Meara,66,76.74,198,258,-0.39
187,188,188,Gavin Coles,70,76.63,259,338,-0.42
188,189,189,Rob Rashell,65,76.56,209,273,-0.42
189,190,190,Michael Allen,90,76.32,332,435,-0.45
190,191,191,Bradley Hughes,52,76.14,217,285,-0.36
191,192,192,Charlie Wi,67,76.11,258,339,-0.45
192,193,193,Brent Geiberger,61,75.97,215,283,-0.43
193,194,194,Robert Gamez,91,75.94,344,453,-0.44
194,195,195,Patrick Sheehan,114,75.8,401,529,-0.46
195,196,196,Bill Glasson,54,75.64,177,234,-0.37
196,197,197,Steve Jones,56,75.6,158,209,-0.39
197,198,198,Lee Westwood,50,75.36,159,211,-0.42
198,199,199,José Coceres,56,75.27,207,275,-0.37
199,200,200,Ben Curtis,65,75.0,198,264,-0.35
200,201,201,Steve Allan,102,74.35,374,503,-0.45
201,202,202,John Daly,78,73.88,297,402,-0.45
