,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Loren Roberts,54,"40' 5""",80.833,2,+1
1,2,2,Hank Kuehne,84,"64' 1""",961.5830000000001,15,-5
2,3,3,Sergio Garcia,73,"66' 11""",668.8330000000001,10,-5
3,4,4,Thomas Levet,54,"68' 4""",546.8330000000001,8,-5
4,5,5,Jay Williamson,53,"71' 4""",855.5,12,-6
5,6,6,Brenden Pappas,51,"71' 7""",930.25,13,-5
6,7,7,Kenny Perry,82,"71' 9""",717.5,10,-1
7,8,8,Mathias Grönberg,60,"72' 4""",1157.083,16,-8
8,9,9,Adam Scott,72,"73' 4""",439.833,6,-5
9,10,10,Nick Watney,91,"74' 1""",1482.25,20,-8
10,11,11,Peter Lonard,85,"75' 4""",753.6669999999999,10,-9
11,T12,T12,Scott Gutschewski,86,"76' 11""",923.25,12,-4
12,T12,T12,Kevin Stadler,96,"76' 11""",2308.667,30,-16
13,14,14,Davis Love III,80,"78' 1""",1093.25,14,-6
14,15,15,Woody Austin,100,"78' 2""",1642.0829999999999,21,-15
15,16,16,Chad Campbell,95,"78' 7""",1963.75,25,-15
16,17,17,Scott Hend,75,"78' 8""",629.0830000000001,8,-3
17,18,18,Brendan Jones,81,"79' 2""",1345.25,17,-6
18,19,19,James Driscoll,73,"79' 3""",1347.0829999999999,17,-11
19,20,20,José María Olazábal,55,"80' 4""",562.0830000000001,7,-4
20,21,21,John Daly,78,"80' 11""",889.9169999999999,11,-6
21,22,22,Sean O'Hair,103,"81' 7""",1550.5,19,-13
22,23,23,Ian Poulter,62,"81' 10""",245.583,3,-2
23,24,24,Brian Gay,101,"82' 1""",985.3330000000001,12,-7
24,25,25,Daniel Chopra,108,"82' 3""",1727.75,21,-11
25,26,26,Robert Gamez,91,"82' 10""",910.9169999999999,11,-7
26,27,27,Lee Westwood,50,"82' 11""",911.9169999999999,11,-3
27,28,28,Duffy Waldorf,86,"83' 5""",1501.6670000000001,18,-8
28,T29,T29,Marco Dawson,82,"83' 6""",1670.6670000000001,20,-6
29,T29,T29,Jay Haas,54,"83' 6""",584.3330000000001,7,-3
30,31,31,Lucas Glover,88,"83' 7""",2172.833,26,-9
31,32,32,Dudley Hart,84,"84' 0""",1175.75,14,-6
32,33,33,Scott McCarron,78,"84' 1""",1933.0,23,-12
33,34,34,Brett Quigley,96,"84' 2""",2441.75,29,-14
34,35,35,Frank Lickliter II,100,"84' 4""",2109.167,25,-16
35,36,36,Kevin Na,88,"84' 5""",1856.9170000000001,22,-10
36,37,37,Joe Ogilvie,103,"84' 7""",1776.0,21,-14
37,38,38,Bill Glasson,54,"84' 8""",846.5,10,-2
38,39,39,Justin Bolli,65,"84' 9""",1101.417,13,-11
39,T40,T40,Richard Johnson,50,"84' 10""",1102.5,13,-6
40,T40,T40,Bo Van Pelt,112,"84' 10""",1612.5829999999999,19,-10
41,T40,T40,Brett Wetterich,76,"84' 10""",1018.3330000000001,12,-6
42,43,43,Hunter Haas,83,"85' 3""",2983.667,35,-19
43,44,44,Kevin Sutherland,89,"86' 0""",2149.667,25,-13
44,45,45,John Huston,90,"86' 2""",1637.3329999999999,19,-6
45,46,46,Steve Allan,102,"86' 8""",2080.417,24,-13
46,47,47,Tom Lehman,69,"86' 9""",1041.167,12,-3
47,48,48,Jason Bohn,91,"86' 10""",1736.75,20,-15
48,49,49,Brad Faxon,75,"87' 3""",959.9169999999999,11,-3
49,50,50,Tiger Woods,76,"87' 4""",1309.833,15,-9
50,51,51,Todd Hamilton,94,"87' 6""",1399.3329999999999,16,-8
51,52,52,Chris Smith,93,"87' 7""",2013.5829999999999,23,-9
52,53,53,Kent Jones,99,"87' 8""",1928.6670000000001,22,-13
53,54,54,Joey Snyder III,102,"87' 9""",1666.75,19,-7
54,55,55,D.J. Trahan,81,"87' 10""",1756.9170000000001,20,-12
55,T56,T56,Steve Lowery,100,"88' 0""",2991.083,34,-15
56,T56,T56,Mike Weir,71,"88' 0""",704.0830000000001,8,-4
57,58,58,Brian Davis,75,"88' 3""",1589.0829999999999,18,-8
58,59,59,Jim Carter,62,"88' 6""",708.25,8,-4
59,60,60,J.J. Henry,102,"88' 7""",2746.5,31,-16
60,61,61,Dean Wilson,86,"88' 8""",2305.083,26,-13
61,T62,T62,Freddie Jacobson,72,"89' 0""",1068.0,12,-4
62,T62,T62,Brandt Jobe,96,"89' 0""",2047.5829999999999,23,-11
63,64,64,Steve Stricker,62,"89' 2""",1337.25,15,-9
64,T65,T65,Brian Bateman,98,"89' 3""",1784.9170000000001,20,-8
65,T65,T65,Ben Curtis,65,"89' 3""",624.9169999999999,7,-2
66,67,67,Greg Owen,84,"89' 8""",2151.083,24,-14
67,T68,T68,Jonathan Byrd,103,"89' 9""",1615.5,18,-10
68,T68,T68,J.L. Lewis,98,"89' 9""",2244.417,25,-14
69,70,70,Bernhard Langer,67,"90' 1""",901.0830000000001,10,-6
70,T71,T71,Retief Goosen,71,"90' 3""",1082.583,12,-3
71,T71,T71,Billy Mayfair,114,"90' 3""",3160.083,35,-18
72,73,73,Carl Pettersson,109,"90' 9""",2269.5,25,-15
73,74,74,Jason Allred,75,"90' 10""",726.5,8,-2
74,T75,T75,Briny Baird,98,"90' 11""",2000.8329999999999,22,-7
75,T75,T75,Jim Furyk,94,"90' 11""",1454.5829999999999,16,-9
76,T75,T75,Matt Gogel,78,"90' 11""",1726.6670000000001,19,-8
77,78,78,Dennis Paulson,63,"91' 1""",1365.9170000000001,15,-8
78,79,79,Jeff Maggert,79,"91' 7""",1098.5,12,-2
79,80,80,Patrick Sheehan,114,"91' 10""",1928.5,21,-5
80,81,81,Jeff Sluman,94,"91' 11""",1378.75,15,-10
81,T82,T82,Rich Beem,66,"92' 0""",1103.833,12,-8
82,T82,T82,Tag Ridings,93,"92' 0""",2116.167,23,-11
83,84,84,Carlos Franco,78,"92' 3""",1568.5829999999999,17,-10
84,85,85,Mark Calcavecchia,92,"92' 4""",1569.1670000000001,17,-8
85,86,86,Padraig Harrington,50,"92' 9""",927.75,10,-5
86,87,87,Corey Pavin,77,"93' 1""",465.583,5,-3
87,88,88,Andrew Magee,82,"93' 3""",1212.667,13,-8
88,89,89,Luke Donald,67,"93' 4""",373.333,4,-2
89,T90,T90,Neal Lancaster,95,"93' 5""",2521.75,27,-9
90,T90,T90,Tim Petrovic,97,"93' 5""",1588.75,17,-8
91,92,92,Jonathan Kaye,77,"93' 6""",1309.0,14,E
92,T93,T93,Tommy Armour III,103,"93' 8""",1405.3329999999999,15,-6
93,T93,T93,Jeff Brehaut,71,"93' 8""",2904.25,31,-11
94,95,95,Bob Tway,87,"94' 1""",1599.0829999999999,17,-5
95,96,96,Bradley Hughes,52,"94' 3""",1319.8329999999999,14,-8
96,97,97,Jesper Parnevik,84,"94' 5""",1983.0,21,-5
97,T98,T98,Michael Allen,90,"94' 6""",1039.667,11,-7
98,T98,T98,Hideto Tanihara,50,"94' 6""",1605.9170000000001,17,-7
99,T100,T100,Aaron Baddeley,84,"94' 8""",1704.0,18,-7
100,T100,T100,Ted Purdy,122,"94' 8""",2082.583,22,-9
101,102,102,Fred Couples,72,"94' 11""",664.4169999999999,7,-2
102,T103,T103,Billy Andrade,83,"95' 2""",1998.4170000000001,21,-10
103,T103,T103,Arjun Atwal,65,"95' 2""",2188.25,23,-10
104,105,105,John Senden,101,"95' 6""",2100.5,22,-12
105,106,106,Charlie Wi,67,"95' 8""",1913.9170000000001,20,-10
106,107,107,Stewart Cink,98,"95' 9""",1148.75,12,-6
107,108,108,Omar Uresti,84,"95' 10""",1820.6670000000001,19,-10
108,109,109,Robert Allenby,95,"95' 11""",2014.1670000000001,21,-9
109,110,110,Tim Herron,100,"96' 1""",1921.5,20,-6
110,111,111,John Elliott,58,"96' 4""",1059.25,11,-4
111,112,112,Shaun Micheel,81,"96' 5""",1831.5829999999999,19,-9
112,T113,T113,Paul Azinger,66,"96' 6""",1832.8329999999999,19,-8
113,T113,T113,Justin Rose,99,"96' 6""",2702.667,28,-12
114,115,115,Stuart Appleby,84,"96' 8""",1643.3329999999999,17,-9
115,T116,T116,Tim Clark,92,"96' 10""",1839.25,19,-11
116,T116,T116,Hidemichi Tanaka,106,"96' 10""",3583.75,37,-17
117,118,118,Pat Perez,89,"97' 0""",1455.1670000000001,15,-6
118,119,119,Mark Hensby,70,"97' 3""",1361.1670000000001,14,-6
119,120,120,Glen Day,80,"97' 6""",2242.5,23,-9
120,121,121,Vaughn Taylor,99,"97' 11""",2546.0,26,-15
121,122,122,Steve Jones,56,"98' 0""",1274.333,13,-3
122,123,123,Phillip Price,77,"98' 1""",686.75,7,-3
123,124,124,Shigeki Maruyama,99,"98' 5""",1279.167,13,-7
124,125,125,Todd Fischer,99,"98' 6""",2462.583,25,-13
125,126,126,D.A. Points,94,"98' 7""",2069.667,21,-3
126,127,127,Ryuji Imada,78,"98' 11""",1680.9170000000001,17,-3
127,128,128,Glen Hnatiuk,59,"99' 2""",1289.417,13,-10
