,Approaches_50-75_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-75_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-75_yards-Rgh_RTP_PLAYER NAME,Approaches_50-75_yards-Rgh_RTP_ROUNDS,Approaches_50-75_yards-Rgh_RTP_AVG RTP
0,1,1,Rich Beem,66,-.400
1,2,2,Phil Mickelson,81,-.350
2,3,3,Steve Elkington,67,-.333
3,4,4,Jeff Brehaut,71,-.286
4,5,5,Kevin Na,88,-.278
5,6,6,Kenny Perry,82,-.273
6,7,7,Heath Slocum,103,-.267
7,8,8,Brett Wetterich,76,-.263
8,T9,T9,Chris Anderson,66,-.250
9,T9,T9,Ben Crane,78,-.250
10,11,11,Fred Funk,102,-.214
11,12,12,Justin Rose,99,-.211
12,13,13,Tom Lehman,69,-.200
13,14,14,Charlie Wi,67,-.182
14,15,15,Hidemichi Tanaka,106,-.167
15,T16,T16,Tim Herron,100,-.154
16,T16,T16,Rocco Mediate,73,-.154
17,T18,T18,Mathias Grönberg,60,-.143
18,T18,T18,Roland Thatcher,75,-.143
19,T18,T18,Dean Wilson,86,-.143
20,21,21,Dan Forsman,52,-.111
21,22,22,Pat Perez,89,-.105
22,T23,T23,Davis Love III,80,-.100
23,T23,T23,Billy Mayfair,114,-.100
24,T23,T23,Mario Tiziani,67,-.100
25,26,26,Vijay Singh,111,-.095
26,27,27,Stephen Leaney,89,-.091
27,28,28,Tim Clark,92,-.083
28,T29,T29,Marco Dawson,82,-.077
29,T29,T29,Dennis Paulson,63,-.077
30,31,31,Bob Estes,92,-.071
31,T32,T32,Mark Brooks,72,-.063
32,T32,T32,Zach Johnson,96,-.063
33,34,34,Phillip Price,77,-.056
34,T35,T35,Michael Allen,90,E
35,T35,T35,Olin Browne,99,E
36,T35,T35,Alex Cejka,84,E
37,T35,T35,Stewart Cink,98,E
38,T35,T35,Brian Davis,75,E
39,T35,T35,Glen Day,80,E
40,T35,T35,Luke Donald,67,E
41,T35,T35,Joe Durant,81,E
42,T35,T35,Brad Faxon,75,E
43,T35,T35,Carlos Franco,78,E
44,T35,T35,Jay Haas,54,E
45,T35,T35,Jeff Hart,63,E
46,T35,T35,Glen Hnatiuk,59,E
47,T35,T35,Bradley Hughes,52,E
48,T35,T35,Hank Kuehne,84,E
49,T35,T35,Frank Lickliter II,100,E
50,T35,T35,Mark O'Meara,66,E
51,T35,T35,Ted Purdy,122,E
52,T35,T35,Loren Roberts,54,E
53,T35,T35,Adam Scott,72,E
54,T35,T35,Jeff Sluman,94,E
55,T35,T35,Darron Stiles,78,E
56,T35,T35,Omar Uresti,84,E
57,T35,T35,Tiger Woods,76,E
58,59,59,Tommy Armour III,103,+.053
59,T60,T60,Mark Calcavecchia,92,+.059
60,T60,T60,Daniel Chopra,108,+.059
61,T62,T62,Scott McCarron,78,+.063
62,T62,T62,Carl Pettersson,109,+.063
63,T64,T64,Jason Bohn,91,+.067
64,T64,T64,Scott Verplank,87,+.067
65,66,66,Robert Damron,89,+.083
66,T67,T67,Stuart Appleby,84,+.091
67,T67,T67,J.P. Hayes,63,+.091
68,69,69,Jason Allred,75,+.095
69,70,70,Chad Campbell,95,+.100
70,71,71,Cameron Beckman,96,+.105
71,T72,T72,Matt Gogel,78,+.111
72,T72,T72,Arron Oberholser,65,+.111
73,74,74,Paul Gow,78,+.118
74,75,75,Brendan Jones,81,+.120
75,T76,T76,Sergio Garcia,73,+.125
76,T76,T76,Joey Snyder III,102,+.125
77,T76,T76,Jay Williamson,53,+.125
78,T79,T79,Woody Austin,100,+.133
79,T79,T79,Chris DiMarco,83,+.133
80,T79,T79,Freddie Jacobson,72,+.133
81,T82,T82,Billy Andrade,83,+.143
82,T82,T82,Tom Byrum,83,+.143
83,T82,T82,José Coceres,56,+.143
84,T82,T82,Ryan Palmer,101,+.143
85,86,86,Bernhard Langer,67,+.154
86,T87,T87,Hunter Mahan,103,+.167
87,T87,T87,Shaun Micheel,81,+.167
88,T89,T89,Brian Bateman,98,+.176
89,T89,T89,Jonathan Byrd,103,+.176
90,T91,T91,Lucas Glover,88,+.182
91,T91,T91,Padraig Harrington,50,+.182
92,T91,T91,J.J. Henry,102,+.182
93,T91,T91,Skip Kendall,80,+.182
94,T91,T91,J.L. Lewis,98,+.182
95,T91,T91,Shigeki Maruyama,99,+.182
96,T91,T91,Len Mattiace,86,+.182
97,T91,T91,Duffy Waldorf,86,+.182
98,99,99,Will MacKenzie,75,+.188
99,T100,T100,Paul Azinger,66,+.200
100,T100,T100,Tom Gillis,77,+.200
101,T100,T100,Kent Jones,99,+.200
102,T100,T100,Justin Leonard,78,+.200
103,T100,T100,Peter Lonard,85,+.200
104,T100,T100,Larry Mize,54,+.200
105,T100,T100,Kevin Sutherland,89,+.200
106,T100,T100,Mark Wilson,74,+.200
107,108,108,Todd Fischer,99,+.208
108,109,109,Bart Bryant,91,+.211
109,T110,T110,Steve Lowery,100,+.214
110,T110,T110,Bo Van Pelt,112,+.214
111,T112,T112,Fred Couples,72,+.222
112,T112,T112,Harrison Frazar,105,+.222
113,T112,T112,Lee Westwood,50,+.222
114,115,115,John Senden,101,+.227
115,T116,T116,Robert Allenby,95,+.231
116,T116,T116,D.J. Brigman,76,+.231
117,T116,T116,John Rollins,97,+.231
118,T119,T119,Jim Carter,62,+.250
119,T119,T119,Retief Goosen,71,+.250
120,T119,T119,Bob Heintz,67,+.250
121,T119,T119,Charles Howell III,95,+.250
122,T119,T119,Rob Rashell,65,+.250
123,T119,T119,Hideto Tanihara,50,+.250
124,T119,T119,Bob Tway,87,+.250
125,T126,T126,Greg Owen,84,+.273
126,T126,T126,Craig Perks,67,+.273
